
WIB,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,31,27,24,26,24,2,100,85,18,1010,1008,1005,10,9,6,23,13,,0.00,6,Rain-Thunderstorm,255<br />
2009-1-2,32,28,24,26,25,23,100,84,57,1010,1008,1006,10,9,7,29,13,,0.00,4,Rain,250<br />
2009-1-3,33,28,23,25,23,21,100,76,47,1010,1008,1006,10,8,5,32,11,,0.00,2,,241<br />
2009-1-4,33,28,23,25,23,21,100,78,41,1010,1009,1006,10,9,6,29,16,,0.00,1,,259<br />
2009-1-5,32,28,24,25,24,22,100,80,51,1010,1008,1005,11,10,9,27,14,29,0.00,2,,252<br />
2009-1-6,28,26,23,26,23,2,100,90,21,1011,1009,1008,10,8,4,13,8,,4.06,3,Rain-Thunderstorm,266<br />
2009-1-7,30,27,23,26,23,2,100,86,22,1013,1010,1008,10,7,5,14,5,19,10.92,5,Rain-Thunderstorm,298<br />
2009-1-8,31,27,23,26,24,23,100,92,65,1013,1011,1009,10,7,4,24,8,,0.00,6,Rain,284<br />
2009-1-9,28,26,23,26,24,23,100,94,72,1014,1012,1010,7,6,3,14,6,19,0.51,7,Rain,255<br />
2009-1-10,28,26,23,25,24,23,100,94,73,1013,1011,1009,10,7,3,23,8,,2.03,6,Rain,283<br />
2009-1-11,28,26,22,26,24,22,100,93,73,1012,1010,1009,10,7,3,34,6,53,0.00,6,Rain,263<br />
2009-1-12,27,25,23,26,24,2,100,93,22,1014,1012,1010,10,7,1,24,6,,18.03,6,Rain,286<br />
2009-1-13,28,26,23,25,24,22,100,92,75,1014,1012,1010,8,5,1,27,10,45,9.91,7,Rain-Thunderstorm,295<br />
2009-1-14,28,26,23,26,23,2,100,89,22,1014,1013,1011,10,7,3,26,11,47,19.05,7,Rain-Thunderstorm,287<br />
2009-1-15,30,27,24,26,24,2,100,88,22,1014,1013,1010,10,7,2,24,10,39,0.00,6,Rain,283<br />
2009-1-16,29,26,23,26,24,22,100,90,62,1014,1012,1010,10,8,5,55,11,,1.02,5,Rain,313<br />
2009-1-17,30,27,24,26,25,23,100,91,71,1014,1012,1009,10,9,6,23,8,,2.03,3,Rain,318<br />
2009-1-18,29,27,25,26,25,23,100,87,61,1012,1011,1008,10,9,6,19,8,,2.03,3,Rain,331<br />
2009-1-19,29,27,24,26,25,23,100,89,68,1012,1010,1007,10,9,6,24,13,39,5.08,5,Rain-Thunderstorm,331<br />
2009-1-20,29,27,24,26,24,23,100,89,68,1012,1009,1007,11,9,8,19,5,,0.00,4,,335<br />
2009-1-21,29,27,23,25,24,23,100,89,64,1012,1009,1007,10,9,3,19,11,,0.00,3,,358<br />
2009-1-22,30,27,24,26,24,23,100,89,69,1011,1009,1006,10,8,3,21,10,26,4.06,3,Rain,307<br />
2009-1-23,31,28,24,27,25,23,100,90,68,1010,1009,1006,11,7,2,21,8,,0.00,4,Rain,329<br />
