
AEST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,30,27,23,24,23,21,94,79,66,1008,1006,1004,10,10,10,16,6,,0.00,4,,345<br />
2000-1-2,31,27,24,25,23,21,94,77,62,1009,1006,1005,10,10,10,21,6,,0.00,5,,323<br />
2000-1-3,31,27,24,24,23,21,94,76,55,1011,1009,1007,10,10,6,24,10,,0.00,6,Rain,133<br />
2000-1-4,27,26,24,23,23,22,94,87,78,1013,1010,1008,10,9,1,21,13,,0.00,6,Rain,170<br />
2000-1-5,30,27,24,23,22,21,89,74,58,1011,1009,1007,10,10,10,23,14,,0.00,5,,145<br />
2000-1-6,31,27,23,24,22,21,100,78,58,1009,1007,1005,10,10,10,24,6,,0.00,3,,118<br />
2000-1-7,30,27,23,23,22,21,94,77,62,1010,1007,1006,10,10,10,19,6,,0.00,5,,164<br />
2000-1-8,31,27,24,24,23,21,89,74,62,1010,1008,1006,10,10,10,24,13,,0.00,5,,136<br />
2000-1-9,32,29,26,23,22,21,83,70,55,1010,1008,1006,10,10,10,29,16,,0.00,2,,156<br />
2000-1-10,31,27,24,23,22,20,83,72,58,1008,1006,1005,10,10,10,24,11,,0.00,4,,141<br />
2000-1-11,29,27,24,24,23,21,94,81,62,1008,1006,1004,10,10,8,16,10,,0.00,6,Rain,169<br />
2000-1-12,27,24,22,23,22,20,94,85,65,1008,1006,1005,10,9,4,34,14,,0.00,6,Rain,161<br />
2000-1-13,25,23,22,22,21,20,94,90,78,1008,1006,1005,10,9,4,26,18,,0.00,5,Rain,163<br />
2000-1-14,30,26,22,21,19,18,94,69,48,1009,1007,1005,10,10,10,34,19,,0.00,5,Rain,150<br />
2000-1-15,30,26,21,21,19,17,88,68,45,1011,1008,1006,10,10,10,32,16,,0.00,3,,138<br />
2000-1-16,32,26,21,21,20,19,88,69,46,1011,1009,1007,10,10,10,32,16,,0.00,2,Rain,146<br />
2000-1-17,31,27,23,24,21,19,89,74,49,1012,1010,1009,10,10,7,29,16,,0.00,2,Rain,151<br />
2000-1-18,32,28,25,23,22,19,83,71,49,1013,1011,1009,10,10,10,32,21,,0.00,5,Rain,154<br />
2000-1-19,31,28,25,23,22,21,89,72,58,1012,1011,1009,10,10,10,26,16,,0.00,3,Rain,152<br />
2000-1-20,30,28,25,23,22,21,83,74,58,1012,1010,1007,10,10,10,21,10,,0.00,4,,86<br />
2000-1-21,30,27,23,25,23,20,94,77,58,1009,1007,1005,10,10,10,16,8,,0.00,4,,317<br />
2000-1-22,32,28,25,23,21,19,83,67,52,1007,1005,1003,10,10,10,14,8,,0.00,4,,287<br />
2000-1-23,33,28,23,25,23,22,94,77,52,1007,1005,1003,10,10,10,21,6,,0.00,5,,347<br />
2000-1-24,31,28,25,25,24,23,100,79,66,1010,1007,1005,10,10,8,21,8,,0.00,3,,82<br />
2000-1-25,32,28,25,23,22,20,89,69,52,1011,1010,1008,10,10,9,21,14,,0.00,3,,132<br />
2000-1-26,31,28,25,24,23,21,89,78,55,1011,1010,1007,10,10,5,26,10,,0.00,5,Rain,145<br />
2000-1-27,32,28,25,23,22,22,89,72,58,1010,1008,1006,10,10,10,23,8,,0.00,3,,93<br />
2000-1-28,31,28,26,24,23,23,84,76,66,1009,1008,1006,10,10,10,16,5,,0.00,3,,352<br />
2000-1-29,31,28,25,25,24,23,100,85,70,1010,1007,1006,10,9,3,19,8,,0.00,6,Rain-Thunderstorm,349<br />
2000-1-30,31,27,23,25,22,20,100,80,58,1011,1009,1008,10,9,4,32,13,,0.00,6,Rain,148<br />
2000-1-31,32,28,24,22,21,19,89,68,46,1011,1009,1007,10,10,10,35,18,,0.00,5,Rain,139<br />
2000-2-1,31,27,24,24,23,21,89,75,58,1012,1010,1009,10,10,10,35,23,,0.00,4,Rain,146<br />
2000-2-2,29,27,24,24,23,22,94,86,70,1014,1012,1010,10,9,2,37,21,45,0.00,5,Rain,161<br />
2000-2-3,30,28,25,24,22,20,89,76,55,1014,1012,1009,10,10,6,47,26,52,0.00,4,Rain,150<br />
2000-2-4,31,28,25,25,24,22,100,83,62,1011,1009,1006,10,9,5,32,19,,0.00,5,Rain,156<br />
2000-2-5,30,27,24,24,23,23,94,83,66,1010,1008,1005,10,9,5,26,13,,0.00,6,Rain,154<br />
2000-2-6,26,24,24,25,24,23,100,95,89,1012,1009,1006,10,5,0,19,6,,0.00,7,Rain,178<br />
2000-2-7,31,27,24,25,23,23,94,87,70,1013,1011,1009,10,8,3,32,19,,0.00,6,Rain,160<br />
2000-2-8,26,24,24,24,23,22,94,90,78,1013,1011,1009,10,7,2,39,18,40,0.00,7,Rain,163<br />
2000-2-9,29,27,24,24,23,22,94,84,66,1012,1011,1009,10,9,2,35,21,,0.00,6,Rain,152<br />
2000-2-10,26,24,24,25,23,22,100,92,83,1012,1010,1009,10,6,0,24,16,,0.00,6,Rain-Thunderstorm,159<br />
2000-2-11,28,27,25,25,24,23,94,90,83,1010,1009,1008,10,8,2,23,13,,0.00,6,Rain-Thunderstorm,161<br />
2000-2-12,28,27,25,26,24,23,100,92,84,1010,1008,1006,10,9,4,16,10,,0.00,5,Rain,164<br />
2000-2-13,31,27,24,25,24,23,100,84,66,1009,1007,1005,10,10,10,24,8,,0.00,3,Fog,88<br />
2000-2-14,31,27,24,25,23,22,100,79,58,1008,1006,1003,10,10,10,24,8,,0.00,4,Rain,128<br />
2000-2-15,30,28,25,25,24,22,94,81,62,1007,1005,1004,10,10,10,14,8,,0.00,5,,73<br />
2000-2-16,29,27,25,25,24,23,94,84,70,1007,1005,1004,10,10,10,19,10,,0.00,5,Rain,90<br />
2000-2-17,29,27,25,25,24,23,94,87,79,1011,1008,1006,10,9,4,13,6,,0.00,6,Rain,41<br />
2000-2-18,31,27,24,25,24,22,100,84,62,1013,1010,1009,10,9,2,19,5,,0.00,6,Rain-Thunderstorm,45<br />
2000-2-19,31,27,24,25,24,23,94,83,66,1011,1010,1008,10,10,10,14,8,,0.00,5,,106<br />
2000-2-20,30,28,25,25,24,23,94,82,66,1010,1008,1005,10,10,6,14,8,,0.00,4,Rain-Thunderstorm,85<br />
2000-2-21,30,28,25,26,24,23,100,88,70,1008,1006,1004,10,10,10,23,6,,0.00,6,Rain,306<br />
2000-2-22,31,27,24,26,23,20,94,79,62,1009,1007,1005,10,10,7,14,6,,0.00,6,Rain,229<br />
2000-2-23,24,24,24,24,24,24,100,100,100,1007,1007,1006,10,10,10,6,3,,0.00,8,Rain,300<br />
2000-5-1,29,28,28,18,18,17,54,51,48,1010,1009,1008,10,10,10,16,14,,0.00,1,,137<br />
2000-5-4,29,26,23,23,22,21,94,77,66,1012,1010,1008,10,10,10,13,10,,0.00,5,,7<br />
2000-5-5,28,24,21,23,22,19,100,83,58,1014,1012,1010,10,10,3,13,3,,0.00,5,Fog,67<br />
2000-5-6,30,26,22,22,21,19,94,75,58,1015,1013,1012,10,10,10,26,10,,0.00,2,,148<br />
2000-5-7,28,26,23,22,21,19,94,76,65,1016,1014,1013,10,10,7,32,18,,0.00,4,Rain,156<br />
2000-5-8,28,26,23,23,22,20,100,87,62,1016,1015,1013,10,8,2,40,21,39,0.00,4,Rain,150<br />
2000-5-9,27,24,23,22,20,19,94,75,61,1016,1014,1013,10,10,6,52,31,69,0.00,4,Rain,142<br />
2000-5-10,27,24,22,21,19,18,88,72,58,1016,1015,1013,10,10,8,40,27,72,0.00,2,Rain,145<br />
2000-5-11,27,24,22,19,18,17,78,70,58,1016,1015,1013,10,10,10,32,21,,0.00,3,,154<br />
2000-5-12,27,24,23,19,17,16,78,66,54,1016,1014,1013,10,10,10,32,19,39,0.00,4,,157<br />
2000-5-13,28,24,21,21,18,16,88,72,51,1016,1014,1013,10,10,10,26,14,,0.00,4,,153<br />
2000-5-14,27,23,21,20,19,17,94,74,58,1017,1015,1014,10,10,8,27,16,,0.00,4,,152<br />
2000-5-15,28,23,19,18,17,15,88,68,51,1016,1015,1013,10,10,10,27,14,,0.00,3,,141<br />
2000-5-16,27,23,20,19,18,16,94,74,51,1017,1015,1014,10,10,5,27,18,,0.00,5,,147<br />
2000-5-17,27,24,22,19,18,15,78,67,57,1017,1015,1014,10,10,10,35,24,52,0.00,6,,149<br />
2000-5-18,27,23,21,22,19,15,94,75,57,1018,1016,1014,10,9,5,40,29,61,0.00,6,Rain,150<br />
2000-5-19,27,24,22,24,22,21,100,92,83,1017,1015,1014,10,6,2,29,18,47,0.00,6,Rain,152<br />
2000-5-20,26,24,22,22,21,20,94,86,74,1017,1015,1014,10,9,6,32,24,,0.00,6,Rain,154<br />
2000-5-21,26,23,22,20,19,18,83,76,65,1017,1016,1015,10,10,10,34,27,53,0.00,5,Rain,156<br />
2000-5-22,26,23,22,21,20,19,94,85,65,1017,1016,1015,10,9,6,32,23,,0.00,6,Rain,150<br />
2000-5-23,26,23,21,20,19,18,94,75,61,1017,1015,1013,10,10,6,37,26,47,0.00,3,Rain,148<br />
2000-5-24,27,23,21,19,18,17,88,75,54,1016,1014,1012,10,10,10,21,16,,0.00,2,,150<br />
2000-5-25,27,23,19,20,18,16,88,75,58,1014,1013,1011,10,10,10,23,14,,0.00,2,,147<br />
