
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2008-1-1,31,23,16,15,11,8,82,49,24,1018,1016,1013,10,10,10,19,5,,0.00,5,,104<br />
2008-1-2,30,24,18,18,14,12,83,55,33,1019,1016,1014,10,10,10,19,5,,0.00,3,Thunderstorm,62<br />
2008-1-3,29,24,19,17,15,13,88,61,37,1021,1019,1017,10,10,10,16,6,,0.00,4,Thunderstorm,102<br />
2008-1-4,29,23,18,15,13,12,83,53,35,1021,1019,1017,10,10,10,21,6,,0.00,3,,66<br />
2008-1-5,31,24,18,17,13,10,77,51,30,1021,1019,1015,10,10,10,14,5,,0.00,4,,296<br />
2008-1-6,28,24,22,19,18,16,78,68,51,1019,1017,1015,10,10,10,21,6,,0.00,5,,251<br />
2008-1-7,28,22,17,19,18,15,100,78,45,1020,1017,1014,10,10,6,100,11,,0.00,6,Rain-Thunderstorm,275<br />
2008-1-8,28,23,18,19,18,16,100,82,51,1018,1016,1013,10,9,0,23,8,,0.00,6,Rain-Thunderstorm,275<br />
2008-1-9,28,22,17,19,17,15,100,83,45,1018,1015,1011,10,9,6,21,6,,0.00,5,Rain-Thunderstorm,253<br />
2008-1-10,26,21,17,19,17,16,100,82,54,1017,1015,1013,10,10,7,19,10,,0.00,5,Rain-Thunderstorm,331<br />
2008-1-11,27,22,17,19,17,15,100,80,48,1019,1017,1015,10,10,7,14,6,,0.00,6,Rain-Thunderstorm,277<br />
2008-1-12,26,21,17,20,19,17,100,83,61,1019,1017,1015,10,10,7,26,6,,0.00,5,Thunderstorm,25<br />
2008-1-13,25,21,18,19,19,18,100,88,65,1019,1017,1016,10,10,10,19,3,,0.00,6,,137<br />
2008-1-14,27,22,18,19,17,14,100,74,50,1019,1017,1013,10,10,10,21,11,,0.00,6,,91<br />
2008-1-15,25,21,18,19,16,15,94,75,54,1018,1016,1014,10,10,10,26,8,,0.00,6,Rain-Thunderstorm,78<br />
2008-1-16,27,21,16,19,17,14,100,81,45,1020,1016,1013,10,8,1,32,10,52,0.00,6,Rain-Thunderstorm,33<br />
2008-1-17,26,21,17,18,17,16,100,85,54,1020,1018,1016,10,10,8,26,6,,0.00,6,Rain,290<br />
2008-1-18,27,21,16,20,18,16,100,85,51,1020,1017,1015,10,8,1,26,3,,0.00,6,Rain-Thunderstorm,316<br />
2008-1-19,26,21,17,19,18,16,100,79,54,1019,1017,1014,10,10,10,19,5,,0.00,4,Rain-Thunderstorm,61<br />
2008-1-20,28,23,18,19,18,15,100,75,48,1019,1017,1013,10,10,10,16,3,,0.00,6,,139<br />
2008-1-21,26,21,17,19,17,15,100,82,51,1020,1018,1015,10,9,3,23,10,,0.00,7,Rain-Thunderstorm,287<br />
2008-1-22,24,21,18,20,18,17,100,86,65,1020,1017,1016,10,9,3,24,6,,0.00,6,Rain-Thunderstorm,77<br />
2008-1-23,24,21,18,20,18,17,100,91,69,1020,1018,1016,10,9,3,19,5,,0.00,7,Rain,83<br />
2008-1-24,25,21,18,21,18,16,100,90,57,1020,1018,1014,10,8,2,19,6,,0.00,6,Rain-Thunderstorm,89<br />
2008-1-25,26,21,17,20,19,17,100,89,61,1020,1018,1015,10,9,5,26,6,,0.00,7,Rain-Thunderstorm,100<br />
2008-1-26,24,21,18,20,19,18,100,96,73,1019,1017,1014,10,10,6,27,10,,0.00,6,Rain-Thunderstorm,90<br />
2008-1-27,23,20,17,20,18,17,100,95,73,1019,1017,1014,10,9,4,27,6,,0.00,7,Rain,71<br />
2008-1-28,26,21,17,20,18,17,100,89,57,1019,1017,1013,10,10,9,23,10,,0.00,6,Rain-Thunderstorm,58<br />
2008-1-29,22,20,19,19,18,16,100,90,73,1018,1016,1014,10,9,4,24,10,,0.00,7,Rain,3<br />
2008-1-30,23,21,19,19,18,17,94,87,78,1016,1013,1010,10,9,3,32,13,,0.00,6,Rain,318<br />
2008-1-31,25,21,18,19,18,17,94,83,65,1013,1011,1009,10,10,9,29,13,,0.00,6,,311<br />
2008-2-1,27,23,19,21,19,18,94,82,61,1014,1012,1009,10,9,4,19,13,,0.00,5,Rain,320<br />
2008-2-2,27,23,20,20,19,18,94,84,61,1017,1013,1011,10,9,4,29,10,48,0.00,6,Rain-Thunderstorm,5<br />
2008-2-3,24,21,19,19,18,18,94,86,73,1020,1016,1014,10,9,3,34,14,,0.00,6,Rain,357<br />
2008-2-4,27,23,19,18,18,16,94,77,51,1020,1018,1016,10,10,10,26,11,,0.00,6,,338<br />
2008-2-5,25,21,18,19,18,17,100,88,65,1021,1019,1017,10,9,2,14,6,,0.00,6,Rain-Thunderstorm,108<br />
2008-2-6,23,20,17,19,18,17,100,90,73,1021,1019,1018,10,10,1,16,5,,0.00,5,Fog-Rain-Thunderstorm,103<br />
2008-2-7,23,20,17,19,18,16,100,90,69,1023,1021,1019,10,10,9,19,5,,0.00,5,Rain-Thunderstorm,191<br />
2008-2-8,26,22,18,19,18,16,100,80,54,1023,1020,1017,10,10,10,23,5,,0.00,5,,137<br />
2008-2-9,30,23,16,19,16,12,100,66,35,1020,1017,1014,10,10,10,14,6,,0.00,2,,99<br />
2008-2-10,29,22,16,18,17,12,94,71,35,1020,1017,1015,10,10,10,14,5,,0.00,6,,217<br />
2008-2-11,30,24,18,19,17,16,94,75,43,1020,1018,1015,10,10,9,23,8,,0.00,4,Thunderstorm,182<br />
2008-2-12,30,23,17,19,17,15,100,75,40,1020,1017,1015,10,10,10,19,6,,0.00,3,,141<br />
2008-2-13,29,22,15,18,16,14,94,72,45,1019,1017,1016,10,10,10,19,6,,0.00,6,,146<br />
2008-2-14,28,21,15,18,17,15,100,77,48,1020,1018,1015,10,9,1,58,8,87,0.00,4,Rain-Thunderstorm,79<br />
2008-2-15,27,22,18,18,18,17,100,81,54,1020,1017,1014,10,9,4,21,10,,0.00,5,Rain-Thunderstorm,98<br />
2008-2-16,27,21,15,18,16,15,100,76,48,1018,1016,1014,10,10,10,27,8,,0.00,5,,85<br />
2008-2-17,27,22,18,18,17,16,100,76,54,1021,1018,1016,10,10,10,19,6,,0.00,5,,48<br />
2008-2-18,28,23,18,19,17,15,94,84,54,1023,1020,1018,10,10,10,26,6,,0.00,6,Rain-Thunderstorm,183<br />
2008-2-19,27,22,17,19,17,16,100,83,54,1023,1021,1018,10,10,7,19,5,,0.00,6,Rain-Thunderstorm,133<br />
2008-2-20,29,23,18,19,17,14,100,78,40,1020,1017,1014,10,9,0,40,6,84,0.00,5,Rain-Thunderstorm,23<br />
2008-2-21,26,21,17,19,17,16,100,85,61,1023,1019,1015,10,9,3,19,6,34,0.00,7,Rain-Thunderstorm,261<br />
2008-2-22,27,22,17,19,17,16,100,83,54,1022,1020,1018,10,9,3,34,5,42,0.00,6,Rain-Thunderstorm,199<br />
2008-2-23,25,21,18,19,18,16,94,82,65,1023,1021,1018,10,9,3,29,5,42,0.00,6,Rain-Thunderstorm,183<br />
2008-2-24,27,22,17,20,18,16,100,88,58,1021,1019,1016,10,9,2,16,6,,0.00,6,Rain-Thunderstorm,217<br />
2008-2-25,27,22,17,20,18,16,100,82,54,1019,1017,1014,10,9,4,19,6,,0.00,6,Rain-Thunderstorm,188<br />
2008-2-26,26,22,19,19,18,16,88,78,57,1020,1017,1015,10,10,10,24,10,,0.00,5,,280<br />
2008-2-27,27,22,18,19,18,17,100,84,54,1019,1016,1014,10,9,4,19,6,,0.00,5,Rain-Thunderstorm,273<br />
2008-2-28,25,21,18,20,19,17,100,90,65,1018,1015,1013,10,9,4,29,10,,0.00,7,Fog-Rain-Thunderstorm,19<br />
2008-2-29,25,22,19,20,19,18,100,90,69,1016,1014,1012,10,9,1,19,8,,0.00,7,Rain-Thunderstorm,339<br />
2008-3-1,24,21,19,19,18,17,100,88,73,1016,1013,1011,10,9,1,34,14,,0.00,6,Rain,317<br />
2008-3-2,25,21,18,19,18,17,100,84,65,1017,1015,1013,10,10,8,19,11,,0.00,7,Rain,330<br />
2008-3-3,23,21,19,19,18,18,100,90,78,1020,1017,1016,10,9,3,19,8,,0.00,6,Rain-Thunderstorm,300<br />
2008-3-4,26,22,18,18,17,16,94,76,54,1021,1018,1016,10,10,10,24,14,,0.00,6,Rain,294<br />
2008-3-5,27,22,18,19,18,16,94,81,54,1019,1016,1014,10,9,5,19,5,39,0.00,6,Rain-Thunderstorm,294<br />
2008-3-6,26,22,18,19,18,18,100,84,61,1018,1016,1013,10,9,0,16,5,,0.00,6,Fog-Rain-Thunderstorm,226<br />
2008-3-7,26,22,18,19,18,17,94,76,57,1018,1016,1014,10,10,8,19,6,,0.00,6,Rain-Thunderstorm,17<br />
2008-3-8,28,23,18,18,17,15,100,75,48,1020,1018,1016,10,10,8,26,10,,0.00,5,Rain-Thunderstorm,4<br />
2008-3-9,26,22,18,19,18,17,100,84,61,1022,1019,1016,10,9,1,27,6,,0.00,6,Rain-Thunderstorm,129<br />
2008-3-10,26,21,17,20,18,17,100,88,61,1020,1019,1016,10,9,2,19,5,,0.00,5,Rain-Thunderstorm,223<br />
2008-3-11,27,22,17,20,18,16,100,84,51,1019,1018,1016,10,6,0,16,3,,0.00,5,Fog,163<br />
2008-3-12,29,23,18,19,18,16,100,81,45,1021,1017,1015,10,9,4,26,5,,0.00,5,Rain-Thunderstorm,316<br />
2008-3-13,25,21,18,19,18,17,100,84,61,1021,1018,1015,10,10,10,23,6,,0.00,6,,355<br />
2008-3-14,28,23,19,18,17,16,94,74,48,1019,1016,1014,10,10,10,23,10,,0.00,6,,309<br />
2008-3-15,28,23,18,19,18,17,100,80,54,1021,1017,1015,10,9,5,23,8,,0.00,6,Rain-Thunderstorm,341<br />
2008-3-16,25,21,17,20,17,17,100,87,61,1022,1020,1017,10,10,10,21,8,,0.00,5,Rain-Thunderstorm,308<br />
2008-3-17,27,21,15,19,17,15,100,81,51,1022,1020,1016,10,10,10,23,8,,0.00,4,Thunderstorm,99<br />
2008-3-18,27,22,17,18,16,14,94,77,45,1022,1019,1017,10,9,5,23,11,,0.00,5,,109<br />
2008-3-19,27,20,14,18,16,13,100,74,48,1021,1019,1017,10,10,10,24,10,,0.00,3,,107<br />
2008-3-20,27,21,15,17,16,14,100,76,45,1021,1019,1017,10,10,10,19,5,,0.00,3,,118<br />
2008-3-21,27,21,16,18,16,14,94,75,45,1021,1018,1015,10,10,10,26,10,,0.00,5,,110<br />
2008-3-22,28,22,16,18,16,14,94,68,42,1021,1019,1016,10,10,10,23,8,,0.00,6,,96<br />
2008-3-23,28,22,16,19,17,15,100,78,48,1020,1018,1015,10,8,0,40,5,63,0.00,5,Rain-Thunderstorm,88<br />
2008-3-24,26,22,18,19,18,17,100,87,61,1021,1019,1017,10,9,4,16,6,,0.00,6,Rain-Thunderstorm,21<br />
2008-3-25,26,22,18,20,18,16,100,83,54,1021,1019,1016,10,10,10,14,5,,0.00,6,Thunderstorm,46<br />
2008-3-26,27,22,18,18,17,15,100,76,48,1020,1018,1015,10,10,10,19,6,,0.00,5,,55<br />
2008-3-27,26,21,17,19,17,16,100,88,57,1018,1016,1014,10,10,8,13,5,34,0.00,6,Rain-Thunderstorm,259<br />
2008-3-28,27,20,14,18,17,13,100,80,57,1018,1016,1013,10,10,9,19,5,,0.00,3,Fog-Thunderstorm,263<br />
2008-3-29,29,22,16,18,17,15,100,72,42,1017,1015,1013,10,10,5,21,8,,0.00,3,Rain-Thunderstorm,188<br />
2008-3-30,29,22,16,18,16,13,100,68,39,1019,1016,1014,10,10,10,19,5,,0.00,4,,92<br />
2008-3-31,27,22,17,18,16,15,94,71,48,1018,1016,1013,10,10,10,24,8,,0.00,4,,91<br />
2008-4-1,27,22,17,16,15,12,88,67,42,1018,1016,1013,10,10,10,21,10,,0.00,5,,79<br />
2008-4-2,26,21,17,17,16,14,88,70,51,1018,1016,1013,10,10,10,19,6,,0.00,6,,70<br />
2008-4-3,26,22,18,18,17,16,88,76,57,1017,1015,1012,10,10,9,19,5,,0.00,6,Rain,36<br />
2008-4-4,24,21,18,20,18,17,100,90,69,1016,1014,1013,10,7,2,39,10,,0.00,7,Rain,341<br />
2008-4-5,25,20,16,19,18,15,100,86,69,1017,1015,1013,10,9,4,14,5,,0.00,6,Rain,354<br />
2008-4-6,26,22,18,19,18,18,100,88,61,1017,1015,1014,10,9,4,21,8,,0.00,7,Rain,30<br />
2008-4-7,27,22,17,19,18,16,100,80,51,1019,1017,1014,10,10,10,21,6,,0.00,5,,36<br />
2008-4-8,28,22,16,18,17,15,100,79,51,1021,1019,1017,10,10,10,19,5,,0.00,6,,92<br />
2008-4-9,28,23,18,18,17,15,94,70,45,1020,1019,1017,10,10,10,24,8,,0.00,4,,88<br />
2008-4-10,29,23,17,19,17,14,94,68,40,1019,1017,1014,10,10,10,24,6,,0.00,3,,103<br />
2008-4-11,29,23,18,19,17,14,94,66,42,1018,1016,1013,10,10,10,14,5,,0.00,2,,83<br />
2008-4-12,29,24,19,19,18,16,94,75,45,1018,1015,1012,10,9,5,19,6,,0.00,4,Rain-Thunderstorm,312<br />
2008-4-13,28,22,17,19,17,16,94,72,48,1018,1016,1013,10,10,10,21,8,,0.00,5,,346<br />
2008-4-14,27,22,18,19,17,14,94,76,57,1020,1018,1015,10,10,10,21,5,,0.00,5,Rain-Thunderstorm,164<br />
2008-4-15,28,22,17,19,17,15,94,77,45,1019,1017,1014,10,9,2,27,10,,0.00,5,Rain,178<br />
2008-4-16,27,22,18,20,18,16,94,80,51,1022,1020,1018,10,10,10,21,6,,0.00,5,,77<br />
2008-4-17,27,22,18,18,17,16,94,75,51,1024,1021,1018,10,9,5,16,10,,0.00,4,,120<br />
2008-4-18,27,23,19,18,17,14,88,70,45,1021,1019,1017,10,10,10,21,8,,0.00,6,,94<br />
2008-4-19,28,22,17,18,16,14,94,70,42,1020,1017,1010,10,10,10,23,6,,0.00,3,,90<br />
2008-4-20,26,22,18,18,17,15,94,79,51,1020,1018,1016,10,10,5,23,10,,0.00,4,Rain-Thunderstorm,104<br />
2008-4-21,28,23,18,18,16,13,94,68,39,1021,1019,1017,10,10,10,21,8,,0.00,3,,82<br />
