
AMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,30,26,22,24,22,21,94,84,66,1013,1011,1008,10,7,2,23,3,40,0.00,5,Rain-Thunderstorm,4<br />
2013-1-2,29,26,23,24,22,21,94,87,74,1012,1010,1007,10,9,1,14,3,,0.00,5,Rain-Thunderstorm,335<br />
2013-1-3,28,26,23,23,22,21,94,84,66,1014,1012,1009,10,9,2,16,6,,0.00,5,Rain,346<br />
2013-1-4,27,26,24,23,22,22,89,85,74,1015,1013,1010,10,9,4,13,5,,0.00,5,Rain-Thunderstorm,30<br />
2013-1-5,32,28,24,24,23,22,94,82,55,1015,1012,1010,10,9,1,14,3,,0.00,4,Rain,70<br />
2013-1-6,30,27,23,24,22,21,94,84,62,1013,1011,1008,10,8,1,23,6,42,0.00,3,Rain-Thunderstorm,16<br />
2013-1-7,30,27,23,23,22,21,94,80,62,1013,1010,1007,10,9,2,23,5,,0.00,3,Rain-Thunderstorm,22<br />
2013-1-8,31,27,24,24,22,21,94,79,55,1013,1010,1008,10,9,1,16,5,,0.00,5,Rain,18<br />
2013-1-9,32,28,24,24,22,21,89,76,52,1014,1011,1009,10,10,8,14,3,,0.00,4,Rain,30<br />
2013-1-10,31,27,24,23,22,20,94,76,52,1012,1010,1007,10,10,10,16,5,,0.00,4,,352<br />
2013-1-11,30,27,23,24,22,21,89,83,62,1011,1009,1007,10,9,5,11,8,,0.00,5,Rain,352<br />
2013-1-12,32,28,24,23,22,20,89,73,49,1010,1008,1006,10,10,10,16,8,,0.00,4,,29<br />
2013-1-13,33,29,25,24,22,20,89,70,46,1011,1009,1007,10,9,5,16,5,,0.00,4,Rain,55<br />
2013-1-14,31,27,23,24,22,2,89,76,25,1012,1010,1009,10,9,1,27,11,47,0.00,4,Rain-Thunderstorm,76<br />
2013-1-15,31,26,22,23,22,20,94,80,55,1012,1010,1007,10,10,7,26,5,,0.00,3,Rain,86<br />
2013-1-16,30,27,24,24,23,22,89,79,62,1012,1009,1007,10,10,5,19,10,,0.00,3,Rain-Thunderstorm,87<br />
2013-1-17,30,28,24,24,23,22,89,81,62,1013,1010,1008,10,10,2,27,10,,0.00,4,Rain-Thunderstorm,71<br />
2013-1-18,29,26,23,24,23,22,94,84,70,1013,1011,1008,10,9,5,19,5,,0.00,5,Rain-Thunderstorm,332<br />
2013-1-19,27,24,23,23,22,21,94,87,74,1014,1012,1009,10,8,2,23,13,,0.00,6,Fog-Rain-Thunderstorm,28<br />
2013-1-20,32,27,22,23,22,20,94,78,52,1014,1011,1008,10,10,10,14,5,,0.00,4,,68<br />
2013-1-21,32,28,24,23,22,20,94,71,49,1012,1010,1007,10,10,10,19,8,,0.00,4,,72<br />
2013-1-22,32,28,24,23,22,21,89,72,52,1013,1011,1009,10,10,6,16,5,,0.00,2,Rain,49<br />
2013-1-23,33,28,24,24,22,21,94,77,49,1013,1011,1009,10,9,7,11,3,,0.00,4,Rain,344<br />
2013-1-24,29,27,24,23,22,21,89,84,66,1015,1012,1010,10,9,3,16,8,,0.00,6,Rain-Thunderstorm,25<br />
2013-1-25,32,27,23,23,22,20,94,72,49,1014,1012,1009,10,10,10,16,6,,0.00,3,,45<br />
2013-1-26,33,29,25,23,22,20,83,67,49,1014,1011,1009,10,9,1,16,10,,0.00,4,,49<br />
2013-1-27,33,29,25,23,22,20,89,68,46,1014,1011,1009,10,10,10,19,5,,0.00,2,,38<br />
2013-1-28,30,27,24,23,22,22,94,79,62,1015,1013,1011,10,10,10,19,8,,0.00,6,Rain,27<br />
2013-1-29,29,27,24,23,22,22,89,84,70,1015,1013,1010,10,10,5,16,5,,0.00,6,Rain,5<br />
2013-1-30,30,27,24,23,23,22,89,80,62,1014,1011,1008,10,9,2,13,5,,0.00,5,Rain,20<br />
2013-1-31,31,27,24,23,23,22,89,81,62,1012,1010,1007,10,9,2,23,6,,0.00,5,Rain,25<br />
2013-2-1,32,28,24,23,22,2,89,77,18,1012,1009,1006,10,9,4,24,6,,0.00,4,Rain-Thunderstorm,58<br />
2013-2-2,29,26,23,23,22,22,94,84,70,1013,1011,1008,10,9,2,32,10,50,0.00,5,Rain-Thunderstorm,55<br />
2013-2-3,29,27,24,23,22,22,94,84,66,1013,1010,1008,10,10,8,21,5,,0.00,5,Rain-Thunderstorm,56<br />
2013-2-4,31,27,24,24,22,21,94,76,58,1012,1009,1005,10,10,3,21,6,,0.00,4,Rain-Thunderstorm,44<br />
2013-2-5,33,28,24,24,23,22,94,81,52,1012,1009,1006,10,10,5,24,6,42,0.00,3,Rain-Thunderstorm,335<br />
2013-2-6,28,24,22,23,22,21,94,88,74,1012,1010,1009,10,8,1,19,6,,0.00,7,Rain,281<br />
2013-2-7,31,26,22,23,22,21,94,83,55,1012,1010,1007,10,7,0,39,5,42,0.00,4,Fog-Rain-Thunderstorm,32<br />
2013-2-8,30,27,23,23,22,20,94,79,55,1012,1010,1007,10,10,10,19,8,,0.00,4,Rain,42<br />
2013-2-9,30,27,23,24,22,21,94,87,66,1012,1010,1007,10,8,2,27,3,53,0.00,5,Rain,34<br />
2013-2-10,27,24,22,23,22,20,94,86,78,1013,1010,1008,10,9,3,13,8,,0.00,6,Fog-Rain,135<br />
2013-2-11,28,26,23,23,21,2,94,84,24,1013,1011,1009,10,8,1,11,6,29,0.00,7,Fog-Rain-Thunderstorm,332<br />
2013-2-12,28,26,23,22,22,21,94,86,70,1014,1011,1009,10,7,1,24,6,55,0.00,6,Fog-Rain-Thunderstorm,34<br />
2013-2-13,30,27,23,23,22,21,94,80,58,1013,1011,1007,10,9,5,14,5,,0.00,5,Thunderstorm,74<br />
2013-2-14,31,27,24,23,22,20,89,76,55,1013,1011,1008,10,10,10,16,6,,0.00,4,Thunderstorm,67<br />
2013-2-15,29,26,22,24,22,21,94,88,74,1015,1012,1009,10,8,2,24,5,45,0.00,6,Fog-Rain-Thunderstorm,33<br />
2013-2-16,31,26,21,23,21,20,94,81,58,1014,1011,1007,10,8,0,14,3,,0.00,3,Fog-Thunderstorm,8<br />
2013-2-17,28,26,23,23,22,21,89,84,70,1013,1011,1007,10,10,5,14,8,,0.00,4,Rain,37<br />
2013-2-18,30,26,22,23,22,21,94,83,58,1014,1011,1007,10,8,1,19,5,40,0.00,4,Fog-Rain,15<br />
2013-2-19,29,26,22,23,22,21,94,85,70,1013,1010,1008,10,8,1,21,5,37,0.00,6,Rain-Thunderstorm,19<br />
2013-2-20,29,26,23,23,22,21,94,83,66,1013,1010,1006,10,9,3,19,5,,0.00,5,Rain,69<br />
2013-2-21,29,26,23,24,22,21,89,85,70,1012,1010,1007,10,9,1,26,5,47,0.00,4,Fog-Rain-Thunderstorm,8<br />
2013-2-22,29,27,24,23,22,22,94,85,70,1013,1011,1008,10,9,4,19,5,47,0.00,5,Rain-Thunderstorm,305<br />
2013-2-23,29,26,23,24,22,22,94,84,66,1014,1010,1007,10,10,8,16,3,37,0.00,5,Rain,1<br />
2013-2-24,31,27,23,23,22,21,94,82,62,1012,1010,1008,10,9,3,16,5,,0.00,4,Rain-Thunderstorm,358<br />
2013-2-25,29,26,23,24,22,21,94,81,66,1013,1010,1006,10,10,5,19,5,,0.00,4,Rain-Thunderstorm,40<br />
2013-2-26,32,27,23,24,22,21,94,77,55,1013,1010,1008,10,10,10,35,5,53,0.00,3,Rain-Thunderstorm,69<br />
2013-2-27,32,28,24,24,23,22,94,80,55,1013,1010,1007,10,9,2,27,6,,0.00,5,Rain-Thunderstorm,67<br />
2013-2-28,31,27,24,23,22,21,94,80,55,1012,1009,1006,10,9,1,21,5,55,0.00,4,Rain,44<br />
2013-3-1,30,27,23,24,22,21,94,80,62,1012,1010,1007,10,10,10,13,3,,0.00,6,Rain,38<br />
2013-3-2,29,26,23,24,22,21,89,84,66,1012,1010,1008,10,8,3,21,5,,0.00,5,Rain,86<br />
2013-3-3,28,24,22,23,22,21,94,87,70,1014,1011,1009,10,8,1,21,6,45,0.00,6,Rain,38<br />
2013-3-4,28,26,23,23,22,21,94,86,74,1015,1012,1009,10,9,1,27,6,60,0.00,5,Rain-Thunderstorm,1<br />
2013-3-5,30,27,23,24,22,21,94,83,62,1014,1012,1009,10,8,5,14,3,37,0.00,4,Rain,53<br />
2013-3-6,28,26,23,23,22,21,94,87,74,1015,1012,1009,10,7,1,35,5,50,0.00,5,Rain-Thunderstorm,355<br />
2013-3-7,25,23,22,22,22,21,94,89,83,1017,1014,1012,10,9,3,19,6,,0.00,6,Fog-Rain,359<br />
2013-3-8,30,27,23,24,22,21,94,80,62,1017,1013,1010,10,10,10,16,6,,0.00,5,Thunderstorm,88<br />
2013-3-9,31,27,23,24,23,22,94,80,62,1014,1012,1008,10,9,3,13,3,,0.00,3,Rain-Thunderstorm,61<br />
2013-3-10,34,29,24,23,22,21,89,73,46,1013,1010,1007,10,10,10,29,6,55,0.00,3,Thunderstorm,52<br />
2013-3-11,33,27,22,25,23,21,94,81,52,1015,1011,1005,10,8,1,39,10,52,0.00,4,Rain-Thunderstorm,37<br />
2013-3-12,32,28,24,25,23,22,94,79,55,1012,1009,1006,10,9,2,24,6,37,0.00,2,Rain,50<br />
2013-3-13,33,28,24,24,23,21,94,80,49,1012,1009,1006,10,10,5,19,6,40,0.00,3,Rain-Thunderstorm,8<br />
2013-3-14,31,27,24,24,23,20,94,82,62,1011,1009,1006,10,9,2,37,6,64,0.00,5,Rain-Thunderstorm,77<br />
2013-3-15,27,26,24,24,23,21,89,86,79,1012,1010,1008,10,8,1,24,5,39,0.00,6,Fog-Rain-Thunderstorm,18<br />
2013-3-16,30,27,23,25,22,2,94,84,18,1021,1010,1007,10,8,1,11,3,,0.00,5,Fog-Rain-Thunderstorm,172<br />
