
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,21,19,18,15,14,13,83,75,64,1019,1016,1014,10,10,10,35,29,,0.00,3,,221<br />
2011-1-2,25,20,16,18,16,14,100,79,64,1021,1020,1019,10,10,10,26,13,,0.00,2,,195<br />
2011-1-3,24,19,15,19,16,14,94,80,65,1021,1018,1017,10,10,10,24,10,,0.00,1,,212<br />
2011-1-4,24,20,16,18,17,15,94,81,69,1017,1016,1014,10,10,10,19,5,,0.00,3,,355<br />
2011-1-5,25,21,18,17,17,15,88,75,54,1015,1014,1013,10,10,10,29,14,,0.00,4,,47<br />
2011-1-6,24,22,20,21,19,17,94,85,73,1014,1013,1012,10,10,10,27,21,,0.00,5,Rain,36<br />
2011-1-7,26,23,20,22,20,19,100,85,69,1015,1014,1013,10,10,10,26,11,,0.00,4,,325<br />
2011-1-8,23,20,17,18,15,14,88,72,57,1019,1016,1015,10,10,10,24,18,,0.00,3,,216<br />
2011-1-9,24,20,17,16,14,12,83,68,50,1022,1020,1019,10,10,10,21,16,,0.00,4,,65<br />
2011-1-10,23,20,17,15,12,10,88,62,46,1022,1020,1017,10,10,10,21,11,,0.00,4,,179<br />
2011-1-11,24,20,16,15,14,13,94,72,53,1020,1019,1017,10,10,10,19,6,,0.00,2,,51<br />
2011-1-12,24,20,17,16,14,13,82,70,57,1019,1017,1015,10,10,10,29,13,,0.00,3,,282<br />
2011-1-13,24,21,18,15,14,13,83,69,53,1017,1015,1014,10,10,10,26,18,,0.00,3,Rain,210<br />
2011-1-14,26,21,16,17,16,13,94,75,51,1021,1019,1017,10,10,10,19,6,,0.00,2,,20<br />
2011-1-15,26,22,18,17,16,12,94,73,42,1022,1019,1016,10,10,10,23,8,,0.00,2,,2<br />
2011-1-16,25,20,15,16,15,13,94,70,54,1017,1012,1009,10,10,10,21,8,,0.00,2,,249<br />
2011-1-17,26,20,15,21,18,14,100,84,57,1011,1010,1009,10,9,3,23,8,,0.00,5,Rain,60<br />
2011-1-18,24,22,21,23,22,21,100,97,89,1009,1002,996,10,6,1,45,26,63,0.00,6,Rain,29<br />
2011-1-19,24,22,20,22,18,14,100,79,57,1008,1002,996,10,9,4,37,26,,0.00,5,Rain,233<br />
2011-1-20,24,20,16,17,14,13,88,68,53,1014,1011,1008,10,10,10,27,19,,0.00,2,,194<br />
2011-1-21,23,20,17,17,14,11,94,71,53,1016,1015,1013,10,10,6,27,14,,0.00,3,Rain,108<br />
2011-1-22,20,18,16,18,16,15,100,91,83,1014,1010,1007,10,9,5,27,19,,0.00,6,Rain,143<br />
2011-1-23,24,20,16,23,19,15,94,92,83,1006,996,989,10,8,2,50,32,71,0.00,6,Rain,71<br />
2011-1-24,21,19,18,20,17,15,100,87,73,1009,999,987,10,9,4,55,35,61,0.00,6,Rain,258<br />
2011-1-25,23,20,18,17,16,15,88,79,69,1018,1014,1010,10,10,10,26,19,,0.00,4,,220<br />
2011-1-26,25,21,17,20,17,16,94,82,65,1020,1018,1017,10,10,10,27,10,,0.00,2,,204<br />
2011-1-27,23,20,18,17,16,14,94,77,64,1019,1016,1015,10,10,10,27,13,,0.00,1,,210<br />
2011-1-28,23,20,17,20,18,17,100,90,73,1016,1012,1005,10,10,8,32,13,,0.00,4,Rain,85<br />
2011-1-29,21,19,18,19,16,11,100,79,60,1016,1005,995,10,9,3,52,32,69,0.00,5,Rain,207<br />
2011-1-30,21,19,17,14,12,11,77,66,60,1021,1019,1017,10,10,10,29,24,,0.00,6,,227<br />
2011-1-31,24,21,18,18,16,12,83,74,64,1019,1016,1014,10,10,10,42,27,,0.00,5,,265<br />
2011-2-1,21,19,18,19,16,14,94,78,64,1021,1019,1015,10,10,10,35,23,,0.00,3,,224<br />
2011-2-2,24,21,18,20,18,15,94,83,73,1021,1020,1018,10,10,10,34,19,,0.00,4,,237<br />
2011-2-3,24,22,20,22,21,19,94,92,88,1020,1019,1018,10,10,8,23,19,,0.00,7,,246<br />
2011-2-4,24,22,21,22,21,19,100,91,78,1019,1018,1017,10,9,3,35,24,,0.00,6,Rain,257<br />
2011-2-5,25,23,21,22,21,20,100,87,74,1022,1020,1019,10,9,3,24,19,,0.00,7,,238<br />
2011-2-6,25,23,21,21,20,19,94,86,74,1022,1020,1018,10,10,10,21,14,,0.00,5,,227<br />
2011-2-7,25,22,20,20,19,18,94,82,65,1018,1014,1011,10,10,10,19,11,,0.00,5,,279<br />
2011-2-8,25,22,18,21,19,17,100,87,74,1012,1009,1007,10,10,10,26,8,,0.00,3,Rain,253<br />
2011-2-9,22,19,17,17,15,14,94,76,64,1019,1014,1010,10,10,10,26,18,,0.00,4,Rain,205<br />
2011-2-10,21,19,17,15,14,13,78,71,60,1022,1019,1018,10,10,10,23,19,,0.00,2,,210<br />
2011-2-11,26,21,17,19,16,14,88,76,61,1023,1022,1021,10,10,10,23,13,,0.00,4,,143<br />
2011-2-12,26,23,20,20,19,18,94,81,69,1023,1022,1020,10,10,10,24,14,,0.00,6,,62<br />
