
WIB,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,32,29,25,27,24,22,100,80,54,1011,1009,1006,7,5,3,21,3,,0.00,5,,17<br />
2013-1-2,34,29,24,24,23,21,94,76,45,1012,1009,1006,10,7,4,24,5,,5.08,4,Rain,115<br />
2013-1-3,29,27,24,24,23,23,94,85,66,1012,1011,1008,10,6,3,19,5,,32.00,5,Rain-Thunderstorm,318<br />
2013-1-4,33,29,24,24,23,3,94,79,16,1012,1009,1005,10,7,4,19,5,,22.10,4,Rain-Thunderstorm,303<br />
2013-1-5,29,27,24,24,23,3,94,82,15,1011,1009,1007,10,7,3,148,5,,0.00,4,Rain-Thunderstorm,224<br />
2013-1-6,32,28,24,24,23,22,94,78,52,1011,1009,1007,10,7,3,21,5,,0.00,4,,314<br />
2013-1-7,33,28,23,29,23,21,99,78,46,1012,1009,1007,10,7,3,21,3,,0.00,4,,323<br />
2013-1-8,32,28,23,25,23,21,89,74,54,1013,1010,1008,6,5,5,16,5,,0.00,5,,307<br />
2013-1-9,31,27,23,24,23,22,89,76,52,1012,1010,1008,8,6,5,14,5,,0.00,5,Rain,294<br />
2013-1-10,33,28,24,24,23,22,94,75,49,1012,1010,1007,8,6,4,14,3,,0.00,5,,322<br />
2013-1-11,32,28,24,24,23,21,94,75,50,1013,1010,1008,6,5,3,19,3,,0.00,4,,303<br />
2013-1-12,33,28,24,24,22,21,89,72,43,1013,1011,1008,10,8,4,23,8,,0.00,5,,308<br />
2013-1-13,33,29,24,24,23,21,94,75,47,1013,1010,1008,7,5,3,21,5,,0.25,4,Rain,337<br />
2013-1-14,32,28,23,24,23,21,94,75,48,1012,1010,1008,10,6,3,19,5,,0.00,3,,310<br />
2013-1-15,33,28,23,25,23,20,94,75,46,1014,1011,1009,10,6,1,21,5,,0.00,4,Rain-Thunderstorm,33<br />
2013-1-16,32,27,22,24,23,23,95,77,51,1013,1011,1008,10,6,4,19,5,,0.00,5,Rain,333<br />
2013-1-17,32,28,24,23,22,20,83,68,49,1013,1011,1009,10,6,3,23,8,,0.00,4,Rain,294<br />
2013-1-18,32,28,24,25,22,20,84,69,45,1014,1012,1009,6,5,3,19,8,,0.00,5,Rain,259<br />
2013-1-19,33,28,24,24,22,11,89,70,43,1013,1011,1008,8,5,3,23,3,,0.00,3,,64<br />
2013-1-20,32,28,24,24,23,23,89,75,57,1014,1011,1008,8,5,4,27,5,,0.00,4,,32<br />
2013-1-21,29,27,24,25,23,23,94,82,59,1015,1012,1009,7,5,3,10,2,,0.00,3,,252<br />
2013-1-22,32,28,24,26,23,22,94,82,55,1015,1012,1009,9,5,3,19,3,,9.91,4,Rain-Thunderstorm,99<br />
