
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,23,21,19,17,16,14,88,78,69,1014,1011,1010,30,28,20,39,31,,0.00,6,,239<br />
2006-1-2,25,21,17,19,17,14,94,81,65,1011,1005,1002,30,17,2,50,26,69,0.00,6,Rain,278<br />
2006-1-3,23,20,17,16,14,12,78,68,56,1007,1005,1003,30,23,10,34,27,,0.00,3,,266<br />
2006-1-4,23,20,18,19,15,10,88,69,49,1006,1000,998,30,21,8,52,32,71,0.00,5,Rain,280<br />
2006-1-5,22,19,16,15,12,10,88,66,46,1010,1008,1007,30,17,5,37,27,64,0.00,6,Rain,273<br />
2006-1-6,20,17,13,12,11,9,88,66,52,1020,1014,1010,30,19,3,39,27,61,0.00,3,Rain,250<br />
2006-1-7,21,16,11,12,11,9,94,66,49,1024,1022,1021,,,,24,10,,0.00,3,,221<br />
2006-1-8,22,17,12,13,12,10,88,69,50,1024,1024,1023,,,,24,13,,0.00,2,,251<br />
2006-1-9,23,20,17,16,14,12,83,71,60,1024,1023,1022,30,30,30,32,24,,0.00,3,,225<br />
2006-1-10,25,20,15,17,16,14,94,78,50,1025,1024,1023,30,25,10,24,8,,0.00,4,,207<br />
2006-1-11,25,20,15,16,14,11,94,69,47,1025,1022,1020,30,29,25,23,6,,0.00,2,,266<br />
2006-1-12,25,20,15,17,16,14,94,76,54,1021,1019,1017,,,,26,8,,0.00,4,,250<br />
2006-1-13,25,22,19,17,16,13,88,71,53,1018,1016,1015,,,,21,8,,0.00,4,,187<br />
2006-1-14,25,21,18,19,17,16,88,78,61,1015,1012,1010,30,18,6,24,11,,0.00,5,Rain,266<br />
2006-1-15,24,21,18,18,17,14,94,78,53,1012,1010,1009,30,22,8,32,19,,0.00,5,Rain,233<br />
2006-1-16,21,19,17,15,11,9,78,60,49,1020,1016,1013,30,24,15,39,32,,0.00,3,,214<br />
