
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,30,25,20,20,18,17,94,78,45,1016,1015,1013,10,8,4,14,6,,0.00,5,Rain,339<br />
2009-1-2,24,21,19,21,19,18,94,89,78,1017,1013,1010,10,7,3,11,5,,0.00,7,Rain,61<br />
2009-1-3,24,21,19,19,18,17,94,82,65,1011,1008,1005,10,9,6,19,5,,0.00,6,Rain,327<br />
2009-1-4,20,18,15,19,15,14,94,89,77,1015,1011,1008,10,8,3,16,11,,0.00,7,Rain,199<br />
2009-1-5,18,17,15,15,14,14,100,89,77,1018,1015,1012,10,9,6,14,10,,0.00,7,,161<br />
2009-1-6,21,18,15,16,14,14,94,83,68,1018,1016,1015,10,8,3,13,8,,0.00,7,,153<br />
2009-1-7,26,21,17,18,16,15,94,81,54,1018,1016,1015,10,9,7,19,6,,0.00,6,Rain,145<br />
2009-1-8,28,23,18,19,17,12,94,77,37,1019,1017,1016,10,8,7,14,6,,0.00,3,,109<br />
2009-1-9,28,23,18,19,18,17,94,78,54,1023,1020,1018,10,7,3,37,10,,0.00,5,,111<br />
2009-1-10,28,24,20,20,18,16,88,74,51,1023,1021,1019,10,9,7,19,8,,0.00,5,,101<br />
2009-1-11,28,24,20,20,18,16,94,70,48,1022,1020,1018,10,9,6,13,5,,0.00,6,Rain-Thunderstorm,349<br />
2009-1-12,33,27,21,21,18,13,94,64,35,1020,1018,1016,10,9,5,14,5,,0.00,3,Rain-Thunderstorm,299<br />
2009-1-13,33,27,20,21,18,15,88,58,34,1019,1017,1015,10,9,4,19,5,,0.00,3,Rain-Thunderstorm,58<br />
2009-1-14,32,24,18,20,18,17,100,79,40,1020,1016,1013,10,8,1,29,8,,0.00,3,Rain-Hail-Thunderstorm,343<br />
2009-1-15,27,23,19,18,17,13,88,69,42,1017,1014,1012,10,10,10,16,6,,0.00,5,,319<br />
2009-1-16,28,24,20,20,18,17,94,72,51,1017,1015,1013,10,9,6,14,5,,0.00,4,Rain-Thunderstorm,30<br />
2009-1-17,25,22,19,19,18,17,94,84,65,1016,1013,1010,10,8,3,37,8,,0.00,6,Rain,345<br />
2009-1-18,26,22,19,20,18,17,88,78,61,1016,1014,1013,10,10,10,24,10,,0.00,5,,326<br />
2009-1-19,28,24,21,20,18,17,88,71,51,1016,1014,1012,10,10,8,14,6,,0.00,5,,335<br />
2009-1-20,27,23,19,20,19,18,94,83,65,1017,1014,1012,10,8,3,19,6,,0.00,5,Rain,207<br />
2009-1-21,22,19,17,19,17,15,100,89,73,1021,1017,1015,10,7,2,19,11,,0.00,7,Rain,184<br />
2009-1-22,20,18,16,17,16,14,94,87,73,1022,1020,1019,10,9,3,23,13,,0.00,7,Rain,170<br />
2009-1-23,20,18,16,17,16,14,94,85,73,1022,1021,1019,10,8,3,23,13,,0.00,6,Rain,151<br />
2009-1-24,23,20,17,19,17,15,100,85,69,1021,1018,1016,10,8,4,23,11,,0.00,6,,136<br />
2009-1-25,27,23,19,21,18,17,100,84,54,1019,1017,1015,10,8,3,26,8,,0.00,6,Rain-Thunderstorm,112<br />
2009-1-26,25,22,19,20,19,17,100,88,61,1018,1017,1016,10,8,1,13,6,,0.00,7,Rain-Thunderstorm,61<br />
2009-1-27,25,22,20,21,19,18,100,87,65,1019,1017,1013,10,7,2,13,6,,0.00,6,Rain,67<br />
2009-1-28,24,22,20,20,19,18,94,86,69,1018,1015,1013,10,9,3,14,8,,0.00,7,Rain,31<br />
2009-1-29,27,23,20,21,19,17,88,80,61,1016,1014,1013,10,10,8,34,13,,0.00,5,Rain,348<br />
2009-1-30,27,23,19,20,19,18,100,83,58,1016,1015,1012,10,8,3,23,10,,0.00,6,Rain-Thunderstorm,327<br />
2009-1-31,29,24,20,19,18,16,94,70,45,1015,1013,1011,10,10,10,19,11,,0.00,4,,299<br />
2009-2-1,29,24,20,20,17,14,88,69,40,1018,1015,1013,10,10,10,19,8,,0.00,4,,263<br />
2009-2-2,26,23,20,19,18,18,88,79,65,1019,1017,1015,10,9,5,19,11,,0.00,5,Rain-Thunderstorm,114<br />
2009-2-3,29,24,21,20,18,17,88,75,48,1019,1018,1016,10,10,8,21,10,,0.00,4,,42<br />
2009-2-4,27,23,19,19,18,17,94,79,57,1019,1017,1014,10,9,3,19,11,,0.00,4,Rain-Thunderstorm,309<br />
2009-2-5,27,23,19,21,19,18,94,84,61,1018,1016,1015,10,9,2,13,8,,0.00,5,Rain,275<br />
2009-2-6,29,24,19,20,18,15,94,76,42,1018,1017,1015,10,9,7,16,6,,0.00,4,,82<br />
2009-2-7,31,24,19,20,19,15,100,77,38,1018,1016,1013,10,7,0,27,8,47,0.00,4,Rain-Thunderstorm,354<br />
2009-2-8,29,24,21,21,19,18,88,78,51,1018,1015,1013,10,9,6,24,6,,0.00,5,Rain-Thunderstorm,18<br />
2009-2-9,27,23,21,21,19,19,94,83,61,1018,1016,1014,10,8,3,23,6,,0.00,5,Rain,135<br />
2009-2-10,27,23,20,21,19,18,94,80,58,1018,1017,1015,10,8,7,23,8,,0.00,6,,104<br />
2009-2-11,28,24,21,21,19,18,88,78,58,1018,1015,1013,10,9,7,24,8,40,0.00,5,Rain-Thunderstorm,321<br />
2009-2-12,21,19,18,20,18,16,94,87,73,1015,1014,1012,10,7,1,29,14,,0.00,7,Rain,166<br />
2009-2-13,20,18,17,17,16,14,94,87,73,1016,1014,1013,10,7,2,19,10,,0.00,8,Rain,104<br />
2009-2-14,20,18,17,18,16,13,100,87,77,1016,1014,1013,10,8,3,14,6,,0.00,7,Rain,120<br />
2009-2-15,26,22,19,19,18,17,94,88,57,1017,1015,1014,10,7,2,19,6,,0.00,7,Rain,27<br />
2009-2-16,28,23,19,21,19,18,100,82,58,1018,1016,1014,10,9,4,14,3,,0.00,4,Rain,75<br />
2009-2-17,30,26,21,20,18,14,94,73,37,1019,1017,1016,10,8,3,16,5,,0.00,4,,78<br />
2009-2-18,28,23,18,20,18,16,88,75,51,1020,1018,1017,10,9,5,19,6,,0.00,4,,117<br />
2009-2-19,29,24,19,20,18,15,94,75,42,1021,1019,1015,10,9,7,19,6,,0.00,5,,105<br />
2009-2-20,30,25,20,21,18,16,88,74,45,1019,1016,1014,10,8,6,19,8,,0.00,4,,71<br />
2009-2-21,30,26,21,20,18,16,94,72,45,1017,1014,1013,10,8,4,21,6,,0.00,3,Rain-Thunderstorm,258<br />
2009-2-22,28,24,21,20,19,17,94,76,54,1018,1016,1014,10,7,6,13,5,,0.00,4,,164<br />
2009-2-23,30,26,21,20,19,17,88,71,45,1016,1015,1013,10,9,5,19,6,,0.00,4,Rain-Thunderstorm,313<br />
2009-2-24,25,22,20,20,19,17,94,84,69,1018,1016,1014,10,8,2,24,8,,0.00,6,Rain,139<br />
2009-2-25,25,22,19,19,18,17,94,85,61,1019,1017,1016,10,8,4,16,6,,0.00,6,Rain-Thunderstorm,102<br />
2009-2-26,27,23,19,20,19,18,100,82,58,1018,1017,1015,10,9,3,13,6,,0.00,5,Rain-Thunderstorm,38<br />
2009-2-27,28,24,20,21,19,17,88,73,54,1018,1016,1015,10,10,8,14,6,,0.00,4,Rain,317<br />
2009-2-28,31,26,22,21,19,16,94,75,43,1019,1017,1016,10,8,4,16,5,,0.00,5,,71<br />
2009-3-1,32,27,22,23,20,17,94,75,40,1020,1018,1016,10,8,5,16,8,,0.00,4,Thunderstorm,54<br />
2009-3-2,32,27,23,22,19,16,88,64,40,1019,1018,1016,10,8,6,14,5,,0.00,3,,343<br />
2009-3-3,31,26,22,22,19,17,88,70,43,1019,1017,1016,10,8,6,19,6,,0.00,3,Rain-Thunderstorm,170<br />
2009-3-4,29,24,21,21,19,19,94,75,55,1018,1016,1014,10,9,7,16,8,,0.00,5,,132<br />
2009-3-5,31,26,22,21,19,18,88,68,46,1016,1014,1012,10,8,6,11,5,,0.00,2,,22<br />
2009-3-6,31,26,21,22,19,17,94,71,43,1017,1015,1013,10,9,4,21,6,,0.00,6,Rain-Thunderstorm,201<br />
2009-3-7,23,21,20,20,19,18,94,86,78,1019,1017,1015,10,8,6,21,11,,0.00,7,,127<br />
2009-3-8,30,25,20,21,19,16,88,76,43,1019,1016,1013,10,8,5,14,10,,0.00,5,,66<br />
2009-3-9,29,24,19,19,18,17,94,77,51,1018,1016,1014,10,8,2,19,10,,0.00,5,Rain-Thunderstorm,7<br />
2009-3-10,29,24,20,21,19,18,88,78,61,1019,1017,1014,10,9,4,14,5,,0.00,5,,171<br />
2009-3-11,25,23,21,21,19,18,94,82,65,1018,1016,1014,10,8,5,8,3,,0.00,7,Rain-Thunderstorm,67<br />
2009-3-12,28,24,20,21,19,18,100,75,54,1016,1014,1011,10,9,5,26,8,,0.00,5,Rain-Thunderstorm,333<br />
2009-3-13,27,23,21,20,19,19,94,82,65,1014,1012,1010,10,8,4,26,10,,0.00,6,Rain-Thunderstorm,331<br />
2009-3-14,28,24,20,20,19,18,94,80,54,1015,1013,1011,10,9,3,19,6,,0.00,6,Rain,326<br />
2009-3-15,28,24,20,20,18,16,88,76,48,1018,1016,1014,10,8,5,34,5,,0.00,5,Rain,171<br />
2009-3-16,27,23,19,19,18,15,94,78,51,1019,1017,1016,10,9,6,24,6,,0.00,4,,137<br />
2009-3-17,29,23,18,21,18,16,94,80,48,1020,1018,1016,10,7,1,34,14,48,0.00,3,Rain-Thunderstorm,49<br />
2009-3-18,26,22,19,21,18,17,94,83,65,1022,1020,1019,10,8,3,26,6,,0.00,6,Rain,169<br />
2009-3-19,26,22,19,20,18,16,94,82,65,1022,1020,1018,10,10,10,24,14,,0.00,4,,148<br />
2009-3-20,26,22,18,18,16,13,88,73,44,1023,1020,1018,10,10,7,19,8,,0.00,2,,142<br />
2009-3-21,24,22,20,17,16,14,83,74,53,1018,1017,1016,10,7,5,21,6,,0.00,6,,137<br />
2009-3-22,24,21,18,19,17,15,94,79,65,1017,1015,1013,10,7,5,14,5,,0.00,6,Rain,120<br />
2009-3-23,25,22,19,19,18,17,94,81,65,1017,1015,1013,10,9,8,27,8,,0.00,5,,143<br />
2009-3-24,25,22,19,19,17,17,94,81,61,1018,1016,1015,10,10,9,24,11,,0.00,5,Rain,163<br />
2009-3-25,24,21,18,17,16,14,88,77,53,1017,1016,1015,10,10,9,27,11,,0.00,3,,163<br />
2009-3-26,26,22,18,18,17,14,88,76,50,1017,1016,1014,10,10,9,23,10,,0.00,5,,149<br />
2009-3-27,27,22,18,19,18,16,88,78,54,1017,1015,1013,10,8,5,23,6,,0.00,5,,139<br />
2009-3-28,27,23,20,21,19,18,94,85,61,1014,1013,1011,10,7,3,27,6,,0.00,5,Rain-Thunderstorm,129<br />
2009-3-29,27,23,20,20,19,19,94,85,65,1015,1013,1011,10,7,3,26,6,,0.00,6,,168<br />
2009-3-30,26,23,20,20,19,18,94,80,65,1016,1014,1012,10,10,7,26,8,,0.00,3,,158<br />
2009-3-31,27,23,19,19,18,16,94,77,57,1015,1014,1012,10,10,9,19,6,,0.00,3,,163<br />
2009-4-1,26,22,18,20,18,16,94,80,65,1018,1014,1012,10,10,9,26,8,,0.00,4,,171<br />
2009-4-2,25,22,19,19,17,14,94,80,57,1020,1017,1016,10,9,7,24,10,,0.00,4,,153<br />
2009-4-3,24,21,19,18,17,16,88,78,65,1020,1018,1016,10,10,7,21,13,,0.00,5,,141<br />
2009-4-4,29,24,19,20,18,15,88,75,45,1019,1017,1015,10,10,8,14,6,,0.00,4,,98<br />
2009-4-5,29,24,20,20,19,17,94,77,54,1018,1016,1014,10,7,2,27,10,,0.00,3,Rain-Thunderstorm,78<br />
2009-4-6,23,22,20,20,19,18,88,85,73,1019,1017,1015,10,8,3,14,8,,0.00,7,Rain,124<br />
2009-4-7,24,21,19,19,18,17,94,83,69,1018,1017,1015,10,9,6,24,8,,0.00,5,,160<br />
2009-4-8,25,21,18,18,17,16,94,80,57,1018,1017,1016,10,10,10,27,10,,0.00,4,,169<br />
2009-4-9,25,22,19,19,17,16,94,81,61,1019,1017,1016,10,9,4,19,6,,0.00,4,Rain,153<br />
2009-4-10,26,22,19,18,16,12,88,76,42,1018,1016,1015,10,8,5,29,6,,0.00,4,,209<br />
2009-4-11,25,21,17,16,14,9,88,71,44,1020,1018,1016,10,10,10,19,10,,0.00,3,,154<br />
2009-4-12,24,20,16,18,17,15,94,84,65,1022,1021,1019,10,8,5,24,6,,0.00,6,,143<br />
2009-4-13,22,21,20,20,18,17,94,86,83,1022,1021,1020,10,6,4,11,5,,0.00,7,Rain,100<br />
2009-4-14,25,22,19,19,18,16,94,82,61,1021,1020,1018,10,9,5,19,6,,0.00,6,Rain,19<br />
2009-4-15,22,20,18,18,16,14,100,81,60,1023,1022,1020,10,9,5,26,8,,0.00,4,Rain-Thunderstorm,191<br />
2009-4-16,21,18,15,16,14,12,88,80,64,1025,1024,1023,10,9,6,27,16,,0.00,5,Rain,160<br />
2009-4-17,23,19,15,15,14,13,88,79,57,1025,1023,1021,10,10,9,21,8,,0.00,4,,148<br />
2009-4-18,26,20,15,17,14,11,94,75,39,1023,1021,1018,10,10,10,16,6,,0.00,2,,116<br />
2009-4-19,27,21,15,16,13,8,100,67,30,1021,1019,1017,5,2,0,21,5,,0.00,4,Fog,326<br />
2009-4-20,24,20,17,17,16,15,94,79,57,1023,1021,1019,10,10,9,23,5,,0.00,5,Rain,195<br />
2009-4-21,20,18,17,16,16,15,94,87,78,1025,1023,1022,10,9,6,21,11,,0.00,7,Rain,148<br />
2009-4-22,24,20,16,17,15,14,88,76,53,1022,1020,1017,10,9,8,14,11,,0.00,5,,126<br />
2009-4-23,24,20,17,16,16,14,94,82,53,1017,1015,1014,10,9,3,27,6,,0.00,5,Rain-Thunderstorm,263<br />
2009-4-24,22,18,15,17,16,14,94,88,69,1018,1017,1015,10,7,2,14,6,,0.00,5,Rain,251<br />
2009-4-25,23,19,16,17,16,15,100,84,61,1019,1018,1016,10,9,3,23,6,,0.00,6,,202<br />
2009-4-26,23,20,17,17,16,15,94,81,61,1020,1018,1017,10,9,5,13,5,,0.00,5,,240<br />
2009-4-27,23,20,17,17,16,15,94,83,64,1021,1019,1018,10,9,4,23,8,,0.00,5,,191<br />
2009-4-28,23,19,16,17,16,15,94,83,64,1021,1020,1018,10,9,6,19,8,,0.00,5,,171<br />
2009-4-29,27,21,16,22,15,10,94,76,39,1020,1018,1016,10,9,6,16,6,,0.00,3,,130<br />
2009-4-30,24,20,17,15,14,9,88,71,38,1022,1020,1018,10,7,3,23,6,,0.00,3,,181<br />
2009-5-1,22,19,16,15,15,14,94,82,64,1022,1021,1020,10,9,5,24,13,,0.00,5,,157<br />
2009-5-2,21,18,16,15,14,14,94,83,68,1023,1021,1020,10,9,7,24,10,,0.00,5,,153<br />
2009-5-3,23,19,16,16,14,14,88,79,60,1021,1019,1018,10,9,7,24,13,,0.00,5,,126<br />
2009-5-4,23,19,16,15,14,12,94,77,61,1020,1018,1017,10,9,8,50,10,80,0.00,5,Rain-Thunderstorm,78<br />
2009-5-5,25,20,16,13,12,11,82,62,44,1020,1018,1017,10,10,10,21,6,,0.00,4,,353<br />
2009-5-6,25,20,15,14,12,10,82,61,41,1019,1017,1015,10,10,10,29,10,,0.00,1,,328<br />
2009-5-7,24,20,16,16,13,9,88,69,44,1021,1020,1018,10,9,8,19,8,,0.00,3,,179<br />
2009-5-8,24,19,15,16,14,13,94,75,50,1022,1020,1018,10,7,1,13,6,,0.00,5,,102<br />
2009-5-9,27,22,17,18,16,13,100,78,45,1020,1019,1016,10,6,1,24,10,32,0.00,5,Rain-Thunderstorm,133<br />
2009-5-10,24,20,17,18,17,16,94,84,65,1020,1019,1017,10,6,4,24,5,,0.00,5,Rain-Thunderstorm,135<br />
2009-5-11,26,21,17,18,16,14,94,77,47,1019,1018,1016,10,8,5,21,10,,0.00,4,,150<br />
2009-5-12,27,22,17,17,16,14,94,69,45,1019,1017,1015,10,7,4,11,3,,0.00,3,,1<br />
