
PST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,6,4,3,4,3,2,100,89,81,1011,1009,1007,16,14,4,32,23,50,6.86,8,Rain,204<br />
2000-1-2,7,4,3,3,2,1,93,85,71,1026,1017,1011,16,16,16,24,18,35,0.00,7,,213<br />
2000-1-3,8,4,2,7,3,1,97,91,86,1027,1023,1012,16,12,3,29,13,,6.86,8,Rain,163<br />
2000-1-4,10,8,6,7,5,3,93,84,71,1027,1019,1011,16,14,5,34,21,47,7.87,6,Rain,220<br />
2000-1-5,7,4,3,3,3,1,93,83,73,1034,1032,1027,16,16,16,16,11,,0.00,6,Rain,146<br />
2000-1-6,5,3,1,4,2,-1,100,92,79,1031,1025,1023,16,11,2,19,10,,0.76,7,Rain,169<br />
2000-1-7,8,6,4,6,5,4,100,95,79,1026,1022,1013,16,12,3,24,13,,5.33,8,Rain,190<br />
2000-1-8,8,5,2,7,3,0,100,83,61,1021,1015,1010,16,14,5,37,24,55,7.87,7,Rain,215<br />
2000-1-9,6,4,2,5,1,-1,100,84,62,1015,1010,1004,16,14,10,42,23,58,5.08,6,Rain,212<br />
2000-1-10,2,2,1,2,1,1,100,97,89,1014,1006,1001,16,12,3,23,13,,4.32,8,Rain-Snow,163<br />
2000-1-11,3,2,1,2,1,0,100,95,86,1009,1004,1002,16,10,2,32,18,45,1.27,8,Rain-Snow,185<br />
2000-1-12,3,1,0,3,0,-1,100,93,79,1016,1012,1009,16,10,0,27,18,50,5.59,7,Fog-Rain-Snow,169<br />
2000-1-13,4,3,2,3,3,2,100,95,89,1016,1013,1009,16,15,10,14,6,,2.54,8,Rain,118<br />
2000-1-14,7,4,3,6,4,2,100,92,81,1020,1012,1008,16,14,5,35,14,58,7.37,7,Rain,204<br />
2000-1-15,6,3,2,2,0,-6,96,76,45,1022,1016,1004,16,16,16,24,16,35,0.00,5,Rain,126<br />
2000-1-16,10,6,2,4,2,0,100,86,54,1020,1004,996,16,14,8,58,23,80,7.11,8,Rain,158<br />
2000-1-17,9,6,2,2,1,-1,92,76,52,1025,1024,1021,16,16,14,23,13,,0.25,3,Rain,91<br />
