
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,19,13,8,2,-1,-3,56,41,25,1021,1020,1017,16,16,14,16,10,,0.00,6,,135<br />
2001-1-2,23,14,7,1,-2,-7,65,37,16,1026,1023,1020,16,16,16,29,10,,0.00,2,,69<br />
2001-1-3,23,16,9,-3,-5,-7,43,25,13,1029,1026,1024,16,16,16,35,11,42,0.00,0,,80<br />
2001-1-4,24,16,8,1,-4,-7,47,27,14,1025,1022,1019,16,16,16,24,8,,0.00,1,,131<br />
2001-1-5,23,17,12,3,-1,-4,46,31,21,1021,1019,1016,16,16,16,14,8,,0.00,4,,91<br />
2001-1-6,21,17,12,8,6,1,74,53,36,1017,1015,1013,16,16,16,13,8,,0.00,4,Rain,104<br />
2001-1-7,21,15,9,10,8,6,90,66,42,1018,1015,1014,16,16,16,13,8,,0.00,4,,105<br />
2001-1-8,23,17,11,12,6,1,90,55,25,1015,1011,1008,16,15,8,23,10,,5.08,5,Rain,96<br />
2001-1-9,13,12,11,11,9,8,93,83,72,1015,1012,1009,16,16,14,23,14,,3.81,7,Rain,82<br />
2001-1-10,17,13,9,9,8,7,93,77,56,1020,1018,1015,16,15,8,16,6,,0.00,4,,111<br />
2001-1-11,21,14,8,8,4,1,90,58,27,1019,1015,1010,16,16,16,29,13,39,0.00,5,,135<br />
2001-1-12,11,9,7,7,6,4,93,83,66,1019,1014,1012,16,14,4,26,14,,12.19,7,Rain,160<br />
2001-1-13,13,9,6,6,5,3,96,77,51,1025,1022,1019,16,15,13,14,8,,0.25,2,,103<br />
2001-1-14,14,9,4,5,3,0,93,68,37,1023,1021,1018,16,16,13,13,5,,0.00,0,,149<br />
2001-1-15,14,9,4,6,3,2,89,68,47,1017,1014,1012,16,16,13,29,11,39,0.25,3,Rain-Thunderstorm,185<br />
2001-1-16,8,7,6,6,4,4,93,86,74,1018,1014,1012,16,15,8,23,10,,6.10,7,Rain,160<br />
2001-1-17,12,8,3,3,1,-4,100,67,35,1022,1020,1018,16,15,10,23,5,,0.00,1,,284<br />
2001-1-18,13,8,3,1,-2,-8,82,52,23,1024,1022,1020,16,16,16,16,6,,0.00,0,,206<br />
2001-1-19,16,10,4,2,-2,-6,73,48,23,1026,1024,1022,16,16,16,16,8,,0.00,3,,139<br />
2001-1-20,18,13,8,4,1,-3,71,50,26,1024,1023,1021,16,16,16,11,5,,0.00,1,,136<br />
2001-1-21,21,14,8,5,-1,-6,77,40,18,1027,1023,1021,16,16,16,24,8,,0.00,3,,94<br />
2001-1-22,22,17,11,4,1,-3,52,38,27,1020,1017,1014,16,16,16,27,10,,0.00,5,,106<br />
2001-1-23,19,13,8,7,4,2,76,54,31,1021,1019,1017,16,16,16,14,6,,0.00,2,,96<br />
2001-1-24,22,14,8,5,4,2,77,52,29,1020,1017,1015,16,16,16,14,6,,0.00,1,,138<br />
2001-1-25,17,13,9,3,0,-4,61,44,25,1023,1021,1016,16,16,16,21,10,,0.00,2,,260<br />
2001-1-26,16,10,5,1,-1,-3,70,48,28,1019,1014,1009,16,16,16,19,8,,0.00,6,,113<br />
2001-1-27,12,9,7,7,6,-1,93,83,41,1014,1009,1006,16,14,8,26,16,,17.53,8,Rain-Thunderstorm,133<br />
2001-1-28,12,9,6,6,4,2,93,76,56,1021,1017,1014,16,16,16,23,8,,0.00,5,,78<br />
2001-1-29,13,9,6,6,4,3,92,72,55,1024,1021,1019,16,16,14,13,3,,0.00,4,,111<br />
2001-1-30,15,10,6,6,2,-6,92,61,30,1021,1019,1017,16,12,5,16,6,,0.00,1,,256<br />
2001-1-31,15,9,3,1,-3,-8,76,44,20,1022,1020,1017,16,16,16,14,6,,0.00,4,,6<br />
2001-2-1,19,11,4,-1,-5,-9,60,35,15,1026,1022,1019,16,16,16,16,6,,0.00,0,,228<br />
2001-2-2,19,13,7,2,-3,-6,58,36,17,1028,1025,1022,16,16,16,16,6,,0.00,2,,99<br />
2001-2-3,21,14,7,6,2,-1,79,49,24,1023,1021,1019,16,16,16,13,5,,0.00,2,,107<br />
2001-2-4,26,17,8,9,5,3,83,51,24,1024,1021,1018,16,16,16,13,6,,0.00,2,,98<br />
2001-2-5,26,18,11,8,4,-1,72,45,17,1018,1015,1012,16,16,16,14,6,,0.00,2,,107<br />
