
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,16,14,13,13,12,10,88,83,77,1011,1004,1000,10,10,10,34,27,,0.00,5,Rain,183<br />
2012-1-2,18,16,13,13,11,8,94,78,63,1018,1010,1004,10,9,4,34,24,,0.00,5,Rain,166<br />
2012-1-3,17,14,13,10,8,6,72,64,52,1021,1019,1018,10,10,10,26,19,,0.00,3,,169<br />
2012-1-4,20,18,15,13,11,7,77,69,59,1019,1017,1014,10,10,10,40,23,58,0.00,2,,7<br />
2012-1-5,20,18,16,13,12,11,77,71,64,1015,1012,1011,10,10,10,52,40,71,0.00,6,,10<br />
2012-1-6,20,18,16,13,12,12,82,72,60,1014,1011,1009,10,10,10,42,29,63,0.00,4,,7<br />
2012-1-7,21,18,15,14,13,12,88,75,56,1011,1009,1008,10,10,10,35,23,50,0.00,3,,20<br />
2012-1-8,15,14,14,14,13,13,100,94,88,1011,1009,1006,10,5,2,55,35,69,0.00,6,Rain,174<br />
2012-1-9,17,16,14,13,13,11,94,85,77,1010,1008,1005,10,9,3,52,35,84,0.00,4,Rain,198<br />
2012-1-10,23,19,15,16,15,13,94,78,61,1006,1004,1001,10,10,10,27,11,,0.00,3,Rain,3<br />
2012-1-11,21,19,17,15,15,14,88,77,64,1003,1003,1002,10,10,10,40,29,,0.00,5,,6<br />
2012-1-12,22,20,18,18,16,14,88,79,68,1003,1001,997,10,10,6,32,21,,0.00,5,Rain,10<br />
2012-1-13,20,18,16,16,13,9,88,71,52,996,992,990,10,10,5,60,37,95,0.00,4,Rain,345<br />
2012-1-14,21,19,17,13,11,8,77,62,43,1007,1002,993,10,10,10,50,39,82,0.00,2,,339<br />
2012-1-15,20,18,16,13,10,6,77,61,40,1012,1008,1005,10,10,10,53,40,84,0.00,2,,338<br />
2012-1-16,18,16,13,9,7,3,67,57,45,1029,1020,1013,10,10,10,27,16,35,0.00,1,,191<br />
2012-1-17,22,16,10,10,7,3,82,58,31,1031,1029,1026,10,10,10,24,10,,0.00,2,,15<br />
2012-1-18,20,18,15,12,11,10,77,69,56,1027,1024,1020,10,10,10,47,29,64,0.00,3,,12<br />
2012-1-19,19,17,16,12,11,10,72,69,60,1021,1014,1010,10,10,10,52,42,77,0.00,5,,360<br />
2012-1-20,22,19,16,15,13,11,82,70,56,1011,1009,1008,10,10,10,37,32,55,0.00,3,,2<br />
2012-1-21,21,18,15,14,12,10,82,70,49,1015,1011,1009,10,10,10,47,23,,0.00,2,,5<br />
2012-1-22,19,14,11,13,9,5,94,70,52,1011,1007,1005,10,9,6,52,34,66,0.00,3,Rain,309<br />
2012-1-23,16,14,13,8,7,6,72,63,55,1019,1016,1012,10,10,10,52,40,,0.00,3,,191<br />
2012-1-24,18,14,12,12,10,8,77,72,67,1021,1020,1019,10,10,10,21,11,,0.00,4,,164<br />
2012-1-25,17,13,10,13,11,8,94,77,68,1020,1017,1015,10,10,10,26,10,,0.00,2,,117<br />
2012-1-26,19,17,16,12,11,9,77,65,52,1015,1009,1003,10,10,10,61,40,93,0.00,4,,353<br />
2012-1-27,18,13,9,12,8,4,94,69,54,1010,1004,998,10,9,4,52,35,95,0.00,4,Rain,167<br />
2012-1-28,19,14,10,12,8,5,76,62,45,1011,1008,1004,10,10,10,39,18,50,0.00,2,,12<br />
2012-1-29,20,18,14,13,12,9,82,70,60,1017,1008,1004,10,10,10,37,26,50,0.00,2,,50<br />
2012-1-30,22,17,13,12,11,9,82,68,50,1021,1019,1016,10,10,10,40,16,,0.00,4,,359<br />
2012-1-31,20,18,16,13,12,11,77,70,60,1017,1014,1009,10,10,10,53,45,80,0.00,2,,359<br />
2012-2-1,19,17,14,17,14,11,94,82,77,1013,1008,1006,10,9,6,55,40,72,0.00,6,Rain,354<br />
2012-2-2,17,16,14,10,9,7,77,66,59,1018,1016,1013,10,10,10,37,32,45,0.00,3,,156<br />
2012-2-3,21,17,14,11,9,7,68,59,46,1018,1017,1016,10,10,10,23,10,,0.00,2,,101<br />
2012-2-4,18,16,14,17,14,10,94,84,68,1018,1017,1015,10,9,5,21,11,,0.00,6,Rain,12<br />
2012-2-5,20,18,16,15,13,10,94,77,63,1017,1016,1015,10,10,6,19,13,,0.00,5,,14<br />
2012-2-6,20,18,15,14,11,9,77,66,52,1018,1016,1016,10,10,10,32,13,37,0.00,2,,103<br />
2012-2-7,18,17,15,15,13,10,94,82,68,1018,1017,1016,10,9,5,32,21,,0.00,5,Rain,159<br />
2012-2-8,18,17,15,14,12,10,88,77,59,1018,1016,1014,10,10,10,27,21,,0.00,4,,164<br />
2012-2-9,21,17,14,14,13,12,94,76,56,1014,1011,1008,10,10,10,45,16,63,0.00,3,,13<br />
2012-2-10,18,16,14,14,13,11,88,80,77,1012,1010,1008,10,10,8,29,21,,0.00,5,Rain,155<br />
2012-2-11,17,14,13,12,9,6,94,72,59,1019,1015,1012,10,10,7,32,26,,0.00,4,Rain,161<br />
2012-2-12,18,14,12,10,8,7,77,63,52,1020,1019,1018,10,10,10,29,14,,0.00,1,,159<br />
2012-2-13,20,17,13,12,11,9,82,70,59,1019,1018,1017,10,10,10,26,10,,0.00,2,,64<br />
2012-2-14,21,18,15,16,13,10,88,77,64,1018,1015,1013,10,10,10,21,10,,0.00,5,Rain,358<br />
2012-2-15,18,16,14,14,13,13,94,86,77,1020,1016,1014,10,9,6,24,14,,0.00,6,Rain,215<br />
2012-2-16,18,16,13,12,10,8,82,69,55,1023,1022,1020,10,10,10,27,24,,0.00,4,,165<br />
2012-2-17,23,17,10,12,9,7,88,65,36,1022,1020,1017,10,10,10,32,11,,0.00,,,24<br />
2012-2-18,22,19,17,15,14,13,83,73,60,1018,1016,1015,10,10,10,39,31,,0.00,4,,10<br />
2012-2-19,18,17,15,14,13,11,88,78,68,1024,1021,1017,10,10,10,32,19,,0.00,6,,168<br />
2012-2-20,22,18,15,14,12,11,82,73,53,1023,1020,1017,10,10,10,29,13,47,0.00,3,,218<br />
2012-2-21,23,20,18,16,14,14,83,72,60,1017,1016,1015,10,10,10,35,26,,0.00,5,Rain,2<br />
2012-2-22,20,18,17,17,16,15,94,85,73,1017,1015,1011,10,9,5,35,26,,0.00,4,Rain,16<br />
2012-2-23,21,20,18,19,16,13,94,80,64,1010,1006,1004,10,9,5,53,37,87,0.00,5,Rain,1<br />
2012-2-24,20,18,17,13,12,10,77,67,56,1009,1008,1006,10,10,10,39,29,60,0.00,2,,351<br />
2012-2-25,18,16,13,11,8,7,77,63,49,1018,1014,1009,10,10,10,42,23,,0.00,2,,178<br />
2012-2-26,17,13,11,10,9,8,88,71,59,1020,1019,1018,10,10,10,23,10,,0.00,2,,130<br />
2012-2-27,16,13,12,9,6,3,82,60,45,1022,1020,1018,10,10,10,29,14,,0.00,2,,147<br />
2012-2-28,17,14,13,10,8,6,77,64,55,1018,1014,1012,10,10,10,24,18,,0.00,3,,181<br />
2012-2-29,18,14,11,14,10,8,82,73,55,1012,1007,999,10,10,10,39,14,53,0.00,3,,9<br />
2012-3-1,18,14,12,17,11,7,100,78,59,1002,997,991,10,10,6,55,35,74,0.00,5,Rain,225<br />
2012-3-2,16,14,13,11,8,5,88,65,55,1005,1003,997,10,10,10,37,23,,0.00,3,Rain,357<br />
2012-3-3,14,12,11,12,10,7,100,87,67,1007,996,987,10,6,3,76,43,100,0.00,6,Rain,175<br />
2012-3-4,15,13,12,10,8,6,88,73,59,1022,1015,1008,10,10,8,61,48,69,0.00,5,Rain,179<br />
