
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2014-1-1,26,19,12,12,9,6,82,49,18,,,,31,15,6,14,11,,0.00,,,-1<br />
2014-1-2,28,21,14,13,10,8,54,40,22,,,,31,31,31,21,10,,0.00,,,-1<br />
2014-1-3,28,21,14,12,12,9,78,50,22,,,,31,27,19,14,11,,0.00,,,-1<br />
2014-1-4,28,21,16,14,12,9,73,47,24,,,,31,25,19,14,11,,0.00,,,-1<br />
2014-1-5,27,20,14,14,13,12,68,50,38,,,,31,25,19,24,14,,0.00,,,-1<br />
2014-1-6,23,20,17,15,14,12,71,59,49,,,,31,16,10,16,10,,0.51,,Rain,-1<br />
2014-1-7,24,21,17,16,14,13,68,58,47,,,,14,10,10,10,8,,0.25,,,-1<br />
2014-1-8,24,19,16,15,14,13,73,61,51,,,,31,17,10,19,13,,0.00,,,-1<br />
2014-1-9,27,21,17,16,14,12,86,64,38,,,,31,15,6,24,14,,0.00,,Thunderstorm,-1<br />
2014-1-10,27,23,19,14,12,10,58,43,29,,,,31,26,10,24,14,,0.00,,,-1<br />
2014-1-11,28,22,19,15,12,7,46,42,34,,,,31,31,31,24,18,,0.00,,,-1<br />
2014-1-12,25,21,17,16,13,8,81,54,22,,,,26,15,10,23,19,,0.00,,,-1<br />
2014-1-13,28,22,17,14,13,12,68,49,32,,,,31,22,10,13,13,,0.00,,,-1<br />
2014-1-14,27,19,13,13,12,12,85,61,35,,,,31,20,10,21,16,,0.00,,,-1<br />
2014-1-15,28,21,15,14,13,13,80,59,33,,,,31,18,10,23,19,,0.00,,Thunderstorm,-1<br />
2014-1-16,31,22,14,12,9,7,65,37,16,,,,31,25,19,24,19,,0.00,,,-1<br />
