
IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2004-1-1,7,3,1,-1,-5,-10,75,54,33,1025,1022,1019,10,6,3,18,2,,0.00,3,,210<br />
2004-1-2,4,2,0,1,0,-1,100,87,70,1020,1019,1018,5,3,0,14,2,,0.00,7,Snow,254<br />
2004-1-3,2,1,0,1,0,0,100,93,87,1019,1016,1013,10,3,0,14,3,,0.00,7,Fog-Snow,168<br />
2004-1-4,7,2,-3,1,-1,-4,93,81,66,1018,1017,1016,8,5,1,14,3,,0.00,1,,257<br />
2004-1-5,8,4,1,2,-1,-2,81,68,50,1019,1017,1016,5,2,1,14,3,,0.00,5,,351<br />
2004-1-6,12,8,5,4,1,-5,81,62,37,1017,1015,1015,10,7,5,26,8,,0.00,5,Rain,347<br />
2004-1-7,8,6,4,4,1,-3,93,72,49,1016,1014,1012,10,6,3,18,5,,0.00,7,Rain,88<br />
2004-1-8,11,7,3,4,3,1,93,79,54,1017,1015,1013,10,6,4,18,3,,0.00,3,,196<br />
2004-1-9,12,7,2,3,0,-8,100,68,26,1019,1017,1016,10,7,0,21,5,,0.00,4,Fog,275<br />
2004-1-10,12,8,5,4,-1,-7,87,56,26,1021,1019,1017,10,9,6,18,5,,0.00,6,,244<br />
2004-1-11,10,8,5,5,4,2,100,78,62,1024,1022,1021,10,5,1,14,5,,0.00,6,Fog-Rain,166<br />
2004-1-12,7,4,3,5,4,3,100,89,81,1025,1023,1021,6,2,0,18,3,,0.00,7,Fog-Rain,153<br />
2004-1-13,7,6,5,6,5,4,100,91,81,1020,1014,1010,10,5,1,21,10,,0.00,8,Rain,136<br />
2004-1-14,12,9,6,6,1,-3,93,63,35,1012,1011,1009,10,7,2,61,10,,0.00,3,Rain,280<br />
2004-1-15,12,9,5,0,-3,-5,70,47,35,1014,1012,1010,10,9,4,43,11,,0.00,3,,279<br />
2004-1-16,12,8,5,1,-2,-4,70,53,35,1021,1018,1014,10,9,8,35,14,,0.00,1,,254<br />
2004-1-17,11,8,6,3,-1,-4,76,55,44,1020,1018,1016,10,7,4,14,3,,0.00,5,,184<br />
2004-1-18,13,9,6,4,3,-1,76,68,38,1018,1016,1015,7,4,1,21,3,,0.00,5,,172<br />
2004-1-19,12,8,4,3,2,-1,76,67,50,1017,1016,1015,10,8,3,18,3,,0.00,3,,229<br />
2004-1-20,9,6,2,2,-1,-4,87,66,43,1021,1019,1017,10,8,4,14,3,,0.00,6,Rain,248<br />
2004-1-21,10,7,3,-3,-6,-9,61,45,29,1019,1017,1014,8,7,5,14,3,,0.00,1,,218<br />
2004-1-22,13,7,2,-2,-6,-12,60,41,19,1016,1014,1012,8,4,2,18,3,,0.00,0,,245<br />
2004-1-23,9,7,4,1,-1,-3,66,61,50,1012,1010,1008,10,8,5,18,3,,0.00,6,Rain,247<br />
2004-1-24,12,8,5,4,2,0,76,65,47,1015,1011,1008,10,5,1,18,2,,0.00,4,Rain,196<br />
2004-1-25,13,9,5,4,-2,-6,81,52,31,1018,1016,1015,10,7,2,35,6,,0.00,2,,277<br />
2004-1-26,16,11,7,1,-1,-5,66,52,34,1015,1013,1011,10,8,5,26,6,,0.00,6,Rain,67<br />
2004-1-27,9,6,3,4,1,-4,93,71,50,1014,1009,1007,10,7,4,43,14,,0.00,5,Rain,263<br />
2004-1-28,11,6,1,-2,-3,-5,70,55,37,1016,1012,1009,10,9,6,32,16,,0.00,1,,273<br />
2004-1-29,9,6,2,-1,-3,-8,70,55,34,1021,1019,1016,10,8,5,18,2,,0.00,2,,189<br />
2004-1-30,10,7,3,-2,-5,-7,70,47,34,1022,1021,1019,8,6,5,14,2,,0.00,0,,251<br />
2004-1-31,12,7,2,-2,-5,-9,60,45,22,1019,1017,1015,10,7,3,35,3,,0.00,1,,250<br />
2004-2-1,10,7,3,-1,-2,-3,70,54,40,1019,1017,1016,10,7,3,11,2,,0.00,4,,144<br />
2004-2-2,9,7,4,2,-1,-4,87,61,49,1015,1014,1012,10,9,5,21,8,,0.00,5,Rain,182<br />
2004-2-3,10,6,2,-1,-4,-7,75,51,32,1019,1018,1016,10,7,4,26,11,,0.00,1,,278<br />
2004-2-4,12,8,4,-4,-6,-7,53,40,28,1021,1019,1018,10,8,5,21,3,,0.00,2,,286<br />
2004-2-5,11,7,4,-2,-3,-5,61,44,35,1021,1019,1016,10,10,7,14,3,,0.00,3,,151<br />
2004-2-6,12,7,2,3,-1,-4,76,53,43,1017,1013,1010,10,10,8,29,14,,0.00,5,Rain,101<br />
2004-2-7,10,7,3,-1,-2,-4,70,54,46,1016,1013,1011,10,10,8,47,26,,0.00,3,Rain,270<br />
2004-2-8,11,6,2,-2,-4,-7,75,51,28,1023,1021,1016,8,6,5,32,13,,0.00,0,,258<br />
2004-2-9,15,9,4,0,-3,-7,56,44,31,1023,1021,1019,10,7,3,18,3,,0.00,1,,258<br />
2004-2-10,18,12,6,1,-2,-4,61,42,24,1024,1023,1021,8,5,4,11,2,,0.00,0,,224<br />
2004-2-11,16,12,8,0,-2,-4,53,38,27,1022,1016,1012,10,9,5,26,6,,0.00,7,,137<br />
2004-2-12,15,12,10,1,-1,-2,50,41,34,1020,1017,1014,10,10,8,29,11,,0.00,6,,303<br />
2004-2-13,17,13,10,3,-1,-3,48,39,29,1022,1019,1016,10,10,10,26,11,,0.00,5,,336<br />
2004-2-14,17,14,12,6,3,-4,59,49,33,1017,1014,1011,10,10,10,18,5,,0.00,5,Rain,71<br />
2004-2-15,15,11,7,6,2,-10,67,51,26,1011,1008,1004,10,10,5,72,10,,0.00,4,Rain,258<br />
2004-2-16,7,4,2,-6,-8,-12,48,39,31,1019,1016,1012,10,10,8,43,24,,0.00,2,,278<br />
2004-2-17,9,7,4,0,-4,-7,61,48,39,1020,1017,1015,10,10,7,21,8,,0.00,5,,293<br />
2004-2-18,13,8,4,-1,-4,-8,57,41,31,1017,1015,1013,10,9,5,29,14,,0.00,3,,277<br />
2004-2-19,13,10,7,2,-2,-6,71,45,30,1016,1014,1012,10,8,5,21,8,,0.00,5,Rain,191<br />
2004-2-20,12,8,5,3,0,-3,87,60,41,1018,1016,1014,10,8,4,47,16,,0.00,3,Rain,283<br />
2004-2-21,13,9,6,-3,-4,-7,53,40,25,1020,1019,1018,10,8,1,14,5,,0.00,6,,217<br />
2004-2-22,15,11,8,-2,-4,-5,43,34,29,1021,1017,1013,10,8,4,26,6,,0.00,6,,113<br />
2004-2-23,16,7,-1,0,-7,-15,51,32,27,1018,1011,1007,10,9,3,55,21,,0.00,6,,180<br />
2004-2-24,11,3,-3,-4,-9,-14,56,39,22,1019,1018,1017,10,9,5,43,24,,0.00,5,,274<br />
2004-2-25,15,9,3,-5,-8,-10,48,32,20,1021,1020,1018,7,6,5,35,18,,0.00,1,,279<br />
2004-2-26,17,11,5,0,-3,-8,49,36,27,1021,1019,1017,10,8,4,35,16,,0.00,5,,281<br />
2004-2-27,18,13,9,1,-1,-3,54,38,26,1021,1019,1017,10,7,4,26,5,,0.00,3,,254<br />
2004-2-28,19,14,10,3,-1,-4,54,37,21,1022,1020,1018,10,9,7,26,5,,0.00,6,,253<br />
2004-2-29,20,16,11,1,-1,-3,50,35,24,1021,1020,1018,10,6,4,11,2,,0.00,5,,255<br />
2004-3-1,22,17,13,4,2,-1,44,36,23,1022,1020,1018,10,6,4,21,3,,0.00,4,,237<br />
