
EET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,22,18,15,16,15,14,100,84,60,1018,1016,1015,6,3,0,103,11,,0.00,3,Fog,7<br />
2000-1-2,22,19,16,15,14,13,94,80,60,1016,1014,1012,10,6,2,21,11,,0.00,6,,44<br />
2000-1-3,20,18,15,14,13,10,94,78,60,1012,1011,1009,10,7,3,24,13,,0.00,3,,315<br />
2000-1-4,15,13,12,10,8,5,82,71,62,1015,1013,1012,10,10,10,23,13,,0.00,3,Rain,269<br />
2000-1-5,15,12,9,8,5,3,82,67,48,1016,1014,1012,10,10,6,35,24,,0.00,5,Rain,258<br />
2000-1-6,15,11,8,8,6,4,76,67,51,1019,1017,1016,10,7,3,21,14,,0.00,5,,235<br />
2000-1-7,17,14,12,10,7,6,88,64,52,1020,1018,1017,10,6,2,16,10,,0.00,5,,266<br />
2000-1-8,17,13,9,10,9,7,100,83,59,1020,1019,1018,10,4,0,11,5,,0.00,2,Fog,300<br />
2000-1-9,16,13,10,10,7,5,88,68,48,1023,1021,1019,10,8,3,19,5,,0.00,4,,329<br />
2000-1-10,17,12,8,9,7,4,93,66,42,1025,1023,1022,10,9,6,19,5,,0.00,2,,21<br />
2000-1-11,17,12,8,9,7,5,87,70,48,1024,1022,1021,10,7,4,16,5,,0.00,2,,8<br />
2000-1-12,16,11,7,8,6,4,82,68,52,1023,1022,1021,10,9,6,16,5,,0.00,3,,345<br />
2000-1-13,17,12,7,7,6,4,82,67,45,1023,1021,1020,10,5,2,16,5,,0.00,4,,67<br />
2000-1-14,18,13,8,7,3,-1,81,54,30,1020,1017,1016,8,7,6,24,10,,0.00,4,Rain,68<br />
2000-1-15,19,14,10,10,7,6,77,62,43,1018,1017,1015,10,6,2,14,10,,0.00,2,,263<br />
2000-1-16,18,14,11,9,7,6,82,67,45,1019,1017,1016,10,9,3,16,8,,0.00,3,,257<br />
2000-1-17,18,13,9,9,7,5,94,62,45,1017,1014,1010,10,7,4,24,10,,0.00,2,,200<br />
2000-1-18,17,13,11,8,5,2,77,56,39,1017,1009,1007,10,5,0,50,29,,0.00,5,,228<br />
2000-1-19,17,13,10,9,6,4,76,59,48,1016,1015,1012,10,7,4,35,29,,0.00,2,,217<br />
2000-1-20,19,14,11,9,3,1,77,48,34,1018,1016,1014,10,9,6,42,29,,0.00,3,,235<br />
2000-1-21,14,12,11,10,8,6,88,73,59,1021,1019,1018,10,9,6,23,11,,0.00,6,Rain,305<br />
2000-1-22,17,12,7,7,4,2,87,59,39,1021,1020,1019,10,7,4,26,11,,0.00,3,,236<br />
2000-1-23,20,14,8,5,4,2,71,52,34,1021,1020,1019,6,5,4,14,8,,0.00,0,,200<br />
2000-1-24,26,17,9,5,2,-1,71,39,18,1019,1015,1011,10,6,3,29,11,,0.00,4,,195<br />
2000-1-25,20,16,12,13,6,1,88,56,28,1020,1019,1015,,,,19,11,,0.00,3,,276<br />
2000-1-26,19,14,10,8,7,3,87,64,40,1021,1019,1018,10,10,10,21,8,,0.00,2,,267<br />
2000-1-27,13,10,7,10,6,2,100,73,58,1018,1016,1014,10,9,2,34,14,76,0.00,6,Rain,257<br />
2000-1-28,13,9,6,6,3,1,81,69,50,1022,1019,1016,10,10,10,37,16,,0.00,5,Rain,290<br />
2000-1-29,16,11,6,9,4,2,88,63,45,1026,1024,1023,10,6,4,23,11,,0.00,1,,190<br />
2000-1-30,17,11,6,4,2,-2,81,55,27,1027,1025,1024,6,6,6,21,10,,0.00,0,,65<br />
2000-1-31,17,11,5,8,5,2,87,66,42,1026,1024,1023,10,7,4,19,6,,0.00,1,,12<br />
2000-2-1,18,13,8,10,8,6,88,71,45,1025,1024,1023,10,7,2,21,6,,0.00,1,,26<br />
2000-2-2,18,13,9,10,8,8,94,74,52,1025,1023,1022,10,5,0,14,3,,0.00,2,Fog,9<br />
2000-2-3,19,14,9,10,9,8,93,72,49,1022,1021,1019,10,8,2,19,8,,0.00,4,,51<br />
2000-2-4,19,13,8,9,8,7,93,72,49,1022,1020,1019,6,5,4,14,6,,0.00,0,,36<br />
2000-2-5,20,14,9,12,9,6,87,72,52,1021,1019,1017,10,8,3,23,6,,0.00,1,,346<br />
2000-2-6,16,13,12,8,6,4,72,59,48,1021,1020,1019,10,10,10,24,13,,0.00,5,,294<br />
2000-2-7,17,14,13,10,8,2,77,62,47,1021,1020,1018,10,9,6,14,8,,0.00,5,,311<br />
2000-2-8,17,14,12,9,7,5,77,61,45,1021,1019,1018,10,8,2,16,8,,0.00,5,,2<br />
2000-2-9,19,13,8,7,5,1,81,61,30,1023,1021,1020,10,10,10,14,5,,0.00,3,,70<br />
2000-2-10,18,13,9,9,7,4,82,62,42,1021,1019,1017,,,,23,11,,0.00,,,46<br />
2000-2-11,19,14,9,11,8,7,88,70,49,1021,1019,1017,10,5,1,23,8,,0.00,2,,335<br />
2000-2-12,19,14,9,11,8,4,94,68,40,1018,1015,1013,10,6,1,26,8,,0.00,2,,277<br />
2000-2-13,19,14,10,9,7,5,77,63,45,1020,1017,1016,10,8,2,32,13,,0.00,3,,255<br />
2000-2-14,20,15,10,9,7,4,82,59,35,1021,1019,1018,10,8,6,16,8,,0.00,1,,212<br />
2000-2-15,21,16,10,6,4,0,71,46,26,1019,1017,1016,10,9,4,27,11,,0.00,3,,231<br />
