
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,30,28,25,24,23,22,89,77,66,1014,1012,1011,10,10,10,23,16,,0.00,4,,117<br />
2006-1-2,29,26,23,24,23,21,94,78,66,1014,1012,1011,10,10,10,23,13,,0.00,2,,126<br />
2006-1-3,30,27,24,24,23,22,94,78,66,1013,1012,1009,10,10,10,21,13,,0.00,3,,119<br />
2006-1-4,30,28,26,25,23,22,83,75,66,1012,1010,1008,10,10,10,26,18,,0.00,2,,95<br />
2006-1-5,31,28,25,24,23,23,89,77,66,1011,1010,1009,10,10,10,27,19,,0.00,3,,89<br />
2006-1-6,31,28,25,24,23,22,89,76,66,1013,1011,1010,10,10,10,23,16,,0.00,2,,98<br />
2006-1-7,30,28,26,24,23,21,89,75,62,1014,1012,1011,10,10,10,19,14,,0.00,2,,122<br />
2006-1-8,30,27,23,24,23,21,100,77,58,1013,1012,1011,10,10,10,23,11,,0.00,3,,124<br />
2006-1-9,30,27,24,24,23,22,94,80,66,1014,1012,1011,10,10,7,23,13,,0.00,3,Rain,107<br />
2006-1-10,31,28,25,24,23,22,89,74,66,1016,1014,1012,10,10,10,29,19,,0.00,3,,117<br />
2006-1-11,30,28,25,24,23,22,89,75,62,1016,1014,1013,10,10,2,32,19,,0.00,3,Rain,132<br />
2006-1-12,30,27,24,24,23,21,94,76,62,1015,1014,1013,10,10,5,32,19,,0.00,3,Rain,127<br />
2006-1-13,31,28,25,24,23,22,94,74,62,1016,1015,1014,10,10,10,27,18,,0.00,3,,125<br />
2006-1-14,30,28,26,24,22,20,89,72,62,1016,1015,1014,10,10,10,27,19,,0.00,3,,126<br />
2006-1-15,30,28,25,23,22,20,83,71,62,1015,1014,1012,10,10,10,29,14,,0.00,3,,137<br />
2006-1-16,29,27,25,23,22,21,89,75,62,1015,1014,1012,10,10,10,26,16,,0.00,4,,127<br />
2006-1-17,30,28,26,23,22,21,79,70,58,1014,1013,1012,10,10,10,23,16,,0.00,2,,137<br />
2006-1-18,30,28,26,24,22,21,84,72,66,1014,1012,1009,10,10,10,23,14,,0.00,4,,142<br />
2006-1-19,30,28,26,23,23,21,83,74,66,1013,1012,1010,10,10,10,23,16,,0.00,3,,124<br />
2006-1-20,30,27,23,24,23,22,94,78,62,1014,1012,1010,10,9,2,29,18,,0.00,4,Rain,129<br />
2006-1-21,30,28,25,24,23,22,89,78,66,1014,1013,1011,10,10,10,24,18,,0.00,2,,127<br />
2006-1-22,30,28,26,24,23,22,83,75,66,1014,1013,1011,10,10,2,23,16,,0.00,2,Rain,111<br />
2006-1-23,30,28,25,24,23,23,89,79,70,1014,1012,1010,10,10,5,19,10,,0.00,3,Rain,101<br />
2006-1-24,30,28,26,24,23,23,84,78,70,1014,1012,1009,10,10,10,37,8,,0.00,5,,72<br />
2006-1-25,30,28,25,25,24,23,89,79,70,1016,1014,1012,10,10,10,23,16,,0.00,5,,83<br />
2006-1-26,31,27,24,25,24,23,94,81,66,1015,1013,1012,10,10,10,27,19,,0.00,5,,70<br />
2006-1-27,31,28,26,24,23,23,89,76,66,1015,1013,1012,10,10,10,37,19,,0.00,3,,78<br />
2006-1-28,30,28,26,24,23,22,79,73,62,1015,1013,1012,10,10,10,23,16,,0.00,3,,104<br />
2006-1-29,30,28,25,24,23,22,83,74,66,1014,1012,1010,10,10,10,37,16,,0.00,3,,102<br />
2006-1-30,30,28,25,24,23,22,94,78,66,1013,1011,1010,10,10,10,21,11,,0.00,2,,100<br />
2006-1-31,31,28,26,25,24,23,89,81,70,1013,1011,1010,10,10,10,193,23,,0.00,2,,77<br />
2006-2-1,30,28,25,25,23,21,94,78,62,1013,1012,1011,10,10,3,37,19,,0.00,2,Rain,86<br />
2006-2-2,30,27,24,25,23,22,94,77,62,1015,1012,1011,10,10,6,23,14,,0.00,3,Rain,91<br />
2006-2-3,31,28,26,24,23,22,84,73,62,1013,1012,1010,10,10,10,35,13,,0.00,3,,96<br />
2006-2-4,30,28,26,24,23,22,79,72,66,1012,1011,1010,10,10,10,21,16,,0.00,3,,113<br />
2006-2-5,30,28,25,24,23,22,94,75,62,1013,1011,1010,10,10,6,23,16,,0.00,3,Rain,134<br />
2006-2-6,30,28,25,24,23,22,89,74,62,1013,1011,1009,10,10,10,23,11,,0.00,4,,98<br />
2006-2-7,31,28,25,26,24,22,94,81,66,1012,1010,1008,10,10,10,37,16,,0.00,3,,67<br />
2006-2-8,31,28,25,25,24,24,94,80,66,1013,1011,1009,10,10,10,23,14,,0.00,2,,69<br />
2006-2-9,31,28,26,25,24,23,89,78,66,1014,1012,1011,10,10,10,21,14,,0.00,2,,83<br />
2006-2-10,31,28,26,24,23,22,84,76,66,1014,1012,1011,10,10,10,23,16,,0.00,2,,80<br />
2006-2-11,32,28,25,25,24,23,94,79,59,1014,1012,1010,10,10,10,23,14,,0.00,2,,51<br />
2006-2-12,31,28,25,25,24,24,94,80,70,1013,1012,1010,10,10,10,34,21,,0.00,2,,65<br />
2006-2-13,31,28,25,25,24,23,94,80,70,1014,1012,1010,10,10,10,29,11,,0.00,4,,93<br />
2006-2-14,30,28,27,25,24,23,84,79,74,1013,1011,1010,10,10,10,23,16,,0.00,3,,82<br />
2006-2-15,31,28,26,25,24,23,89,76,66,1013,1012,1009,10,10,10,26,14,,0.00,3,,74<br />
2006-2-16,31,29,27,24,23,22,79,72,62,1013,1012,1010,10,10,10,21,11,,0.00,3,,116<br />
2006-2-17,31,29,27,24,24,22,84,76,66,1013,1012,1010,10,10,8,23,16,,0.00,3,Rain,122<br />
2006-2-18,31,28,26,26,24,24,94,81,70,1014,1012,1011,10,10,4,37,14,,0.00,3,Rain,93<br />
2006-2-19,30,28,26,26,25,24,94,82,70,1015,1013,1012,10,10,6,23,16,,0.00,3,Rain,82<br />
2006-2-20,31,29,27,24,23,23,84,74,66,1014,1012,1011,10,10,10,32,16,,0.00,2,,113<br />
2006-2-21,31,28,26,25,24,22,89,76,58,1012,1010,1008,10,10,10,23,18,,0.00,2,,86<br />
2006-2-22,32,29,26,26,24,24,89,80,66,1012,1010,1007,10,10,10,32,18,,0.00,2,,73<br />
2006-2-23,31,27,24,25,24,23,94,81,66,1013,1010,1008,10,10,10,29,18,,0.00,2,,67<br />
2006-2-24,31,28,25,24,24,23,94,79,62,1013,1010,1007,10,10,10,27,18,,0.00,3,,72<br />
2006-2-25,31,27,24,25,24,22,94,80,62,1012,1010,1007,10,10,10,37,18,,0.00,3,,77<br />
2006-2-26,30,27,24,26,24,23,94,82,70,1012,1009,1007,10,10,10,35,19,,0.00,2,,83<br />
2006-2-27,31,28,25,25,24,23,94,80,62,1012,1010,1008,10,10,10,32,16,,0.00,3,,86<br />
2006-2-28,30,28,26,24,23,22,89,74,62,1014,1011,1009,10,10,10,24,16,,0.00,2,,117<br />
2006-3-1,30,28,25,24,23,21,89,75,66,1014,1012,1010,10,10,10,24,16,,0.00,2,,111<br />
2006-3-2,30,27,23,23,23,22,94,77,62,1015,1013,1009,10,10,10,24,13,,0.00,2,,126<br />
2006-3-3,30,27,24,23,23,21,89,74,58,1015,1013,1011,10,10,10,29,16,,0.00,1,,110<br />
2006-3-4,31,27,23,25,23,22,94,78,62,1015,1013,1010,10,10,10,26,14,,0.00,4,,95<br />
2006-3-5,31,28,26,25,24,24,89,80,66,1015,1012,1010,10,10,10,35,18,,0.00,2,,80<br />
2006-3-6,31,27,24,25,24,23,94,81,66,1013,1011,1009,10,10,10,37,18,,0.00,3,,80<br />
2006-3-7,31,28,26,25,24,23,89,80,66,1013,1010,1008,10,10,10,37,21,,0.00,5,Thunderstorm,80<br />
2006-3-8,31,27,24,25,24,22,94,80,62,1012,1010,1007,10,10,10,27,13,,0.00,5,Thunderstorm,73<br />
2006-3-9,31,28,25,25,24,23,94,81,66,1011,1009,1008,10,10,10,29,16,,0.00,3,,89<br />
2006-3-10,31,28,25,24,24,23,89,80,66,1011,1009,1007,10,10,10,34,14,,0.00,4,,78<br />
2006-3-11,30,28,25,25,24,23,94,82,66,1012,1010,1007,10,10,10,29,14,,0.00,4,,71<br />
2006-3-12,31,27,24,25,24,23,94,86,66,1012,1010,1009,10,10,10,32,14,,0.00,4,Rain-Thunderstorm,87<br />
2006-3-13,30,27,24,24,23,23,100,83,66,1012,1010,1008,10,10,10,24,11,,0.00,4,,105<br />
2006-3-14,30,27,23,24,23,22,94,82,62,1013,1011,1009,10,10,10,24,11,,0.00,4,,92<br />
2006-3-15,29,26,23,24,23,23,100,81,70,1014,1012,1010,10,10,10,24,11,,0.00,4,,115<br />
2006-3-16,30,27,23,24,23,22,94,78,66,1014,1012,1011,10,10,10,21,11,,0.00,3,,124<br />
2006-3-17,30,28,26,25,24,23,84,80,70,1012,1011,1009,10,10,10,26,14,,0.00,4,,115<br />
2006-3-18,31,28,25,25,24,22,89,80,66,1013,1011,1009,10,10,6,32,18,,0.00,3,Rain,115<br />
2006-3-19,30,27,24,24,23,22,89,78,66,1013,1012,1011,10,10,10,26,14,,0.00,3,,122<br />
2006-3-20,30,28,25,24,23,22,89,79,66,1014,1012,1011,10,10,9,23,13,,0.00,3,Rain,125<br />
2006-3-21,30,27,24,24,23,22,94,81,66,1014,1013,1011,10,9,3,23,11,,0.00,4,Rain,128<br />
2006-3-22,29,27,25,23,22,21,89,75,66,1014,1013,1012,10,10,10,19,16,,0.00,3,,143<br />
2006-3-23,28,26,24,24,23,22,94,80,74,1014,1012,1011,10,10,10,24,14,,0.00,5,,132<br />
