
NPT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-5-12,,,,,,,,,,1014,1014,1014,10,10,10,6,6,,0.00,4,,270<br />
2000-5-14,,,,,,,,,,1011,1011,1011,9,9,9,0,0,,0.00,1,,-1<br />
2000-5-16,,,,,,,,,,1011,1011,1011,3,3,3,0,0,,0.00,6,Rain,-1<br />
2000-5-18,,,,,,,,,,1006,1006,1006,9,9,9,10,10,,0.00,3,,270<br />
2000-5-19,,,,,,,,,,1008,1008,1008,7,7,7,0,0,,0.00,3,,-1<br />
2000-5-23,,,,,,,,,,1010,1010,1010,10,10,10,10,10,,0.00,3,,90<br />
2000-5-27,,,,,,,,,,1007,1007,1007,5,5,5,10,10,,0.00,3,,90<br />
2000-6-20,,,,,,,,,,1010,1009,1007,10,10,10,11,5,,0.00,4,Rain-Thunderstorm,236<br />
2000-6-21,33,33,33,26,26,26,66,66,66,1010,1009,1007,10,9,5,16,3,,0.00,5,Rain,212<br />
2000-6-22,,,,,,,,,,1009,1007,1007,8,5,2,10,2,,0.00,8,Rain,0<br />
2000-6-23,,,,,,,,,,1011,1007,1004,10,8,4,14,3,,0.00,6,Rain,225<br />
2000-6-24,,,,,,,,,,1006,1005,1004,10,8,3,11,2,,0.00,6,Rain,290<br />
2000-6-25,,,,,,,,,,1008,1006,1004,10,7,3,10,2,,0.00,5,Rain-Thunderstorm,214<br />
2000-6-26,,,,,,,,,,1008,1007,1005,10,7,3,10,2,,0.00,6,,159<br />
2000-6-27,,,,,,,,,,1009,1008,1007,10,9,7,10,5,,0.00,3,,213<br />
2000-6-28,,,,,,,,,,1011,1010,1009,10,10,10,14,6,,0.00,4,,224<br />
2000-6-29,,,,,,,,,,1013,1012,1010,10,9,6,13,6,,0.00,5,,117<br />
2000-6-30,,,,,,,,,,1011,1010,1009,10,10,9,10,3,,0.00,5,Rain,263<br />
2000-7-1,,,,,,,,,,1011,1010,1009,10,9,7,10,3,,0.00,6,Rain,224<br />
2000-7-2,,,,,,,,,,1011,1010,1009,10,9,6,10,6,,0.00,7,Rain,170<br />
2000-7-3,,,,,,,,,,1011,1010,1008,10,10,10,23,6,,0.00,3,,259<br />
2000-7-4,,,,,,,,,,1011,1009,1008,10,9,7,14,2,,0.00,4,,270<br />
2000-7-5,,,,,,,,,,1010,1008,1005,10,10,8,11,5,,0.00,5,,252<br />
2000-7-6,,,,,,,,,,1010,1009,1008,8,8,6,10,5,,0.00,6,Rain,122<br />
2000-7-7,,,,,,,,,,1011,1009,1006,10,8,3,10,2,,0.00,7,Rain,135<br />
2000-7-8,,,,,,,,,,1010,1007,1005,10,9,8,6,0,,0.00,4,,200<br />
2000-7-9,,,,,,,,,,1006,1005,1003,10,8,4,14,2,,0.00,5,Rain-Thunderstorm,234<br />
2000-7-10,,,,,,,,,,1007,1005,1003,10,8,3,13,2,,0.00,5,Rain-Thunderstorm,185<br />
2000-7-11,,,,,,,,,,1009,1007,1005,10,9,7,14,5,,0.00,5,Rain,221<br />
2000-7-12,,,,,,,,,,1008,1008,1005,10,9,8,11,3,,0.00,4,Rain,253<br />
2000-7-13,,,,,,,,,,1008,1007,1005,10,10,8,23,5,,0.00,4,,150<br />
2000-7-14,,,,,,,,,,1009,1007,1004,10,9,6,13,3,,0.00,5,Rain-Thunderstorm,193<br />
2000-7-15,29,29,29,26,26,26,84,84,84,1008,1005,996,10,8,2,14,2,,0.00,6,Rain,218<br />
2000-7-16,,,,,,,,,,1009,1007,1005,10,9,6,14,2,,0.00,5,Rain,213<br />
2000-7-17,,,,,,,,,,1008,1006,1003,10,9,8,11,2,,0.00,5,Rain,280<br />
2000-7-18,,,,,,,,,,1007,1005,1003,10,9,7,14,3,,0.00,7,Rain,222<br />
2000-7-19,,,,,,,,,,1007,1005,1003,10,9,7,14,3,,0.00,4,Rain,187<br />
2000-7-20,,,,,,,,,,1011,1007,999,10,10,8,184,37,,0.00,5,Rain,207<br />
2000-7-21,,,,,,,,,,1013,1010,1001,10,9,3,23,3,,0.00,6,Rain,195<br />
2000-7-22,,,,,,,,,,1012,1011,1009,10,9,7,19,2,,0.00,6,Rain,270<br />
2000-7-23,,,,,,,,,,1011,1009,1007,10,9,7,8,0,,0.00,5,Thunderstorm,190<br />
2000-7-24,28,,28,25,25,25,84,84,84,1010,1007,1000,10,8,2,13,5,,0.00,6,Rain,265<br />
2000-7-25,,,,,,,,,,1011,1010,1007,10,9,5,14,5,,0.00,4,Rain,236<br />
2000-7-26,,,,,,,,,,1011,1009,1006,10,9,7,19,3,,0.00,5,Rain,277<br />
2000-7-27,,,,,,,,,,1011,1010,1008,10,8,3,14,0,,0.00,7,Rain,243<br />
2000-7-28,,,,,,,,,,1012,1010,1008,10,9,6,14,3,,0.00,4,Rain,214<br />
2000-7-29,,,,,,,,,,1014,1011,1010,10,8,4,11,2,,0.00,6,Rain,256<br />
2000-7-30,,,,,,,,,,1013,1012,1009,10,8,6,8,0,,0.00,6,Rain,210<br />
2000-7-31,,,,,,,,,,1011,1010,1008,9,7,4,10,0,,0.00,8,Rain-Thunderstorm,150<br />
2000-8-1,29,,29,27,27,27,89,89,89,1009,1007,1001,10,6,3,10,2,,0.00,8,Rain,80<br />
2000-8-2,,,,,,,,,,1008,1007,1006,10,6,3,6,2,,0.00,7,Rain,214<br />
2000-8-3,31,,31,28,28,28,84,84,84,1008,1007,1001,10,8,4,14,2,,0.00,6,Rain,221<br />
2000-8-4,,,,,,,,,,1009,1008,1007,10,9,8,19,3,,0.00,3,Rain,235<br />
2000-8-5,,,,,,,,,,1010,1008,1007,10,8,5,13,2,,0.00,5,,211<br />
2000-8-6,,,,,,,,,,1011,1009,1006,10,8,4,19,3,,0.00,6,Rain-Thunderstorm,157<br />
2000-8-7,,,,,,,,,,1011,1010,1008,10,9,4,11,3,,0.00,3,,201<br />
2000-8-8,,,,,,,,,,1012,1010,1009,10,10,8,13,3,,0.00,4,,200<br />
2000-8-9,,,,,,,,,,1012,1010,1008,10,7,3,10,2,,0.00,6,Rain-Thunderstorm,194<br />
2000-8-10,,,,,,,,,,1013,1012,1009,10,7,5,11,2,,0.00,6,Rain,230<br />
2000-8-11,30,30,30,28,28,28,89,89,89,1013,1010,1003,10,9,3,13,3,,0.00,4,Rain,185<br />
2000-8-12,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2000-8-27,,,,,,,,,,1009,1008,1008,10,10,10,19,16,,0.00,6,,258<br />
2000-9-1,,,,,,,,,,1008,1006,1005,10,9,6,14,5,,0.00,7,Rain,240<br />
2000-9-2,,,,,,,,,,1009,1007,1005,10,9,6,14,3,,0.00,6,Rain,283<br />
2000-9-3,,,,,,,,,,1011,1008,1005,10,8,7,14,2,,0.00,5,,185<br />
2000-9-4,,,,,,,,,,1012,1010,1008,10,9,6,14,3,,0.00,5,,234<br />
2000-9-5,,,,,,,,,,1012,1011,1008,10,9,8,10,2,,0.00,5,Rain,185<br />
2000-9-6,,,,,,,,,,1011,1010,1009,10,9,7,10,2,,0.00,4,,90<br />
2000-9-7,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2000-9-8,,,,,,,,,,1013,1013,1013,8,8,8,0,0,,0.00,6,,-1<br />
2000-9-10,,,,,,,,,,1009,1009,1008,8,8,8,0,0,,0.00,6,,-1<br />
2000-9-11,,,,,,,,,,1010,1008,1007,10,9,5,13,2,,0.00,4,Rain,246<br />
2000-9-12,,,,,,,,,,1013,1011,1009,10,9,1,14,3,,0.00,3,Rain,171<br />
2000-9-13,32,32,32,26,26,26,70,70,70,1015,1013,1011,10,9,4,10,2,,0.00,3,,185<br />
2000-9-14,,,,,,,,,,1015,1013,1010,10,10,8,14,8,,0.00,6,Rain,225<br />
2000-9-15,,,,,,,,,,1014,1013,1011,10,9,8,14,2,,0.00,6,Rain,250<br />
2000-9-16,,,,,,,,,,1014,1013,1011,10,8,6,14,2,,0.00,6,Rain,231<br />
2000-9-17,,,,,,,,,,1014,1013,1004,10,8,2,14,2,,0.00,4,Rain,158<br />
2000-9-18,,,,,,,,,,1013,1013,1011,10,8,6,11,3,,0.00,4,,139<br />
2000-9-19,,,,,,,,,,1016,1014,1011,10,9,6,16,3,,0.00,4,Rain,242<br />
2000-9-20,,,,,,,,,,1017,1016,1015,10,8,5,14,2,,0.00,7,Rain,235<br />
2000-9-21,,,,,,,,,,1017,1016,1015,10,9,9,14,3,,0.00,6,,112<br />
2000-9-22,,,,,,,,,,1019,1018,1018,10,9,8,14,2,,0.00,5,,163<br />
2000-9-23,,,,,,,,,,1018,1015,1013,10,10,7,14,6,,0.00,3,,260<br />
2000-9-24,,,,,,,,,,1017,1015,1012,10,9,6,14,2,,0.00,3,,205<br />
2000-9-25,,,,,,,,,,1016,1015,1013,10,8,5,14,2,,0.00,5,,240<br />
2000-9-26,,,,,,,,,,1017,1015,1013,10,8,1,14,3,,0.00,2,,250<br />
2000-9-27,,,,,,,,,,1017,1015,1013,10,8,6,11,2,,0.00,2,,248<br />
2000-9-28,,,,,,,,,,1016,1015,1012,10,9,3,14,5,,0.00,2,,251<br />
2000-9-29,,,,,,,,,,1018,1016,1014,10,8,3,14,3,,0.00,3,Rain,153<br />
2000-9-30,,,,,,,,,,1017,1015,1013,10,9,4,14,2,,0.00,2,,242<br />
2000-10-1,,,,,,,,,,1017,1015,1010,10,9,3,13,5,,0.00,2,,240<br />
2000-10-2,26,,26,23,23,23,83,83,83,1018,1015,1006,10,8,3,14,3,,0.00,3,,231<br />
2000-10-3,,,,,,,,,,1018,1016,1014,10,7,3,19,3,,0.00,4,,273<br />
2000-10-4,,,,,,,,,,1017,1015,1013,10,9,3,14,2,,0.00,3,,240<br />
2000-10-5,,,,,,,,,,1020,1017,1015,10,8,1,8,2,,0.00,2,,232<br />
2000-10-6,,,,,,,,,,1020,1018,1015,10,8,3,11,2,,0.00,1,,269<br />
2000-10-7,,,,,,,,,,1019,1017,1014,10,8,5,14,3,,0.00,2,,261<br />
2000-10-8,,,,,,,,,,1018,1015,1012,10,8,5,14,2,,0.00,2,,207<br />
2000-10-9,,,,,,,,,,1015,1014,1011,10,7,1,27,3,,0.00,2,Fog-Rain,260<br />
2000-10-10,,,,,,,,,,1017,1015,1012,10,8,6,19,3,,0.00,3,,260<br />
2000-10-11,,,,,,,,,,1018,1015,1013,10,8,2,19,3,,0.00,2,,269<br />
2000-10-12,,,,,,,,,,1018,1015,1012,10,9,5,19,5,,0.00,2,,275<br />
2000-10-13,,,,,,,,,,1016,1012,1010,10,8,1,19,5,,0.00,1,Fog,275<br />
2000-10-14,,,,,,,,,,1015,1013,1011,10,8,0,14,3,,0.00,2,Fog,206<br />
2000-10-15,,,,,,,,,,1018,1016,1014,10,8,3,14,2,,0.00,1,,257<br />
2000-10-16,,,,,,,,,,1020,1018,1016,10,8,1,14,2,,0.00,1,,267<br />
2000-10-17,,,,,,,,,,1019,1017,1015,10,9,8,19,8,,0.00,1,,270<br />
2000-10-18,,,,,,,,,,1019,1015,1013,10,10,8,23,8,,0.00,1,,260<br />
2000-10-19,,,,,,,,,,1018,1015,1012,10,9,5,19,3,,0.00,1,,209<br />
2000-10-20,,,,,,,,,,1017,1014,1013,10,8,3,10,2,,0.00,2,,266<br />
2000-10-21,,,,,,,,,,1017,1015,1013,10,9,3,13,2,,0.00,2,,263<br />
2000-10-22,,,,,,,,,,1016,1013,1011,10,8,2,19,3,,0.00,2,Rain,237<br />
2000-10-23,,,,,,,,,,1015,1014,1011,9,6,1,19,2,,0.00,2,,250<br />
2000-10-24,,,,,,,,,,1017,1016,1014,7,5,1,13,3,,0.00,2,,260<br />
2000-10-25,,,,,,,,,,1020,1018,1016,10,6,1,14,3,,0.00,2,,232<br />
2000-10-26,27,,27,25,25,25,89,89,89,1020,1017,1010,10,6,0,19,2,,0.00,2,Fog,213<br />
2000-10-27,,,,,,,,,,1019,1017,1010,10,8,3,14,3,,0.00,2,,265<br />
2000-10-28,,,,,,,,,,1019,1017,1015,10,7,5,14,3,,0.00,4,,270<br />
2000-10-29,,,,,,,,,,1021,1019,1011,10,9,7,11,2,,0.00,3,,270<br />
2000-10-30,10,,10,-5,-5,-5,35,35,35,1021,1017,1016,10,10,10,11,3,,0.00,1,,277<br />
2000-10-31,,,,,,,,,,1019,1017,1015,10,9,6,11,3,,0.00,1,,202<br />
2000-11-1,,,,,,,,,,1021,1017,1010,10,10,9,10,2,,0.00,2,,114<br />
2000-11-2,,,,,,,,,,1023,1022,1021,10,8,5,0,0,,0.00,1,,-1<br />
2000-11-3,,,,,,,,,,1023,1021,1019,10,8,3,11,2,,0.00,2,,240<br />
2000-11-4,,,,,,,,,,1023,1022,1020,10,8,5,3,0,,0.00,3,,250<br />
2000-11-5,,,,,,,,,,1020,1020,1019,8,6,4,0,0,,0.00,2,,-1<br />
2000-11-6,,,,,,,,,,1018,1016,1014,8,7,5,10,2,,0.00,3,,262<br />
2000-11-7,,,,,,,,,,1019,1017,1015,8,5,3,14,2,,0.00,1,,272<br />
2000-11-8,,,,,,,,,,1021,1019,1016,9,4,0,14,2,,0.00,1,Fog,277<br />
2000-11-9,,,,,,,,,,1019,1017,1014,6,3,0,14,3,,0.00,2,Fog,232<br />
2000-11-10,,,,,,,,,,1020,1017,1016,5,3,0,10,2,,0.00,3,Fog,250<br />
2000-11-11,,,,,,,,,,1022,1019,1016,6,5,1,11,2,,0.00,3,,270<br />
2000-11-12,,,,,,,,,,1020,1017,1014,7,4,0,14,2,,0.00,4,Fog,245<br />
2000-11-13,,,,,,,,,,1017,1016,1013,7,5,2,13,2,,0.00,3,,252<br />
2000-11-14,,,,,,,,,,1018,1017,1015,8,6,1,14,3,,0.00,2,,245<br />
2000-11-15,,,,,,,,,,1021,1019,1016,7,5,0,10,2,,0.00,2,Fog,162<br />
2000-11-16,,,,,,,,,,1022,1019,1017,7,5,0,14,3,,0.00,2,Fog,267<br />
2000-11-17,,,,,,,,,,1021,1019,1016,8,4,0,14,2,,0.00,1,Fog,260<br />
2000-11-18,,,,,,,,,,1019,1016,1009,8,6,1,19,2,,0.00,2,,257<br />
2000-11-19,,,,,,,,,,1017,1015,1012,8,6,2,14,2,,0.00,2,,263<br />
2000-11-20,,,,,,,,,,1019,1016,1014,10,7,3,14,3,,0.00,3,,270<br />
2000-11-21,,,,,,,,,,1021,1018,1016,10,7,4,19,3,,0.00,1,,260<br />
2000-11-22,,,,,,,,,,1022,1020,1017,10,7,2,10,0,,0.00,1,Fog,157<br />
2000-11-23,,,,,,,,,,1023,1020,1018,10,7,1,19,3,,0.00,1,,270<br />
2000-11-24,,,,,,,,,,1021,1019,1017,6,3,0,6,0,,0.00,2,Fog,90<br />
2000-11-25,,,,,,,,,,1019,1017,1015,8,5,1,14,2,,0.00,2,,170<br />
2000-11-26,,,,,,,,,,1021,1018,1010,8,4,0,11,0,,0.00,1,Fog,280<br />
2000-11-27,27,,27,17,17,17,54,54,54,1022,1019,1011,8,4,0,14,2,,0.00,1,Fog,218<br />
2000-11-28,8,,8,,,,,,,1021,1019,1017,8,5,2,14,2,,0.00,3,,231<br />
2000-11-29,,,,,,,,,,1020,1018,1016,10,7,2,19,3,,0.00,1,,217<br />
2000-11-30,,,,,,,,,,1021,1018,1016,10,9,3,14,3,,0.00,1,,249<br />
2000-12-1,,,,,,,,,,1020,1017,1014,9,7,3,13,2,,0.00,0,,256<br />
2000-12-2,,,,,,,,,,1022,1020,1018,10,7,3,14,3,,0.00,1,,244<br />
2000-12-3,,,,,,,,,,1024,1021,1019,8,7,3,14,2,,0.00,0,,235<br />
2000-12-4,,,,,,,,,,1020,1018,1015,7,5,3,14,3,,0.00,0,,257<br />
2000-12-5,,,,,,,,,,1018,1016,1014,10,8,5,14,5,,0.00,1,,260<br />
2000-12-6,,,,,,,,,,1020,1019,1016,10,7,3,6,2,,0.00,1,,257<br />
2000-12-7,,,,,,,,,,1021,1019,1017,10,8,1,11,2,,0.00,1,,236<br />
2000-12-8,,,,,,,,,,1018,1017,1016,10,9,8,14,6,,0.00,1,,280<br />
2000-12-9,,,,,,,,,,1018,1016,1014,8,7,6,0,0,,0.00,2,,-1<br />
2000-12-10,,,,,,,,,,1020,1018,1016,10,6,2,10,2,,0.00,3,,201<br />
2000-12-11,,,,,,,,,,1019,1018,1016,8,5,1,10,0,,0.00,2,Fog,314<br />
2000-12-12,,,,,,,,,,1020,1018,1017,8,4,0,14,2,,0.00,2,Fog,209<br />
2000-12-13,30,30,30,1,1,1,15,15,15,1020,1017,1014,6,3,0,16,2,,0.00,1,Fog,328<br />
2000-12-14,,,,,,,,,,1019,1017,1015,10,5,0,6,2,,0.00,1,Fog,325<br />
2000-12-15,,,,,,,,,,1020,1019,1017,10,4,0,14,3,,0.00,2,Fog,211<br />
2000-12-16,,,,,,,,,,1023,1021,1019,10,5,1,10,2,,0.00,3,,226<br />
2000-12-17,,,,,,,,,,1023,1021,1018,8,4,0,11,0,,0.00,1,Fog,250<br />
2000-12-18,,,,,,,,,,1020,1017,1015,8,5,0,10,2,,0.00,0,Fog,285<br />
2000-12-19,,,,,,,,,,1017,1015,1013,7,4,0,11,2,,0.00,0,Fog,270<br />
2000-12-20,19,19,19,10,10,10,56,56,56,1020,1018,1015,7,5,0,10,2,,0.00,0,Fog,267<br />
2000-12-21,,,,,,,,,,1021,1019,1016,8,6,4,11,3,,0.00,1,,308<br />
2000-12-22,,,,,,,,,,1022,1019,1016,8,5,0,10,2,,0.00,0,Fog,277<br />
2000-12-23,,,,,,,,,,1021,1019,1016,8,5,0,13,0,,0.00,0,Fog,250<br />
2000-12-24,,,,,,,,,,1021,1019,1016,10,5,0,10,2,,0.00,1,Fog,263<br />
2000-12-25,,,,,,,,,,1020,1019,1016,8,6,2,6,0,,0.00,2,,315<br />
2000-12-26,,,,,,,,,,1022,1020,1017,10,5,0,13,2,,0.00,0,Fog,273<br />
2000-12-27,,,,,,,,,,1022,1020,1018,10,5,0,19,2,,0.00,1,Fog,275<br />
2000-12-28,,,,,,,,,,1021,1019,1017,10,7,0,14,2,,0.00,1,Fog,239<br />
2000-12-29,,,,,,,,,,1020,1018,1016,8,4,0,14,3,,0.00,2,Fog,260<br />
2000-12-30,,,,,,,,,,1020,1018,1016,6,4,0,11,2,,0.00,3,Fog,244<br />
2000-12-31,,,,,,,,,,1020,1016,1010,6,4,1,13,2,,0.00,6,,270<br />
