
AEST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,29,24,19,20,18,17,88,64,42,1016,1014,1012,31,13,10,26,11,,0.00,6,Rain,53<br />
2013-1-2,31,26,21,23,20,18,88,67,40,1014,1011,1008,31,12,10,26,11,35,0.00,2,,24<br />
2013-1-3,29,26,23,19,17,15,73,58,39,1015,1014,1012,26,11,10,29,21,48,0.00,3,,130<br />
2013-1-4,29,26,22,18,16,14,69,55,35,1016,1015,1014,31,12,10,24,16,,0.00,3,,127<br />
2013-1-5,27,24,22,20,18,15,78,63,46,1018,1016,1014,31,12,7,23,13,,0.00,5,,100<br />
2013-1-6,28,25,22,21,18,16,83,64,44,1019,1017,1015,31,12,5,24,14,,0.00,5,Rain,107<br />
2013-1-7,29,27,24,19,17,15,73,58,35,1020,1018,1016,31,13,10,26,18,,0.00,4,Rain,116<br />
2013-1-8,29,24,21,20,19,18,88,65,43,1016,1011,1006,31,12,8,39,16,,0.00,2,,43<br />
2013-1-9,31,26,22,23,21,18,83,68,43,1006,1003,999,31,13,10,45,29,,0.25,1,,3<br />
2013-1-10,31,27,24,24,21,19,89,67,46,1011,1006,1002,26,12,6,27,19,,0.00,4,Rain,20<br />
2013-1-11,31,28,26,24,23,20,84,73,49,1013,1011,1008,26,11,8,34,26,,0.00,4,,13<br />
2013-1-12,31,28,26,24,23,21,89,73,54,1013,1011,1009,31,11,10,35,26,,0.00,4,Rain,8<br />
2013-1-13,31,28,25,23,22,21,83,70,49,1012,1009,1007,26,12,9,37,29,,0.00,1,,7<br />
