
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2010-1-1,21,18,16,14,12,11,77,70,60,1021,1021,1020,10,10,10,29,26,,0.00,4,,229<br />
2010-1-2,24,19,15,16,14,12,88,72,50,1021,1018,1017,10,10,10,29,18,,0.00,3,,240<br />
2010-1-3,26,20,14,17,15,14,100,76,51,1018,1014,1011,10,10,10,32,13,,0.00,2,,321<br />
2010-1-4,21,19,17,20,16,11,100,79,60,1015,1010,1006,10,9,4,39,26,45,0.00,5,Rain,269<br />
2010-1-5,20,18,16,12,11,10,77,66,60,1022,1018,1015,10,10,10,35,29,,0.00,3,,215<br />
2010-1-6,24,18,12,15,13,10,94,73,47,1022,1021,1020,10,10,10,16,10,,0.00,2,,168<br />
2010-1-7,23,18,14,16,14,12,100,75,57,1021,1018,1016,10,10,10,24,10,,0.00,3,,301<br />
2010-1-8,22,19,16,16,13,9,100,74,56,1019,1016,1014,10,10,10,37,18,,0.00,3,Rain,266<br />
2010-1-9,15,14,14,10,9,9,72,69,67,1021,1019,1019,10,10,10,26,19,,0.00,2,,189<br />
2010-1-10,22,20,17,13,12,10,77,59,53,1016,1011,1007,10,10,10,26,16,,0.00,2,,265<br />
2010-1-11,20,17,14,15,12,10,100,74,52,1006,1004,1002,10,10,10,37,23,,0.00,4,Rain,247<br />
2010-1-12,21,17,13,14,13,11,100,77,60,1010,1006,1003,10,10,10,32,18,,0.00,3,,234<br />
2010-1-13,21,18,16,15,14,13,88,76,64,1012,1011,1010,10,10,10,37,21,,0.00,4,,222<br />
2010-1-14,23,19,16,16,15,13,94,79,60,1010,1009,1008,10,10,10,26,14,,0.00,2,,205<br />
2010-1-15,24,19,15,17,15,12,100,77,56,1009,1007,1004,10,10,10,29,11,,0.00,2,,191<br />
2010-1-16,26,22,18,17,16,14,94,74,54,1006,1005,1004,10,10,10,27,11,,0.00,1,,204<br />
2010-1-17,22,19,17,18,16,15,94,85,69,1008,1006,1005,10,10,10,14,8,,0.00,6,,127<br />
2010-1-18,25,21,18,19,17,16,94,81,65,1012,1009,1007,10,10,10,19,8,,0.00,4,,188<br />
2010-1-19,26,22,18,19,17,16,94,76,57,1014,1013,1012,10,10,10,16,8,,0.00,4,,239<br />
2010-1-20,25,21,18,19,18,16,100,82,61,1014,1010,1004,10,10,10,39,16,52,0.00,4,,40<br />
2010-1-21,24,21,19,20,18,16,94,86,61,1005,1000,997,10,10,5,34,23,,0.00,4,Rain,351<br />
2010-1-22,21,19,17,18,16,14,100,82,68,1003,1001,998,10,10,8,47,31,66,0.00,4,Rain,238<br />
2010-1-23,21,19,17,17,17,15,94,86,78,1005,1003,1001,10,10,10,39,32,,0.00,6,Rain,232<br />
2010-1-24,21,19,17,18,16,14,94,83,64,1012,1008,1005,10,10,10,32,24,,0.00,5,Rain,246<br />
2010-1-25,25,20,16,18,16,15,94,77,61,1016,1014,1012,10,10,10,21,11,,0.00,3,,199<br />
2010-1-26,25,21,18,18,17,16,94,76,57,1019,1017,1016,10,10,10,24,13,,0.00,2,,39<br />
2010-1-27,26,21,17,18,17,16,100,78,57,1019,1018,1016,10,10,10,23,10,,0.00,3,,55<br />
2010-1-28,26,21,17,20,18,16,100,82,57,1019,1017,1016,10,10,10,19,8,,0.00,3,Rain-Thunderstorm,322<br />
2010-1-29,27,21,16,18,16,13,94,71,42,1018,1017,1015,10,10,10,21,8,,0.00,2,,92<br />
