
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2010-1-1,31,27,24,25,24,23,100,84,66,1014,1012,1010,10,10,10,23,13,,0.00,3,,83<br />
2010-1-2,29,27,24,25,24,23,100,89,74,1015,1013,1011,10,8,3,24,11,,0.00,2,Rain,108<br />
2010-1-3,30,27,24,25,24,23,100,89,74,1015,1013,1012,10,8,3,26,11,,0.00,2,Rain,94<br />
2010-1-4,30,28,25,26,24,23,94,84,74,1015,1014,1012,10,10,10,21,13,,0.00,3,Thunderstorm,97<br />
2010-1-5,30,27,23,26,24,23,100,85,70,1014,1013,1010,10,10,10,26,11,,0.00,2,Thunderstorm,74<br />
2010-1-6,31,27,24,26,24,23,94,82,70,1012,1011,1009,10,10,10,29,16,,0.00,2,,65<br />
2010-1-7,31,27,24,25,24,23,94,82,70,1013,1012,1010,10,10,10,27,13,,0.00,2,,74<br />
2010-1-8,31,28,25,26,25,24,94,82,74,1014,1013,1011,10,10,10,27,14,,0.00,2,,75<br />
2010-1-9,30,27,24,26,24,24,100,84,74,1014,1013,1011,10,10,6,23,14,,0.00,2,Rain-Thunderstorm,98<br />
2010-1-10,31,27,23,24,24,23,100,81,66,1014,1012,1011,10,10,10,19,8,,0.00,2,,89<br />
2010-1-11,30,28,26,25,24,22,89,79,70,1013,1012,1010,10,10,10,26,16,,0.00,3,,103<br />
2010-1-12,31,28,25,26,25,24,94,83,70,1015,1013,1011,10,10,10,29,13,,0.00,2,Thunderstorm,69<br />
2010-1-13,31,28,25,26,24,24,94,84,70,1015,1013,1012,10,9,4,26,14,,0.00,3,Rain-Thunderstorm,94<br />
2010-1-14,30,27,24,26,25,24,100,88,74,1015,1014,1013,10,9,2,32,10,,0.00,3,Rain-Thunderstorm,77<br />
2010-1-15,31,27,24,26,24,24,100,84,66,1017,1015,1013,10,9,3,23,13,,0.00,2,Rain,83<br />
2010-1-16,30,27,24,26,24,23,100,89,74,1017,1016,1014,10,7,1,34,16,,0.00,5,Rain-Thunderstorm,124<br />
2010-1-17,30,28,27,25,24,23,84,75,66,1017,1016,1014,10,10,10,32,23,,0.00,3,,118<br />
2010-1-18,29,27,24,25,24,22,100,86,74,1016,1015,1013,10,9,4,21,10,,0.00,4,Rain,164<br />
2010-1-19,30,27,24,25,24,23,100,81,66,1015,1013,1012,10,9,4,21,10,,0.00,3,Rain,166<br />
2010-1-20,30,28,25,26,24,23,94,82,74,1014,1013,1011,10,10,10,24,13,,0.00,3,,94<br />
2010-1-21,30,27,24,26,24,23,100,84,70,1015,1013,1012,10,10,10,24,14,,0.00,4,,79<br />
2010-1-22,31,29,27,26,25,24,89,83,70,1014,1013,1011,10,10,4,27,18,,0.00,2,Rain,102<br />
2010-1-23,31,28,26,26,25,24,89,80,70,1014,1012,1010,10,10,10,26,16,,0.00,3,,104<br />
