
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-1,27,20,14,16,13,10,100,65,36,1028,1027,1025,10,10,10,27,16,,0.00,1,,94<br />
2003-1-2,28,20,12,14,11,9,100,53,30,1027,1025,1023,10,10,10,21,11,37,0.00,1,,81<br />
2003-1-3,29,21,14,15,11,9,77,49,33,1026,1024,1021,10,10,10,13,8,,0.00,1,,50<br />
2003-1-4,30,23,16,17,16,7,100,68,38,1025,1023,1020,10,10,8,32,13,,0.00,4,Rain-Thunderstorm,24<br />
2003-1-5,26,20,15,18,17,15,100,83,61,1026,1024,1022,10,9,5,24,16,,0.00,4,,51<br />
2003-1-6,28,21,15,19,16,13,100,70,45,1025,1023,1020,10,10,10,27,19,29,0.00,3,,350<br />
2003-1-7,28,22,17,18,16,13,94,69,48,1024,1022,1020,10,10,10,26,10,35,0.00,3,,257<br />
2003-1-8,25,21,17,19,17,15,100,79,61,1023,1020,1017,10,10,6,24,11,,0.00,5,Rain,338<br />
2003-1-9,20,17,13,19,16,13,100,99,94,1024,1020,1019,10,9,3,29,14,48,0.00,6,Rain-Thunderstorm,123<br />
2003-1-10,17,14,11,16,14,11,100,98,94,1025,1023,1021,10,10,10,27,23,,0.00,5,,98<br />
2003-1-11,19,14,11,17,14,11,100,94,83,1024,1023,1021,10,7,2,16,8,,0.00,5,Fog,357<br />
2003-1-12,26,20,14,18,15,13,100,73,44,1023,1022,1020,10,9,5,14,8,35,0.00,2,,247<br />
2003-1-13,30,23,16,20,17,14,100,68,42,1022,1021,1018,10,10,10,24,13,48,0.00,2,,294<br />
2003-1-14,32,26,21,15,12,9,64,41,26,1021,1018,1017,10,10,10,26,13,45,0.00,1,,261<br />
2003-1-15,30,23,16,21,18,9,100,72,44,1022,1021,1019,10,9,5,26,13,35,0.00,2,,3<br />
2003-1-16,32,24,17,21,18,12,100,69,48,1021,1020,1017,10,10,9,27,19,42,0.00,2,Rain-Thunderstorm,344<br />
2003-1-17,29,23,16,20,16,12,94,65,53,1024,1020,1018,10,10,9,45,18,66,0.00,3,Rain-Thunderstorm,25<br />
