
AWST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,36,28,21,10,8,3,49,29,13,1014,1011,1009,,,,35,23,53,0.00,,,92<br />
2000-1-2,37,29,21,13,9,3,49,31,12,1011,1009,1007,,,,40,26,61,0.00,,,124<br />
2000-1-3,36,27,18,21,14,9,70,47,31,1013,1011,1010,10,10,10,52,32,71,0.00,1,,91<br />
2000-1-4,36,28,20,22,12,4,83,41,14,1015,1013,1011,10,10,10,35,26,52,0.00,3,,86<br />
2000-1-5,37,30,23,8,4,-5,38,23,7,1015,1013,1010,,,,27,19,,0.00,,,97<br />
2000-1-6,34,27,19,14,11,7,68,41,21,1014,1012,1011,10,10,10,35,21,35,0.00,5,Thunderstorm,87<br />
2000-1-7,33,24,17,15,12,7,77,47,20,1012,1010,1007,,,,26,13,,0.00,,,270<br />
2000-1-8,32,23,15,17,14,9,88,58,24,1010,1009,1007,,,,27,13,,0.00,,,204<br />
2000-1-9,32,24,17,18,15,12,100,62,33,1010,1008,1006,10,10,10,27,14,,0.00,1,,214<br />
2000-1-10,28,22,17,16,15,13,88,64,39,1008,1006,1005,10,10,10,27,16,,0.00,1,,215<br />
2000-1-11,26,20,15,15,13,11,94,62,39,1007,1005,1004,10,10,10,26,11,,0.00,3,,250<br />
2000-1-12,27,22,17,17,12,8,94,57,34,1011,1009,1006,10,10,6,27,14,,0.00,2,,215<br />
2000-1-13,30,23,16,15,12,10,72,50,33,1012,1009,1006,10,10,10,45,16,66,0.00,6,,132<br />
2000-1-14,23,20,17,17,14,10,100,71,46,1006,1003,1000,10,9,5,48,31,69,0.00,5,Rain-Thunderstorm,125<br />
2000-1-15,24,20,17,16,15,13,94,72,50,1005,1004,1002,10,10,10,24,16,,0.00,6,Rain,169<br />
2000-1-16,25,20,16,17,15,12,100,77,44,1007,1004,1003,10,10,10,23,11,,0.00,4,Rain,226<br />
2000-1-17,25,20,16,17,14,10,100,70,39,1015,1011,1007,10,10,10,26,10,,0.00,3,,216<br />
2000-1-18,29,20,12,15,12,9,100,64,29,1017,1015,1014,,,,26,8,,0.00,,,240<br />
2000-1-19,30,22,14,16,14,12,100,62,35,1017,1015,1013,10,10,10,26,11,,0.00,1,,183<br />
