
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,21,14,9,15,11,8,100,84,49,1019,1017,1015,2,1,0,11,2,,0.00,3,Fog,332<br />
2015-1-2,15,13,12,15,12,9,100,90,77,1020,1018,1016,3,1,0,16,3,,0.00,5,Fog-Rain,100<br />
2015-1-3,17,14,12,14,13,12,100,91,77,1019,1017,1016,1,1,0,13,3,,0.00,7,Fog-Rain,302<br />
2015-1-4,18,14,10,13,11,9,100,86,59,1022,1019,1018,2,1,0,19,5,,0.00,4,Fog,290<br />
2015-1-5,20,14,8,10,8,6,100,76,46,1019,1016,1013,4,2,0,21,14,40,0.00,3,Fog,285<br />
2015-1-6,16,12,9,9,8,7,94,83,59,1017,1015,1014,2,1,0,16,10,,0.00,1,Fog,303<br />
2015-1-7,12,9,6,11,8,6,100,92,67,1017,1015,1014,1,1,0,13,5,,0.00,,Fog,281<br />
2015-1-8,10,8,7,9,8,7,100,94,87,1020,1018,1016,1,0,0,11,5,,0.00,,Fog,269<br />
2015-1-9,15,11,7,9,8,7,100,91,63,1021,1019,1018,1,1,0,10,5,,0.00,2,Fog,288<br />
2015-1-10,17,12,7,12,8,5,100,86,45,1019,1018,1016,3,1,0,13,8,,0.00,,Fog,286<br />
2015-1-11,15,11,7,10,8,6,100,86,55,1020,1018,1017,2,1,0,13,5,,0.00,2,Fog,307<br />
2015-1-12,16,11,7,12,8,7,100,88,63,1021,1019,1017,1,1,0,10,6,,0.00,2,Fog,119<br />
2015-1-13,17,11,6,11,8,6,100,88,63,1019,1017,1014,2,1,0,19,8,,0.00,1,Fog,117<br />
2015-1-14,15,12,10,11,10,9,100,87,72,1019,1016,1013,1,1,0,21,13,,0.00,3,Fog-Rain,111<br />
2015-1-15,18,11,5,10,8,5,100,87,52,1021,1019,1017,2,1,0,11,3,,0.00,1,Fog,272<br />
2015-1-16,18,13,8,16,11,8,100,92,55,1021,1019,1018,2,1,0,11,5,,0.00,,Fog,261<br />
2015-1-17,21,13,7,18,10,7,100,85,52,1021,1019,1017,3,1,0,13,5,,0.00,,Fog,273<br />
2015-1-18,21,13,6,13,9,6,100,82,43,1019,1018,1017,3,1,0,16,3,,0.00,,Fog,274<br />
2015-1-19,19,14,9,17,9,8,100,84,49,1020,1018,1016,2,1,0,11,6,,0.00,,Fog,131<br />
2015-1-20,17,13,10,13,11,8,100,87,59,1022,1019,1018,1,1,0,16,10,,0.00,3,Fog,133<br />
2015-1-21,17,13,10,13,11,9,100,87,68,1023,1020,1019,1,1,1,161,19,,0.00,4,,107<br />
2015-1-22,13,12,11,13,12,10,100,95,82,1021,1020,1018,1,1,0,19,11,34,0.00,7,Fog-Rain,102<br />
2015-1-23,19,16,12,19,13,10,100,91,63,1021,1019,1018,3,1,1,14,8,,0.00,4,Fog,358<br />
2015-1-24,15,13,10,12,10,9,100,86,72,1022,1020,1018,2,1,0,14,10,,0.00,4,Fog,290<br />
2015-1-25,17,13,9,14,10,9,100,90,59,1022,1020,1018,1,1,0,14,10,,0.00,3,Fog,285<br />
2015-1-26,15,13,11,15,11,10,100,90,77,1022,1020,1018,1,1,0,13,5,,0.00,6,Fog-Rain,348<br />
2015-1-27,17,13,9,14,10,7,100,85,59,1021,1019,1018,2,1,0,16,6,,0.00,3,Fog,291<br />
2015-1-28,16,12,8,12,8,5,100,87,48,1020,1018,1016,4,1,0,19,11,,0.00,2,Fog,273<br />
2015-1-29,17,11,5,11,6,3,100,79,39,1021,1019,1017,5,2,0,19,8,,0.00,3,Fog,277<br />
2015-1-30,19,12,6,9,7,3,100,76,35,1022,1020,1019,5,2,0,23,8,,0.00,,Fog,275<br />
2015-1-31,20,13,6,10,7,4,100,74,37,1020,1017,1015,5,2,1,21,8,27,0.00,3,Fog,270<br />
2015-2-1,22,16,9,14,9,6,100,74,35,1019,1017,1015,3,2,1,14,5,,0.00,4,Fog,123<br />
2015-2-2,23,17,12,14,12,10,100,75,44,1020,1017,1016,3,2,1,24,14,37,0.00,4,,113<br />
2015-2-3,22,18,14,16,12,11,100,77,57,1023,1020,1016,3,2,1,23,16,34,0.00,3,Rain,162<br />
