
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2010-1-1,20,17,14,11,10,9,77,68,52,1016,1014,1012,10,10,10,61,34,77,0.00,2,,17<br />
2010-1-2,21,18,15,16,13,10,88,77,68,1013,1010,1007,10,10,10,58,42,82,0.00,4,,330<br />
2010-1-3,19,17,15,17,16,11,100,89,77,1013,1007,999,10,8,3,58,29,98,0.00,6,Rain,353<br />
2010-1-4,23,19,15,18,12,6,100,70,36,1011,1000,996,10,9,6,52,34,93,0.00,4,Rain,345<br />
2010-1-5,20,17,13,11,8,6,77,61,43,1019,1016,1012,10,10,10,27,19,,0.00,2,,28<br />
2010-1-6,20,17,14,13,12,10,82,73,60,1018,1017,1015,10,10,10,52,39,71,0.00,3,,6<br />
2010-1-7,19,17,16,13,13,12,82,73,64,1015,1012,1008,10,10,10,53,43,93,0.00,4,,353<br />
2010-1-8,22,18,13,14,7,1,82,54,27,1018,1010,1005,10,10,10,50,32,82,0.00,2,Rain,346<br />
2010-1-9,13,12,12,7,6,6,72,68,63,1020,1019,1019,10,10,10,26,18,,0.00,2,,153<br />
2010-1-10,17,16,15,15,12,11,100,78,68,1009,1003,997,10,8,4,55,47,80,0.00,6,Rain,356<br />
2010-1-11,16,13,11,15,9,5,100,77,55,1003,1001,998,10,9,4,29,21,52,0.00,4,Rain,179<br />
2010-1-12,14,12,11,11,9,6,88,79,63,1011,1007,1004,10,10,6,42,16,,0.00,5,Rain,176<br />
2010-1-13,16,14,13,10,9,7,82,73,59,1012,1011,1011,10,10,10,21,16,,0.00,3,,190<br />
2010-1-14,22,16,11,13,11,8,94,76,50,1016,1011,1008,10,10,8,45,16,,0.00,3,Rain,41<br />
2010-1-15,14,13,12,13,12,11,100,90,82,1016,1015,1014,10,7,3,50,42,66,0.00,6,Rain,184<br />
2010-1-16,13,12,11,13,12,11,100,96,88,1015,1012,1010,10,5,3,60,52,85,0.00,6,Rain,191<br />
2010-1-17,15,13,12,14,13,11,100,94,88,1013,1012,1011,10,7,1,50,39,69,0.00,6,Rain,187<br />
2010-1-18,16,14,14,15,14,13,100,95,88,1013,1012,1011,10,6,0,24,18,,0.00,5,Fog-Rain,204<br />
2010-1-19,23,18,14,15,14,13,94,77,57,1014,1013,1012,10,10,10,29,14,,0.00,3,,355<br />
2010-1-20,25,21,17,17,16,14,88,75,61,1012,1009,1004,10,10,10,29,23,,0.00,3,Rain,11<br />
2010-1-21,23,21,18,17,16,14,83,74,64,1004,999,997,10,10,10,35,14,,0.00,4,Rain,5<br />
2010-1-22,21,18,15,16,14,13,94,86,73,1003,1000,998,10,8,1,40,16,,0.00,4,Fog-Rain,205<br />
2010-1-23,15,14,14,13,13,12,94,90,82,1005,1004,1002,10,8,2,53,43,64,0.00,6,Rain,194<br />
2010-1-24,18,16,14,16,14,13,94,89,77,1013,1006,1004,10,9,3,37,16,48,0.00,6,Rain,12<br />
2010-1-25,17,16,14,13,12,11,94,81,72,1017,1016,1013,10,10,10,23,18,,0.00,6,,188<br />
2010-1-26,17,16,15,16,14,13,94,89,82,1020,1019,1017,10,10,10,19,10,,0.00,5,Fog,203<br />
2010-1-27,24,19,15,17,15,13,100,81,50,1020,1019,1016,10,9,2,34,11,,0.00,3,Fog,24<br />
2010-1-28,24,20,16,17,16,15,94,80,61,1019,1018,1017,10,10,10,27,19,,0.00,3,,9<br />
2010-1-29,19,17,15,16,15,14,100,92,78,1021,1019,1017,10,6,0,19,8,,0.00,3,Fog,195<br />
2010-1-30,26,21,16,16,14,13,88,69,47,1019,1016,1013,10,10,10,35,14,,0.00,1,,3<br />
2010-1-31,16,14,13,13,12,11,100,86,77,1026,1024,1020,10,8,3,50,39,69,0.00,6,Rain,174<br />
2010-2-1,16,14,13,13,12,11,94,86,82,1027,1026,1024,10,8,3,39,32,,0.00,6,Rain,176<br />
2010-2-2,19,16,12,15,13,11,94,86,77,1029,1026,1024,10,10,10,29,10,,0.00,2,,172<br />
2010-2-3,17,16,14,14,13,12,94,88,77,1031,1030,1029,10,10,10,32,23,,0.00,3,,210<br />
2010-2-4,17,14,13,15,14,13,100,91,82,1032,1030,1028,10,10,2,26,16,,0.00,4,,205<br />
2010-2-5,19,16,13,15,14,12,100,88,68,1029,1028,1026,10,8,0,19,10,,0.00,3,Fog,210<br />
2010-2-6,25,20,15,16,14,13,94,74,50,1028,1027,1025,10,10,10,24,11,,0.00,1,,5<br />
