
EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,1,-3,-7,-8,-9,-11,78,60,44,1025,1022,1019,16,16,16,23,16,,0.00,5,,300<br />
2001-1-2,-2,-3,-7,-9,-11,-14,65,57,51,1028,1027,1024,16,16,16,32,16,42,0.00,4,,322<br />
2001-1-3,-1,-4,-8,-8,-11,-14,75,63,52,1028,1024,1018,16,16,16,21,16,,0.00,2,,251<br />
2001-1-4,2,-2,-6,-7,-8,-9,84,65,52,1018,1016,1016,16,16,16,29,14,37,0.00,5,,257<br />
2001-1-5,0,-3,-7,-1,-3,-9,100,90,72,1015,1006,1002,16,8,1,24,11,,1.52,7,Fog-Snow,202<br />
2001-1-6,3,-1,-4,-2,-4,-7,100,74,54,1011,1006,1001,16,14,6,32,14,42,0.00,4,Fog,262<br />
2001-1-7,6,0,-5,-1,-3,-6,92,77,58,1012,1011,1010,16,16,16,14,6,,0.00,5,,209<br />
2001-1-8,4,2,0,1,-1,-3,96,84,73,1012,1008,1006,16,10,3,19,8,34,5.33,8,Rain,12<br />
2001-1-9,2,-1,-4,0,-7,-12,86,66,53,1013,1012,1008,16,15,3,32,21,40,0.00,4,Snow,309<br />
2001-1-10,2,-1,-3,-6,-7,-10,72,62,50,1021,1018,1011,16,16,16,32,23,37,0.00,5,,259<br />
2001-1-11,10,4,-2,-3,-5,-7,75,55,39,1020,1017,1016,16,16,16,32,18,40,0.00,4,,254<br />
2001-1-12,6,2,-1,-2,-4,-5,92,69,49,1026,1023,1020,16,15,11,14,8,,0.00,4,,11<br />
2001-1-13,5,1,-3,-2,-4,-6,96,74,55,1029,1028,1026,16,15,11,11,5,,0.00,1,,225<br />
2001-1-14,5,1,-4,2,-1,-4,100,84,60,1027,1025,1022,16,14,6,13,2,,0.25,6,Fog-Rain,177<br />
2001-1-15,4,3,2,3,3,2,100,98,93,1022,1018,1015,16,5,0,21,10,,3.56,8,Fog-Rain,63<br />
2001-1-16,7,4,1,3,1,-2,100,87,53,1022,1016,1014,16,8,0,29,11,45,0.00,5,Fog,255<br />
2001-1-17,6,2,-1,-2,-2,-3,85,70,55,1025,1023,1022,16,16,14,24,13,32,0.00,4,,277<br />
2001-1-18,2,1,-1,2,0,-3,100,92,81,1026,1023,1019,16,7,2,10,3,,2.03,7,Rain-Snow,90<br />
2001-1-19,5,3,2,5,3,2,100,98,93,1018,1013,1008,16,8,1,23,10,27,25.91,8,Rain,35<br />
2001-1-20,4,2,-1,3,1,-1,100,96,87,1016,1012,1007,16,8,3,32,23,40,9.65,8,Fog-Rain-Snow,39<br />
