
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2002-1-1,21,19,18,18,17,16,94,88,83,1012,1011,1009,30,25,20,42,32,71,0.00,6,,357<br />
2002-1-2,21,19,18,17,17,16,94,86,73,1011,1009,1008,30,20,10,47,35,74,0.00,5,Rain,348<br />
2002-1-3,22,20,18,18,16,15,94,80,64,1010,1007,1001,30,22,20,50,39,69,0.00,6,,354<br />
2002-1-4,20,19,18,18,14,6,94,73,45,1001,995,994,30,16,6,55,40,85,0.00,4,Rain,337<br />
2002-1-5,22,17,13,13,9,7,94,59,40,1004,999,997,15,15,15,40,21,35,0.00,3,,323<br />
2002-1-6,16,14,13,12,10,7,94,74,59,1012,1007,1004,30,23,20,29,18,,0.00,4,Rain,168<br />
2002-1-7,17,14,12,10,8,7,72,64,52,1015,1013,1012,30,30,30,21,13,,0.00,3,,173<br />
2002-1-8,20,16,12,12,11,9,82,69,52,1016,1014,1011,,,,21,8,,0.00,4,,180<br />
2002-1-9,18,17,15,15,13,10,94,81,64,1011,1006,1002,30,19,8,16,11,,0.00,6,Rain,14<br />
2002-1-10,21,18,15,17,16,14,94,87,78,1004,1001,1000,30,26,6,37,13,,0.00,4,Rain,160<br />
2002-1-11,17,16,15,15,14,14,94,90,82,1008,1006,1005,30,15,10,34,29,,0.00,6,Rain,169<br />
2002-1-12,18,17,15,17,16,15,100,96,94,1005,998,993,20,11,5,37,24,,0.00,6,Rain,182<br />
2002-1-13,17,16,15,15,14,13,100,90,82,1002,998,993,20,13,5,45,23,,0.00,6,Rain,162<br />
2002-1-14,22,18,14,18,15,12,94,85,69,1002,999,996,30,16,6,26,10,,0.00,4,Rain,47<br />
2002-1-15,20,18,16,17,16,15,100,90,83,999,995,994,30,15,2,26,18,,0.00,5,Rain,7<br />
2002-1-16,22,19,17,17,16,14,94,80,64,1007,1003,999,30,30,30,40,29,61,0.00,3,,354<br />
2002-1-17,22,19,17,15,14,13,88,73,57,1009,1008,1007,20,20,20,37,27,55,0.00,3,,342<br />
2002-1-18,22,19,17,16,14,14,83,74,64,1010,1009,1008,30,30,30,34,24,,0.00,3,Rain,350<br />
