
CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,4,2,0,2,-1,-2,93,87,81,1026,1025,1024,10,8,5,19,11,,0.00,8,,355<br />
2009-1-2,1,0,0,-1,-2,-3,93,87,75,1024,1022,1021,10,8,4,16,6,,0.00,8,,19<br />
2009-1-3,1,0,0,-3,-3,-4,80,79,75,1022,1021,1020,10,9,7,14,10,,0.00,8,,349<br />
2009-1-4,0,-2,-5,-4,-5,-6,93,78,69,1022,1021,1020,10,9,4,13,6,,0.00,7,,17<br />
2009-1-5,-1,-4,-7,-5,-6,-8,100,84,74,1020,1017,1015,7,5,3,16,5,,0.00,6,,19<br />
2009-1-6,-2,-3,-3,-4,-6,-7,86,81,74,1016,1015,1015,8,6,2,19,16,,0.00,7,Snow,353<br />
2009-1-7,-2,-3,-3,-5,-7,-7,86,75,69,1019,1016,1015,7,6,5,24,16,,0.00,8,,351<br />
2009-1-8,-2,-4,-6,-7,-8,-10,93,72,59,1026,1022,1019,10,8,5,16,11,,0.00,7,,356<br />
2009-1-9,2,-2,-6,-4,-6,-8,93,81,56,1027,1025,1025,8,4,2,8,2,,0.00,0,,26<br />
2009-1-10,2,-3,-7,-4,-6,-8,93,88,65,1030,1027,1025,7,3,1,6,2,,0.00,0,,81<br />
2009-1-11,-3,-6,-8,-4,-6,-9,100,94,86,1033,1031,1030,2,1,0,6,3,,0.00,2,Fog,132<br />
2009-1-12,2,-3,-7,-1,-5,-7,100,93,75,1031,1027,1023,3,1,0,3,0,,0.00,1,Fog,180<br />
2009-1-13,9,1,-6,-1,-4,-8,93,83,40,1023,1018,1015,9,3,1,6,0,,0.00,0,,152<br />
2009-1-14,5,0,-4,2,-1,-5,100,91,81,1018,1016,1015,10,4,1,11,2,,0.00,6,Rain,4<br />
2009-1-15,3,1,0,1,-1,-1,93,89,75,1020,1018,1017,10,7,2,16,10,,0.00,7,,13<br />
2009-1-16,8,3,-2,0,-1,-2,100,88,57,1024,1022,1020,9,3,0,8,5,,0.00,7,Fog,174<br />
2009-1-17,9,3,-2,3,-1,-3,100,89,66,1024,1022,1019,10,6,2,19,3,,0.00,3,,166<br />
2009-1-18,9,4,-1,6,3,-2,100,84,71,1019,1015,1011,10,9,1,45,16,66,0.00,5,Rain,187<br />
2009-1-19,12,9,7,7,6,3,93,79,58,1015,1004,997,10,10,10,47,23,76,0.00,5,Rain,186<br />
2009-1-20,8,6,3,6,2,0,93,81,62,1003,1000,998,10,10,10,19,8,,0.00,4,Rain,143<br />
2009-1-21,7,3,0,2,1,-1,100,86,66,1012,1007,1003,10,10,5,11,3,,0.00,3,Rain,32<br />
2009-1-22,6,2,-2,2,0,-2,100,84,57,1012,1005,998,10,9,3,40,8,61,0.00,7,Rain,168<br />
2009-1-23,13,8,3,6,3,1,93,81,47,998,993,986,10,10,10,53,35,80,0.00,4,Rain,185<br />
2009-1-24,7,4,3,6,2,1,93,85,70,1002,989,980,10,10,8,37,14,,0.00,6,Rain,205<br />
2009-1-25,8,3,-1,1,0,-2,100,86,57,1003,999,994,10,10,9,19,6,,0.00,5,,131<br />
2009-1-26,7,3,0,4,1,-1,93,86,70,1005,1000,996,10,9,5,16,5,,0.00,7,Rain,348<br />
2009-1-27,6,4,4,2,2,1,87,84,70,1014,1010,1005,10,10,8,32,16,,0.00,7,Rain,344<br />
2009-1-28,5,3,1,2,-1,-3,87,78,61,1015,1014,1014,10,9,6,21,13,,0.00,6,,351<br />
2009-1-29,5,1,-2,-3,-3,-4,93,77,53,1018,1016,1015,10,7,2,8,3,,0.00,5,,10<br />
2009-1-30,6,0,-5,-1,-3,-5,100,84,61,1017,1016,1014,7,4,2,10,2,,0.00,0,,88<br />
2009-1-31,7,3,-1,0,-2,-3,86,74,57,1013,1010,1007,9,6,5,19,6,,0.00,1,Rain,101<br />
2009-2-1,6,3,2,1,0,-1,87,79,70,1006,1001,997,9,7,4,11,5,,0.00,5,Rain,68<br />
2009-2-2,7,3,1,5,2,0,93,88,76,997,995,993,8,5,3,11,6,,0.00,5,Rain,40<br />
2009-2-3,6,3,2,5,3,1,100,93,87,1001,998,996,10,6,2,13,6,,0.00,7,Rain,1<br />
2009-2-4,12,7,2,5,3,0,93,85,62,1000,998,996,10,8,3,34,6,,0.00,6,Rain,133<br />
2009-2-5,11,8,6,7,5,2,87,75,54,998,995,995,10,10,6,32,16,60,0.00,5,Rain,177<br />
2009-2-6,10,6,1,7,4,1,100,92,82,995,992,990,10,8,3,21,8,,0.00,6,Rain-Snow-Thunderstorm,142<br />
2009-2-7,5,3,1,3,2,-1,100,92,87,998,993,990,10,6,2,24,6,,0.00,7,Rain-Snow,264<br />
2009-2-8,4,1,-2,0,-2,-5,93,77,56,1012,1006,999,10,9,3,27,10,,0.00,7,Rain-Snow,347<br />
