
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,24,21,19,19,18,18,94,85,73,1016,1015,1013,10,9,4,23,11,,0.00,7,Rain-Thunderstorm,2<br />
2006-1-2,24,22,20,20,19,18,94,89,73,1015,1014,1013,10,7,1,27,11,,0.00,6,Rain-Thunderstorm,2<br />
2006-1-3,26,22,19,20,19,18,100,86,69,1015,1013,1011,10,7,2,23,11,,0.00,5,Rain-Thunderstorm,49<br />
2006-1-4,23,21,19,20,18,17,100,88,78,1014,1013,1012,10,8,1,24,8,,0.00,6,Rain-Thunderstorm,14<br />
2006-1-5,25,21,18,19,18,16,94,86,61,1015,1013,1012,10,6,0,14,6,,0.00,7,Rain,87<br />
2006-1-6,26,22,19,20,18,16,94,81,61,1017,1015,1013,10,7,3,19,5,,0.00,6,,92<br />
2006-1-7,28,24,20,20,19,18,94,80,54,1019,1017,1016,10,7,4,24,6,,0.00,5,,154<br />
2006-1-8,29,24,19,21,19,17,88,77,54,1019,1017,1016,10,8,7,19,5,,0.00,2,,154<br />
2006-1-9,30,25,20,22,19,15,94,74,40,1019,1017,1016,10,7,4,21,5,,0.00,2,,103<br />
2006-1-10,30,26,21,21,18,14,88,67,37,1021,1019,1016,10,9,7,19,6,,0.00,3,Thunderstorm,102<br />
2006-1-11,29,24,21,19,18,16,83,71,45,1022,1020,1018,10,10,9,47,11,,0.00,3,,154<br />
2006-1-12,29,24,20,20,18,16,94,73,45,1022,1021,1019,10,10,8,14,8,,0.00,5,,146<br />
2006-1-13,29,24,21,20,18,16,88,66,45,1023,1021,1019,10,9,6,19,3,,0.00,6,,157<br />
2006-1-14,31,26,21,19,18,16,88,66,40,1021,1020,1018,10,9,6,19,5,,0.00,4,,163<br />
2006-1-15,32,26,21,21,17,14,88,65,36,1020,1018,1017,10,10,10,19,6,,0.00,5,,131<br />
2006-1-16,32,26,21,21,17,13,78,61,33,1018,1017,1016,10,10,10,21,6,,0.00,3,,136<br />
2006-1-17,30,25,20,18,16,7,83,63,23,1020,1017,1015,10,9,7,23,8,,0.00,2,,184<br />
2006-1-18,28,23,19,20,18,17,88,78,58,1019,1017,1015,10,8,6,23,14,,0.00,5,,178<br />
2006-1-19,31,26,20,20,18,15,88,75,38,1017,1015,1013,10,8,3,19,8,,0.00,4,Rain-Thunderstorm,99<br />
2006-1-20,32,26,21,21,18,16,94,69,38,1017,1016,1014,10,8,5,19,8,,0.00,6,Thunderstorm,97<br />
