
NPT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,,,,,,,,,,1015,1013,1011,10,6,1,14,3,,0.00,1,,261<br />
2011-1-2,,,,,,,,,,1016,1014,1013,7,5,2,11,2,,0.00,2,,230<br />
2011-1-3,,,,,,,,,,1020,1018,1016,7,4,0,10,2,,0.00,1,Fog,203<br />
2011-1-4,,,,,,,,,,1019,1017,1014,8,4,0,6,2,,0.00,1,Fog,223<br />
2011-1-5,,,,,,,,,,1017,1015,1013,8,5,0,13,3,,0.00,1,Fog,265<br />
2011-1-6,,,,,,,,,,1020,1017,1015,8,5,1,10,3,,0.00,1,Fog,234<br />
2011-1-7,,,,,,,,,,1021,1019,1015,8,5,1,10,3,,0.00,1,Fog,171<br />
2011-1-8,,,,,,,,,,1019,1017,1014,8,4,0,14,3,,0.00,1,Fog,173<br />
2011-1-9,,,,,,,,,,1018,1015,1013,10,5,0,11,2,,0.00,1,Fog,220<br />
2011-1-10,,,,,,,,,,1014,1013,1011,10,5,0,14,3,,0.00,1,Fog,249<br />
2011-1-11,,,,,,,,,,1015,1013,1011,10,7,3,19,5,,0.00,1,,200<br />
2011-1-12,,,,,,,,,,1015,1013,1011,10,6,1,10,2,,0.00,1,Fog,235<br />
2011-1-13,,,,,,,,,,1016,1014,1012,10,6,1,11,3,,0.00,1,Fog,207<br />
2011-1-14,,,,,,,,,,1016,1013,1012,10,6,1,14,3,,0.00,1,Fog,284<br />
2011-1-15,,,,,,,,,,1021,1017,1014,10,5,1,19,3,,0.00,2,,260<br />
2011-1-16,,,,,,,,,,1013,1011,1009,7,5,1,14,3,,0.00,3,Rain,268<br />
2011-1-17,,,,,,,,,,1013,1011,1010,5,3,0,16,3,,0.00,2,Fog,174<br />
2011-1-18,,,,,,,,,,1014,1012,1010,5,3,1,10,2,,0.00,4,Fog,240<br />
2011-1-19,,,,,,,,,,1013,1011,1010,8,4,1,11,3,,0.00,2,,237<br />
2011-1-20,,,,,,,,,,1018,1016,1015,5,3,1,10,2,,0.00,2,,216<br />
2011-1-21,,,,,,,,,,1018,1015,1013,4,3,1,11,2,,0.00,4,Fog,243<br />
2011-1-22,,,,,,,,,,1018,1016,1014,5,3,1,10,2,,0.00,2,Fog,239<br />
2011-1-23,,,,,,,,,,1020,1018,1016,4,2,1,14,3,,0.00,2,Fog,233<br />
2011-1-24,,,,,,,,,,1020,1017,1015,8,5,0,10,3,,0.00,1,Fog,275<br />
2011-1-25,,,,,,,,,,1021,1019,1017,10,5,0,19,3,,0.00,1,Fog,230<br />
2011-1-26,,,,,,,,,,1023,1020,1018,10,5,1,19,5,,0.00,3,,298<br />
2011-1-27,,,,,,,,,,1022,1019,1016,8,5,2,19,3,,0.00,2,,250<br />
2011-1-28,,,,,,,,,,1022,1020,1016,7,4,1,6,2,,0.00,2,Fog,230<br />
2011-1-29,,,,,,,,,,1021,1018,1015,8,4,0,14,2,,0.00,1,Fog,250<br />
2011-1-30,,,,,,,,,,1022,1019,1017,8,5,1,11,2,,0.00,2,Fog,232<br />
2011-1-31,,,,,,,,,,1020,1017,1016,10,6,1,13,3,,0.00,1,Fog,244<br />
2011-2-1,,,,,,,,,,1020,1017,1015,8,5,1,16,3,,0.00,1,Fog,173<br />
2011-2-2,,,,,,,,,,1022,1020,1017,5,3,1,13,3,,0.00,3,Fog,252<br />
2011-2-3,,,,,,,,,,1022,1020,1018,6,3,0,11,2,,0.00,,Fog,221<br />
2011-2-4,,,,,,,,,,1021,1019,1016,8,5,2,10,2,,0.00,,,208<br />
2011-2-5,,,,,,,,,,1021,1019,1015,8,5,1,6,2,,0.00,,,235<br />
2011-2-6,,,,,,,,,,1020,1017,1014,8,4,0,14,3,,0.00,1,Fog,251<br />
2011-2-7,,,,,,,,,,1018,1015,1012,10,6,1,29,6,,0.00,1,Fog,273<br />
2011-2-8,,,,,,,,,,1015,1012,1010,10,7,2,24,6,,0.00,2,,247<br />
2011-2-9,,,,,,,,,,1014,1012,1010,10,7,3,19,5,,0.00,1,,256<br />
2011-2-10,,,,,,,,,,1016,1014,1013,10,7,2,26,5,,0.00,1,,262<br />
2011-2-11,,,,,,,,,,1018,1015,1013,8,5,1,14,5,,0.00,2,,223<br />
2011-2-12,,,,,,,,,,1016,1014,1011,7,5,1,14,3,,0.00,2,,159<br />
2011-2-13,,,,,,,,,,1016,1014,1012,4,3,1,11,2,,0.00,3,,217<br />
2011-2-14,,,,,,,,,,1017,1014,1012,10,5,0,19,5,,0.00,1,Fog,268<br />
2011-2-15,,,,,,,,,,1018,1016,1013,7,4,1,11,3,,0.00,6,Rain,32<br />
2011-2-16,,,,,,,,,,1020,1019,1015,7,5,4,14,6,,0.00,8,Rain-Thunderstorm,110<br />
2011-2-17,,,,,,,,,,1018,1015,1013,10,6,0,11,3,,0.00,1,Fog,217<br />
2011-2-18,,,,,,,,,,1015,1014,1012,10,8,3,11,5,,0.00,1,,207<br />
2011-2-19,,,,,,,,,,1016,1016,1016,10,10,10,23,21,,0.00,2,,217<br />
2011-2-20,,,,,,,,,,1021,1018,1016,10,8,0,19,5,,0.00,1,Fog,245<br />
2011-2-21,,,,,,,,,,1021,1019,1017,8,5,1,16,3,,0.00,2,Rain,340<br />
2011-2-22,,,,,,,,,,1021,1019,1017,10,6,1,19,5,,0.00,1,,226<br />
2011-2-23,,,,,,,,,,1021,1019,1017,10,6,1,11,3,,0.00,2,,249<br />
2011-2-24,,,,,,,,,,1019,1017,1014,10,6,0,14,3,,0.00,3,Fog,248<br />
2011-2-25,,,,,,,,,,1018,1017,1014,10,6,1,11,3,,0.00,5,,284<br />
2011-2-26,,,,,,,,,,1019,1017,1015,10,7,2,19,5,,0.00,3,,177<br />
2011-2-27,,,,,,,,,,1021,1021,1020,6,4,3,0,0,,0.00,1,,-1<br />
2011-2-28,,,,,,,,,,1020,1017,1015,10,10,8,14,6,,0.00,1,,280<br />
2011-3-1,22,20,19,6,1,-2,43,27,20,1019,1016,1014,10,9,8,14,6,,0.00,1,,256<br />
2011-3-2,24,17,9,7,5,2,87,44,24,1020,1017,1014,10,7,2,19,5,,0.00,3,,227<br />
2011-3-3,24,17,9,8,6,4,87,45,27,1018,1016,1014,10,7,2,14,6,,0.00,2,,238<br />
2011-3-4,21,14,9,8,6,2,87,52,28,1018,1016,1014,10,7,3,19,5,,0.00,4,,255<br />
2011-3-5,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2011-3-6,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2011-3-7,25,16,7,9,3,-2,81,42,17,1018,1015,1013,10,7,3,19,5,,0.00,1,,233<br />
2011-3-8,24,17,9,10,8,3,93,53,25,1015,1013,1011,10,6,2,24,5,,0.00,1,,184<br />
2011-3-9,16,13,10,10,7,5,94,66,48,1019,1017,1014,10,6,1,27,8,,0.00,7,Fog-Rain-Thunderstorm,82<br />
2011-3-10,23,14,5,6,1,-5,93,43,15,1020,1018,1015,10,8,3,14,5,,0.00,1,,180<br />
2011-3-11,22,21,20,0,-2,-5,25,21,17,1019,1016,1014,10,10,8,23,8,34,0.00,4,,303<br />
2011-3-12,23,22,19,4,2,-1,37,28,20,1014,1013,1013,10,10,10,222,45,,0.00,1,,198<br />
2011-3-13,23,14,7,6,4,2,81,44,25,1017,1016,1014,10,7,2,14,3,,0.00,2,,235<br />
2011-3-14,22,16,10,9,6,3,76,45,31,1018,1016,1014,8,6,3,19,6,,0.00,4,,275<br />
2011-3-15,25,17,8,9,7,1,93,51,21,1020,1017,1014,8,5,1,23,6,,0.00,2,,244<br />
2011-3-16,26,21,16,10,5,-1,63,36,18,1018,1015,1012,10,7,3,11,5,,0.00,1,,219<br />
2011-3-17,25,18,10,11,9,8,88,56,36,1017,1015,1012,7,5,1,23,5,,0.00,3,,188<br />
2011-3-18,21,18,15,12,11,9,82,62,46,1015,1012,1009,5,4,3,11,3,,0.00,6,,282<br />
2011-3-19,25,19,13,14,11,5,100,64,28,1010,1009,1007,8,4,0,19,8,,0.00,4,Fog,304<br />
2011-3-20,26,20,14,13,7,2,88,45,21,1012,1010,1008,10,6,2,14,5,,0.00,6,Rain,273<br />
