
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,28,23,18,15,11,8,56,47,34,1013,1010,1008,5,3,2,19,6,,0.00,1,,357<br />
2011-1-2,29,24,21,15,11,8,61,45,35,1012,1010,1008,4,3,2,16,10,,0.00,3,,26<br />
2011-1-3,31,26,22,18,16,13,65,54,40,1012,1010,1008,4,3,2,13,6,,0.00,2,,26<br />
2011-1-4,31,27,24,18,16,15,65,51,38,1013,1010,1009,4,3,2,16,8,,0.00,3,,27<br />
2011-1-5,32,28,24,19,16,12,61,50,33,1012,1010,1008,5,3,2,24,6,,0.00,3,,37<br />
2011-1-6,30,27,23,14,12,11,50,43,31,1014,1011,1010,5,4,2,21,11,,0.00,1,,12<br />
2011-1-7,31,24,19,13,6,-4,46,31,10,1014,1011,1009,5,4,2,16,6,,0.00,1,,36<br />
2011-1-8,30,24,19,14,9,4,52,39,19,1011,1009,1008,4,3,2,19,5,,0.00,,,320<br />
2011-1-9,31,24,19,15,12,7,60,45,22,1012,1009,1008,5,3,2,13,5,,0.00,,,345<br />
2011-1-10,32,27,22,16,11,5,65,40,21,1012,1010,1009,5,3,1,16,8,,0.00,,,33<br />
2011-1-11,30,25,20,17,14,9,78,55,27,1013,1011,1009,4,2,1,14,5,,0.00,,,342<br />
2011-1-12,31,26,21,17,14,9,78,52,25,1013,1010,1008,4,2,1,16,5,,0.00,1,,289<br />
2011-1-13,30,25,20,16,13,10,64,49,30,1013,1011,1009,4,2,1,16,3,,0.00,,,248<br />
2011-1-14,29,24,21,18,15,11,78,57,39,1014,1011,1009,3,2,1,16,3,,0.00,,,273<br />
2011-1-15,30,25,20,17,16,14,78,62,40,1015,1013,1011,5,2,1,23,6,,0.00,,,323<br />
2011-1-16,29,24,19,17,15,11,73,60,33,1015,1012,1009,5,3,2,16,5,,0.00,,,315<br />
2011-1-17,30,25,20,18,14,11,78,55,33,1013,1011,1009,4,3,1,16,5,,0.00,,,321<br />
