
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,30,28,26,24,23,22,83,72,66,1010,1009,1008,10,10,10,23,13,,0.00,3,,143<br />
2000-1-2,30,28,25,24,23,22,94,74,66,1010,1009,1007,10,10,8,24,13,,0.00,5,,156<br />
2000-1-3,30,28,26,25,24,23,94,82,70,1010,1009,1007,10,9,3,21,11,,0.00,4,Rain,130<br />
2000-1-4,30,28,25,24,23,23,94,76,66,1011,1009,1008,10,10,10,21,11,,0.00,4,,130<br />
2000-1-5,29,27,24,25,24,22,94,85,74,1011,1010,1008,10,9,4,23,11,,0.00,5,Rain,154<br />
2000-1-6,30,27,23,25,24,23,100,90,70,1012,1010,1009,10,8,2,26,8,,0.00,5,Rain,223<br />
2000-1-7,29,27,24,25,24,21,100,91,74,1012,1010,1009,10,9,1,19,8,,0.00,5,Rain,257<br />
2000-1-8,28,27,25,25,24,23,100,88,79,1011,1010,1008,10,8,1,26,13,,0.00,6,Rain,160<br />
2000-1-9,30,27,24,25,24,22,100,79,70,1013,1011,1009,10,9,3,21,13,,0.00,4,Rain,177<br />
2000-1-10,30,27,24,24,23,21,100,75,62,1012,1010,1009,10,10,5,26,14,,0.00,3,Rain,201<br />
2000-1-11,34,28,23,24,23,22,94,78,49,1011,1010,1007,10,10,10,111,13,,0.00,2,,217<br />
2000-1-12,30,27,24,24,23,22,94,80,66,1011,1010,1008,10,10,10,19,10,,0.00,3,,182<br />
2000-1-13,30,28,25,26,23,22,94,79,70,1012,1011,1009,10,10,6,19,10,,0.00,2,Rain,164<br />
2000-1-14,30,28,25,25,24,24,100,85,74,1010,1009,1008,10,9,3,24,14,,0.00,4,Rain,183<br />
2000-1-15,30,28,27,25,23,21,89,72,62,1011,1008,1007,10,10,10,19,13,,0.00,5,,156<br />
2000-1-16,31,27,24,24,23,23,94,78,66,1011,1009,1007,10,10,10,19,10,,0.00,3,,118<br />
2000-1-17,31,28,26,26,24,23,94,76,66,1013,1011,1009,10,10,6,23,13,,0.00,5,,102<br />
2000-1-18,31,27,24,25,24,23,94,76,66,1014,1012,1010,10,10,8,19,14,,0.00,4,,120<br />
2000-1-19,30,28,27,23,23,22,79,70,62,1013,1011,1009,10,10,10,19,13,,0.00,3,,113<br />
2000-1-20,32,27,23,24,23,22,94,78,55,1012,1010,1007,10,10,10,27,10,,0.00,3,,45<br />
2000-1-21,32,28,25,25,24,23,94,79,59,1012,1010,1009,10,10,10,27,11,,0.00,5,,46<br />
2000-1-22,32,29,27,25,24,24,84,77,66,1013,1011,1010,10,10,8,23,14,,0.00,5,,87<br />
2000-1-23,32,29,26,25,24,23,89,76,59,1012,1011,1009,10,10,10,23,11,,0.00,3,,80<br />
2000-1-24,31,28,25,25,24,23,94,76,62,1012,1011,1009,10,10,10,19,10,,0.00,4,,78<br />
2000-1-25,32,28,24,25,24,23,94,78,62,1013,1011,1010,10,10,10,21,11,,0.00,2,,71<br />
2000-1-26,32,29,26,25,24,24,89,77,62,1014,1012,1011,10,10,10,19,11,,0.00,2,,120<br />
2000-1-27,31,28,25,25,24,23,94,77,62,1013,1012,1010,10,10,10,16,10,,0.00,4,,130<br />
2000-1-28,31,28,26,25,24,23,94,77,66,1013,1011,1009,10,10,10,19,10,,0.00,2,,122<br />
2000-1-29,31,29,27,25,24,24,84,73,66,1013,1012,1010,10,10,10,23,13,,0.00,3,,140<br />
2000-1-30,31,29,28,25,24,23,84,75,66,1014,1013,1011,10,10,10,24,14,,0.00,5,,147<br />
2000-1-31,31,29,27,25,24,23,84,75,62,1016,1014,1013,10,10,10,27,14,,0.00,4,,174<br />
2000-2-1,31,29,27,26,24,23,89,76,66,1015,1013,1012,10,10,8,23,13,,0.00,3,,148<br />
2000-2-2,32,28,24,25,24,23,94,77,62,1013,1012,1009,10,10,8,21,11,,0.00,2,,98<br />
2000-2-3,33,29,25,25,24,23,94,77,55,1012,1010,1008,10,10,8,26,11,58,0.00,2,,32<br />
2000-2-4,33,29,25,25,24,22,94,77,55,1013,1011,1010,10,10,10,27,13,,0.00,3,,50<br />
2000-2-5,32,28,25,25,24,22,94,78,58,1014,1012,1011,10,10,8,19,10,,0.00,2,,68<br />
2000-2-6,31,29,27,26,24,23,84,75,66,1014,1012,1011,10,10,10,23,11,,0.00,1,,133<br />
2000-2-7,32,28,25,25,23,21,94,73,52,1014,1012,1011,10,10,10,19,10,,0.00,2,,128<br />
2000-2-8,31,29,28,24,23,23,79,71,62,1014,1013,1011,10,10,10,24,13,,0.00,3,,117<br />
2000-2-9,31,28,26,24,24,23,89,75,62,1014,1013,1012,10,10,8,34,13,,0.00,3,,137<br />
2000-2-10,31,28,26,25,24,22,89,76,62,1014,1012,1011,10,10,8,21,13,,0.00,4,,135<br />
2000-2-11,32,29,26,24,23,22,84,71,58,1013,1012,1011,10,10,10,24,13,,0.00,3,,165<br />
2000-2-12,31,27,24,24,23,22,89,71,62,1012,1011,1010,10,10,10,23,13,,0.00,3,,182<br />
2000-2-13,31,28,25,25,24,23,89,77,62,1012,1011,1009,10,10,7,23,13,,0.00,4,Rain,187<br />
2000-2-14,31,28,25,25,24,22,94,83,62,1013,1011,1010,10,10,4,32,10,,0.00,5,Rain-Thunderstorm,234<br />
2000-2-15,32,28,25,25,24,23,94,80,59,1012,1011,1009,10,10,6,24,8,,0.00,6,Rain,208<br />
