
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2008-1-1,-5,-12,-19,-17,-19,-25,76,57,37,1045,1041,1035,16,16,16,27,17,34,0.00,1,,196<br />
2008-1-2,2,-7,-16,-10,-16,-21,69,52,34,1041,1033,1020,16,16,16,23,6,26,0.00,4,,207<br />
2008-1-3,10,6,1,-4,-7,-11,50,40,29,1018,1015,1011,16,16,16,32,20,39,0.00,6,,217<br />
2008-1-4,10,7,3,-2,-4,-5,59,49,39,1010,1008,1002,16,16,16,40,17,48,0.00,6,,223<br />
2008-1-5,13,6,-2,0,-2,-5,92,65,38,1003,999,995,16,16,16,40,26,53,0.00,5,,198<br />
2008-1-6,7,2,-3,-2,-4,-7,92,71,49,1007,1003,1000,16,15,1,34,15,42,0.00,5,Fog,159<br />
2008-1-7,2,-2,-6,-3,-6,-11,100,76,51,1015,1008,1003,16,11,0,29,13,35,0.00,6,Fog,139<br />
2008-1-8,4,-1,-6,-7,-10,-14,81,55,29,1020,1015,1008,16,16,16,29,18,37,0.00,5,,215<br />
2008-1-9,3,-1,-5,-2,-4,-8,92,70,48,1014,1007,1005,16,9,1,16,10,48,1.78,6,Fog-Snow,254<br />
2008-1-10,6,-2,-9,-8,-10,-12,88,59,29,1017,1012,1008,16,16,16,34,14,39,0.00,4,,252<br />
2008-1-11,7,1,-5,-5,-8,-10,81,55,28,1014,1010,1008,16,16,16,35,15,47,0.00,4,,244<br />
2008-1-12,6,-1,-7,-6,-10,-14,84,54,23,1022,1019,1014,16,16,16,23,14,26,0.00,4,,216<br />
2008-1-13,4,-1,-7,-9,-11,-13,74,52,29,1028,1024,1018,16,16,16,23,13,29,0.00,3,,224<br />
2008-1-14,8,2,-4,-9,-12,-17,60,38,16,1029,1024,1016,16,16,16,32,19,39,0.00,2,,203<br />
2008-1-15,8,1,-7,-8,-11,-14,71,48,25,1014,1008,1001,16,16,8,45,20,56,T,5,Snow,211<br />
2008-1-16,-6,-12,-17,-12,-18,-21,79,58,37,1025,1022,1015,16,16,11,56,25,64,0.00,5,,37<br />
2008-1-17,-2,-11,-19,-14,-18,-22,79,51,23,1020,1016,1013,16,16,16,24,13,32,0.00,5,,230<br />
2008-1-18,-3,-7,-12,-8,-12,-16,92,66,40,1027,1022,1016,16,12,2,27,14,34,T,7,Snow,96<br />
2008-1-19,4,-5,-14,-9,-13,-17,91,61,30,1026,1020,1014,16,16,16,26,13,34,0.00,3,,227<br />
2008-1-20,8,-2,-12,-7,-11,-13,92,60,27,1019,1013,1008,16,9,0,27,12,34,T,6,Snow,41<br />
2008-1-21,-12,-14,-18,-13,-16,-20,91,85,79,1029,1017,1012,16,5,2,19,13,24,0.25,8,Snow,53<br />
2008-1-22,3,-8,-19,-9,-15,-21,87,60,32,1029,1023,1018,16,16,14,21,7,32,0.00,2,,166<br />
2008-1-23,-2,-7,-12,-12,-13,-15,84,65,46,1024,1020,1015,16,16,16,35,14,40,0.00,1,,134<br />
2008-1-24,4,-6,-15,-9,-12,-17,87,59,30,1022,1016,1009,16,16,16,24,8,26,0.00,2,,250<br />
2008-1-25,8,1,-7,-9,-12,-17,68,42,15,1018,1015,1011,16,16,16,53,24,66,0.00,2,,263<br />
2008-1-26,12,5,-2,-7,-10,-13,69,43,16,1021,1019,1016,16,16,16,40,21,52,0.00,2,,273<br />
2008-1-27,17,8,-1,-3,-11,-18,55,32,9,1016,1008,996,16,16,16,39,22,50,0.00,4,,193<br />
2008-1-28,12,4,-4,-2,-7,-17,57,35,12,997,992,987,16,14,2,52,27,74,T,6,Snow,250<br />
2008-1-29,2,-4,-11,-4,-16,-21,100,59,18,1008,1004,997,16,16,16,37,13,53,0.00,4,,290<br />
2008-1-30,4,-3,-10,-6,-11,-15,80,55,29,1017,1007,1000,16,13,0,37,14,45,T,6,Fog-Snow,20<br />
2008-1-31,3,-5,-13,-11,-15,-19,88,54,20,1022,1016,1008,16,16,16,27,14,35,0.00,2,,207<br />
2008-2-1,9,2,-5,-5,-8,-12,68,46,23,1013,1007,1004,16,15,8,35,12,47,T,5,Snow,116<br />
2008-2-2,2,-5,-12,-4,-8,-13,88,70,51,1016,1013,1009,16,16,3,34,15,42,T,4,Snow,179<br />
2008-2-3,9,-1,-12,-7,-11,-15,88,55,22,1011,1001,995,16,16,16,40,16,50,0.00,5,,209<br />
2008-2-4,0,-4,-9,-4,-7,-11,92,78,63,1017,1007,995,16,7,1,27,13,34,0.76,8,Fog-Snow,25<br />
2008-2-5,-3,-10,-17,-9,-12,-18,92,71,50,1021,1017,1013,16,8,1,24,14,29,2.54,6,Snow,335<br />
2008-2-6,5,-6,-17,-7,-13,-18,87,60,33,1017,1012,1005,16,16,16,47,19,53,0.00,4,,261<br />
2008-2-7,6,-4,-14,-4,-12,-19,72,53,34,1017,1010,1004,16,16,16,39,19,47,0.00,5,,255<br />
2008-2-8,3,-1,-6,-7,-12,-16,63,44,25,1013,1010,1006,16,16,16,61,24,77,0.00,3,,285<br />
2008-2-9,12,4,-4,-5,-9,-13,66,44,22,1021,1016,1012,16,16,16,48,18,60,0.00,3,,262<br />
2008-2-10,13,5,-3,-2,-7,-9,74,48,22,1024,1018,1012,16,16,16,35,13,45,0.00,4,,220<br />
2008-2-11,11,4,-3,-3,-8,-10,64,43,22,1018,1013,1007,16,15,3,58,23,69,T,7,Snow,322<br />
2008-2-12,8,2,-3,-5,-7,-8,85,61,36,1019,1017,1013,16,16,16,35,16,48,0.00,4,,146<br />
2008-2-13,18,8,-2,-1,-6,-9,82,49,15,1012,1001,993,16,16,16,42,18,53,0.00,4,,160<br />
2008-2-14,0,-5,-11,-2,-8,-12,92,83,74,1023,1014,1002,16,9,2,37,14,45,0.51,7,Snow,19<br />
2008-2-15,4,-2,-9,-4,-7,-11,92,73,54,1027,1023,1019,16,12,8,21,6,39,0.00,3,,164<br />
2008-2-16,13,4,-5,-2,-7,-12,88,52,16,1017,1009,1003,16,16,11,37,14,45,0.00,3,,253<br />
2008-2-17,0,-3,-7,-4,-8,-14,81,59,36,1019,1014,1006,16,12,0,48,21,60,T,7,Fog-Snow,15<br />
2008-2-18,8,1,-7,-7,-12,-16,77,47,17,1018,1016,1014,16,16,16,26,12,34,0.00,4,,241<br />
2008-2-19,16,6,-4,-6,-11,-13,69,42,14,1017,1013,1009,16,16,16,23,13,29,0.00,2,,167<br />
2008-2-20,6,1,-6,-3,-5,-8,92,71,50,1015,1012,1009,16,16,16,21,10,24,0.00,5,,307<br />
2008-2-21,8,2,-6,-2,-4,-7,92,65,38,1011,1010,1008,16,15,11,24,11,37,0.00,5,,129<br />
2008-2-22,11,4,-3,-4,-6,-11,92,57,21,1011,1008,1005,16,16,16,26,11,32,0.00,2,,197<br />
2008-2-23,11,5,-2,-3,-4,-6,75,55,35,1018,1010,1004,16,16,16,32,14,47,T,4,,285<br />
2008-2-24,17,7,-4,-1,-5,-8,74,48,22,1016,1009,1002,16,16,16,40,15,53,0.00,4,,206<br />
2008-2-25,8,3,-2,0,-2,-6,100,72,43,1026,1018,1002,16,8,0,39,17,56,0.51,7,Rain-Snow,32<br />
2008-2-26,5,0,-5,-3,-5,-7,100,74,48,1030,1027,1023,16,11,2,24,12,29,0.25,5,Snow,107<br />
2008-2-27,14,4,-6,-4,-7,-10,84,52,19,1024,1018,1009,16,16,16,26,11,40,0.00,3,,161<br />
2008-2-28,15,7,-1,-4,-6,-9,64,43,21,1016,1011,1007,16,16,16,40,15,50,0.00,4,,81<br />
2008-2-29,17,7,-3,-2,-7,-15,85,48,10,1024,1019,1015,16,16,16,34,16,42,0.00,2,,168<br />
2008-3-1,23,15,6,-7,-12,-14,31,20,8,1014,1005,994,16,16,16,42,24,58,0.00,4,,203<br />
2008-3-2,12,3,-6,-2,-5,-9,100,64,28,1027,1012,993,16,5,0,61,35,79,T,8,Fog-Snow,6<br />
2008-3-3,3,-3,-11,-8,-11,-14,77,52,27,1027,1021,1011,16,16,16,27,18,35,0.00,1,Snow,198<br />
2008-3-4,10,4,-3,-4,-9,-14,75,49,23,1013,1007,1002,16,16,13,63,27,76,T,5,,294<br />
2008-3-5,-1,-3,-7,-4,-7,-11,96,72,47,1023,1017,1013,16,9,1,39,13,48,0.25,7,Snow,11<br />
2008-3-6,3,-2,-8,-7,-12,-14,100,65,29,1022,1021,1019,16,16,14,32,13,40,0.00,4,,278<br />
2008-3-7,10,2,-7,-6,-8,-11,84,54,24,1022,1018,1011,16,16,16,34,14,42,0.00,5,,72<br />
2008-3-8,10,4,-2,-6,-8,-12,69,47,24,1016,1012,1009,16,16,16,27,12,37,0.00,6,,21<br />
2008-3-9,10,4,-2,-3,-7,-11,92,58,23,1026,1022,1017,16,16,16,19,10,24,0.00,5,,254<br />
2008-3-10,12,4,-3,-5,-7,-9,74,49,24,1028,1025,1022,16,16,16,21,7,23,0.00,2,,225<br />
2008-3-11,19,8,-2,-6,-11,-18,69,38,7,1022,1016,1010,16,16,16,29,13,40,0.00,2,,241<br />
2008-3-12,15,9,3,-4,-8,-10,45,32,19,1012,1008,1005,16,16,16,50,20,63,0.00,6,,286<br />
2008-3-13,13,6,-1,-2,-7,-12,75,47,18,1010,1006,1002,16,16,16,47,14,58,0.00,5,,239<br />
2008-3-14,11,4,-2,-2,-5,-10,85,55,24,1010,1003,1000,16,16,16,26,17,35,0.00,6,,207<br />
2008-3-15,9,1,-8,1,-6,-14,100,59,18,1012,1009,1005,16,10,0,37,13,45,1.02,6,Fog-Rain-Snow,119<br />
2008-3-16,9,3,-4,1,-2,-5,100,77,53,1013,1008,1003,16,12,3,40,20,50,1.02,6,Snow,145<br />
2008-3-17,3,1,-3,-2,-3,-4,100,80,59,1015,1013,1010,16,8,0,19,8,23,0.25,7,Fog-Snow,17<br />
2008-3-18,11,2,-6,-4,-9,-12,92,57,21,1019,1016,1015,16,16,14,40,12,53,0.00,1,,259<br />
2008-3-19,16,8,-1,-7,-10,-12,51,33,15,1016,1015,1012,16,16,16,45,21,61,0.00,3,,240<br />
2008-3-20,20,9,-3,-4,-9,-13,47,30,12,1014,1010,1005,16,16,16,58,22,72,0.00,3,,270<br />
2008-3-21,14,4,-6,-6,-9,-12,81,49,16,1021,1019,1014,16,16,16,56,19,74,0.00,3,,310<br />
2008-3-22,7,2,-4,-2,-6,-11,100,64,27,1033,1029,1022,16,9,1,40,14,53,1.02,6,Fog-Snow,76<br />
2008-3-23,11,-1,-12,-4,-9,-14,92,54,16,1033,1027,1019,16,15,6,24,9,35,0.00,2,,168<br />
2008-3-24,19,10,1,-11,-14,-18,38,24,9,1017,1012,1007,16,16,16,45,18,56,0.00,5,,239<br />
2008-3-25,17,8,-2,-3,-8,-16,50,32,14,1013,1010,1007,16,16,16,27,13,35,0.00,3,,66<br />
2008-3-26,22,11,-2,-4,-7,-14,63,36,8,1013,1008,1002,16,16,16,52,14,63,0.00,2,,274<br />
2008-3-27,8,4,0,-1,-2,-3,89,67,45,1016,1010,1004,16,16,8,39,19,48,0.00,7,,82<br />
2008-3-28,9,4,-1,-3,-8,-17,69,49,28,1020,1015,1011,16,16,16,37,23,48,0.00,6,,145<br />
2008-3-29,20,8,-3,-3,-6,-9,68,41,14,1009,1005,1001,16,16,16,40,16,53,0.00,4,,230<br />
2008-3-30,9,3,-3,-1,-4,-8,92,62,31,1017,1011,1005,16,15,10,45,21,56,T,6,Snow,39<br />
2008-3-31,7,2,-4,1,-3,-14,100,71,42,1022,1011,1004,16,8,0,37,17,45,0.76,7,Fog-Snow,8<br />
