
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2010-1-1,29,27,25,23,23,22,89,80,66,1013,1011,1009,10,10,8,23,11,,0.00,4,Rain,73<br />
2010-1-2,30,28,25,23,22,20,89,76,55,1013,1011,1010,10,10,8,26,11,,0.00,4,,107<br />
2010-1-3,30,28,25,25,23,20,89,77,58,1013,1012,1010,10,10,8,23,10,,0.00,4,,76<br />
2010-1-4,29,27,25,25,23,22,100,81,70,1014,1012,1011,10,10,8,24,14,,0.00,5,,49<br />
2010-1-5,29,27,24,24,23,21,94,78,62,1014,1012,1011,10,10,10,19,10,,0.00,5,,77<br />
2010-1-6,29,27,26,24,22,21,84,72,62,1012,1011,1009,10,10,10,19,11,,0.00,4,,104<br />
2010-1-7,31,27,24,24,23,22,89,76,62,1012,1011,1010,10,10,10,27,11,,0.00,4,Rain-Thunderstorm,69<br />
2010-1-8,30,28,27,24,23,23,84,74,66,1013,1012,1010,10,10,8,27,16,,0.00,4,,96<br />
2010-1-9,29,27,24,25,23,22,94,79,66,1013,1011,1010,10,9,4,19,14,,0.00,4,Rain,99<br />
2010-1-10,29,27,25,24,23,22,89,81,70,1013,1011,1010,10,10,4,27,14,,0.00,4,Rain,117<br />
2010-1-11,28,27,25,24,23,21,94,78,66,1013,1011,1010,10,10,8,26,13,,0.00,5,Rain,68<br />
2010-1-12,29,27,24,23,23,22,94,79,70,1014,1012,1011,10,10,10,23,10,,0.00,3,,54<br />
2010-1-13,30,27,24,24,23,22,94,78,66,1015,1013,1011,10,10,10,23,10,,0.00,3,,89<br />
2010-1-14,30,28,27,24,23,22,84,74,62,1015,1013,1012,10,10,10,23,13,,0.00,3,,102<br />
2010-1-15,30,28,27,24,23,23,84,76,70,1015,1014,1012,10,10,10,19,13,,0.00,3,,125<br />
2010-1-16,29,27,25,26,24,23,100,86,79,1015,1014,1013,10,10,8,27,13,,0.00,5,Rain-Thunderstorm,131<br />
2010-1-17,28,26,23,25,24,23,100,91,79,1015,1014,1012,10,9,3,35,16,,0.00,5,Rain-Thunderstorm,149<br />
2010-1-18,29,26,23,29,24,22,100,94,78,1014,1013,1012,10,9,3,19,10,,0.00,5,Rain-Thunderstorm,169<br />
2010-1-19,25,24,24,24,23,23,100,94,89,1016,1012,1011,10,9,4,21,8,,0.00,5,Rain-Thunderstorm,214<br />
2010-1-20,29,27,24,24,23,22,89,84,70,1013,1012,1011,10,9,6,14,6,,0.00,5,Rain-Thunderstorm,262<br />
2010-1-21,29,26,23,24,23,22,94,80,70,1014,1012,1011,10,10,10,27,8,,0.00,3,Rain,153<br />
2010-1-22,30,28,27,23,22,21,74,71,62,1013,1012,1011,10,10,10,26,14,,0.00,4,,131<br />
2010-1-23,28,27,25,23,23,21,89,77,70,1012,1011,1010,10,10,5,19,11,,0.00,4,Rain,133<br />
2010-1-24,30,28,25,23,22,20,83,70,58,1012,1011,1009,10,10,10,26,18,,0.00,3,,143<br />
2010-1-25,30,27,24,23,22,21,89,75,66,1012,1011,1009,10,10,10,27,13,,0.00,4,,165<br />
2010-1-26,30,28,25,24,23,22,84,74,62,1012,1010,1009,10,10,10,26,13,,0.00,3,,100<br />
2010-1-27,30,28,27,24,23,22,79,71,62,1012,1010,1008,10,10,10,26,16,,0.00,4,Thunderstorm,108<br />
2010-1-28,30,27,24,25,23,22,89,76,66,1012,1010,1009,10,9,1,26,16,,0.00,3,Rain,126<br />
2010-1-29,30,27,24,23,22,22,89,72,62,1012,1011,1009,10,10,10,23,14,,0.00,2,,120<br />
2010-1-30,30,28,25,23,23,22,89,74,62,1013,1012,1010,10,10,8,29,21,,0.00,4,Rain-Thunderstorm,152<br />
2010-1-31,30,28,25,24,22,21,89,71,62,1013,1012,1010,10,10,8,26,16,,0.00,3,,124<br />
2010-2-1,30,28,27,23,22,21,79,70,58,1015,1013,1012,10,10,10,29,19,,0.00,4,,139<br />
2010-2-2,30,28,27,24,22,21,79,71,66,1014,1013,1011,10,10,8,19,13,,0.00,3,,125<br />
2010-2-3,30,28,26,24,23,22,79,73,66,1014,1012,1011,10,10,10,23,16,,0.00,4,,122<br />
2010-2-4,31,29,27,24,23,22,79,72,62,1014,1012,1010,10,10,8,27,19,,0.00,5,,141<br />
2010-2-5,31,29,27,23,22,21,79,67,58,1013,1011,1010,10,10,10,29,19,,0.00,4,,140<br />
