
IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,5,2,-1,-2,-4,-8,86,66,47,1031,1025,1023,10,5,1,35,10,,0.00,3,,151<br />
2013-1-2,9,4,0,-1,-2,-5,87,67,26,1027,1023,1021,7,5,3,14,5,,0.00,0,,164<br />
2013-1-3,5,2,0,-1,-2,-4,93,71,50,1030,1026,1024,4,2,1,11,5,,0.00,3,,186<br />
2013-1-4,6,2,-1,-3,-4,-6,75,61,38,1027,1022,1019,6,4,2,82,8,,0.00,1,,251<br />
2013-1-5,6,2,-1,-2,-3,-4,80,68,42,1020,1014,1011,6,4,2,11,5,,0.00,1,,249<br />
2013-1-6,10,5,0,-1,-2,-5,81,62,35,1016,1013,1011,10,7,3,23,5,,0.00,3,Rain,214<br />
2013-1-7,8,4,1,-1,-1,-2,87,64,38,1014,1012,1010,10,5,2,8,3,,0.00,1,,173<br />
2013-1-8,10,7,4,0,-2,-4,75,53,25,1013,1012,1010,10,7,3,19,3,,0.00,4,,279<br />
2013-1-9,11,7,4,-3,-6,-8,57,35,17,1014,1011,1008,10,7,3,19,6,,0.00,4,,107<br />
2013-1-10,10,5,0,-4,-7,-15,49,37,23,1011,1006,1004,10,10,6,45,14,,0.00,4,,226<br />
2013-1-11,3,0,-3,-11,-13,-17,55,36,16,1026,1017,1011,14,10,10,52,34,,0.00,1,,271<br />
2013-1-12,5,0,-5,-11,-14,-20,63,37,8,1031,1025,1023,10,10,10,14,8,,0.00,,,246<br />
2013-1-13,5,1,-3,-12,-13,-15,47,33,13,1028,1022,1018,10,5,3,11,3,,0.00,,,218<br />
2013-1-14,9,3,-2,-8,-11,-13,52,36,12,1021,1017,1015,10,7,5,23,5,,0.00,0,,255<br />
2013-1-15,6,2,-2,-6,-10,-16,74,44,10,1031,1022,1018,10,8,4,19,6,,0.00,5,,279<br />
2013-1-16,5,1,-3,-9,-13,-16,64,35,17,1035,1029,1027,10,8,8,19,10,,0.00,0,,273<br />
2013-1-17,7,2,-3,-10,-12,-15,55,36,13,1029,1024,1019,10,8,5,14,3,,0.00,5,,233<br />
2013-1-18,12,6,0,-8,-11,-16,52,30,7,1022,1018,1016,14,9,7,40,8,,0.00,2,,285<br />
2013-1-19,14,7,0,-6,-8,-13,55,34,6,1023,1021,1019,10,6,5,26,6,,0.00,0,,174<br />
2013-1-20,13,8,3,-4,-7,-9,53,34,13,1021,1018,1015,10,7,5,11,3,,0.00,4,,190<br />
2013-1-21,13,9,6,-5,-7,-9,42,29,13,1018,1016,1013,14,10,10,45,23,,0.00,1,,275<br />
2013-1-22,13,8,3,-4,-6,-7,56,38,16,1024,1021,1018,10,10,10,37,11,,0.00,,,226<br />
2013-1-23,16,9,3,-3,-5,-8,60,37,11,1021,1019,1015,14,9,6,40,8,,0.00,2,,278<br />
2013-1-24,16,11,7,-1,-3,-6,53,35,12,1018,1017,1013,14,10,8,37,11,,0.00,2,,290<br />
2013-1-25,17,12,7,-3,-6,-9,49,29,9,1020,1017,1015,10,9,6,23,10,,0.00,6,,262<br />
2013-1-26,16,12,8,4,1,-4,71,45,17,1021,1019,1014,14,10,6,40,13,,0.00,5,Rain,291<br />
2013-1-27,16,11,7,0,-1,-3,53,40,17,1022,1021,1017,10,8,5,19,6,,0.00,4,,163<br />
2013-1-28,16,13,10,2,1,-1,54,39,20,1019,1016,1012,10,10,10,19,8,,2.03,6,,236<br />
2013-1-29,13,10,7,9,6,1,93,73,44,1014,1008,1002,14,7,3,23,13,,12.95,8,Rain-Thunderstorm,82<br />
2013-1-30,12,9,6,5,-2,-5,87,50,21,1013,1009,1004,14,10,5,52,29,,0.00,2,Rain,276<br />
2013-1-31,10,8,6,3,0,-5,81,59,37,1014,1010,1006,10,9,7,19,10,,7.11,7,Rain,115<br />
2013-2-1,10,7,4,3,-1,-4,87,61,31,1013,1009,1005,19,10,7,40,16,,6.10,4,Rain,296<br />
2013-2-2,8,6,3,0,-2,-4,70,59,40,1015,1013,1012,14,10,6,23,8,,0.25,5,Rain,283<br />
2013-2-3,9,4,1,1,-3,-8,93,58,28,1025,1017,1013,14,10,4,52,18,,3.05,3,Rain-Snow,277<br />
2013-2-4,12,6,0,-4,-7,-10,70,44,13,1026,1023,1021,10,8,7,14,6,,0.00,0,,235<br />
2013-2-5,13,8,3,-2,-5,-8,57,40,19,1025,1023,1021,10,6,6,11,3,,0.00,0,,234<br />
2013-2-6,14,9,4,-1,-3,-5,61,42,18,1026,1024,1022,10,6,4,14,5,,0.00,4,,171<br />
2013-2-7,14,10,7,-2,-4,-8,50,37,19,1023,1021,1017,10,8,6,19,6,,0.00,3,,20<br />
2013-2-8,16,11,6,0,-2,-3,61,43,18,1022,1021,1018,11,7,6,26,8,,0.00,0,,277<br />
2013-2-9,17,12,7,-2,-6,-10,46,30,9,1023,1020,1017,10,10,10,21,5,,0.00,,,248<br />
2013-2-10,16,11,7,-1,-4,-7,50,35,15,1021,1019,1016,10,8,6,14,5,,0.00,1,,141<br />
2013-2-11,16,12,8,-1,-3,-7,53,36,16,1019,1017,1012,10,9,6,14,5,,0.00,4,,133<br />
2013-2-12,13,10,7,5,1,-5,87,57,26,1017,1015,1010,10,9,5,19,10,,2.03,5,Rain,109<br />
2013-2-13,11,7,3,5,0,-5,87,60,21,1017,1015,1013,14,9,3,48,14,,3.05,4,Rain-Thunderstorm,273<br />
2013-2-14,12,7,1,0,-3,-5,81,54,18,1024,1021,1018,14,10,10,19,11,,0.00,1,,270<br />
2013-2-15,12,8,4,-1,-2,-3,65,50,24,1025,1022,1017,10,8,8,14,5,,0.00,0,,188<br />
2013-2-16,15,10,6,1,-1,-3,66,44,23,1018,1013,1007,10,8,5,19,6,,0.00,2,,168<br />
2013-2-17,13,10,7,1,-6,-12,54,32,12,1012,1011,1009,14,10,10,37,24,,0.00,2,,277<br />
2013-2-18,13,9,4,-5,-8,-13,52,30,7,1014,1013,1011,14,9,6,29,10,,0.00,1,,267<br />
2013-2-19,14,10,6,-6,-8,-11,39,27,8,1016,1014,1012,14,10,8,19,6,,0.00,2,,241<br />
2013-2-20,14,10,6,-5,-8,-15,42,30,11,1016,1014,1012,14,10,8,37,11,,0.00,4,,286<br />
2013-2-21,14,9,5,-3,-7,-11,49,31,10,1017,1015,1012,11,10,10,37,21,,0.00,1,,272<br />
2013-2-22,12,8,4,-1,-3,-6,65,44,18,1022,1020,1016,10,10,8,111,23,,0.00,5,,245<br />
2013-2-23,12,9,6,-3,-4,-6,49,37,18,1020,1018,1016,10,9,6,14,6,,0.00,6,,203<br />
2013-2-24,13,9,5,4,2,-2,81,61,40,1018,1016,1013,10,9,5,37,11,,3.05,5,Rain,292<br />
2013-2-25,9,6,3,3,0,-4,81,66,43,1026,1022,1018,10,9,6,23,13,,0.25,5,Rain,294<br />
2013-2-26,12,7,2,-2,-3,-7,70,51,21,1027,1024,1021,10,9,6,14,8,,0.00,1,,267<br />
2013-2-27,17,10,4,-4,-8,-14,56,32,4,1021,1017,1013,11,10,10,34,8,,0.00,,,265<br />
2013-2-28,17,12,7,-5,-8,-14,43,26,11,1018,1016,1013,10,9,3,23,6,,0.00,4,,220<br />
2013-3-1,20,16,11,-3,-5,-9,31,24,11,1016,1014,1008,10,10,10,74,11,,0.00,5,,117<br />
2013-3-2,18,10,3,1,-1,-4,70,35,18,1017,1014,1009,10,10,10,40,14,,0.00,5,,275<br />
2013-3-3,18,13,8,0,-9,-16,54,23,4,1021,1019,1016,14,10,10,40,19,,0.00,3,,288<br />
2013-3-4,19,14,11,-1,-6,-13,33,22,6,1021,1018,1010,10,9,5,14,5,,0.00,7,,99<br />
2013-3-5,17,14,12,9,5,-1,77,54,30,1014,1011,1006,10,10,5,52,10,,2.03,8,Rain-Thunderstorm,19<br />
2013-3-6,13,7,2,6,2,-4,82,64,41,1017,1012,1007,10,9,5,45,16,,5.08,5,Rain,271<br />
2013-3-7,2,0,-2,0,-2,-5,100,88,68,1027,1021,1016,10,5,0,34,18,,4.06,6,Fog-Rain-Snow,272<br />
2013-3-8,7,2,-3,-2,-4,-7,86,61,25,1027,1022,1020,14,9,5,19,11,,0.00,1,,252<br />
2013-3-9,7,3,1,4,-1,-5,81,64,43,1024,1020,1017,14,5,3,19,5,,2.03,8,Rain,234<br />
2013-3-10,13,10,7,5,3,1,81,69,43,1016,1013,1010,10,6,3,23,10,,2.03,6,Rain,207<br />
2013-3-11,15,10,6,5,3,-1,87,66,31,1012,1011,1008,10,7,3,145,13,,0.00,4,Rain,248<br />
2013-3-12,16,11,7,2,-1,-5,71,44,13,1014,1013,1010,10,9,7,40,23,,0.00,2,,271<br />
2013-3-13,21,14,9,3,1,-3,62,38,17,1016,1014,1009,10,9,7,45,16,,0.00,5,,285<br />
2013-3-14,23,18,14,1,-2,-4,34,25,9,1019,1017,1010,11,8,4,23,13,,0.00,4,,255<br />
2013-3-15,24,18,13,1,-2,-6,41,24,7,1021,1020,1013,14,10,6,29,8,,0.00,,,280<br />
2013-3-16,24,18,13,0,-2,-7,38,24,9,1021,1018,1010,10,9,8,19,6,,0.00,,,257<br />
2013-3-17,24,19,14,0,-4,-8,36,21,5,1015,1012,1005,10,10,10,19,8,,0.00,4,,271<br />
2013-3-18,22,19,16,-1,-4,-10,29,21,7,1011,1008,1001,10,10,10,26,10,,0.00,5,,287<br />
