
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2010-1-1,24,22,20,22,20,19,100,92,78,1017,1015,1013,10,5,1,21,13,,0.00,8,Rain,225<br />
2010-1-2,28,24,20,23,20,19,100,91,66,1019,1017,1015,10,7,1,27,3,,0.00,7,Rain-Thunderstorm,258<br />
2010-1-3,29,26,22,22,21,19,94,84,55,1020,1019,1018,10,8,4,26,6,,0.00,6,,149<br />
2010-1-4,31,26,22,23,20,17,88,79,43,1020,1019,1017,10,8,1,55,10,89,0.00,5,Rain-Thunderstorm,95<br />
2010-1-5,31,26,21,21,20,17,94,76,45,1019,1015,1011,10,7,2,27,8,47,0.00,5,Rain-Thunderstorm,342<br />
2010-1-6,29,24,21,20,19,18,94,77,58,1016,1013,1011,10,10,9,23,13,,0.00,5,Rain-Thunderstorm,322<br />
2010-1-7,28,24,21,22,21,19,94,84,66,1017,1014,1012,10,9,5,21,10,,0.00,5,Thunderstorm,304<br />
2010-1-8,27,24,22,22,21,19,94,87,61,1018,1017,1015,9,6,2,21,6,,0.00,6,Rain,134<br />
2010-1-9,31,26,21,22,20,18,94,79,46,1018,1017,1015,10,7,2,19,6,,0.00,4,Rain-Thunderstorm,73<br />
2010-1-10,32,27,23,21,19,17,88,66,40,1018,1016,1014,10,10,10,26,10,,0.00,4,,14<br />
2010-1-11,31,24,19,21,19,17,94,72,43,1018,1016,1014,10,8,1,52,10,64,0.00,4,Rain-Thunderstorm,356<br />
2010-1-12,31,26,21,19,18,16,83,64,40,1018,1015,1014,10,10,10,23,8,,0.00,4,Thunderstorm,320<br />
2010-1-13,31,27,23,21,18,17,83,63,43,1018,1016,1014,10,9,4,40,11,61,0.00,2,Rain-Thunderstorm,341<br />
2010-1-14,26,23,22,20,19,18,88,76,65,1019,1016,1015,10,9,5,27,14,,0.00,7,Rain,328<br />
2010-1-15,23,21,19,21,17,12,94,80,56,1023,1021,1018,10,9,3,24,11,,0.00,7,Rain,170<br />
2010-1-16,26,22,19,21,18,12,94,78,56,1023,1021,1019,10,8,2,14,10,,0.00,6,Rain-Thunderstorm,107<br />
2010-1-17,28,24,20,23,19,18,100,79,54,1022,1021,1017,10,9,1,19,6,,0.00,7,Rain-Thunderstorm,359<br />
2010-1-18,29,24,21,21,20,19,94,78,55,1021,1019,1016,10,10,6,27,8,,0.00,5,Rain-Thunderstorm,12<br />
2010-1-19,30,26,21,20,19,18,94,76,48,1020,1017,1014,10,9,4,34,10,,0.00,5,Rain-Thunderstorm,339<br />
2010-1-20,31,26,20,21,19,17,94,73,43,1018,1015,1012,10,8,3,84,13,,0.00,5,Rain,324<br />
2010-1-21,27,23,20,21,19,19,94,81,61,1017,1015,1013,10,7,2,35,11,,0.00,4,Rain-Thunderstorm,2<br />
2010-1-22,23,21,20,19,18,17,94,81,73,1018,1017,1015,10,10,8,27,14,,0.00,7,Rain,354<br />
2010-1-23,28,23,19,20,19,18,94,83,54,1019,1017,1015,10,8,2,23,8,,0.00,6,Rain-Thunderstorm,27<br />
2010-1-24,26,22,19,21,19,17,94,88,69,1019,1017,1016,10,7,3,21,6,42,0.00,5,Rain-Thunderstorm,116<br />
2010-1-25,26,23,20,22,19,18,94,88,65,1018,1017,1015,10,6,3,14,5,,0.00,6,Rain-Thunderstorm,66<br />
2010-1-26,27,23,19,20,19,17,100,88,61,1018,1016,1014,10,7,2,24,6,40,0.00,5,Rain-Thunderstorm,109<br />
2010-1-27,28,23,19,21,19,18,94,77,54,1017,1015,1013,10,10,10,26,8,42,0.00,4,Rain-Thunderstorm,36<br />
2010-1-28,28,24,21,21,20,18,94,82,58,1017,1015,1014,10,8,1,27,5,,0.00,4,Rain-Thunderstorm,31<br />
2010-1-29,24,22,20,21,19,18,94,87,78,1018,1017,1015,10,7,5,16,8,,0.00,6,Rain,14<br />
2010-1-30,26,23,21,20,19,18,94,81,65,1022,1020,1017,10,9,6,21,5,,0.00,6,Rain,306<br />
2010-1-31,31,26,21,21,19,17,88,75,43,1021,1020,1017,10,10,10,26,5,,0.00,5,Rain-Thunderstorm,26<br />
2010-2-1,32,26,20,20,18,17,94,73,40,1021,1019,1018,10,10,4,24,5,,0.00,5,Rain-Thunderstorm,36<br />
2010-2-2,33,27,21,20,18,15,88,67,34,1020,1019,1017,10,10,7,27,3,,0.00,3,Thunderstorm,41<br />
2010-2-3,32,26,21,21,19,17,83,69,43,1019,1017,1014,10,10,9,37,5,,0.00,4,Rain-Thunderstorm,7<br />
2010-2-4,32,26,21,22,19,17,89,73,40,1019,1017,1016,10,7,1,26,5,39,0.00,3,Rain-Thunderstorm,23<br />
2010-2-5,33,27,21,21,19,15,94,67,36,1019,1017,1014,10,10,10,58,6,,0.00,5,,347<br />
2010-2-6,33,27,20,22,18,16,94,68,38,1017,1016,1014,10,8,1,32,6,,0.00,4,Rain-Thunderstorm,44<br />
2010-2-7,32,26,21,21,18,15,83,66,36,1017,1016,1013,10,10,6,23,5,,0.00,4,Rain-Thunderstorm,327<br />
2010-2-8,31,27,23,19,17,15,78,58,38,1017,1015,1012,10,10,10,24,8,,0.00,4,,339<br />
2010-2-9,30,27,24,18,17,16,69,57,45,1014,1013,1011,10,10,10,24,10,,0.00,5,Rain,359<br />
2010-2-10,28,24,21,20,18,17,88,75,54,1017,1015,1014,10,9,4,27,11,,0.00,5,Rain-Thunderstorm,28<br />
2010-2-11,30,25,20,21,19,17,94,77,48,1019,1017,1014,10,8,1,42,13,53,0.00,5,Rain-Thunderstorm,60<br />
2010-2-12,31,26,21,22,21,17,94,78,45,1021,1019,1017,10,8,3,26,6,,0.00,5,Rain-Thunderstorm,146<br />
2010-2-13,32,27,22,22,19,10,94,70,27,1021,1019,1017,10,10,4,19,6,,0.00,3,,100<br />
2010-2-14,33,28,23,21,17,12,83,57,31,1020,1017,1015,10,10,10,19,11,,0.00,3,,50<br />
2010-2-15,33,28,23,21,18,15,74,56,34,1017,1016,1013,10,9,7,23,8,,0.00,3,,33<br />
2010-2-16,32,28,24,20,18,16,73,57,38,1017,1015,1014,10,10,10,26,8,,0.00,3,Thunderstorm,333<br />
2010-2-17,30,24,19,21,18,16,94,71,45,1020,1017,1015,10,7,2,26,8,45,0.00,5,Rain-Thunderstorm,352<br />
2010-2-18,26,23,20,21,19,18,100,86,61,1021,1020,1019,10,7,3,14,5,,0.00,7,Rain,105<br />
2010-2-19,26,23,21,20,19,18,94,78,61,1022,1021,1020,10,10,10,21,8,,0.00,6,,59<br />
2010-2-20,30,26,21,19,18,16,88,68,43,1022,1021,1019,10,10,10,16,8,,0.00,5,,59<br />
2010-2-21,32,27,22,21,19,16,83,63,40,1020,1017,1015,10,9,8,23,6,,0.00,3,,358<br />
2010-2-22,33,27,21,21,19,15,94,68,36,1018,1016,1012,10,8,2,21,10,42,0.00,4,Rain-Thunderstorm,44<br />
2010-2-23,33,28,23,22,19,16,88,65,36,1016,1015,1012,10,10,10,27,8,,0.00,5,,5<br />
