
CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,-8,-11,-14,-12,-16,-18,79,67,57,1019,1011,1003,10,10,10,37,19,,0.00,3,Snow,323<br />
2006-1-2,-14,-16,-18,-17,-19,-21,79,76,72,1028,1025,1020,10,10,10,27,18,,0.00,1,,110<br />
2006-1-3,-2,-10,-18,-7,-13,-22,78,72,67,1028,1024,1019,10,10,10,32,16,,0.00,5,,116<br />
2006-1-4,2,0,-1,-1,-3,-5,81,77,75,1015,1008,1006,10,10,7,50,37,69,0.00,6,Snow,116<br />
2006-1-5,3,-1,-4,1,-3,-6,100,86,64,1007,1004,1002,10,9,2,24,18,,0.00,5,Rain-Snow,168<br />
2006-1-6,5,3,1,1,1,0,100,84,76,1015,1013,1008,10,10,10,37,10,55,0.00,6,Rain,238<br />
2006-1-7,5,1,-2,1,-1,-4,93,81,70,1018,1014,1013,10,10,10,32,24,42,0.00,5,Rain,203<br />
2006-1-8,5,1,-2,1,-2,-6,86,73,60,1016,1003,991,10,10,10,48,27,55,0.00,5,Rain-Snow,142<br />
2006-1-9,2,-1,-3,-1,-5,-9,87,73,59,993,989,980,10,7,2,48,34,66,0.00,6,Rain-Snow,171<br />
2006-1-10,5,3,2,1,0,-2,87,78,65,978,970,964,10,10,10,55,32,,0.00,5,Rain-Snow,125<br />
2006-1-11,7,1,-5,0,-3,-8,93,79,61,976,968,964,10,9,4,40,19,,0.00,6,Snow,184<br />
2006-1-12,-6,-10,-13,-10,-14,-16,80,71,62,997,988,977,10,9,4,35,26,47,0.00,3,Snow,265<br />
2006-1-13,4,-2,-8,1,-4,-13,87,73,68,994,978,972,10,9,6,76,43,98,0.00,6,Rain-Snow,138<br />
2006-1-14,3,0,-2,-1,-4,-7,93,76,56,993,989,987,10,9,5,40,23,,0.00,6,Snow,191<br />
2006-1-15,4,0,-3,0,-3,-9,87,74,59,1004,1002,995,10,9,6,42,31,61,0.00,6,Rain-Snow,143<br />
2006-1-16,7,2,-4,1,-2,-5,93,80,66,1013,1004,997,10,9,5,34,18,52,0.00,5,Rain,157<br />
2006-1-17,3,0,-3,-1,-3,-5,86,74,70,1012,1010,1009,10,10,10,35,19,,0.00,6,Rain-Snow,121<br />
2006-1-18,3,2,1,-1,-2,-3,81,71,65,1014,1012,1009,10,10,10,32,21,,0.00,6,Snow,121<br />
2006-1-19,3,1,0,-2,-3,-5,75,69,60,1020,1017,1014,10,10,10,27,19,,0.00,6,Snow,135<br />
2006-1-20,0,-1,-2,-5,-7,-10,75,64,55,1024,1022,1020,10,10,10,63,26,40,0.00,2,Snow,126<br />
2006-1-21,-2,-3,-5,-7,-8,-10,86,74,55,1024,1020,1011,10,9,4,47,27,64,0.00,4,Snow,120<br />
2006-1-22,3,-1,-4,-2,-6,-9,75,70,64,1010,998,984,10,10,7,64,52,84,0.00,5,Snow,119<br />
2006-1-23,3,2,-1,0,-2,-3,87,77,65,991,986,983,10,10,9,39,24,58,0.00,5,Rain-Snow,154<br />
2006-1-24,-1,-3,-5,-4,-7,-15,93,77,43,1006,1000,992,10,8,2,47,35,52,0.00,6,Snow,252<br />
2006-1-25,-2,-4,-5,-5,-7,-11,80,76,63,1006,1000,994,10,10,10,27,21,,0.00,6,Snow,139<br />
2006-1-26,-2,-4,-7,-5,-7,-10,86,81,74,1010,1003,995,10,10,8,16,8,,0.00,4,Snow,271<br />
2006-1-27,1,-3,-6,-3,-7,-9,86,80,74,1011,1004,990,10,9,4,39,23,,0.00,6,Snow,150<br />
2006-1-28,0,-1,-2,-1,-3,-6,93,87,74,989,981,977,10,9,7,26,11,,0.00,6,Snow,209<br />
2006-1-29,-3,-7,-10,-5,-13,-17,93,70,57,1000,989,977,10,9,2,37,27,,0.00,5,Snow,333<br />
2006-1-30,-10,-13,-16,-15,-18,-20,79,73,57,1009,1008,1001,10,10,10,29,21,,0.00,2,,98<br />
2006-1-31,-4,-9,-14,-9,-14,-19,74,64,49,1008,1003,1002,10,10,10,29,21,,0.00,5,,138<br />
2006-2-1,0,-2,-3,-3,-6,-8,80,71,64,1016,1008,1002,10,10,10,35,23,,0.00,5,Snow,128<br />
2006-2-2,-1,-4,-7,-6,-9,-10,80,70,59,1023,1020,1016,10,10,10,42,21,60,0.00,3,Snow,152<br />
2006-2-3,0,-2,-5,0,-5,-7,100,87,75,1022,1020,1017,10,7,1,37,26,63,0.00,6,Snow,225<br />
2006-2-4,2,1,0,-1,-2,-3,93,81,70,1021,1016,1009,10,9,4,32,21,,0.00,6,Snow,181<br />
2006-2-5,1,-1,-3,0,-3,-6,100,82,69,1007,1002,1000,10,8,3,32,23,47,0.00,6,Snow,216<br />
2006-2-6,-5,-8,-11,-8,-13,-16,80,71,67,1004,1002,1001,10,10,10,34,24,,0.00,5,Snow,134<br />
2006-2-7,-10,-12,-14,-14,-17,-19,73,67,57,1005,1004,1004,10,10,10,26,21,,0.00,4,Snow,118<br />
2006-2-8,-9,-11,-13,-12,-14,-18,85,73,67,1003,1001,1000,10,10,10,29,21,,0.00,6,Snow,124<br />
2006-2-9,-10,-11,-11,-13,-14,-15,79,74,67,1000,998,996,10,8,4,40,32,,0.00,6,Snow,132<br />
2006-2-10,-11,-12,-13,-13,-16,-25,85,73,32,1001,998,996,10,9,5,27,19,,0.00,6,Snow,111<br />
2006-2-11,-8,-11,-13,-9,-12,-16,93,83,79,1001,995,992,10,9,3,42,27,,0.00,6,Snow,123<br />
2006-2-12,-6,-7,-9,-7,-11,-14,93,77,63,996,992,990,10,10,10,42,21,,0.00,6,Snow,267<br />
2006-2-13,-10,-12,-13,-16,-18,-21,67,60,52,1007,1002,996,10,10,10,34,26,,0.00,5,Snow,302<br />
2006-2-14,-13,-16,-18,-19,-21,-22,78,67,52,1011,1010,1008,10,10,10,29,23,45,0.00,2,,71<br />
2006-2-15,-19,-20,-22,-22,-24,-25,85,76,71,1010,1009,1009,10,10,10,26,19,,0.00,1,,118<br />
2006-2-16,-16,-19,-20,-20,-23,-25,85,71,60,1014,1012,1009,10,10,10,27,24,,0.00,1,,113<br />
2006-2-17,-11,-13,-16,-15,-16,-20,85,75,72,1015,1014,1014,10,10,7,37,24,,0.00,4,Snow,111<br />
2006-2-18,-9,-12,-13,-13,-14,-15,85,81,73,1015,1014,1013,10,10,10,24,18,,0.00,2,,117<br />
2006-2-19,-7,-10,-11,-10,-12,-14,93,82,68,1014,1013,1012,10,10,10,13,8,,0.00,4,,121<br />
2006-2-20,1,-4,-8,-3,-5,-9,93,76,69,1010,1003,1001,10,9,6,42,21,,0.00,5,Snow,196<br />
2006-2-21,1,-2,-3,-2,-5,-9,87,74,64,999,994,982,10,10,10,39,18,,0.00,5,Snow,175<br />
2006-2-22,4,-6,-15,-1,-8,-20,93,81,61,1008,983,968,10,8,1,63,45,90,0.00,5,Rain-Snow,264<br />
2006-2-23,-8,-11,-14,-9,-14,-20,93,75,57,1013,1009,1007,10,9,1,32,19,,0.00,5,Snow,304<br />
2006-2-24,-13,-14,-16,-18,-20,-21,72,63,56,1018,1013,1007,10,10,10,40,27,,0.00,5,Snow,332<br />
2006-2-25,-13,-14,-16,-17,-21,-23,79,60,52,1017,1015,1014,10,10,10,45,34,,0.00,4,Snow,294<br />
2006-2-26,-16,-17,-18,-20,-22,-24,72,66,56,1014,1011,1010,10,10,10,37,29,,0.00,6,Snow,340<br />
2006-2-27,-12,-15,-18,-16,-19,-21,85,72,62,1023,1018,1012,10,10,8,35,11,37,0.00,4,Snow,97<br />
2006-2-28,-14,-16,-18,-18,-20,-21,85,73,66,1026,1025,1024,10,10,10,16,13,,0.00,4,,119<br />
2006-3-1,-13,-16,-18,-19,-20,-21,92,71,52,1029,1028,1026,10,10,10,35,24,,0.00,1,,95<br />
2006-3-2,-11,-13,-16,-12,-16,-23,92,79,56,1026,1014,1008,10,7,3,26,16,,0.00,6,Snow,119<br />
2006-3-3,-12,-15,-18,-16,-20,-24,79,68,60,1012,1010,1007,10,10,10,45,32,53,0.00,3,Snow,127<br />
2006-3-4,-17,-18,-19,-23,-24,-25,66,60,55,1011,1010,1009,10,10,10,37,27,48,0.00,1,Snow,119<br />
2006-3-5,-14,-16,-18,-18,-22,-25,72,64,55,1008,1008,1008,10,9,4,29,19,,0.00,4,Fog-Snow,91<br />
2006-3-6,-14,-18,-22,-19,-22,-25,78,69,56,1012,1011,1008,10,9,6,37,23,,0.00,2,Fog-Snow,83<br />
2006-3-7,-13,-17,-21,-15,-19,-24,85,79,71,1012,1010,1008,10,9,4,23,18,,0.00,5,Snow,116<br />
2006-3-8,-2,-8,-13,-6,-10,-16,93,82,74,1008,1007,1005,10,7,0,37,24,,0.00,4,Snow,203<br />
2006-3-9,0,-7,-15,-1,-7,-17,100,84,69,1008,1000,993,10,8,1,40,31,55,0.00,6,Snow,180<br />
2006-3-10,-11,-16,-20,-17,-20,-22,85,76,57,1019,1016,1010,10,10,10,23,13,,0.00,3,,110<br />
2006-3-11,-10,-11,-12,-12,-15,-18,86,72,57,1010,1004,998,10,8,2,42,34,,0.00,6,Fog-Snow,129<br />
2006-3-12,-8,-12,-16,-10,-15,-19,86,78,67,1020,1016,1010,10,9,7,29,19,,0.00,4,Fog-Snow,15<br />
2006-3-13,-6,-12,-16,-7,-14,-20,93,78,67,1021,1013,997,10,9,1,60,27,,0.00,5,Snow,123<br />
2006-3-14,1,-4,-9,-3,-7,-12,93,81,69,1000,997,994,10,6,3,42,27,64,0.00,6,Snow,196<br />
2006-3-15,-6,-9,-11,-10,-12,-16,86,76,62,1019,1009,1001,10,9,5,29,21,,0.00,4,Snow,105<br />
2006-3-16,-10,-12,-14,-16,-18,-18,79,66,57,1027,1025,1021,10,10,10,26,19,,0.00,3,Snow,120<br />
2006-3-17,-14,-16,-18,-17,-19,-22,85,76,72,1025,1021,1018,10,10,10,32,18,,0.00,2,Snow,108<br />
2006-3-18,-16,-17,-18,-19,-21,-22,85,76,72,1017,1013,1012,10,9,6,29,13,,0.00,6,Snow,85<br />
2006-3-19,-18,-18,-19,-21,-23,-25,78,69,60,1019,1016,1014,10,8,4,37,21,35,0.00,6,Fog-Snow,48<br />
