
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,24,20,17,19,17,16,94,83,65,1009,1008,1007,30,16,3,27,14,,0.00,5,Rain,1<br />
2000-1-2,24,20,17,17,16,14,94,80,57,1009,1008,1005,30,25,8,34,14,,0.00,5,Rain,325<br />
2000-1-3,20,18,16,15,13,9,88,74,56,1009,1008,1007,30,22,5,35,23,,0.00,6,Rain,259<br />
2000-1-4,19,17,14,13,11,7,88,70,59,1009,1008,1006,30,25,20,47,26,,0.00,5,Rain,251<br />
2000-1-5,21,18,15,14,12,11,82,70,56,1012,1011,1009,30,30,30,32,23,,0.00,2,,216<br />
2000-1-6,22,19,17,14,13,12,82,71,56,1014,1012,1011,30,30,30,16,13,,0.00,4,,212<br />
2000-1-7,23,18,13,15,13,11,94,73,50,1014,1013,1011,30,30,30,21,8,,0.00,4,,103<br />
2000-1-8,23,19,16,15,13,13,88,73,53,1013,1012,1011,30,29,25,16,5,,0.00,6,Rain,4<br />
2000-1-9,23,18,14,17,14,12,94,80,50,1012,1011,1010,30,21,8,16,6,,0.00,4,Fog-Rain,122<br />
2000-1-10,23,18,14,17,15,13,94,80,57,1015,1012,1011,30,27,15,19,10,32,0.00,5,,83<br />
2000-1-11,21,18,15,14,11,9,77,63,49,1021,1018,1016,30,30,30,21,13,,0.00,4,,97<br />
2000-1-12,22,18,15,13,10,9,72,61,46,1023,1021,1020,30,30,30,24,14,,0.00,4,,93<br />
2000-1-13,22,18,15,14,12,10,82,64,46,1023,1022,1020,,,,19,11,,0.00,5,Rain,116<br />
