
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,30,28,25,23,22,21,83,70,50,1015,1013,1012,19,12,10,27,16,,0.00,5,,87<br />
2013-1-2,30,28,26,22,22,21,78,67,49,1015,1013,1011,19,12,10,23,14,,0.00,3,,92<br />
2013-1-3,30,28,26,22,21,20,74,64,50,1016,1014,1013,19,12,10,23,14,,0.00,3,,99<br />
2013-1-4,31,28,26,22,22,20,74,65,52,1018,1016,1015,19,12,10,32,18,,0.00,3,,96<br />
2013-1-5,30,28,26,22,21,20,74,64,50,1017,1016,1014,19,12,10,27,19,,0.00,2,,79<br />
2013-1-6,31,28,24,22,21,20,78,65,47,1016,1014,1012,19,12,10,32,18,,0.00,2,,62<br />
2013-1-7,30,28,26,21,21,19,70,62,46,1015,1013,1012,19,12,10,29,21,,0.00,2,,78<br />
2013-1-8,31,28,26,21,20,19,74,61,46,1016,1014,1012,19,12,10,29,21,,0.00,2,,79<br />
2013-1-9,31,27,24,22,21,20,83,65,49,1016,1014,1012,19,12,10,29,13,,0.00,2,,73<br />
2013-1-10,31,28,26,22,21,20,74,64,47,1014,1013,1011,19,12,10,27,19,,0.00,2,,77<br />
2013-1-11,31,28,25,22,22,20,78,66,50,1012,1011,1009,19,12,10,34,19,,0.00,3,,70<br />
2013-1-12,31,28,26,23,22,21,83,68,51,1015,1012,1010,19,12,10,34,21,,0.00,3,,71<br />
2013-1-13,31,29,27,23,22,22,79,70,52,1015,1014,1013,19,11,3,29,16,,0.00,3,Rain,111<br />
2013-1-14,31,28,26,23,22,20,79,67,46,1014,1013,1011,19,10,4,27,14,,0.00,3,Rain,109<br />
2013-1-15,29,27,25,23,22,21,83,71,54,1013,1011,1010,19,11,3,21,10,,0.51,3,Rain,99<br />
2013-1-16,31,28,26,24,23,22,79,71,54,1013,1011,1009,19,12,10,32,16,,0.00,3,,75<br />
2013-1-17,31,28,26,24,23,22,83,71,46,1014,1012,1010,19,12,10,29,18,,0.00,3,,64<br />
2013-1-18,31,28,25,24,23,22,89,75,55,1014,1012,1009,19,12,5,29,13,,0.00,5,Rain-Thunderstorm,54<br />
2013-1-19,30,28,26,24,23,22,84,79,62,1013,1011,1010,19,10,3,19,13,,22.10,6,Rain-Thunderstorm,58<br />
2013-1-20,31,28,24,24,23,22,89,76,56,1012,1011,1008,19,12,10,29,11,,0.51,3,,38<br />
2013-1-21,31,28,26,24,23,21,84,74,57,1013,1011,1009,19,12,10,29,14,,0.00,4,Thunderstorm,48<br />
2013-1-22,28,27,25,24,24,23,94,82,71,1015,1013,1011,19,9,4,16,10,,1.02,6,Rain-Thunderstorm,147<br />
2013-1-23,29,27,24,24,23,21,84,76,57,1015,1013,1012,19,12,10,23,10,,0.00,5,,179<br />
2013-1-24,31,28,24,24,23,21,89,74,52,1014,1013,1011,19,12,10,21,10,,0.00,3,,63<br />
2013-1-25,30,28,25,23,22,22,89,72,57,1014,1012,1010,19,11,10,27,13,,0.00,2,,53<br />
2013-1-26,30,27,24,23,23,21,83,73,53,1014,1012,1011,19,12,10,34,16,,0.00,2,,55<br />
2013-1-27,30,28,25,23,23,22,89,74,54,1015,1013,1011,19,13,10,34,16,,0.00,2,,58<br />
2013-1-28,31,28,24,24,23,22,89,74,55,1016,1014,1012,19,12,10,24,11,,0.00,2,,68<br />
2013-1-29,30,27,24,23,22,22,89,73,51,1016,1014,1012,19,12,10,24,10,,0.00,2,,60<br />
2013-1-30,30,27,24,22,22,21,89,69,52,1015,1013,1012,19,12,10,24,14,,0.00,3,,68<br />
2013-1-31,31,28,24,23,22,19,83,68,46,1014,1012,1010,19,12,10,29,16,,0.00,2,,59<br />
2013-2-1,31,28,24,22,22,21,83,68,49,1015,1013,1011,19,12,10,34,16,,0.00,2,,59<br />
2013-2-2,31,28,24,23,22,21,83,68,51,1016,1014,1013,19,12,10,26,14,,0.00,2,,69<br />
2013-2-3,31,28,26,23,22,21,83,67,48,1016,1013,1011,19,12,10,27,18,,0.00,2,Rain,74<br />
2013-2-4,31,28,24,23,22,21,83,67,50,1015,1012,1010,19,12,10,27,16,,0.00,2,,85<br />
2013-2-5,31,28,24,22,22,21,78,65,46,1014,1012,1010,19,12,10,24,16,,0.51,2,,73<br />
2013-2-6,31,28,26,22,22,21,74,65,50,1015,1013,1012,19,12,5,24,16,,0.00,3,Rain,105<br />
