
PYST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,33,27,22,24,23,21,100,73,55,1008,1007,1004,10,10,7,26,6,,0.00,2,Rain,29<br />
2006-1-2,35,29,24,24,22,20,94,66,41,1009,1007,1005,10,10,10,23,3,,0.00,2,,140<br />
2006-1-3,34,29,25,22,19,17,78,58,38,1010,1008,1007,10,10,8,37,14,,0.00,5,,162<br />
2006-1-4,36,29,23,21,16,13,78,49,27,1009,1008,1006,10,8,5,26,14,,0.00,4,,175<br />
2006-1-5,37,30,23,19,13,5,65,38,15,1009,1007,1005,10,9,9,23,13,,0.00,0,,147<br />
2006-1-6,37,30,24,21,18,15,61,47,28,1009,1008,1007,10,10,10,19,13,,0.00,2,,66<br />
2006-1-7,37,31,26,22,20,16,78,53,30,1012,1009,1006,10,10,10,26,11,,0.00,4,,45<br />
2006-1-8,37,31,26,22,22,20,78,57,39,1010,1008,1006,10,10,10,32,13,,0.00,4,,40<br />
2006-1-9,36,31,26,23,22,20,83,58,39,1011,1008,1005,10,10,10,34,18,,0.00,3,,31<br />
2006-1-10,37,31,26,24,21,18,84,57,34,1011,1009,1006,10,10,10,29,18,,0.00,3,,11<br />
2006-1-11,37,32,27,23,20,17,70,52,32,1013,1011,1008,10,10,10,34,14,,0.00,3,,52<br />
2006-1-12,37,32,27,21,19,16,70,52,30,1013,1011,1009,10,10,10,34,14,,0.00,2,,24<br />
2006-1-13,35,29,24,21,21,18,83,59,38,1015,1013,1011,10,9,0,37,16,,0.00,3,Rain,31<br />
2006-1-14,37,30,23,21,19,15,83,58,27,1014,1012,1009,10,10,10,40,14,,0.00,2,,40<br />
2006-1-15,40,33,26,21,19,15,74,50,23,1011,1010,1007,10,10,10,37,14,,0.00,3,,16<br />
