
AST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,22,14,8,-1,-3,-6,46,30,17,1022,1020,1018,,,,11,2,,0.00,,,358<br />
2000-1-2,22,14,8,-2,-4,-5,43,28,17,1021,1019,1018,,,,10,0,,0.00,,,16<br />
2000-1-3,22,14,7,-2,-4,-6,40,28,17,1021,1019,1017,,,,19,5,,0.00,,,151<br />
2000-1-4,24,17,11,0,-2,-4,35,28,18,1019,1016,1014,,,,19,11,,0.00,,,154<br />
2000-1-5,26,19,13,2,1,-1,47,30,17,1017,1015,1013,,,,26,16,,0.00,,,151<br />
2000-1-6,27,20,14,7,0,-1,52,27,16,1018,1015,1014,10,10,10,23,8,,0.00,6,,161<br />
2000-1-7,17,14,12,12,9,7,94,74,55,1021,1019,1018,10,7,4,23,16,,0.00,5,,20<br />
2000-1-8,19,14,10,12,11,8,94,78,64,1020,1018,1016,8,6,4,19,14,,0.00,6,,88<br />
2000-1-9,20,17,12,14,12,10,100,85,68,1018,1016,1014,9,5,2,27,18,,0.00,6,,110<br />
2000-1-10,17,13,10,10,3,-2,94,56,31,1022,1020,1018,10,9,6,23,18,,0.00,7,,341<br />
2000-1-11,17,11,6,-2,-3,-4,53,38,24,1024,1022,1020,,,,19,11,,0.00,,,343<br />
2000-1-12,18,12,7,-1,-2,-3,49,37,26,1023,1020,1018,,,,13,3,,0.00,,,107<br />
2000-1-13,18,14,11,-1,-1,-2,44,36,28,1023,1021,1019,10,10,10,23,13,,0.00,3,,115<br />
2000-1-14,17,11,6,-1,-2,-4,57,40,27,1025,1023,1021,,,,19,11,,0.00,,,39<br />
2000-1-15,21,13,7,5,-1,-4,48,39,28,1023,1019,1016,,,,26,8,,0.00,,,152<br />
