
EET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,-5,-6,-7,-5,-6,-7,100,100,93,1024,1023,1022,10,10,10,14,8,,0.00,8,,23<br />
2000-1-2,-5,-6,-7,-5,-6,-7,100,100,100,1025,1024,1023,7,5,3,14,8,,0.00,7,Snow,285<br />
2000-1-3,-3,-6,-7,-3,-4,-7,100,100,93,1023,1019,1016,7,4,2,14,10,,0.00,8,Snow,229<br />
2000-1-4,2,-1,-3,0,-2,-4,100,98,75,1019,1018,1016,7,3,0,18,8,,0.00,7,Fog,208<br />
2000-1-5,1,0,0,1,1,0,100,100,100,1016,1015,1014,3,2,0,11,8,,0.00,8,Fog-Snow,243<br />
2000-1-6,1,0,-1,1,0,-1,100,100,100,1025,1020,1015,4,2,0,14,8,,0.00,8,Fog,17<br />
2000-1-7,0,-1,-2,0,-1,-2,100,100,93,1027,1027,1025,3,3,2,11,6,,0.00,8,,175<br />
2000-1-8,0,-1,-1,0,-1,-1,100,100,100,1026,1025,1025,10,7,4,14,11,,0.00,8,,248<br />
2000-1-9,1,0,-1,1,-1,-1,100,97,87,1026,1025,1025,10,5,2,14,10,,0.00,8,,230<br />
2000-1-10,-1,-2,-3,-2,-3,-5,100,90,75,1029,1028,1026,10,10,10,18,11,,0.00,8,,231<br />
2000-1-11,1,-1,-3,1,-1,-3,100,100,100,1036,1033,1031,4,3,1,11,8,,0.00,7,,314<br />
2000-1-12,0,-2,-4,0,-2,-5,100,94,75,1037,1036,1036,10,7,1,11,8,,0.00,7,,253<br />
2000-1-13,-4,-8,-11,-5,-8,-11,100,97,80,1035,1034,1034,10,5,0,11,6,,0.00,2,Fog,249<br />
2000-1-14,-3,-6,-8,-5,-7,-9,93,86,80,1033,1031,1030,10,10,10,14,10,,0.00,4,,215<br />
2000-1-15,-2,-3,-3,-2,-2,-3,100,100,100,1028,1025,1022,7,5,0,11,6,,0.00,8,Fog-Snow,275<br />
2000-1-16,-4,-6,-7,-4,-6,-7,100,99,93,1023,1022,1020,7,5,3,14,11,,0.00,7,Snow,299<br />
2000-1-17,-1,-4,-7,-1,-4,-7,100,100,100,1009,992,982,7,3,1,29,21,40,0.00,7,Snow,233<br />
2000-1-18,-2,-3,-3,-2,-4,-6,100,91,74,984,981,980,10,8,2,21,13,,0.00,7,Snow,271<br />
2000-1-19,-2,-3,-5,-2,-3,-5,100,100,100,998,993,987,10,6,2,29,16,,0.00,7,Snow,315<br />
2000-1-20,-5,-9,-11,-5,-10,-12,100,90,79,1005,1003,996,10,8,3,29,23,,0.00,5,Snow,278<br />
2000-1-21,-1,-6,-9,-1,-7,-12,100,85,73,996,990,986,10,8,1,32,26,43,0.00,7,Snow,297<br />
2000-1-22,-10,-12,-15,-12,-13,-16,100,88,79,1007,1003,1000,10,8,3,32,21,,0.00,7,Snow,280<br />
2000-1-23,-10,-13,-16,-12,-14,-16,100,96,86,1015,1013,1010,10,9,3,79,14,,0.00,2,,244<br />
2000-1-24,-11,-13,-14,-11,-13,-14,100,98,92,1015,1014,1013,10,5,2,21,11,,0.00,6,Snow,37<br />
2000-1-25,-13,-16,-17,-15,-16,-18,92,89,85,1016,1015,1014,10,7,3,29,21,,0.00,7,Snow,289<br />
2000-1-26,-10,-12,-14,-10,-12,-14,100,98,85,1014,1013,1010,7,5,3,11,8,,0.00,7,Snow,163<br />
2000-1-27,1,-3,-7,1,0,-7,100,100,100,1011,1010,1008,10,8,2,29,21,,0.00,8,Snow,281<br />
2000-1-28,2,1,1,2,1,1,100,100,100,1011,1009,1009,10,8,4,32,23,,0.00,8,,258<br />
2000-1-29,3,1,-1,0,-1,-2,100,89,70,1012,1011,1009,10,10,10,21,18,,0.00,7,,230<br />
2000-1-30,1,-1,-2,0,-1,-2,100,96,87,999,996,995,10,4,2,18,18,,0.00,7,Snow,199<br />
2000-1-31,3,0,-2,3,-2,-10,100,88,51,1007,1003,996,10,7,1,29,23,47,0.00,4,Snow,242<br />
2000-2-1,0,-2,-3,-1,-4,-7,93,81,64,1018,1015,1007,10,10,10,32,24,50,0.00,5,,287<br />
2000-2-2,5,3,2,4,3,2,100,98,93,1012,1008,1004,10,7,4,26,18,,0.00,7,Snow,245<br />
2000-2-3,4,3,2,3,1,-1,100,90,70,1008,1004,1002,10,9,4,35,26,50,0.00,6,,265<br />
2000-2-4,-1,-3,-4,-5,-6,-8,86,80,74,1025,1023,1017,10,10,10,32,23,40,0.00,3,,289<br />
2000-2-5,3,0,-2,3,0,-7,100,95,64,1013,1008,1003,10,6,1,35,27,55,0.00,5,Rain-Snow,278<br />
2000-2-6,1,-2,-4,1,-1,-4,100,98,87,1020,1018,1017,10,10,10,14,13,,0.00,6,,260<br />
2000-2-7,2,1,1,2,2,1,100,100,100,1018,1017,1015,1,1,0,18,13,,0.00,8,Fog,256<br />
2000-2-8,7,3,1,5,3,0,100,95,70,1012,1009,1004,10,10,7,18,11,,0.00,6,,231<br />
2000-2-9,5,4,3,5,3,2,100,96,93,1008,1003,1001,10,10,10,21,11,,0.00,6,Rain,246<br />
2000-2-10,1,0,0,1,1,0,100,100,100,1021,1017,1013,10,10,10,14,13,,0.00,4,,270<br />
2000-2-11,5,1,-2,1,0,-2,100,89,70,1023,1023,1022,10,5,1,21,13,,0.00,5,Fog,251<br />
2000-2-12,2,1,1,2,0,-1,100,89,81,1027,1026,1025,10,10,10,201,23,,0.00,7,,309<br />
2000-2-13,0,-1,-1,-1,-2,-3,93,89,80,1024,1021,1017,10,10,10,18,10,35,0.00,7,,203<br />
2000-2-14,1,0,0,1,1,0,100,100,100,1013,1012,1010,7,4,2,18,14,,0.00,8,Snow,209<br />
2000-2-15,2,0,-1,0,-1,-3,100,92,80,1015,1015,1013,10,10,7,21,16,,0.00,6,,269<br />
