
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,26,19,11,14,12,9,94,67,25,1016,1012,1010,3,2,0,13,2,,0.00,,Fog,356<br />
2013-1-2,27,19,12,14,13,10,94,65,30,1016,1012,1011,3,2,1,8,2,,0.00,3,Fog,143<br />
2013-1-3,22,19,16,17,16,14,94,76,58,1016,1013,1011,2,2,1,14,5,,0.00,5,Fog-Rain,117<br />
2013-1-4,24,19,14,17,14,13,94,76,40,1017,1013,1011,2,1,0,14,3,,0.00,3,Fog,23<br />
2013-1-5,25,19,13,16,14,12,94,76,43,1015,1012,1010,2,2,1,13,5,,0.00,,,42<br />
2013-1-6,23,18,12,14,12,10,88,72,40,1016,1013,1011,2,2,1,11,3,,0.00,1,Fog,30<br />
2013-1-7,21,18,14,15,13,11,88,77,45,1016,1013,1011,2,1,1,14,6,,0.00,2,Fog,24<br />
2013-1-8,19,15,11,13,7,1,94,61,19,1018,1015,1013,4,2,1,23,8,,0.00,,,12<br />
2013-1-9,19,13,6,9,7,4,88,68,30,1019,1015,1012,3,2,1,14,5,,0.00,,Fog,346<br />
2013-1-10,22,14,8,10,8,5,87,66,30,1017,1013,1012,3,2,1,14,2,,0.00,,Fog,342<br />
2013-1-11,23,16,9,12,9,4,94,67,20,1017,1014,1012,3,2,1,14,3,,0.00,,Fog,354<br />
2013-1-12,22,16,9,11,9,8,94,69,29,1018,1014,1012,2,2,0,11,5,,0.00,,Fog,12<br />
2013-1-13,23,17,9,13,11,9,100,73,31,1016,1013,1011,2,1,0,10,2,,0.00,,Fog,350<br />
2013-1-14,26,19,11,15,12,1,94,70,31,1015,1013,1011,2,1,0,8,0,,0.00,,Fog,103<br />
2013-1-15,27,20,13,16,14,12,96,73,35,1017,1014,1013,2,1,0,8,2,,0.00,,Fog,45<br />
2013-1-16,26,20,14,18,16,13,94,76,47,1018,1015,1014,2,1,0,11,2,,0.00,,Fog,121<br />
2013-1-17,29,22,14,19,16,14,100,74,39,1019,1016,1014,2,1,1,10,2,,0.00,1,Fog,314<br />
2013-1-18,29,22,16,18,16,14,88,70,34,1019,1016,1013,2,1,0,10,2,,0.00,,Fog,123<br />
2013-1-19,28,22,16,19,17,15,94,74,40,1018,1015,1013,2,1,0,10,2,,0.00,,Fog,83<br />
2013-1-20,26,21,17,18,16,15,96,76,47,1018,1015,1013,4,2,1,23,5,,0.00,,,24<br />
2013-1-21,23,19,15,17,13,10,88,69,34,1021,1017,1015,4,2,2,21,8,,0.00,1,,20<br />
2013-1-22,24,18,13,13,10,7,88,62,29,1021,1017,1015,4,2,2,19,6,,0.00,,,8<br />
2013-1-23,24,18,12,11,8,3,82,59,16,1020,1017,1014,5,3,2,19,8,,0.00,,,341<br />
2013-1-24,24,18,11,10,8,5,82,58,23,1019,1016,1014,4,2,1,16,8,,0.00,,Fog,5<br />
2013-1-25,23,17,9,9,8,4,94,60,19,1020,1016,1014,4,2,1,14,6,,0.00,,,9<br />
2013-1-26,23,16,8,9,8,5,82,58,22,1019,1016,1014,4,2,1,19,6,,0.00,,Fog,360<br />
2013-1-27,24,17,10,10,8,6,88,60,25,1019,1016,1013,5,3,2,19,5,,0.00,1,,351<br />
2013-1-28,23,17,11,11,8,6,88,61,24,1018,1015,1013,4,2,1,16,6,,0.00,1,Fog,359<br />
2013-1-29,26,18,10,12,8,3,88,60,15,1017,1014,1011,4,2,1,14,3,,0.00,1,,327<br />
2013-1-30,26,18,11,11,9,5,88,60,16,1018,1015,1013,4,2,1,11,2,,0.00,,Fog,352<br />
2013-1-31,27,19,11,13,10,8,82,60,22,1018,1016,1013,3,2,1,10,3,,0.00,,Fog,12<br />
2013-2-1,26,20,14,15,13,11,88,67,34,1019,1016,1014,3,2,1,10,2,,0.00,3,,347<br />
2013-2-2,27,20,13,16,14,11,94,70,38,1018,1015,1012,3,2,1,11,2,,0.00,2,Fog,342<br />
