
NZDT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2015-1-1,18,16,14,14,10,5,82,67,45,1020,1014,1006,10,10,10,29,21,,0.00,3,,184<br />
2015-1-2,23,18,13,13,11,9,82,67,44,1021,1019,1018,10,10,10,40,21,60,0.00,2,,11<br />
2015-1-3,18,17,15,15,13,11,94,80,64,1026,1024,1020,10,10,10,34,23,,0.00,5,Rain,176<br />
2015-1-4,22,17,13,15,14,12,94,76,57,1026,1022,1020,10,10,10,45,23,,0.00,5,,4<br />
2015-1-5,21,19,17,15,14,13,82,73,60,1021,1018,1017,10,10,10,52,37,71,0.00,6,,10<br />
2015-1-6,21,18,16,17,14,14,94,82,68,1019,1018,1016,10,10,6,34,24,,0.00,7,,331<br />
2015-1-7,18,17,15,15,14,10,100,90,68,1022,1018,1016,10,9,2,35,18,,0.00,7,Rain,189<br />
2015-1-8,18,16,14,11,9,8,77,67,59,1024,1023,1022,10,10,10,35,24,,0.00,4,,156<br />
2015-1-9,24,17,11,12,10,7,82,62,44,1024,1021,1019,10,10,10,40,18,,0.00,,,18<br />
2015-1-10,23,20,17,14,12,12,73,65,53,1020,1019,1016,10,10,10,48,37,64,0.00,3,,10<br />
2015-1-11,22,19,16,15,13,11,83,68,53,1016,1013,1010,10,10,10,58,45,76,0.00,3,,8<br />
2015-1-12,22,19,16,16,14,13,88,81,69,1016,1013,1010,10,10,10,34,26,,0.00,6,,187<br />
2015-1-13,22,18,15,15,14,13,94,80,57,1016,1014,1011,10,10,10,23,14,,0.00,7,,237<br />
2015-1-14,20,17,14,15,13,12,94,77,60,1014,1012,1011,10,10,10,23,13,,0.00,5,,226<br />
2015-1-15,24,19,15,16,15,13,94,82,53,1012,1010,1007,10,10,6,26,8,,0.00,6,,262<br />
2015-1-16,24,20,17,15,13,12,83,68,50,1008,1006,1004,10,10,10,52,34,72,0.00,4,,358<br />
2015-1-17,23,20,18,19,16,13,94,78,60,1005,1003,1001,10,10,9,48,34,69,0.00,6,Rain,357<br />
2015-1-18,22,19,17,17,15,14,83,77,68,1003,1002,999,10,10,10,52,37,76,0.00,6,,353<br />
2015-1-19,24,21,18,15,13,10,83,65,41,1007,1004,1001,10,10,10,39,32,66,0.00,2,,348<br />
2015-1-20,23,19,16,13,9,5,77,55,33,1019,1013,1008,10,10,10,29,18,40,0.00,1,,342<br />
2015-1-21,19,16,13,13,12,10,88,73,60,1025,1021,1019,10,10,10,35,14,,0.00,2,,134<br />
2015-1-22,18,16,14,12,9,8,77,65,52,1026,1024,1022,10,10,10,34,26,,0.00,3,,179<br />
2015-1-23,22,16,11,13,11,8,88,72,43,1023,1022,1020,10,10,10,19,8,,0.00,,,8<br />
2015-1-24,26,20,15,14,12,6,77,60,42,1022,1021,1020,10,10,10,35,19,,0.00,,,6<br />
2015-1-25,22,18,15,15,13,10,88,75,53,1023,1021,1018,10,10,10,23,13,,0.00,,,139<br />
2015-1-26,27,21,16,15,12,8,88,56,38,1019,1016,1012,10,10,10,34,14,,0.00,,,6<br />
2015-1-27,24,20,16,15,13,11,82,67,50,1013,1012,1010,10,10,10,23,16,,0.00,3,,30<br />
2015-1-28,27,22,17,16,15,14,83,70,48,1013,1013,1011,10,10,10,26,10,,0.00,2,,164<br />
2015-1-29,21,19,17,16,16,14,88,82,68,1015,1014,1013,10,10,10,32,13,,0.00,4,,177<br />
2015-1-30,21,19,17,16,15,14,94,83,68,1017,1015,1013,10,10,10,32,14,,0.00,5,,176<br />
2015-1-31,19,18,17,17,16,15,94,89,83,1017,1015,1013,10,10,10,26,21,,0.00,5,Rain,182<br />
2015-2-1,22,20,19,18,18,17,94,87,78,1014,1011,1008,10,10,5,45,21,66,0.00,7,Rain,12<br />
2015-2-2,22,20,19,19,18,16,94,85,69,1008,1004,1000,10,10,6,42,31,66,0.00,6,Rain,349<br />
2015-2-3,25,20,16,17,13,11,83,67,41,1006,1001,999,10,10,9,40,31,69,0.00,5,,335<br />
2015-2-4,21,18,15,14,12,8,88,66,49,1006,1001,998,10,10,7,55,27,89,0.00,2,,349<br />
2015-2-5,20,17,14,13,7,2,73,49,37,1002,1000,995,10,10,10,45,21,71,0.00,2,,328<br />
2015-2-6,17,13,11,11,6,3,94,59,42,1009,1001,993,10,10,10,61,34,66,0.00,6,Rain,196<br />
2015-2-7,19,16,12,11,8,6,77,65,48,1016,1014,1009,10,10,6,42,34,52,0.00,4,,180<br />
2015-2-8,22,19,16,13,13,11,77,68,57,1018,1017,1015,10,10,10,60,35,77,0.00,4,,7<br />
2015-2-9,22,17,12,14,13,10,100,74,57,1024,1015,1012,10,9,3,53,43,76,0.00,7,Rain-Hail,358<br />
2015-2-10,18,16,13,10,8,4,77,61,42,1034,1030,1024,10,10,10,40,31,,0.00,5,,160<br />
2015-2-11,21,16,10,13,9,7,87,69,46,1035,1033,1031,10,10,10,23,8,,0.00,,,165<br />
2015-2-12,23,18,13,14,11,9,82,65,46,1032,1027,1023,10,10,10,29,16,,0.00,1,,5<br />
2015-2-13,23,19,15,14,13,11,88,76,47,1025,1021,1019,10,9,6,53,32,74,0.00,5,Rain,27<br />
2015-2-14,16,14,13,11,8,5,82,69,55,1028,1026,1025,10,10,10,45,40,,0.00,7,,169<br />
2015-2-15,16,13,11,10,9,6,94,74,59,1029,1028,1027,10,10,6,40,34,,0.00,6,Rain,172<br />
2015-2-16,17,14,13,11,9,7,82,69,55,1028,1027,1026,10,10,10,26,21,,0.00,7,,169<br />
2015-2-17,18,13,9,12,10,8,94,76,56,1027,1026,1024,10,10,10,21,6,,0.00,,,38<br />
2015-2-18,25,19,14,14,12,9,88,68,36,1025,1024,1022,10,10,10,35,23,,0.00,5,,10<br />
2015-2-19,23,19,15,15,13,12,83,71,50,1023,1020,1018,10,10,10,48,29,,0.00,3,,11<br />
2015-2-20,19,17,15,15,14,12,94,81,72,1023,1021,1019,10,10,10,21,13,,0.00,6,,187<br />
2015-2-21,22,19,17,16,14,13,88,75,60,1020,1019,1017,10,10,10,39,26,53,0.00,5,Rain,359<br />
2015-2-22,22,19,16,16,14,14,100,84,64,1025,1023,1019,10,10,6,32,23,,0.00,7,Rain,350<br />
2015-2-23,17,16,15,16,15,15,100,94,88,1026,1025,1023,10,10,8,24,19,,0.00,6,Rain,194<br />
2015-2-24,23,18,14,16,14,12,100,79,57,1024,1020,1016,10,10,10,27,10,,0.00,4,,2<br />
2015-2-25,23,18,14,16,14,11,100,77,61,1016,1013,1010,10,10,1,42,27,,0.00,6,Rain,12<br />
2015-2-26,17,16,13,11,8,7,77,65,55,1017,1015,1013,10,10,10,39,32,,0.00,7,,167<br />
2015-2-27,21,16,11,13,12,9,88,73,56,1015,1012,1011,10,10,10,32,14,,0.00,3,,10<br />
2015-2-28,22,18,14,16,13,11,88,73,56,1016,1015,1014,10,10,10,45,26,,0.00,4,,14<br />
2015-3-1,24,21,18,16,16,15,88,75,57,1019,1018,1016,10,10,10,39,31,,0.00,4,,13<br />
2015-3-2,23,20,18,16,16,14,88,75,61,1018,1016,1013,10,10,10,47,31,58,0.00,6,,360<br />
2015-3-3,25,21,18,16,16,13,88,74,50,1017,1015,1013,10,10,10,37,27,,0.00,3,,5<br />
2015-3-4,23,21,19,17,16,14,83,76,61,1013,1011,1009,10,10,10,34,29,,0.00,4,,11<br />
2015-3-5,24,21,18,17,16,14,88,74,53,1010,1007,1004,10,10,10,39,26,,0.00,5,,11<br />
2015-3-6,22,19,17,17,15,12,94,75,60,1003,996,990,10,10,3,63,35,87,0.00,6,Rain,2<br />
2015-3-7,22,18,14,16,13,10,94,74,57,999,994,989,10,10,2,61,39,87,0.00,5,Rain-Thunderstorm,356<br />
2015-3-8,23,17,12,13,11,9,94,74,41,1011,1002,991,10,10,10,27,14,,0.00,4,,42<br />
2015-3-9,21,18,15,14,12,10,82,73,64,1015,1013,1011,10,10,10,23,10,,0.00,5,,358<br />
2015-3-10,24,19,15,15,13,11,88,71,50,1017,1016,1015,10,10,10,27,18,,0.00,3,,6<br />
2015-3-11,20,17,14,16,14,12,94,86,73,1021,1020,1017,10,10,10,32,16,,0.00,7,Rain,134<br />
2015-3-12,20,18,16,16,15,14,94,85,73,1021,1017,1015,10,10,10,24,19,,0.00,6,,179<br />
2015-3-13,22,19,16,16,15,13,88,77,64,1015,1013,1011,10,10,10,35,23,50,0.00,4,,8<br />
2015-3-14,19,17,15,16,14,13,94,86,82,1020,1017,1013,10,10,7,37,24,,0.00,7,Rain,180<br />
2015-3-15,19,17,15,15,14,12,94,82,64,1017,1009,1002,10,10,10,24,13,,0.00,7,,218<br />
