
SGT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-23,31,27,24,25,23,23,94,81,62,1011,1009,1007,10,10,9,19,8,37,0.00,6,,338<br />
2000-1-24,30,28,25,25,24,23,94,86,70,1011,1009,1007,10,10,5,23,5,,0.00,6,Rain,336<br />
2000-1-25,26,24,24,25,24,24,100,95,89,1011,1009,1008,10,9,1,8,3,,0.00,6,Rain,313<br />
2000-1-26,28,26,24,25,24,23,100,92,79,1011,1010,1009,10,8,3,24,8,,0.00,7,Rain-Thunderstorm,352<br />
2000-1-27,30,28,25,24,23,22,94,81,62,1011,1010,1008,10,10,8,26,10,35,0.00,6,Rain,10<br />
2000-1-28,30,27,24,24,23,22,94,84,66,1012,1010,1008,10,10,6,24,10,48,0.00,6,Rain,359<br />
2000-1-29,27,26,24,25,24,23,100,91,84,1012,1010,1009,10,8,6,23,10,,0.00,7,Rain,8<br />
2000-1-30,28,27,25,25,24,24,100,92,79,1013,1011,1009,10,9,4,24,6,,0.00,8,Rain,3<br />
2000-1-31,29,27,24,25,23,23,100,87,74,1013,1011,1009,10,9,5,29,11,,0.00,6,Rain,15<br />
2000-2-1,27,26,24,25,24,23,100,92,84,1013,1011,1009,10,9,3,19,10,,0.00,6,Rain,358<br />
2000-2-2,29,27,24,25,24,23,100,88,70,1013,1011,1009,10,9,4,24,8,39,0.00,6,Rain,357<br />
2000-2-3,30,27,24,25,23,22,94,83,70,1013,1011,1009,10,10,6,16,6,,0.00,6,Rain,353<br />
2000-2-4,31,27,24,23,23,21,94,79,58,1012,1009,1006,10,9,7,16,5,,0.00,6,,358<br />
2000-2-5,30,27,24,24,23,21,94,81,62,1011,1009,1006,10,10,7,21,5,,0.00,6,,354<br />
2000-2-6,31,28,25,25,23,22,94,83,58,1010,1008,1006,10,10,7,19,8,,0.00,5,Rain-Thunderstorm,16<br />
2000-2-7,31,27,24,26,24,23,100,87,66,1009,1008,1005,10,8,3,11,3,,0.00,6,Rain-Thunderstorm,5<br />
2000-2-8,30,28,25,25,24,24,94,85,74,1010,1008,1006,10,10,8,16,6,,0.00,6,,22<br />
2000-2-9,30,28,25,25,24,23,94,86,70,1010,1009,1006,10,10,9,16,8,,0.00,6,Rain,19<br />
2000-2-10,29,27,24,25,24,21,94,86,74,1011,1009,1008,10,9,3,13,8,,0.00,5,Rain-Thunderstorm,7<br />
2000-2-11,31,28,25,25,24,23,94,82,66,1011,1009,1006,10,9,7,19,8,,0.00,6,,15<br />
2000-2-12,30,27,24,25,24,23,100,84,66,1011,1008,1006,10,9,5,16,5,,0.00,6,,19<br />
2000-2-13,31,27,24,25,24,23,100,84,62,1010,1007,1004,10,9,2,13,5,,0.00,6,Rain-Thunderstorm,12<br />
2000-2-14,32,28,25,26,24,23,100,86,62,1009,1007,1004,10,10,10,16,5,,0.00,5,Thunderstorm,8<br />
2000-2-15,31,28,25,25,24,23,100,84,66,1010,1008,1006,10,10,10,23,8,,0.00,6,,30<br />
2000-2-16,31,28,26,25,24,23,94,82,66,1009,1007,1005,10,10,10,21,10,,0.00,5,,29<br />
2000-2-17,31,28,25,25,24,24,94,85,66,1010,1008,1005,10,10,10,14,10,,0.00,5,,29<br />
2000-2-18,31,27,23,26,24,22,94,87,66,1011,1008,1006,10,9,1,19,8,39,0.00,6,Rain-Thunderstorm,14<br />
2000-2-19,31,27,24,26,24,23,100,91,74,1011,1008,1007,10,9,1,19,6,,0.00,6,Rain-Thunderstorm,14<br />
2000-2-20,31,27,23,27,24,22,100,90,70,1010,1008,1006,10,9,2,13,5,,0.00,6,Rain-Thunderstorm,34<br />
2000-2-21,30,27,23,26,24,22,100,90,74,1010,1009,1006,10,10,2,24,2,,0.00,6,Rain-Thunderstorm,59<br />
2000-2-22,30,27,24,26,24,23,100,91,74,1011,1009,1007,10,9,4,13,3,,0.00,6,Rain-Thunderstorm,10<br />
2000-2-23,24,,24,24,24,24,100,100,100,1010,1010,1010,10,10,10,2,2,,0.00,6,,280<br />
2000-5-4,33,29,26,26,24,23,94,83,55,1011,1009,1007,10,10,10,19,2,,0.00,6,Rain-Thunderstorm,33<br />
2000-5-5,32,29,26,26,25,22,100,88,66,1012,1010,1008,10,9,6,10,2,,0.00,6,Rain-Thunderstorm,12<br />
2000-5-6,31,28,25,26,26,23,100,87,70,1012,1011,1008,10,8,5,16,2,,0.00,6,Rain-Thunderstorm,127<br />
2000-5-7,32,29,26,27,25,23,94,84,66,1012,1010,1008,10,8,5,10,2,,0.00,6,,111<br />
2000-5-8,32,28,25,26,25,24,100,83,66,1011,1009,1006,10,6,3,14,2,,0.00,6,Rain,177<br />
2000-5-9,33,30,27,27,26,25,100,82,63,1011,1008,1006,10,8,3,16,5,,0.00,6,Thunderstorm,193<br />
2000-5-10,33,30,27,27,26,23,94,80,55,1009,1007,1005,10,9,6,14,3,,0.00,6,,195<br />
2000-5-11,31,29,27,28,26,24,100,85,66,1009,1007,1004,10,10,8,27,3,,0.00,6,,201<br />
2000-5-12,33,30,27,26,25,22,94,79,52,1010,1007,1005,10,10,8,19,6,,0.00,5,,205<br />
2000-5-13,32,29,26,26,25,22,94,78,62,1009,1007,1005,10,10,10,11,3,,0.00,6,,192<br />
2000-5-14,34,30,26,27,26,24,100,78,56,1009,1008,1006,10,10,10,13,5,,0.00,5,,186<br />
2000-5-15,33,31,29,27,26,23,89,78,59,1009,1008,1005,10,10,10,16,8,,0.00,6,,164<br />
2000-5-16,30,27,23,27,24,22,94,84,66,1012,1009,1007,10,9,2,16,6,,0.00,5,Rain-Thunderstorm,186<br />
2000-5-17,33,29,25,27,25,22,100,78,52,1009,1008,1006,10,9,5,14,3,,0.00,5,,196<br />
2000-5-18,33,29,26,27,26,22,94,79,59,1010,1008,1006,10,10,6,13,5,,0.00,5,Rain-Thunderstorm,165<br />
2000-5-19,32,29,27,27,26,24,94,86,70,1010,1008,1006,10,10,6,13,2,,0.00,6,Rain-Thunderstorm,180<br />
2000-5-20,33,30,28,27,26,24,94,80,66,1010,1008,1005,10,10,10,14,6,,0.00,6,,180<br />
2000-5-21,33,30,28,27,26,25,89,79,63,1010,1008,1005,10,10,10,19,8,,0.00,5,,141<br />
2000-5-22,33,30,27,27,26,23,94,81,66,1010,1008,1007,10,10,10,21,11,,0.00,5,,100<br />
2000-5-23,33,29,26,27,26,23,100,83,59,1010,1009,1007,10,9,6,26,5,,0.00,6,,111<br />
2000-5-24,34,30,27,27,26,24,94,80,56,1010,1008,1006,10,10,5,19,5,,0.00,6,Thunderstorm,100<br />
2000-5-25,34,29,24,27,25,23,94,84,59,1009,1008,1006,10,10,1,24,3,,0.00,5,Rain-Thunderstorm,77<br />
2000-5-26,32,28,25,26,26,25,100,86,66,1010,1008,1006,10,9,4,10,2,,0.00,5,Rain-Thunderstorm,189<br />
2000-5-27,32,29,26,27,26,23,94,86,62,1010,1008,1006,10,10,2,32,3,,0.00,5,Rain,52<br />
2000-5-28,33,29,25,26,25,24,100,82,59,1010,1008,1005,10,8,5,14,3,,0.00,5,,244<br />
2000-5-29,32,29,26,26,25,23,100,83,62,1010,1007,1005,10,8,3,16,2,,0.00,5,Thunderstorm,225<br />
2000-5-30,32,29,26,26,25,22,94,82,66,1009,1007,1005,10,9,5,16,2,,0.00,6,Thunderstorm,254<br />
2000-5-31,31,28,26,25,24,22,89,77,58,1009,1007,1005,10,10,8,11,5,,0.00,6,Thunderstorm,238<br />
2000-6-1,27,26,26,25,24,24,94,88,84,1007,1006,1005,10,10,10,3,0,,0.00,6,,200<br />
2000-6-10,31,31,31,26,26,25,75,72,70,1010,1009,1009,10,10,10,8,6,,0.00,3,,175<br />
2000-6-11,29,27,24,27,24,23,100,89,74,1013,1010,1008,10,9,1,19,3,,0.00,6,Rain-Thunderstorm,277<br />
2000-6-12,31,28,26,26,25,24,94,85,70,1012,1010,1008,10,10,9,14,3,,0.00,6,Rain,179<br />
2000-6-13,32,29,26,27,25,24,100,84,62,1012,1010,1008,10,9,6,13,2,,0.00,6,Thunderstorm,243<br />
2000-6-14,32,28,25,26,24,23,100,80,59,1012,1010,1007,10,9,5,21,3,,0.00,6,,211<br />
2000-6-15,31,28,26,26,25,24,94,82,66,1011,1009,1007,10,10,5,14,2,,0.00,5,Rain,216<br />
2000-6-16,29,26,23,26,24,23,100,87,74,1010,1009,1007,10,9,2,14,3,,0.00,6,Rain-Thunderstorm,185<br />
2000-6-17,32,28,25,26,25,24,100,87,70,1009,1008,1006,10,9,1,26,5,,0.00,6,Rain-Thunderstorm,164<br />
2000-6-18,30,27,23,25,24,21,89,82,66,1010,1008,1006,10,10,5,27,6,,0.00,6,Rain,191<br />
2000-6-19,32,27,23,25,24,22,100,81,58,1011,1009,1007,10,9,5,14,3,,0.00,6,Rain-Thunderstorm,253<br />
2000-6-20,32,28,25,26,25,23,100,86,62,1010,1008,1007,10,10,7,10,2,,0.00,6,Rain-Thunderstorm,153<br />
2000-6-21,28,26,24,25,24,22,100,86,70,1012,1010,1007,10,9,5,26,3,48,0.00,6,Rain,220<br />
2000-6-22,32,28,25,26,24,21,94,82,52,1011,1010,1008,10,10,10,16,3,,0.00,5,,142<br />
2000-6-23,29,28,27,26,26,24,94,88,79,1012,1010,1007,10,10,10,8,3,,0.00,6,Rain,124<br />
2000-6-24,31,28,26,26,26,25,100,87,74,1010,1009,1006,10,10,8,16,3,,0.00,6,Rain,150<br />
2000-6-25,32,29,27,26,25,24,94,80,62,1010,1008,1006,10,10,10,19,8,,0.00,5,Rain,183<br />
2000-6-26,31,28,26,26,24,20,94,78,55,1009,1008,1005,10,10,10,19,6,,0.00,5,Rain,173<br />
2000-6-27,31,28,25,26,25,24,100,86,66,1009,1008,1006,10,10,2,13,5,,0.00,5,Rain-Thunderstorm,149<br />
2000-6-28,31,27,24,26,24,22,100,83,62,1009,1008,1005,10,10,5,21,5,,0.00,6,Rain,223<br />
2000-6-29,31,28,25,26,24,23,94,85,66,1009,1007,1004,10,10,8,16,3,,0.00,5,Rain-Thunderstorm,215<br />
2000-6-30,31,28,26,26,24,22,94,79,62,1009,1006,1004,10,10,10,16,6,,0.00,6,,255<br />
2000-7-1,31,28,26,26,24,23,100,82,66,1008,1006,1003,10,10,5,14,3,,0.00,5,Rain-Thunderstorm,207<br />
2000-7-2,31,27,24,25,24,22,100,81,58,1007,1005,1003,10,9,3,19,6,,0.00,6,Rain-Thunderstorm,204<br />
2000-7-3,32,29,27,26,25,23,94,78,62,1006,1005,1003,10,10,10,24,10,,0.00,6,,182<br />
2000-7-4,31,28,25,26,24,23,94,81,62,1008,1006,1005,10,10,7,29,8,,0.00,5,Rain,197<br />
2000-7-5,29,26,23,26,24,22,100,85,74,1009,1007,1006,10,10,3,21,6,,0.00,7,Rain,198<br />
2000-7-6,32,29,26,26,25,23,94,78,59,1010,1008,1006,10,10,10,16,6,,0.00,6,,178<br />
2000-7-7,32,30,28,27,26,21,94,82,58,1010,1008,1006,10,10,10,21,8,,0.00,6,,159<br />
2000-7-8,32,29,27,27,26,24,94,82,66,1009,1008,1005,10,10,10,26,6,,0.00,6,,183<br />
2000-7-9,32,29,26,27,25,23,100,80,62,1009,1007,1005,10,10,9,24,8,,0.00,6,,182<br />
2000-7-10,32,29,27,27,25,23,94,78,59,1009,1008,1006,10,10,10,26,10,,0.00,5,,186<br />
2000-7-11,32,29,27,26,24,23,89,76,59,1009,1008,1006,10,10,10,26,13,,0.00,5,,169<br />
2000-7-12,32,29,26,26,25,22,94,81,62,1010,1009,1007,10,10,9,26,10,,0.00,6,Rain-Thunderstorm,136<br />
2000-7-13,32,29,26,26,25,24,100,83,62,1010,1009,1007,10,9,6,23,5,,0.00,5,Rain-Thunderstorm,162<br />
2000-7-14,32,29,27,26,25,23,89,78,62,1010,1008,1006,10,10,10,19,8,,0.00,5,,184<br />
2000-7-15,33,30,27,26,25,23,94,78,55,1009,1007,1005,10,10,10,29,11,,0.00,5,,172<br />
2000-7-16,31,29,27,26,25,24,94,81,70,1010,1008,1006,10,10,8,24,11,,0.00,6,Rain,167<br />
2000-7-17,33,30,27,26,25,23,94,79,59,1011,1009,1006,10,10,10,24,13,,0.00,6,,156<br />
2000-7-18,33,30,27,27,25,23,94,83,63,1010,1009,1007,10,10,8,26,8,,0.00,5,Thunderstorm,153<br />
2000-7-19,31,28,25,26,25,23,100,87,70,1009,1008,1006,10,9,7,29,5,,0.00,6,Rain-Thunderstorm,189<br />
2000-7-20,32,28,25,26,25,23,94,81,66,1010,1008,1007,10,10,9,21,6,,0.00,6,Thunderstorm,177<br />
2000-7-21,32,29,26,26,25,23,100,82,59,1011,1009,1007,10,10,7,24,6,,0.00,5,Rain-Thunderstorm,168<br />
2000-7-22,30,28,26,26,24,24,94,86,70,1010,1009,1007,10,9,5,19,2,,0.00,5,Rain-Thunderstorm,218<br />
2000-7-23,31,28,26,26,24,23,100,85,66,1010,1008,1006,10,9,5,23,3,,0.00,6,Rain-Thunderstorm,160<br />
2000-7-24,29,27,24,26,24,23,100,91,74,1010,1008,1007,10,9,1,27,5,40,0.00,6,Rain-Thunderstorm,192<br />
2000-7-25,29,26,23,26,24,22,100,96,83,1011,1010,1008,10,7,3,27,3,,0.00,6,Rain-Thunderstorm,259<br />
2000-7-26,30,27,24,26,24,23,100,88,70,1011,1009,1007,10,8,4,10,2,,0.00,6,Rain,217<br />
2000-7-27,32,28,25,25,24,22,94,79,59,1010,1008,1006,10,10,8,19,6,,0.00,5,,219<br />
2000-7-28,32,29,27,26,25,23,89,81,62,1009,1008,1005,10,10,8,23,8,,0.00,5,Rain-Thunderstorm,192<br />
2000-7-29,29,27,24,26,24,23,100,87,70,1011,1009,1006,10,9,1,37,5,,0.00,6,Rain-Thunderstorm,192<br />
2000-7-30,31,28,25,26,25,24,100,86,70,1010,1008,1006,10,9,5,16,3,,0.00,6,,203<br />
2000-7-31,31,28,26,26,25,24,100,87,70,1010,1009,1007,10,10,6,27,6,,0.00,6,Rain-Thunderstorm,184<br />
2000-8-1,29,27,25,25,24,23,100,90,70,1011,1009,1008,10,9,5,23,8,,0.00,6,Rain-Thunderstorm,231<br />
2000-8-2,28,27,25,25,24,23,100,88,79,1011,1009,1008,10,10,8,27,6,,0.00,6,,167<br />
2000-8-3,28,26,23,24,24,22,100,87,74,1012,1010,1008,10,10,1,24,3,,0.00,6,Rain,170<br />
2000-8-4,29,27,24,26,24,23,94,90,79,1011,1009,1008,10,9,1,32,3,,0.00,6,Rain,160<br />
2000-8-5,28,27,25,25,24,22,94,86,70,1011,1010,1009,10,10,7,23,10,,0.00,6,Rain-Thunderstorm,171<br />
2000-8-6,32,28,25,26,24,23,100,84,66,1010,1009,1007,10,10,8,24,5,,0.00,5,Rain,143<br />
2000-8-7,31,28,26,26,24,23,94,84,66,1011,1009,1007,10,10,7,26,6,,0.00,5,Thunderstorm,161<br />
2000-8-8,31,28,25,26,25,23,94,85,66,1011,1009,1007,10,9,3,23,8,,0.00,5,Rain-Thunderstorm,164<br />
2000-8-9,31,27,24,26,24,23,100,85,66,1011,1009,1006,10,10,8,21,5,,0.00,5,Thunderstorm,208<br />
2000-8-10,30,28,26,26,24,23,94,84,70,1011,1008,1006,10,9,6,19,3,,0.00,6,Rain,228<br />
2000-8-11,30,28,26,26,24,22,94,86,62,1010,1008,1007,10,10,4,19,5,,0.00,6,Rain-Thunderstorm,191<br />
2000-8-12,26,26,26,25,25,25,94,94,94,1010,1010,1010,10,10,10,10,8,,0.00,6,,167<br />
2000-8-22,28,,28,25,25,25,84,84,84,1009,1009,1009,10,10,10,10,10,,0.00,6,,170<br />
2000-8-23,,,,,,,,,,,,,,,,,,,0.00,,,-1<br />
2000-8-27,29,28,27,25,25,24,89,84,79,1010,1009,1008,10,10,10,19,10,,0.00,6,,191<br />
2000-9-1,33,30,28,27,26,24,94,75,59,1011,1009,1007,10,10,10,19,14,,0.00,5,,113<br />
2000-9-2,33,30,28,26,26,24,89,80,62,1011,1009,1006,10,10,8,23,13,,0.00,6,Thunderstorm,119<br />
2000-9-3,32,29,27,26,26,23,94,79,62,1011,1009,1007,10,10,8,24,10,,0.00,6,Thunderstorm,151<br />
2000-9-4,29,27,25,27,25,23,100,88,70,1013,1011,1010,10,9,5,24,5,,0.00,6,Rain-Thunderstorm,252<br />
2000-9-5,33,29,26,25,24,23,94,78,55,1012,1010,1007,10,10,10,16,5,,0.00,5,,179<br />
2000-9-6,33,29,26,26,24,23,94,78,59,1011,1009,1007,10,10,10,23,8,,0.00,6,,164<br />
2000-9-7,33,29,25,26,24,23,100,79,59,1011,1009,1007,10,10,8,23,6,,0.00,6,Thunderstorm,153<br />
2000-9-8,32,29,27,26,24,22,89,82,58,1012,1010,1007,10,10,8,27,5,,0.00,6,Thunderstorm,170<br />
2000-9-9,32,28,25,25,24,23,94,86,66,1012,1010,1007,10,10,4,23,5,40,0.00,6,Rain-Thunderstorm,177<br />
2000-9-10,31,28,26,26,24,23,100,83,62,1011,1009,1007,10,9,5,19,5,,0.00,6,Rain-Thunderstorm,217<br />
2000-9-11,32,29,26,26,24,23,94,78,59,1011,1008,1006,10,9,6,19,5,,0.00,6,,208<br />
2000-9-12,33,29,26,26,23,3,94,76,55,1010,1009,1007,10,10,9,27,8,,0.00,6,Thunderstorm,164<br />
2000-9-13,31,29,27,26,25,24,89,80,66,1011,1009,1007,10,10,10,24,10,,0.00,6,,125<br />
2000-9-14,31,28,26,26,25,23,100,83,66,1011,1009,1006,10,10,8,16,5,,0.00,5,Rain-Thunderstorm,149<br />
2000-9-15,34,30,26,26,24,21,94,75,49,1010,1008,1005,10,10,10,26,10,,0.00,6,,162<br />
2000-9-16,33,29,26,26,25,22,94,78,58,1010,1008,1007,10,9,5,23,6,,0.00,6,,160<br />
2000-9-17,32,29,27,25,24,5,89,82,62,1011,1009,1007,10,10,10,27,8,,0.00,6,Rain,142<br />
2000-9-18,30,28,25,26,25,24,100,92,74,1011,1009,1007,10,8,4,14,3,,0.00,6,Rain-Thunderstorm-Tornado,233<br />
2000-9-19,30,28,25,25,24,24,100,89,70,1011,1009,1007,10,9,2,27,3,,0.00,5,Rain-Thunderstorm,124<br />
2000-9-20,31,27,24,26,24,23,100,86,70,1010,1009,1006,10,9,3,16,3,,0.00,5,Rain-Thunderstorm,35<br />
2000-9-21,30,28,25,26,24,22,100,85,62,1012,1009,1007,10,9,4,19,2,,0.00,6,Rain-Thunderstorm,272<br />
2000-9-22,31,28,26,26,25,24,94,83,66,1012,1010,1007,10,7,4,13,2,,0.00,6,Rain-Thunderstorm,235<br />
2000-9-23,31,28,25,26,24,22,100,83,62,1012,1010,1008,10,9,4,37,5,,0.00,6,Rain,210<br />
2000-9-24,31,28,25,26,24,23,94,80,62,1012,1010,1007,10,9,6,21,3,,0.00,6,Rain,139<br />
2000-9-25,32,29,26,26,24,22,94,82,66,1012,1010,1008,10,9,5,32,5,,0.00,5,Rain-Thunderstorm,148<br />
2000-9-26,31,28,26,26,24,23,94,82,62,1012,1010,1009,10,10,5,32,5,,0.00,5,Rain-Thunderstorm,79<br />
2000-9-27,32,28,25,25,24,23,94,79,62,1012,1010,1008,10,10,10,26,10,,0.00,6,,183<br />
2000-9-28,33,29,25,26,25,24,94,84,62,1011,1009,1007,10,10,5,26,5,,0.00,5,Rain-Thunderstorm,168<br />
2000-9-29,31,27,24,26,24,23,100,84,62,1011,1010,1008,10,9,5,26,5,,0.00,5,Rain-Thunderstorm,140<br />
2000-9-30,30,28,26,26,24,22,94,85,66,1012,1010,1008,10,10,6,16,3,,0.00,5,Rain,8<br />
2000-10-1,30,27,24,25,24,24,100,91,70,1013,1011,1009,10,9,4,19,3,,0.00,5,Rain-Thunderstorm,267<br />
2000-10-2,28,26,24,25,24,23,100,90,79,1013,1011,1009,10,9,4,13,3,,0.00,6,Rain-Thunderstorm,300<br />
2000-10-3,32,28,24,25,24,23,100,81,62,1011,1009,1006,10,10,10,23,5,,0.00,5,Rain,232<br />
2000-10-4,32,28,24,26,24,23,100,85,66,1011,1009,1006,10,9,6,23,3,,0.00,5,Thunderstorm,47<br />
2000-10-5,28,26,23,25,23,22,100,87,70,1012,1010,1008,10,9,3,32,5,,0.00,7,Rain-Thunderstorm,245<br />
2000-10-6,30,28,25,25,23,21,94,79,62,1012,1010,1008,10,10,10,11,3,,0.00,6,Rain,132<br />
2000-10-7,32,29,26,26,25,23,100,83,59,1013,1010,1007,10,10,7,21,3,,0.00,6,Rain-Thunderstorm,240<br />
2000-10-8,33,29,25,26,25,22,100,85,52,1011,1009,1006,10,8,3,21,5,,0.00,6,Rain-Thunderstorm,250<br />
2000-10-9,33,29,25,26,24,23,100,86,59,1010,1008,1005,10,9,8,19,2,,0.00,6,,280<br />
2000-10-10,32,29,26,26,24,22,100,75,59,1010,1008,1006,10,9,5,21,5,,0.00,6,Rain-Thunderstorm,261<br />
2000-10-11,34,30,27,26,25,22,94,78,58,1010,1009,1006,10,10,10,14,3,,0.00,6,,261<br />
2000-10-12,32,29,27,26,25,24,94,80,62,1010,1008,1006,10,10,10,24,5,,0.00,6,,203<br />
2000-10-13,33,29,26,26,24,23,94,77,55,1009,1007,1004,10,10,10,21,6,,0.00,6,,203<br />
2000-10-14,32,28,25,25,24,22,94,76,55,1009,1007,1004,10,10,9,21,3,,0.00,6,Rain,250<br />
2000-10-15,32,28,25,26,24,22,94,78,58,1010,1008,1006,10,10,8,16,3,,0.00,6,Rain-Thunderstorm,191<br />
2000-10-16,32,29,27,27,26,23,94,87,62,1011,1008,1006,10,10,8,23,3,,0.00,5,Rain-Thunderstorm,76<br />
2000-10-17,31,28,26,26,25,22,100,82,66,1010,1007,1005,10,9,4,19,3,,0.00,6,Rain-Thunderstorm,274<br />
2000-10-18,32,28,25,26,24,22,100,78,58,1009,1006,1004,10,9,3,19,5,,0.00,6,Rain-Thunderstorm,279<br />
2000-10-19,31,28,25,25,24,22,89,76,58,1010,1008,1006,10,10,5,16,6,,0.00,7,Rain-Thunderstorm,256<br />
2000-10-20,30,27,24,26,24,22,100,85,66,1012,1009,1007,10,9,1,14,3,,0.00,6,Rain-Thunderstorm,242<br />
2000-10-21,33,28,24,26,24,21,100,84,59,1011,1009,1007,10,9,5,24,3,45,0.00,6,Rain-Thunderstorm,286<br />
2000-10-22,32,28,25,26,24,22,100,83,55,1011,1008,1005,10,8,4,14,3,,0.00,6,Thunderstorm,289<br />
2000-10-23,31,28,25,26,24,23,94,86,70,1010,1008,1005,10,9,5,14,2,,0.00,6,Rain-Thunderstorm,9<br />
2000-10-24,31,27,24,27,24,23,100,86,66,1010,1009,1007,10,9,1,21,3,,0.00,6,Rain-Thunderstorm,270<br />
2000-10-25,31,28,25,26,25,24,100,88,75,1011,1009,1007,10,10,9,13,2,,0.00,6,Rain-Thunderstorm,14<br />
2000-10-26,32,28,25,26,24,23,100,82,59,1011,1009,1007,10,10,8,14,3,,0.00,6,Rain,325<br />
2000-10-27,32,28,24,26,24,23,100,87,62,1011,1009,1006,10,9,2,27,5,,0.00,5,Rain-Thunderstorm,331<br />
2000-10-28,32,28,25,26,24,23,94,81,62,1011,1009,1006,10,10,7,19,6,,0.00,5,Thunderstorm,303<br />
2000-10-29,31,27,24,26,24,23,94,80,62,1011,1009,1006,10,10,9,26,6,35,0.00,6,Rain,276<br />
2000-10-30,33,29,26,27,24,23,89,75,55,1010,1008,1006,10,10,8,16,8,,0.00,6,Rain,276<br />
2000-10-31,34,30,27,25,24,21,89,72,49,1009,1008,1006,10,10,5,32,10,,0.00,6,,279<br />
2000-11-1,31,29,27,27,26,24,94,86,70,1010,1008,1006,10,8,5,13,3,,0.00,6,Rain,73<br />
2000-11-2,31,28,25,26,26,24,100,91,74,1010,1008,1006,10,9,5,14,3,,0.00,6,Rain-Thunderstorm,62<br />
2000-11-3,31,28,25,26,26,25,100,89,74,1012,1010,1008,10,7,5,11,2,,0.00,7,Thunderstorm,32<br />
2000-11-4,30,28,25,26,24,5,100,85,66,1012,1011,1009,10,9,5,8,2,,0.00,6,Rain-Thunderstorm,71<br />
2000-11-5,30,27,24,26,24,23,100,86,70,1012,1010,1007,10,9,4,19,3,37,0.00,6,Rain-Thunderstorm,199<br />
2000-11-6,32,28,24,26,24,24,100,91,66,1010,1008,1006,10,9,1,13,2,,0.00,6,Rain-Thunderstorm,14<br />
