
ICT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,32,27,22,20,18,17,74,61,36,1014,1012,1009,10,10,10,19,8,,0.00,3,,72<br />
2013-1-2,34,28,22,22,19,18,83,62,33,1014,1012,1010,11,9,5,16,6,,0.00,3,,29<br />
2013-1-3,34,29,23,21,19,16,78,58,34,1014,1012,1010,10,9,6,16,6,,0.00,3,,98<br />
2013-1-4,31,28,24,22,18,16,83,58,34,1013,1011,1008,10,9,3,19,6,,0.00,5,,84<br />
2013-1-5,33,28,22,21,18,16,83,58,31,1012,1010,1008,10,9,3,13,5,,0.00,4,,32<br />
2013-1-6,33,29,24,20,18,16,78,58,32,1014,1010,1008,10,9,5,14,6,,0.00,4,,27<br />
2013-1-7,35,29,23,21,19,18,78,59,32,1013,1010,1008,10,9,6,19,8,,0.00,5,,345<br />
2013-1-8,33,29,24,22,20,18,89,63,38,1013,1010,1008,10,8,5,16,5,,0.00,4,,12<br />
2013-1-9,35,29,23,23,21,19,83,63,37,1012,1010,1007,8,6,4,11,3,,0.00,3,,92<br />
2013-1-10,35,29,23,24,22,20,89,68,41,1012,1009,1007,9,7,3,13,5,,0.00,5,,127<br />
2013-1-11,32,28,24,24,22,22,89,71,48,1013,1010,1008,10,8,3,19,8,,0.25,5,Rain,110<br />
2013-1-12,34,29,25,24,21,17,89,64,35,1013,1010,1008,10,9,6,16,5,,0.00,4,Rain,182<br />
2013-1-13,33,29,24,22,19,13,83,61,33,1012,1010,1007,10,9,6,16,6,,0.00,4,,102<br />
2013-1-14,32,28,24,22,17,12,83,54,23,1013,1010,1008,10,9,6,19,5,,0.00,3,,248<br />
2013-1-15,33,28,23,23,20,18,83,64,41,1014,1012,1010,10,10,8,11,5,,0.00,4,,37<br />
2013-1-16,34,29,24,22,21,19,83,63,41,1015,1013,1010,10,9,5,14,5,,0.00,3,,84<br />
2013-1-17,33,29,24,22,18,13,74,53,27,1016,1014,1012,10,8,6,29,10,,0.00,4,,106<br />
2013-1-18,33,28,22,17,15,14,65,48,30,1018,1015,1012,10,9,6,23,11,,0.00,3,,78<br />
2013-1-19,29,26,22,17,15,13,69,53,33,1017,1014,1011,10,8,0,19,10,,0.00,3,,55<br />
2013-1-20,32,27,21,19,17,15,78,55,30,1016,1014,1011,10,8,3,13,5,,0.00,,,46<br />
2013-1-21,35,29,24,21,19,17,73,56,29,1016,1013,1010,8,6,5,16,3,,0.00,3,,8<br />
2013-1-22,35,30,24,22,20,18,74,58,34,1015,1012,1010,6,5,3,13,5,,0.00,,,40<br />
2013-1-23,33,29,25,25,22,14,94,68,23,1014,1012,1010,8,5,1,14,6,,0.00,6,,162<br />
2013-1-24,33,29,26,26,24,23,89,74,47,1014,1012,1009,9,6,1,19,8,,0.25,6,Rain-Thunderstorm,189<br />
2013-1-25,32,29,26,25,23,22,94,76,55,1014,1011,1009,10,8,3,42,10,,34.04,6,Rain-Thunderstorm,193<br />
2013-1-26,32,28,24,24,23,20,94,75,57,1014,1012,1010,10,9,3,23,10,,0.00,6,,170<br />
2013-1-27,33,29,24,24,23,22,94,75,53,1014,1012,1010,10,9,5,19,8,,0.00,5,,182<br />
2013-1-28,28,26,24,24,23,21,94,80,66,1015,1013,1012,10,8,6,16,8,,0.51,6,Rain,134<br />
2013-1-29,31,27,23,23,22,20,94,74,46,1015,1014,1012,9,6,2,14,5,,0.00,6,,72<br />
2013-1-30,33,29,26,24,21,19,84,65,44,1016,1014,1011,10,7,3,21,5,,0.00,6,,113<br />
2013-1-31,32,28,24,24,23,22,94,78,48,1015,1014,1011,10,9,1,23,6,,35.05,6,Rain-Thunderstorm,355<br />
2013-2-1,33,28,23,23,23,22,94,77,49,1016,1014,1011,10,7,3,19,11,,0.00,6,,14<br />
2013-2-2,32,28,24,23,22,22,83,72,55,1015,1012,1010,7,6,4,14,8,,0.00,6,,3<br />
2013-2-3,33,29,25,23,22,20,83,67,46,1014,1012,1010,10,7,3,19,6,,0.00,6,,43<br />
2013-2-4,34,29,25,23,21,18,83,62,35,1015,1013,1011,9,7,5,14,6,,0.00,5,,8<br />
2013-2-5,34,30,27,24,22,22,79,65,48,1015,1012,1010,8,6,3,16,8,,0.00,5,,175<br />
2013-2-6,32,29,27,25,23,22,89,72,50,1014,1012,1008,10,9,5,16,10,,0.00,5,,211<br />
2013-2-7,37,32,27,25,24,23,89,69,44,1011,1009,1006,10,10,10,19,11,,0.00,4,,194<br />
2013-2-8,34,30,26,25,24,23,94,72,51,1011,1009,1007,10,9,5,16,11,,0.00,5,,188<br />
2013-2-9,35,31,28,25,24,23,84,72,47,1012,1010,1008,10,10,10,19,8,,0.00,5,Rain-Thunderstorm,181<br />
2013-2-10,33,30,27,25,23,22,84,72,52,1013,1011,1008,10,9,6,19,8,,0.00,6,,121<br />
2013-2-11,33,30,27,25,23,18,89,67,41,1012,1010,1008,10,7,2,16,8,,0.00,5,,140<br />
2013-2-12,34,30,26,25,22,18,89,63,38,1013,1010,1007,10,8,4,23,6,,0.00,6,,85<br />
2013-2-13,33,30,27,24,21,18,84,61,34,1013,1010,1009,10,7,3,23,6,,0.00,6,,95<br />
2013-2-14,36,31,26,23,22,20,83,62,40,1012,1010,1007,8,5,3,14,5,,0.00,3,,20<br />
2013-2-15,36,30,24,25,21,19,79,58,34,1011,1009,1006,8,6,3,21,6,,0.00,,,21<br />
2013-2-16,34,31,27,25,23,20,89,67,44,1012,1009,1006,10,7,5,23,11,,7.11,6,Rain-Thunderstorm,149<br />
2013-2-17,36,31,26,25,23,22,89,67,43,1011,1008,1006,10,9,8,21,6,,7.11,6,,189<br />
2013-2-18,33,30,27,25,23,21,84,67,45,1011,1008,1006,10,10,0,19,10,,0.00,6,,199<br />
2013-2-19,37,32,27,25,23,20,89,66,37,1011,1008,1005,10,9,5,19,8,,0.00,6,,211<br />
2013-2-20,33,30,27,25,23,21,84,67,45,1011,1009,1006,10,10,8,14,10,,0.00,5,,210<br />
2013-2-21,34,31,27,25,24,21,89,70,46,1012,1010,1008,10,8,5,16,8,,0.00,5,,146<br />
2013-2-22,34,30,26,25,22,19,89,62,38,1014,1011,1009,10,7,3,21,6,,0.00,5,,57<br />
2013-2-23,32,28,24,20,18,16,65,52,39,1015,1012,1010,10,10,8,23,11,,0.00,6,,44<br />
2013-2-24,34,30,25,20,18,17,61,51,34,1014,1012,1009,10,9,8,19,8,,0.00,6,,17<br />
2013-2-25,35,31,27,23,20,19,70,52,33,1013,1010,1008,10,9,8,21,6,,0.00,6,,6<br />
2013-2-26,37,32,27,25,23,21,79,59,31,1012,1010,1007,9,7,3,19,6,,0.00,4,,175<br />
2013-2-27,35,31,27,26,24,23,89,71,49,1011,1009,1007,10,9,6,23,11,,0.00,5,,193<br />
2013-2-28,36,32,28,25,24,22,84,66,38,1010,1008,1006,10,10,8,23,14,,0.00,3,,196<br />
2013-3-1,36,32,28,26,24,22,84,68,44,1012,1009,1007,10,10,10,24,13,,0.00,4,,201<br />
2013-3-2,35,31,27,26,24,23,89,70,51,1013,1010,1009,10,10,9,23,10,,0.00,4,,196<br />
2013-3-3,32,29,26,26,24,23,94,80,61,1015,1012,1010,10,9,2,19,10,,48.01,5,Rain,148<br />
2013-3-4,26,24,24,24,22,20,94,82,69,1016,1015,1013,10,8,6,14,8,,0.25,6,Rain,32<br />
2013-3-5,32,27,23,21,19,18,83,63,42,1018,1015,1013,10,9,8,19,10,,0.00,6,,19<br />
2013-3-6,35,29,24,21,19,16,74,55,29,1016,1013,1011,10,9,6,14,6,,0.00,3,,19<br />
2013-3-7,35,30,26,22,20,17,74,54,30,1016,1013,1010,10,8,5,19,6,,0.00,3,,105<br />
2013-3-8,36,31,26,25,23,19,89,64,33,1014,1012,1009,10,7,2,23,6,,0.00,4,,163<br />
2013-3-9,36,32,28,26,24,21,84,68,39,1013,1011,1008,10,9,8,26,11,,0.00,6,,203<br />
2013-3-10,35,31,28,25,23,21,84,66,37,1012,1010,1007,10,9,9,19,11,,0.00,5,,203<br />
2013-3-11,36,31,27,25,23,21,89,66,38,1012,1010,1008,10,9,4,24,11,,0.00,4,,187<br />
2013-3-12,35,31,28,25,23,21,84,66,37,1012,1010,1007,10,9,6,23,13,,0.00,4,,203<br />
2013-3-13,37,32,27,25,22,15,89,60,27,1013,1010,1008,10,9,8,16,10,,0.00,4,,200<br />
2013-3-14,37,32,27,25,23,20,89,64,31,1014,1011,1008,10,9,6,23,11,,0.00,5,,181<br />
2013-3-15,34,30,26,25,23,22,83,71,50,1014,1012,1010,10,10,8,29,8,,2.03,6,Rain-Thunderstorm,147<br />
2013-3-16,35,30,26,25,24,23,89,71,48,1015,1013,1010,10,8,3,16,6,,0.00,6,,169<br />
2013-3-17,36,31,27,26,24,22,89,68,41,1013,1010,1007,10,10,6,24,11,,0.00,5,,201<br />
2013-3-18,35,32,28,25,24,23,79,68,48,1010,1008,1005,10,10,9,32,14,,0.00,5,,206<br />
2013-3-19,37,32,28,26,24,17,84,68,30,1011,1008,1006,10,10,9,26,11,,0.00,5,,199<br />
2013-3-20,36,32,27,26,24,21,89,69,40,1011,1009,1006,10,10,9,23,11,,0.00,5,,193<br />
2013-3-21,35,31,27,25,24,22,89,67,43,1011,1008,1005,10,10,6,19,11,,0.00,5,,187<br />
2013-3-22,36,32,27,24,23,18,79,61,35,1010,1008,1005,10,10,9,26,14,,0.00,4,,199<br />
2013-3-23,38,32,27,25,22,17,89,60,28,1011,1008,1005,10,10,10,24,11,,0.00,4,,191<br />
2013-3-24,37,32,27,25,24,24,84,67,42,1011,1008,1004,10,10,10,23,13,,0.00,4,,193<br />
2013-3-25,40,34,28,26,23,14,84,62,21,1009,1006,1003,10,10,10,21,11,,0.00,4,,195<br />
2013-3-26,39,33,28,27,21,12,89,56,18,1009,1006,1004,10,10,8,24,10,,0.00,5,,212<br />
2013-3-27,37,32,28,26,24,19,84,64,36,1011,1007,1005,10,9,6,19,11,,0.00,4,,202<br />
2013-3-28,37,33,29,27,25,23,89,67,38,1010,1007,1005,10,9,6,23,13,,0.00,5,,202<br />
2013-3-29,36,32,28,26,24,20,89,66,40,1010,1007,1005,10,10,9,24,13,,0.00,5,,189<br />
2013-3-30,37,33,29,26,24,18,84,64,26,1009,1007,1004,10,10,10,24,14,,0.00,4,,197<br />
2013-3-31,37,33,29,26,23,19,79,59,27,1010,1008,1005,10,10,10,24,13,,0.00,3,,197<br />
2013-4-1,38,33,28,26,24,22,84,63,36,1011,1009,1006,10,10,10,27,13,,0.00,3,,201<br />
2013-4-2,38,33,28,26,24,21,84,64,30,1011,1008,1005,10,10,8,23,11,,0.00,6,,186<br />
2013-4-3,37,33,28,26,26,24,84,67,40,1009,1007,1004,10,10,10,24,13,,0.00,6,,202<br />
2013-4-4,38,33,29,26,24,21,79,64,37,1008,1005,1002,10,10,10,29,18,,0.00,6,,196<br />
2013-4-5,39,34,29,27,23,18,84,58,27,1008,1004,1002,10,9,7,23,11,,0.00,6,,219<br />
2013-4-6,38,33,29,26,23,21,84,59,36,1008,1004,1001,10,9,6,24,10,,0.00,6,,255<br />
2013-4-7,37,32,28,25,21,18,74,53,28,1006,1004,1002,10,8,5,21,11,,0.00,6,,280<br />
2013-4-8,37,32,28,24,22,20,70,56,33,1008,1006,1004,10,9,6,14,10,,0.00,6,,233<br />
2013-4-9,38,32,26,25,22,12,84,57,22,1010,1007,1004,10,9,3,19,8,,0.00,5,,175<br />
2013-4-10,37,32,27,25,23,19,84,62,36,1010,1008,1005,10,9,6,19,11,,0.00,5,,188<br />
2013-4-11,35,30,26,27,25,24,94,77,48,1011,1008,1006,10,9,5,32,10,,5.08,6,Rain-Thunderstorm,159<br />
2013-4-12,32,29,26,26,25,24,94,81,66,1012,1009,1007,10,8,6,13,6,,0.00,6,Rain,112<br />
2013-4-13,37,32,27,26,23,22,89,63,36,1012,1010,1007,10,9,7,19,6,,0.00,6,,134<br />
