
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,27,24,23,23,22,20,94,83,65,1014,1012,1009,10,7,3,26,18,,0.00,7,Rain,157<br />
2001-1-2,26,24,23,22,21,20,89,80,74,1015,1013,1012,10,10,5,23,6,,0.00,5,,67<br />
2001-1-3,27,24,23,23,22,20,94,83,65,1016,1014,1013,10,8,3,13,6,,0.00,7,Rain,154<br />
2001-1-4,28,26,23,23,23,22,94,85,70,1017,1016,1015,10,9,4,23,10,,0.00,6,Rain,88<br />
2001-1-5,30,27,24,24,23,22,94,76,62,1016,1014,1011,10,9,7,27,10,,0.00,3,,44<br />
2001-1-6,34,30,26,25,24,21,89,73,49,1012,1010,1009,10,10,10,23,14,,0.00,4,,55<br />
2001-1-7,34,30,26,24,22,21,89,66,46,1011,1009,1008,10,10,10,23,6,,0.00,6,,113<br />
2001-1-8,32,29,26,25,23,20,83,70,52,1011,1009,1007,10,10,10,23,8,,0.00,4,,42<br />
2001-1-9,33,29,25,23,21,19,89,66,49,1011,1010,1008,10,9,2,84,10,,0.00,2,Rain-Thunderstorm,19<br />
2001-1-10,37,30,24,23,22,18,89,65,32,1013,1011,1009,10,10,10,23,11,,0.00,3,Thunderstorm,62<br />
2001-1-11,34,29,25,23,22,21,83,67,52,1013,1012,1010,10,10,10,21,8,,0.00,1,,169<br />
2001-1-12,33,29,25,24,23,22,89,72,55,1015,1013,1011,10,10,9,34,8,,0.00,5,,129<br />
2001-1-13,33,28,24,24,22,21,89,73,52,1018,1015,1014,10,10,10,34,11,,0.00,4,,117<br />
2001-1-14,31,28,25,23,22,19,83,72,52,1019,1017,1015,10,9,3,27,11,,0.00,3,Rain-Thunderstorm,113<br />
2001-1-15,31,27,24,23,22,21,83,71,58,1017,1016,1014,10,10,10,23,10,,0.00,3,,109<br />
2001-1-16,32,28,25,22,22,21,83,69,55,1017,1015,1013,10,10,10,26,10,,0.00,1,,142<br />
2001-1-17,31,28,25,22,22,20,83,70,55,1017,1016,1014,10,10,10,29,10,,0.00,1,,111<br />
2001-1-18,31,28,25,22,22,21,83,68,55,1017,1014,1012,10,10,10,24,8,,0.00,1,,136<br />
2001-1-19,32,29,26,23,22,21,78,65,52,1015,1013,1010,10,10,10,225,13,,0.00,1,,163<br />
2001-1-20,31,28,25,23,22,20,83,70,52,1014,1012,1011,10,10,10,32,11,,0.00,2,,171<br />
2001-1-21,29,27,24,23,22,22,94,79,66,1014,1013,1011,10,9,4,23,8,,0.00,4,,161<br />
2001-1-22,28,26,24,24,23,22,89,81,74,1022,1013,1012,10,9,5,26,6,,0.00,4,,160<br />
2001-1-23,30,28,25,24,23,22,89,80,66,1015,1013,1010,10,8,4,24,8,,0.00,5,,135<br />
2001-1-24,31,28,25,24,23,22,94,77,58,1015,1013,1012,10,9,5,19,8,,0.00,6,,153<br />
2001-1-25,33,29,25,23,22,21,89,68,49,1014,1012,1010,10,10,10,21,6,,0.00,6,,138<br />
2001-1-26,37,31,26,22,21,20,74,63,39,1012,1011,1008,10,10,10,23,8,,0.00,6,,43<br />
2001-1-27,32,29,26,25,23,21,84,73,66,1011,1010,1008,10,9,5,24,8,,0.00,5,,171<br />
2001-1-28,33,29,25,24,23,22,89,73,59,1011,1009,1007,10,10,9,24,11,,0.00,3,,165<br />
2001-1-29,33,30,27,25,23,22,79,72,55,1010,1007,1005,10,10,10,27,10,,0.00,5,,102<br />
2001-1-30,31,28,26,27,24,22,89,77,62,1010,1008,1006,10,10,10,26,11,,0.00,4,,106<br />
2001-1-31,32,28,25,25,24,23,94,78,62,1011,1009,1007,10,9,3,27,11,,0.00,3,Rain-Thunderstorm,121<br />
2001-2-1,31,27,24,24,23,22,94,79,62,1011,1007,1005,10,9,4,23,11,,0.00,5,Rain,63<br />
2001-2-2,33,29,26,25,23,22,84,73,55,1009,1007,1005,10,10,10,26,10,,0.00,3,,74<br />
2001-2-3,35,30,26,25,23,21,79,68,44,1010,1008,1006,10,10,10,21,8,,0.00,4,,145<br />
2001-2-4,33,29,24,26,23,22,94,73,62,1013,1010,1008,10,9,2,24,10,,0.00,5,Rain-Thunderstorm,31<br />
2001-2-5,32,27,23,25,23,21,94,80,62,1012,1009,1007,10,10,6,23,13,,0.00,5,Rain-Thunderstorm,39<br />
2001-2-6,32,29,27,25,23,20,79,69,62,1010,1007,1005,10,9,4,23,13,,0.00,6,Rain,29<br />
2001-2-7,31,27,24,25,24,23,94,82,62,1012,1010,1008,10,8,6,16,11,,0.00,6,Rain-Thunderstorm,53<br />
2001-2-8,30,28,26,25,24,24,89,80,70,1012,1011,1009,10,10,9,32,8,,0.00,5,Rain,82<br />
2001-2-9,33,29,26,25,24,21,94,77,55,1011,1010,1007,10,10,4,24,10,,0.00,6,Rain-Thunderstorm,59<br />
2001-2-10,34,29,25,26,23,21,94,76,56,1012,1009,1007,10,9,1,42,10,64,0.00,5,Rain-Thunderstorm,67<br />
2001-2-11,33,29,26,25,23,22,83,71,52,1011,1010,1008,10,10,10,19,8,,0.00,5,,59<br />
2001-2-12,32,29,27,25,24,21,84,74,62,1011,1009,1008,10,10,10,34,8,,0.00,6,,43<br />
2001-2-13,32,28,25,23,22,21,89,71,55,1011,1010,1008,10,10,9,26,10,,0.00,4,Rain,40<br />
2001-2-14,36,30,25,24,23,21,89,71,49,1010,1007,1005,10,10,10,23,8,,0.00,2,,25<br />
2001-2-15,38,32,26,26,23,2,89,63,11,1009,1007,1005,10,10,10,19,10,,0.00,1,,57<br />
2001-2-16,35,31,28,25,24,22,79,67,49,1013,1010,1009,10,10,10,26,11,,0.00,3,Thunderstorm,137<br />
2001-2-17,32,29,26,25,23,22,84,73,55,1015,1014,1013,10,10,10,23,13,,0.00,4,,172<br />
2001-2-18,32,29,26,25,24,19,89,73,49,1016,1014,1012,10,10,7,23,10,,0.00,1,,108<br />
2001-2-19,33,29,26,25,23,22,79,71,55,1015,1013,1010,10,10,10,21,8,,0.00,2,,63<br />
2001-2-20,33,29,25,25,23,22,83,72,52,1015,1012,1011,10,10,10,29,11,,0.00,1,,171<br />
2001-2-21,31,28,26,25,23,21,83,73,62,1015,1013,1011,10,9,6,19,10,,0.00,2,,125<br />
2001-2-22,31,28,26,25,23,22,83,72,62,1014,1012,1011,10,10,10,19,10,,0.00,6,,111<br />
2001-2-23,32,29,26,25,23,22,83,71,55,1014,1013,1011,10,10,10,23,10,,0.00,2,,125<br />
2001-2-24,32,29,26,24,23,21,83,71,62,1015,1013,1011,10,10,10,21,10,,0.00,1,,104<br />
2001-2-25,31,28,26,24,23,22,84,72,62,1014,1013,1010,10,10,10,26,11,,0.00,1,,143<br />
2001-2-26,30,28,25,24,23,22,83,74,66,1014,1013,1011,10,10,10,26,11,,0.00,1,,148<br />
2001-2-27,30,28,26,24,23,22,83,77,62,1017,1015,1012,10,10,10,23,10,,0.00,5,,171<br />
2001-2-28,29,27,25,24,23,22,89,80,70,1017,1015,1014,10,10,8,23,8,,0.00,4,,172<br />
2001-3-1,29,27,24,23,22,21,89,76,62,1017,1016,1014,10,10,10,26,10,,0.00,3,,151<br />
2001-3-2,28,26,24,24,22,21,89,79,70,1018,1016,1014,10,10,10,23,8,,0.00,4,,156<br />
2001-3-3,29,27,25,23,22,21,89,77,66,1017,1015,1013,10,10,9,187,11,,0.00,1,,141<br />
2001-3-4,31,28,25,24,22,20,83,72,62,1016,1014,1011,10,10,10,23,8,,0.00,1,,100<br />
2001-3-5,30,27,24,23,22,20,89,74,62,1014,1012,1009,10,10,10,47,10,,0.00,5,Thunderstorm,67<br />
2001-3-6,35,30,25,24,22,19,83,66,39,1013,1011,1009,10,10,10,24,8,,0.00,4,,43<br />
2001-3-7,37,31,25,24,22,19,84,68,35,1013,1012,1010,10,10,10,23,10,,0.00,4,,33<br />
2001-3-8,30,28,25,24,23,20,89,77,55,1014,1013,1010,10,10,10,24,10,,0.00,5,,103<br />
2001-3-9,30,27,24,23,22,21,94,78,58,1012,1010,1007,10,9,5,23,10,,0.00,6,Rain,38<br />
2001-3-10,32,28,24,24,22,21,100,77,52,1009,1007,1004,10,9,4,26,6,,0.00,7,Rain,31<br />
2001-3-11,28,26,23,24,23,21,100,88,74,1012,1009,1007,10,7,4,19,8,,0.00,7,Rain,38<br />
2001-3-12,29,26,23,23,22,21,94,79,66,1013,1012,1011,10,9,6,206,13,,0.00,5,,171<br />
2001-3-13,32,28,24,25,23,22,94,76,62,1015,1013,1012,10,10,10,23,8,,0.00,2,,53<br />
2001-3-14,30,27,24,23,22,21,89,74,58,1014,1013,1011,10,10,10,23,8,,0.00,1,,147<br />
2001-3-15,30,27,24,23,21,20,89,70,55,1015,1013,1011,,,,21,8,,0.00,,,126<br />
2001-3-16,32,28,25,22,22,20,83,69,55,1015,1013,1012,,,,19,8,,0.00,,,61<br />
2001-3-17,29,27,25,24,23,22,89,79,66,1014,1012,1010,10,10,10,26,11,,0.00,2,,153<br />
2001-3-18,29,27,24,26,23,21,94,81,62,1011,1010,1008,10,8,2,19,10,,0.00,5,Rain,176<br />
2001-3-19,31,28,25,24,23,20,84,75,55,1012,1009,1007,10,9,7,23,10,,0.00,5,,48<br />
2001-3-20,31,28,25,24,22,21,89,75,55,1017,1014,1011,10,7,3,21,8,,0.00,6,Rain-Thunderstorm,102<br />
2001-3-21,31,27,24,24,23,22,94,79,58,1017,1015,1013,10,10,10,21,8,,0.00,3,,121<br />
2001-3-22,31,28,25,24,23,21,94,75,58,1014,1012,1009,10,7,4,23,8,,0.00,3,,75<br />
2001-3-23,35,30,25,23,22,20,89,62,41,1011,1009,1007,10,10,10,23,11,,0.00,1,,22<br />
2001-3-24,35,30,26,25,23,20,89,75,46,1013,1010,1008,10,10,9,26,10,,0.00,2,,86<br />
2001-3-25,31,28,25,25,23,22,94,79,66,1014,1013,1012,10,8,6,23,8,,0.00,1,,131<br />
2001-3-26,33,29,25,23,22,21,89,72,55,1013,1010,1008,10,9,6,23,8,,0.00,1,,32<br />
2001-3-27,31,28,26,24,22,20,89,71,62,1012,1010,1008,10,9,6,24,13,,0.00,4,,110<br />
2001-3-28,30,27,23,25,23,22,94,81,62,1014,1011,1009,10,9,4,27,10,,0.00,6,Rain-Thunderstorm,136<br />
2001-3-29,28,24,22,24,22,17,100,86,66,1019,1013,1011,10,6,4,23,13,,0.00,6,Rain-Thunderstorm,342<br />
2001-3-30,28,26,23,24,23,21,94,85,74,1017,1015,1014,10,7,4,14,6,,0.00,7,Rain,128<br />
2001-3-31,28,26,24,24,23,21,94,82,70,1016,1014,1012,10,9,4,14,6,,0.00,6,Rain,195<br />
2001-4-1,31,27,24,24,23,21,94,77,58,1015,1013,1011,10,9,5,21,8,,0.00,3,,89<br />
2001-4-2,32,28,24,23,21,20,79,68,52,1015,1013,1012,10,10,10,27,8,,0.00,2,,101<br />
2001-4-3,30,28,26,24,23,21,89,77,62,1017,1015,1013,10,10,9,24,10,,0.00,6,Rain,175<br />
2001-4-4,29,27,24,23,22,21,89,77,66,1017,1016,1014,10,10,10,24,10,,0.00,5,,82<br />
2001-4-5,30,27,24,23,22,22,89,76,62,1018,1016,1014,10,10,10,23,8,,0.00,4,,118<br />
2001-4-6,34,29,25,24,23,21,89,73,49,1017,1015,1013,10,8,6,19,8,,0.00,2,,75<br />
2001-4-7,31,28,26,25,24,22,89,77,66,1018,1017,1015,10,9,5,23,8,,0.00,3,,168<br />
2001-4-8,28,27,25,25,23,22,100,83,74,1018,1016,1014,10,9,7,19,6,,0.00,5,Rain,98<br />
