
EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,1,-9,-18,-6,-13,-21,92,80,59,1024,1022,1019,16,14,5,8,0,,1.27,5,,180<br />
2000-1-2,0,-6,-12,-1,-4,-14,100,92,76,1024,1016,1008,16,7,2,8,0,,6.10,5,,340<br />
2000-1-3,11,4,-2,6,0,-4,96,86,70,1026,1017,1006,16,11,2,19,5,27,2.29,5,Rain-Snow,309<br />
2000-1-4,9,3,-3,7,-1,-6,96,88,80,1024,1011,997,16,10,1,24,13,40,17.78,8,Rain-Snow,171<br />
2000-1-5,2,-7,-15,-2,-12,-17,84,68,56,1034,1015,999,16,15,6,29,18,47,0.00,5,Snow,296<br />
2000-1-6,-4,-10,-16,-9,-15,-18,87,65,39,1037,1033,1027,16,16,16,21,3,,0.00,5,,140<br />
2000-1-7,0,-4,-8,-2,-4,-11,100,88,65,1026,1015,1011,16,6,0,24,3,37,0.00,7,Fog-Snow,288<br />
2000-1-8,-5,-10,-15,-10,-13,-16,92,71,53,1024,1021,1016,16,15,6,27,13,37,0.00,4,Snow,294<br />
2000-1-9,2,-4,-10,-2,-6,-12,92,80,61,1018,1016,1014,16,15,10,11,5,,3.81,7,,308<br />
2000-1-10,2,-3,-8,0,-2,-9,100,87,65,1020,1004,989,16,6,1,37,11,48,4.57,8,Rain-Snow,132<br />
2000-1-11,7,3,0,1,-1,-4,100,84,47,996,993,988,16,13,2,24,10,42,16.00,7,Rain-Snow,257<br />
2000-1-12,1,-4,-9,-1,-8,-15,89,72,58,1018,1008,996,16,9,2,32,18,53,0.25,8,Snow,293<br />
2000-1-13,-9,-13,-19,-15,-19,-25,73,64,57,1018,1014,1010,16,16,16,32,14,52,0.00,3,,315<br />
2000-1-14,-18,-20,-22,-24,-26,-28,69,58,51,1032,1025,1019,16,15,8,35,18,52,0.00,5,,293<br />
2000-1-15,-14,-19,-24,-23,-26,-28,83,61,36,1038,1035,1031,16,16,16,19,8,,0.00,0,,304<br />
2000-1-16,-4,-12,-20,-6,-14,-23,93,76,44,1030,1012,1003,16,5,0,39,16,58,0.00,8,Fog-Snow,230<br />
2000-1-17,-18,-23,-29,-24,-28,-32,79,63,53,1029,1024,1015,16,12,4,34,18,47,0.00,7,Snow,313<br />
2000-1-18,-16,-24,-33,-23,-29,-37,82,70,52,1027,1020,1015,16,15,11,13,3,,0.00,0,,297<br />
2000-1-19,-12,-22,-33,-20,-28,-36,87,71,51,1015,1013,1011,16,16,11,10,0,,0.00,0,,330<br />
2000-1-20,-11,-20,-29,-16,-22,-33,87,75,54,1012,1007,1001,16,15,5,0,0,,0.00,4,Snow,-1<br />
2000-1-21,-12,-17,-22,-15,-21,-27,87,72,64,1002,998,994,16,5,1,39,11,53,0.00,8,Snow,292<br />
2000-1-22,-19,-21,-24,-27,-28,-29,71,59,49,1022,1010,999,16,11,4,29,24,52,0.00,5,,283<br />
2000-1-23,-9,-20,-30,-17,-25,-33,74,52,32,1027,1024,1021,16,16,16,16,5,,0.00,4,,155<br />
2000-1-24,-2,-7,-12,-8,-13,-17,92,70,56,1021,1019,1017,16,16,11,14,3,,3.05,6,,280<br />
2000-1-25,-6,-10,-13,-8,-10,-14,93,87,73,1020,1003,990,16,6,0,16,6,,0.00,7,Fog-Rain-Snow,347<br />
2000-1-26,-6,-10,-13,-7,-10,-15,93,84,74,1010,1001,989,16,7,1,19,8,,1.02,8,Snow,288<br />
2000-1-27,-13,-16,-19,-16,-21,-24,87,71,56,1016,1011,1007,16,11,3,24,8,35,0.00,8,Snow,288<br />
2000-1-28,-16,-19,-20,-20,-23,-26,82,67,52,1028,1021,1013,16,13,5,24,16,42,0.00,8,Snow,275<br />
2000-1-29,-7,-16,-25,-18,-21,-28,86,70,39,1035,1031,1025,16,15,8,14,6,26,0.00,3,,300<br />
2000-1-30,2,-12,-27,-10,-18,-29,92,71,31,1032,1027,1017,16,16,14,8,0,,0.00,1,,263<br />
2000-1-31,-1,-6,-9,-3,-4,-11,96,86,64,1015,1001,994,16,5,0,24,8,37,7.37,8,Fog-Snow,304<br />
2000-2-1,-1,-4,-9,-6,-8,-13,79,72,61,1004,1001,999,16,13,4,23,13,34,0.00,8,Snow,264<br />
2000-2-2,-10,-13,-17,-13,-20,-22,79,66,52,1014,1008,1002,16,12,3,26,19,45,0.00,7,Snow,285<br />
2000-2-3,-8,-13,-20,-19,-21,-23,85,66,30,1015,1013,1012,16,16,10,16,10,32,0.00,2,,311<br />
2000-2-4,-4,-16,-28,-18,-24,-31,86,68,25,1015,1013,1010,16,16,13,11,2,,0.00,0,,320<br />
2000-2-5,-4,-17,-29,-8,-15,-33,93,79,33,1014,1007,1003,16,9,1,23,3,39,1.52,5,Fog-Snow,323<br />
2000-2-6,-9,-16,-23,-12,-18,-26,83,65,41,1019,1013,1006,16,10,1,37,16,58,0.00,4,Snow,288<br />
2000-2-7,-2,-11,-19,-6,-13,-24,80,64,45,1025,1009,1004,16,9,0,32,16,45,0.25,6,Snow,289<br />
2000-2-8,-7,-18,-28,-21,-25,-31,82,61,31,1034,1030,1024,16,16,8,13,5,,0.00,0,,275<br />
2000-2-9,1,-11,-23,-3,-12,-27,82,63,24,1022,1014,1009,16,15,3,26,8,40,0.00,5,Snow,249<br />
2000-2-10,1,-4,-9,-3,-11,-13,82,63,44,1022,1019,1014,16,16,14,27,10,37,0.00,5,,324<br />
2000-2-11,0,-4,-9,-1,-6,-13,100,87,68,1014,1007,1001,16,4,1,19,10,29,6.35,8,Fog-Snow,330<br />
2000-2-12,-9,-17,-26,-15,-21,-28,91,73,47,1028,1024,1016,16,16,16,13,6,,0.00,1,,312<br />
2000-2-13,-3,-16,-29,-8,-19,-32,93,71,35,1029,1024,1019,16,14,2,10,2,,0.00,4,Snow,332<br />
2000-2-14,-2,-4,-7,-3,-6,-8,100,93,85,1020,1007,997,16,4,0,11,3,,21.08,8,Fog-Rain-Snow,318<br />
2000-2-15,-3,-9,-18,-6,-9,-20,93,79,55,1022,1011,1003,16,9,1,32,13,42,1.27,7,Snow,297<br />
2000-2-16,-2,-10,-18,-3,-7,-19,100,89,69,1022,1011,1007,16,5,0,27,5,40,3.56,8,Fog-Snow,300<br />
2000-2-17,-4,-16,-28,-6,-19,-32,86,64,38,1037,1026,1013,16,12,1,26,18,42,0.00,4,Snow,297<br />
2000-2-18,-9,-19,-29,-11,-17,-33,93,80,39,1038,1028,1018,16,6,1,10,2,,5.33,7,Snow,313<br />
2000-2-19,-3,-7,-11,-5,-10,-12,96,86,74,1020,1016,1014,16,6,1,10,3,,1.27,8,Snow,331<br />
