
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2004-1-31,28,28,28,25,25,25,84,84,84,1015,1015,1015,10,10,10,21,19,,0.00,6,,125<br />
2004-2-1,32,29,27,25,24,23,89,76,62,1016,1014,1012,10,10,10,26,18,,0.00,5,,112<br />
2004-2-2,31,28,26,25,23,20,89,72,58,1015,1012,1010,10,10,10,24,18,,0.00,3,,110<br />
2004-2-3,31,29,28,25,23,17,84,72,43,1014,1012,1010,10,10,10,21,14,,0.00,4,,127<br />
2004-2-4,31,29,27,25,24,23,84,75,62,1014,1012,1011,10,9,6,34,19,,0.00,5,Rain,125<br />
2004-2-5,31,27,24,25,23,21,89,78,70,1014,1012,1010,10,9,4,24,8,,0.00,3,Rain,128<br />
2004-2-6,32,28,25,25,23,19,89,74,55,1012,1010,1006,10,10,10,21,8,,0.00,3,,92<br />
2004-2-7,32,28,25,25,23,20,89,73,58,1012,1009,1007,10,10,5,29,13,,0.00,3,Rain-Thunderstorm,52<br />
2004-2-8,32,29,27,24,23,21,79,70,59,1014,1011,1010,10,10,10,27,13,,0.00,4,,62<br />
2004-2-9,31,28,26,24,22,18,89,70,58,1014,1012,1010,10,10,10,27,8,,0.00,3,,84<br />
2004-2-10,31,28,25,25,23,22,83,74,70,1014,1013,1011,10,10,10,23,13,,0.00,3,,78<br />
2004-2-11,31,28,25,25,24,22,89,76,66,1015,1014,1013,10,10,8,16,8,,0.00,4,,123<br />
2004-2-12,32,29,27,25,24,23,79,73,66,1015,1014,1013,10,10,10,24,18,,0.00,3,,120<br />
2004-2-13,31,29,26,25,24,23,84,75,66,1016,1014,1013,10,10,6,19,13,,0.00,3,Rain,123<br />
2004-2-14,31,28,25,24,23,23,89,74,66,1015,1013,1011,10,10,10,24,10,,0.00,4,,109<br />
2004-2-15,31,28,26,25,23,20,83,74,62,1013,1012,1011,10,9,5,26,14,,0.00,3,Rain,86<br />
2004-2-16,32,29,26,25,23,20,74,68,62,1013,1012,1010,10,10,10,27,14,,0.00,3,,73<br />
2004-2-17,32,29,26,24,22,20,74,66,58,1015,1013,1011,10,10,10,26,13,,0.00,2,,73<br />
2004-2-18,32,29,26,24,23,18,79,68,54,1015,1013,1011,10,10,10,27,14,,0.00,2,,84<br />
2004-2-19,32,28,25,24,23,20,89,70,55,1013,1012,1009,10,10,10,23,13,,0.00,2,,94<br />
2004-2-20,31,27,24,25,23,22,89,80,66,1013,1011,1009,10,9,3,21,10,,0.00,4,Rain,70<br />
2004-2-21,32,28,25,25,23,23,89,74,66,1014,1013,1011,10,10,5,23,13,,0.00,3,,92<br />
2004-2-22,32,28,25,27,23,22,83,74,62,1015,1013,1011,10,10,10,27,11,,0.00,4,,85<br />
2004-2-23,31,28,25,24,23,10,89,72,39,1015,1013,1011,10,10,8,23,13,,0.00,2,,105<br />
2004-2-24,32,28,25,24,23,23,89,72,62,1014,1012,1010,10,10,10,21,11,,0.00,3,,94<br />
2004-2-25,32,29,26,25,23,21,94,73,62,1014,1012,1011,10,10,10,23,11,,0.00,3,,86<br />
2004-2-26,30,28,27,25,23,22,84,74,70,1015,1014,1013,10,10,5,16,10,,0.00,4,Rain,95<br />
2004-2-27,32,29,26,24,23,21,83,71,55,1014,1012,1010,10,10,10,24,10,,0.00,4,,84<br />
2004-2-28,32,28,25,25,23,22,89,75,58,1012,1009,1006,10,9,4,32,11,,0.00,3,Rain-Thunderstorm,60<br />
2004-2-29,30,27,23,24,23,21,94,81,70,1014,1012,1009,10,9,2,21,13,,0.00,6,Rain-Thunderstorm,13<br />
2004-3-1,32,28,24,25,24,23,94,78,66,1014,1012,1010,10,10,10,24,11,,0.00,3,,76<br />
2004-3-2,31,28,26,25,24,23,89,75,66,1013,1012,1010,10,10,10,19,11,,0.00,4,,105<br />
2004-3-3,32,28,25,24,23,22,89,72,62,1013,1012,1009,10,10,10,21,13,,0.00,2,,108<br />
2004-3-4,32,29,27,25,22,20,74,67,52,1014,1012,1011,10,10,6,26,16,,0.00,3,Rain,91<br />
2004-3-5,31,28,26,24,23,21,84,70,62,1016,1014,1013,10,9,1,34,18,,0.00,3,Rain,116<br />
2004-3-6,31,28,25,27,23,21,94,75,62,1015,1014,1012,10,10,3,27,14,,0.00,4,Rain,120<br />
2004-3-7,32,28,25,24,23,23,89,75,59,1015,1014,1012,10,9,5,23,11,,0.00,5,Rain,115<br />
2004-3-8,31,28,25,24,23,22,89,75,62,1016,1014,1013,10,10,3,27,14,,0.00,3,Rain,128<br />
2004-3-9,31,28,25,24,23,23,94,75,62,1016,1014,1013,10,10,10,23,10,,0.00,3,,92<br />
2004-3-10,32,29,26,24,23,21,83,67,52,1016,1014,1013,10,10,10,19,11,,0.00,3,,124<br />
2004-3-11,31,28,25,24,23,22,89,73,62,1015,1012,1010,10,10,10,19,10,,0.00,3,Rain,111<br />
2004-3-12,30,28,25,25,24,23,94,81,70,1013,1011,1009,10,8,2,21,10,,0.00,3,Rain,90<br />
2004-3-13,30,28,26,25,24,24,94,81,70,1014,1012,1010,10,10,10,23,11,,0.00,3,,105<br />
2004-3-14,28,27,25,25,24,24,94,86,79,1014,1012,1011,10,8,3,19,10,,0.00,5,Rain,70<br />
2004-3-15,32,28,25,26,24,23,94,79,62,1013,1011,1009,10,9,5,24,8,,0.00,4,Rain,87<br />
2004-3-16,32,28,25,25,24,23,89,75,66,1018,1010,1008,10,10,10,32,13,,0.00,4,,72<br />
2004-3-17,32,28,25,25,24,23,89,77,62,1011,1009,1007,10,9,5,29,13,,0.00,3,,60<br />
2004-3-18,32,29,26,25,24,23,89,75,59,1011,1009,1007,10,10,10,32,16,,0.00,3,,70<br />
2004-3-19,32,29,26,24,24,23,89,74,62,1013,1010,1008,10,10,10,29,16,,0.00,4,,68<br />
2004-3-20,32,28,25,24,23,22,89,74,55,1012,1011,1009,10,10,10,34,14,,0.00,3,,74<br />
2004-3-21,32,28,24,25,23,22,89,76,62,1012,1010,1008,10,10,10,32,11,,0.00,2,,68<br />
2004-3-22,31,28,25,25,24,23,89,77,66,1012,1010,1008,10,10,10,27,13,,0.00,4,,71<br />
2004-3-23,31,29,27,25,24,24,84,77,70,1013,1011,1010,10,10,10,23,14,,0.00,5,,89<br />
2004-3-24,32,29,26,24,23,22,89,74,62,1013,1012,1011,10,10,10,27,11,,0.00,3,,92<br />
2004-3-25,31,28,26,25,22,21,89,69,55,1014,1012,1011,10,10,10,21,13,,0.00,3,,114<br />
2004-3-26,31,28,26,24,23,22,83,73,66,1016,1012,1010,10,10,10,19,14,,0.00,3,,107<br />
2004-3-27,31,28,26,25,23,23,83,73,70,1013,1011,1010,10,10,10,24,14,,0.00,3,,90<br />
2004-3-28,31,27,24,24,23,22,100,72,58,1014,1012,1011,10,10,10,23,16,,0.00,4,,114<br />
2004-3-29,31,29,27,23,22,22,79,67,58,1015,1013,1012,10,10,10,14,11,,0.00,2,,134<br />
2004-3-30,31,28,25,24,23,22,89,74,62,1015,1014,1013,10,10,8,19,8,,0.00,3,,134<br />
2004-3-31,31,27,24,24,23,22,94,76,58,1015,1014,1012,10,10,10,24,10,,0.00,4,,129<br />
2004-4-1,32,29,27,25,23,22,84,73,62,1015,1013,1012,10,10,10,23,14,,0.00,5,,101<br />
