
EET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,12,6,-1,3,2,0,98,74,41,1023,1022,1019,10,10,10,0,0,,0.00,,,-1<br />
2013-1-2,13,6,-2,2,0,-2,100,75,31,1028,1026,1023,10,5,0,8,2,,0.00,,Fog,-1<br />
2013-1-3,12,4,-2,3,2,-2,100,80,47,1033,1031,1029,10,5,0,3,2,,0.00,,Fog,-1<br />
2013-1-4,12,6,-1,3,1,0,100,75,36,1030,1025,1021,10,5,0,6,2,,0.00,,Fog,-1<br />
2013-1-5,11,3,-4,0,-2,-3,98,64,32,1021,1015,1013,10,5,0,0,0,,0.00,,Fog,-1<br />
2013-1-6,8,3,-2,-1,-3,-7,85,58,33,1015,1012,1010,10,10,10,24,10,,0.00,8,Rain,-1<br />
2013-1-7,10,2,-6,-3,-5,-8,71,51,23,1018,1015,1011,10,10,10,11,3,,0.00,,,-1<br />
2013-1-8,3,1,-3,-8,-8,-9,59,44,29,1025,1023,1021,10,10,10,19,14,,0.00,,,-1<br />
2013-1-9,6,-1,-8,-8,-10,-14,82,54,11,1028,1025,1022,10,10,10,3,2,,0.00,,,-1<br />
2013-1-10,8,0,-7,1,-6,-9,72,58,23,1027,1024,1020,10,10,10,16,3,,1.02,8,Rain,-1<br />
2013-1-11,12,8,4,7,4,3,95,75,51,1017,1014,1011,10,9,8,19,8,,3.05,8,Rain,-1<br />
2013-1-12,11,8,6,5,3,2,77,67,58,1018,1014,1012,10,10,10,34,16,,4.06,,Rain,-1<br />
2013-1-13,13,4,-3,1,-2,-6,99,67,17,1025,1023,1021,10,10,10,8,2,,0.00,,,-1<br />
2013-1-14,13,4,-2,4,1,-2,98,77,46,1029,1027,1025,10,10,10,2,2,,0.00,,,-1<br />
2013-1-15,13,8,3,6,4,3,96,75,50,1027,1023,1020,10,10,10,23,8,,0.00,,,-1<br />
2013-1-16,12,8,4,6,4,2,97,72,45,1016,1012,1009,10,9,8,24,14,,6.10,8,Rain,-1<br />
2013-1-17,10,7,4,7,4,2,84,76,66,1010,1009,1008,10,9,8,24,19,,12.95,8,Rain,-1<br />
2013-1-18,7,7,4,6,3,-1,95,80,61,1005,1002,1001,10,9,8,11,6,,20.07,8,Rain,-1<br />
2013-1-19,9,5,1,2,0,-2,92,66,34,1013,1008,1004,10,10,10,26,13,,0.00,,Snow,-1<br />
2013-1-20,14,9,4,7,5,2,74,66,58,1015,1014,1014,10,10,10,14,10,,0.00,8,,-1<br />
2013-1-21,14,9,4,7,6,5,86,72,46,1014,1010,1007,10,10,10,23,10,,4.06,,,-1<br />
2013-1-22,11,9,7,6,4,3,69,67,64,1011,1009,1008,10,10,10,23,16,,2.03,,Rain,-1<br />
2013-1-23,11,8,5,2,2,2,74,64,43,1017,1015,1012,10,10,10,11,5,,0.00,,,-1<br />
2013-1-24,12,7,4,7,4,2,92,76,66,1015,1010,1006,10,9,6,19,6,,14.99,8,Rain,-1<br />
2013-1-25,8,6,4,5,3,3,90,82,75,1006,1004,1002,10,9,6,19,13,,10.92,8,Rain,-1<br />
2013-1-26,6,3,1,4,3,2,99,94,84,1004,1002,1000,10,10,10,3,2,,11.94,8,Rain,-1<br />
2013-1-27,7,4,2,4,3,3,97,93,85,1014,1011,1008,10,10,10,2,2,,3.05,,,-1<br />
2013-1-28,7,3,-1,2,1,-1,100,80,59,1018,1016,1014,10,6,0,8,3,,0.00,,Fog,-1<br />
2013-1-29,9,3,-2,0,-1,-1,100,72,37,1021,1020,1018,10,10,10,3,2,,0.00,,,-1<br />
2013-1-30,12,-2,-4,0,-3,-5,100,73,18,1023,1020,1015,10,5,0,0,0,,0.00,,Fog,-1<br />
2013-1-31,13,-1,-3,4,1,-2,100,81,43,1020,1017,1012,10,10,10,23,5,,0.00,,,-1<br />
2013-2-1,14,6,-3,1,-2,-10,99,62,8,1023,1019,1016,10,10,10,16,6,,0.00,,,-1<br />
2013-2-2,14,10,7,6,5,4,78,64,45,1015,1013,1011,10,10,10,26,14,,0.00,,,-1<br />
2013-2-3,16,12,9,6,4,3,63,53,40,1013,1011,1009,10,10,10,37,16,,0.00,,,-1<br />
