
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2011-1-1,-7,-12,-17,-18,-22,-24,56,47,37,1022,1019,1013,16,16,16,29,15,34,0.00,4,,217<br />
2011-1-2,3,-4,-11,-12,-16,-21,57,43,29,1019,1016,1013,16,16,16,34,15,40,0.00,3,,197<br />
2011-1-3,-2,-8,-14,-9,-13,-17,84,66,47,1023,1017,1014,16,16,16,27,16,37,0.00,2,,148<br />
2011-1-4,3,-5,-14,-6,-12,-16,84,65,46,1020,1017,1013,16,16,11,19,9,21,0.00,2,,210<br />
2011-1-5,6,0,-7,-6,-10,-14,65,49,33,1019,1016,1013,16,16,16,34,15,45,0.00,4,,262<br />
2011-1-6,12,4,-4,-6,-8,-12,60,44,28,1019,1016,1012,16,16,16,32,17,40,0.00,4,,244<br />
2011-1-7,4,1,-4,-3,-5,-7,85,67,48,1016,1013,1009,16,16,14,24,16,29,0.00,2,,154<br />
2011-1-8,11,2,-7,-1,-4,-8,92,64,36,1009,1004,1000,16,13,8,21,9,24,T,4,Rain,262<br />
2011-1-9,3,-4,-11,-2,-7,-14,92,86,80,1018,1008,1001,6,2,0,32,15,42,10.92,8,Fog-Rain-Snow,34<br />
2011-1-10,-11,-15,-19,-14,-18,-21,95,78,60,1030,1024,1016,16,10,2,29,14,37,2.03,5,Snow,286<br />
2011-1-11,-11,-15,-19,-16,-21,-23,79,61,42,1037,1033,1029,16,15,2,27,13,32,0.00,2,,192<br />
2011-1-12,0,-10,-21,-8,-16,-22,86,68,49,1037,1031,1024,16,14,5,24,11,29,0.00,5,,227<br />
2011-1-13,9,3,-4,-2,-6,-9,70,56,42,1024,1021,1015,16,16,16,32,17,37,0.00,5,,204<br />
2011-1-14,11,4,-3,-3,-5,-7,78,54,29,1025,1021,1015,16,16,14,24,13,27,0.00,4,,194<br />
2011-1-15,8,3,-2,-3,-6,-8,78,56,34,1023,1020,1016,16,16,16,24,14,32,0.00,5,,215<br />
2011-1-16,11,3,-4,-3,-5,-8,75,54,33,1018,1010,1005,16,16,16,35,18,47,0.00,6,,215<br />
2011-1-17,14,9,3,2,-2,-6,76,56,35,1009,1004,1001,16,16,16,37,14,48,0.25,5,Rain,296<br />
2011-1-18,10,4,-2,-2,-6,-9,85,57,28,1013,1011,1008,16,16,16,27,13,40,0.00,5,,175<br />
2011-1-19,5,-1,-7,-3,-7,-13,92,73,54,1024,1012,1005,16,9,0,58,14,71,0.25,7,Fog-Snow,323<br />
2011-1-20,3,-6,-14,-7,-11,-17,84,64,44,1029,1021,1010,16,16,16,26,13,32,0.00,5,,198<br />
2011-1-21,7,2,-4,-8,-9,-12,68,47,25,1017,1013,1008,16,16,16,42,16,58,0.00,3,,316<br />
2011-1-22,8,4,-1,-6,-9,-13,44,37,30,1018,1008,1001,16,16,16,47,28,61,0.00,5,,321<br />
2011-1-23,9,1,-8,-8,-13,-18,84,49,14,1020,1014,1010,16,16,16,29,15,37,0.00,4,,231<br />
2011-1-24,4,-2,-9,-8,-13,-17,73,47,21,1023,1020,1011,16,16,16,47,20,60,0.00,4,,24<br />
2011-1-25,7,-1,-10,-3,-12,-22,73,42,11,1023,1019,1015,16,15,8,27,13,34,0.00,5,Snow,293<br />
2011-1-26,8,3,-1,-3,-7,-13,85,57,28,1025,1022,1018,16,16,13,27,12,35,0.00,5,,262<br />
2011-1-27,13,7,0,-8,-11,-13,44,30,16,1021,1019,1015,16,16,16,32,14,37,0.00,4,,215<br />
2011-1-28,19,9,-1,-7,-10,-12,48,30,11,1015,1012,1009,16,16,16,34,19,39,0.00,2,,193<br />
2011-1-29,13,6,-3,-5,-7,-9,75,48,20,1017,1012,1007,16,16,16,39,17,48,0.00,3,,169<br />
2011-1-30,6,1,-4,-3,-5,-7,88,71,54,1015,1012,1009,16,12,0,21,9,24,0.00,5,Fog,330<br />
2011-1-31,-3,-11,-19,-4,-15,-23,92,86,79,1032,1020,1012,14,3,0,37,18,50,1.27,8,Fog-Rain-Snow,34<br />
2011-2-1,-18,-22,-25,-24,-27,-29,75,67,58,1042,1035,1023,16,13,4,35,19,45,T,6,,18<br />
2011-2-2,-14,-21,-27,-23,-26,-31,74,60,46,1042,1037,1027,16,16,14,23,9,27,0.00,2,,219<br />
