
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,-22,-29,-37,-26,-33,-41,84,70,47,1023,1018,1016,14,4,0,11,5,,0.00,5,Fog-Snow,198<br />
2013-1-2,-24,-29,-33,-29,-33,-36,76,67,46,1032,1026,1021,14,6,2,26,13,,0.00,,,183<br />
2013-1-3,-19,-24,-31,-25,-29,-34,77,66,36,1034,1031,1030,14,7,5,21,14,,0.00,,,190<br />
2013-1-4,-14,-19,-25,-20,-24,-29,77,63,33,1031,1023,1016,26,8,4,32,18,,0.00,,,169<br />
2013-1-5,-16,-21,-27,-21,-24,-29,84,66,38,1027,1021,1015,19,9,3,29,16,,0.00,,,226<br />
2013-1-6,-18,-23,-32,-24,-28,-35,84,72,46,1028,1025,1024,19,5,1,11,8,,0.00,,,185<br />
2013-1-7,-18,-26,-34,-23,-30,-37,84,72,60,1029,1026,1025,14,3,1,11,5,,0.00,1,Fog,34<br />
2013-1-8,-21,-27,-34,-27,-32,-38,77,68,39,1031,1028,1026,14,4,1,18,6,,0.00,,Fog,194<br />
2013-1-9,-20,-28,-37,-26,-32,-41,84,68,44,1029,1026,1024,19,4,1,14,8,,0.00,,,173<br />
2013-1-10,-21,-28,-36,-26,-32,-40,84,68,44,1031,1028,1025,14,4,1,14,6,,0.00,,,175<br />
2013-1-11,-17,-26,-35,-23,-29,-39,77,68,49,1031,1025,1021,19,4,1,14,5,,0.00,2,Fog-Snow,68<br />
2013-1-12,-18,-24,-30,-22,-27,-33,84,73,47,1029,1024,1021,19,5,1,11,6,,0.00,5,Fog-Snow,236<br />
2013-1-13,-19,-26,-32,-21,-27,-36,85,78,62,1030,1026,1022,14,2,1,11,5,,0.00,4,Fog-Snow,114<br />
2013-1-14,-19,-24,-32,-23,-27,-35,84,73,46,1034,1028,1022,14,4,1,14,8,,0.00,5,Fog-Snow,272<br />
2013-1-15,-20,-28,-35,-24,-31,-38,84,70,49,1034,1030,1028,14,3,1,11,5,,0.00,4,Fog,31<br />
2013-1-16,-19,-26,-32,-24,-29,-36,84,73,47,1035,1031,1029,14,3,1,11,5,,0.00,,,205<br />
2013-1-17,-17,-23,-31,-22,-27,-34,84,72,46,1036,1033,1029,14,4,1,14,11,,0.00,,,174<br />
2013-1-18,-13,-19,-25,-18,-23,-28,84,71,42,1029,1025,1022,26,7,1,18,13,,0.00,3,,101<br />
2013-1-19,-13,-19,-26,-20,-24,-29,84,71,36,1036,1030,1024,19,4,1,14,8,,0.00,3,,242<br />
2013-1-20,-15,-22,-29,-20,-24,-32,84,72,55,1039,1035,1031,14,3,0,14,6,,0.00,1,Fog,63<br />
2013-1-21,-10,-14,-20,-14,-19,-23,85,74,54,1032,1029,1028,14,4,1,18,8,,0.00,1,Snow,306<br />
2013-1-22,-12,-20,-28,-19,-24,-30,85,75,42,1032,1028,1023,14,4,1,14,8,,0.00,1,Snow,162<br />
2013-1-23,-11,-17,-23,-14,-19,-26,92,78,58,1023,1015,1010,14,4,1,18,8,,0.25,5,Snow,134<br />
2013-1-24,-14,-18,-22,-15,-22,-25,92,77,53,1017,1013,1010,14,5,1,26,18,,0.76,5,Snow,234<br />
