
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-1-1,17,12,8,10,8,6,93,76,50,1019,1016,1015,16,15,10,11,3,,0.00,5,,103<br />
2005-1-2,18,13,9,9,8,6,86,69,48,1018,1016,1014,16,16,16,14,8,,0.00,7,,112<br />
2005-1-3,14,12,11,12,11,8,94,87,75,1017,1012,1008,16,15,8,37,13,47,20.83,8,Rain,101<br />
2005-1-4,12,11,9,11,8,4,100,86,63,1016,1010,1007,16,14,4,47,11,55,11.43,7,Rain,187<br />
2005-1-5,13,10,7,6,4,2,86,68,49,1024,1021,1017,16,16,16,13,6,,0.00,4,,182<br />
2005-1-6,13,9,6,4,3,2,86,67,47,1021,1016,1013,16,16,16,14,6,,0.00,4,,224<br />
2005-1-7,14,9,5,7,3,1,82,62,40,1017,1015,1014,16,16,16,16,10,,0.00,6,Rain,79<br />
2005-1-8,16,13,10,9,7,5,83,68,49,1020,1018,1016,16,16,16,14,6,,0.00,7,,109<br />
2005-1-9,20,16,11,10,7,5,80,63,37,1023,1020,1018,16,16,16,14,8,,0.00,7,,112<br />
2005-1-10,19,16,12,10,9,8,83,69,51,1020,1017,1014,16,16,14,16,10,,0.00,6,,105<br />
2005-1-11,21,16,11,10,6,-2,86,58,29,1013,1008,1003,16,16,16,50,14,60,0.00,5,Rain-Thunderstorm,160<br />
2005-1-12,16,11,7,4,2,-1,74,56,32,1021,1015,1009,16,16,16,23,8,29,0.00,0,,271<br />
2005-1-13,16,11,6,6,2,-1,80,59,33,1026,1022,1021,16,16,16,13,8,,0.00,4,,97<br />
2005-1-14,18,13,8,7,4,1,80,58,31,1023,1021,1019,16,16,16,13,6,,0.00,6,,208<br />
2005-1-15,20,13,6,4,3,-1,82,55,26,1027,1024,1022,16,16,16,14,5,,0.00,0,,145<br />
