
IRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,10,7,4,5,3,-1,87,77,61,1017,1012,1008,10,7,4,11,8,,0.00,6,Rain,129<br />
2009-1-2,7,3,-1,4,-6,-15,87,55,20,1013,1010,1008,10,7,5,48,21,,0.00,1,,283<br />
2009-1-3,5,0,-4,-8,-12,-15,64,40,23,1021,1018,1014,8,8,8,29,10,,0.00,0,,219<br />
2009-1-4,6,2,-1,-9,-11,-12,51,40,27,1022,1020,1019,8,6,4,11,3,,0.00,,,181<br />
2009-1-5,7,3,-1,-9,-10,-12,55,40,29,1021,1019,1016,8,7,5,11,3,,0.00,0,,257<br />
2009-1-6,9,4,-1,-6,-8,-10,69,43,25,1018,1017,1016,8,5,4,14,5,,0.00,0,,191<br />
2009-1-7,9,4,1,-6,-8,-10,60,40,25,1019,1017,1016,8,8,7,11,3,,0.00,0,,242<br />
2009-1-8,10,6,1,-5,-7,-9,56,42,30,1019,1017,1016,10,7,4,23,5,,0.00,1,,263<br />
2009-1-9,11,6,2,-4,-8,-14,60,37,16,1020,1017,1016,10,10,10,26,10,,0.00,3,,282<br />
2009-1-10,7,3,1,-3,-6,-9,65,51,34,1019,1017,1016,10,9,5,29,8,,0.00,3,,262<br />
2009-1-11,7,3,0,-5,-9,-15,69,39,23,1019,1018,1016,10,9,5,19,5,,0.00,3,,250<br />
2009-1-12,3,1,0,0,-4,-12,93,71,33,1023,1020,1017,10,6,1,23,8,,0.00,7,Snow,298<br />
2009-1-13,5,1,-2,-3,-5,-7,80,66,42,1030,1026,1023,10,8,4,23,13,,0.00,2,,270<br />
2009-1-14,6,2,-1,-5,-7,-9,69,50,34,1034,1032,1031,10,7,5,23,6,,0.00,1,,261<br />
2009-1-15,9,4,0,-6,-8,-11,60,43,27,1031,1028,1025,7,5,4,14,5,,0.00,0,,246<br />
2009-1-16,9,4,1,-6,-7,-8,60,42,30,1025,1024,1022,8,6,5,14,3,,0.00,0,,234<br />
2009-1-17,10,6,1,-5,-7,-9,60,42,27,1024,1022,1020,8,6,5,11,2,,0.00,0,,255<br />
2009-1-18,9,6,2,-6,-7,-8,56,42,30,1022,1020,1019,10,6,3,11,5,,0.00,5,,196<br />
2009-1-19,9,7,4,-5,-7,-9,49,38,27,1022,1021,1018,10,7,4,14,3,,0.00,6,,214<br />
2009-1-20,10,8,5,-5,-7,-8,49,38,28,1019,1018,1016,10,6,4,19,6,,0.00,4,,279<br />
2009-1-21,11,7,3,-1,-8,-10,65,34,25,1021,1019,1017,10,9,5,14,3,,0.00,4,,241<br />
2009-1-22,6,3,0,1,-1,-3,93,78,57,1021,1021,1020,10,6,3,19,11,,0.00,7,Rain-Snow,269<br />
2009-1-23,6,2,-2,-3,-6,-8,80,59,39,1021,1020,1019,10,9,6,23,13,,0.00,3,,262<br />
2009-1-24,5,3,1,-1,-2,-4,75,69,61,1020,1018,1016,10,6,3,14,10,,0.00,6,Snow,242<br />
2009-1-25,7,3,1,-2,-3,-4,75,61,46,1016,1015,1014,10,9,6,34,8,,0.00,5,,259<br />
2009-1-26,11,6,1,-2,-4,-6,75,49,32,1018,1016,1016,6,4,3,29,6,,0.00,,,273<br />
2009-1-27,14,10,6,-2,-3,-5,57,43,29,1016,1015,1014,10,10,8,37,16,,0.00,1,,281<br />
2009-1-28,13,8,4,1,-2,-7,81,50,30,1017,1016,1014,10,9,6,40,16,,0.00,1,,276<br />
2009-1-29,13,8,4,-3,-5,-9,56,40,21,1019,1017,1016,10,8,6,23,3,,0.00,1,,216<br />
2009-1-30,12,8,5,0,-2,-3,61,49,35,1020,1017,1015,10,8,5,19,3,,0.00,5,,191<br />
2009-1-31,13,10,7,5,3,0,81,63,47,1016,1015,1013,10,9,5,23,6,,0.00,5,Rain,70<br />
2009-2-1,15,10,5,5,1,-1,87,55,34,1016,1014,1010,10,9,3,29,11,,0.00,6,Rain,259<br />
2009-2-2,12,7,3,2,-2,-15,93,51,16,1018,1015,1011,10,10,4,52,32,,0.00,1,,278<br />
2009-2-3,9,7,4,-1,-2,-5,70,56,46,1021,1019,1017,10,8,5,29,13,,0.00,4,,242<br />
2009-2-4,6,3,1,0,-2,-4,87,71,53,1029,1023,1019,10,8,3,19,11,,0.00,5,Rain-Snow,204<br />
2009-2-5,6,3,1,-1,-3,-5,81,64,49,1028,1025,1021,10,9,6,14,5,,0.00,4,,206<br />
