
BRT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,31,28,26,23,22,22,83,71,58,1013,1012,1010,10,10,10,24,16,,0.00,4,,136<br />
2006-1-2,31,28,26,23,22,21,79,70,55,1013,1012,1011,10,10,10,23,13,,0.00,5,,138<br />
2006-1-3,31,28,26,23,22,21,83,70,58,1013,1011,1010,10,10,10,26,16,,0.00,4,,122<br />
2006-1-4,32,29,26,22,22,21,78,68,55,1011,1010,1009,10,10,10,26,19,,0.00,3,,130<br />
2006-1-5,31,28,26,22,22,21,78,67,58,1011,1010,1008,10,10,10,26,16,,0.00,3,,139<br />
2006-1-6,31,28,26,22,22,21,78,68,55,1012,1011,1009,10,10,10,23,16,,0.00,5,,145<br />
2006-1-7,32,28,25,23,22,20,83,70,55,1013,1011,1009,10,10,10,21,14,,0.00,5,,164<br />
2006-1-8,32,29,26,23,22,21,78,67,55,1013,1012,1010,10,10,10,23,14,,0.00,2,,134<br />
2006-1-9,31,28,25,25,23,21,94,75,62,1013,1012,1010,10,9,3,29,14,,0.00,4,Rain,117<br />
2006-1-10,32,29,26,23,22,22,83,70,58,1014,1013,1011,10,10,8,24,18,,0.00,4,Rain,121<br />
2006-1-11,32,29,26,22,22,22,78,69,55,1014,1013,1011,10,10,10,24,18,,0.00,3,,143<br />
2006-1-12,31,28,26,23,22,22,83,70,58,1014,1013,1012,10,10,10,23,16,,0.00,4,,121<br />
2006-1-13,32,29,26,23,22,21,78,68,55,1015,1013,1012,10,10,10,26,18,,0.00,4,,138<br />
2006-1-14,32,28,25,23,22,21,83,69,55,1014,1013,1012,10,10,10,24,19,,0.00,4,,151<br />
2006-1-15,31,28,26,22,22,22,78,69,58,1013,1012,1010,10,10,10,29,14,,0.00,5,,150<br />
2006-1-16,31,28,25,22,22,22,83,70,58,1013,1012,1011,10,10,10,23,14,,0.00,5,,152<br />
2006-1-17,31,28,25,23,22,21,89,71,58,1013,1012,1010,10,10,10,26,16,,0.00,4,,148<br />
2006-1-18,32,29,26,23,22,21,78,68,55,1012,1011,1010,10,10,10,29,18,,0.00,4,,127<br />
2006-1-19,30,28,26,22,22,22,78,70,62,1012,1010,1009,10,10,10,26,18,,0.00,5,,141<br />
2006-1-20,31,28,25,24,22,22,89,72,58,1012,1010,1009,10,10,6,23,13,,0.00,3,Rain,138<br />
2006-1-21,32,29,26,23,22,21,78,69,55,1013,1012,1010,10,10,10,23,18,,0.00,4,,127<br />
2006-1-22,32,29,26,23,22,22,79,68,55,1013,1012,1010,10,10,10,23,16,,0.00,4,,137<br />
2006-1-23,32,29,26,23,22,22,83,68,55,1013,1012,1010,10,10,10,24,18,,0.00,4,,132<br />
2006-1-24,31,28,26,23,22,22,78,69,58,1014,1012,1011,10,10,10,21,18,,0.00,4,,127<br />
2006-1-25,31,28,26,23,22,22,79,69,58,1015,1013,1011,10,10,10,27,16,,0.00,4,,143<br />
2006-1-26,32,29,26,23,22,21,78,66,55,1015,1013,1011,10,10,10,23,16,,0.00,3,,131<br />
2006-1-27,31,28,26,23,22,21,79,68,58,1015,1014,1012,10,10,8,23,16,,0.00,4,Rain,139<br />
