
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2000-1-1,16,12,8,2,1,-1,61,47,37,1019,1015,1012,16,16,14,23,10,,0.00,3,,235<br />
2000-1-2,14,10,6,5,2,-2,86,63,37,1022,1016,1013,16,16,13,23,10,32,0.25,5,Rain,102<br />
2000-1-3,14,8,2,3,-4,-11,93,50,20,1031,1027,1022,16,16,14,16,3,,0.00,1,,49<br />
2000-1-4,18,12,6,-7,-11,-13,35,21,14,1031,1025,1020,16,16,16,21,8,32,0.00,0,,35<br />
2000-1-5,17,10,3,-4,-6,-8,57,35,18,1019,1017,1015,16,16,13,13,5,,0.00,0,,74<br />
2000-1-6,17,10,3,-4,-8,-12,57,30,15,1027,1024,1019,16,16,13,16,5,,0.00,0,,8<br />
2000-1-7,18,11,4,-3,-8,-11,44,28,18,1027,1024,1021,16,16,16,21,5,,0.00,1,,76<br />
2000-1-8,17,11,4,-3,-6,-7,57,36,21,1023,1020,1017,16,16,16,11,3,,0.00,1,,123<br />
2000-1-9,17,10,3,-3,-5,-7,57,36,19,1024,1021,1019,16,16,14,11,6,,0.00,3,,100<br />
2000-1-10,19,11,4,-2,-6,-8,51,34,15,1021,1019,1017,16,16,14,11,6,,0.00,1,,110<br />
2000-1-11,21,13,6,-3,-5,-7,45,31,16,1020,1018,1016,16,16,14,11,5,,0.00,2,,104<br />
2000-1-12,22,14,7,-2,-4,-7,49,30,16,1022,1020,1018,16,16,16,13,6,,0.00,2,,103<br />
2000-1-13,24,16,7,1,-1,-4,51,35,19,1027,1023,1022,16,14,10,11,5,,0.00,3,,308<br />
2000-1-14,27,18,9,1,-2,-6,44,27,15,1022,1020,1017,16,16,13,14,5,,0.00,5,,100<br />
2000-1-15,27,18,9,-1,-3,-6,38,27,16,1021,1019,1016,16,15,13,19,5,,0.00,4,,111<br />
2000-1-16,25,18,10,-2,-3,-4,41,26,15,1022,1020,1018,16,16,13,13,8,,0.00,4,,120<br />
2000-1-17,26,19,12,2,-2,-4,37,26,16,1022,1020,1018,16,15,11,14,6,,0.00,7,,92<br />
2000-1-18,26,21,15,5,2,-2,49,31,20,1019,1017,1015,16,15,11,13,5,,0.00,8,,91<br />
2000-1-19,26,19,12,4,2,1,51,36,19,1019,1016,1014,16,14,11,11,6,,0.00,5,,123<br />
2000-1-20,25,19,12,5,2,-1,51,37,24,1019,1015,1014,16,15,13,13,6,,0.00,5,,99<br />
2000-1-21,22,18,13,7,4,3,56,45,35,1016,1013,1012,16,16,14,13,8,,0.00,7,,101<br />
2000-1-22,21,17,12,6,5,3,62,49,32,1016,1014,1012,16,16,14,11,6,,0.00,6,,80<br />
2000-1-23,22,14,8,3,0,-2,64,40,23,1020,1018,1016,16,16,14,14,5,,0.00,4,,103<br />
2000-1-24,23,17,12,1,-1,-2,45,33,20,1020,1018,1016,16,15,13,14,6,,0.00,6,,100<br />
2000-1-25,25,18,12,0,-1,-4,39,27,19,1018,1015,1011,16,16,14,13,8,,0.00,6,,85<br />
2000-1-26,20,17,13,1,0,-2,44,30,23,1016,1012,1010,16,14,5,37,16,48,0.00,3,,266<br />
2000-1-27,19,14,9,1,-1,-4,58,38,21,1021,1018,1017,16,16,16,16,6,,0.00,1,,182<br />
2000-1-28,19,12,6,-1,-4,-8,56,33,16,1022,1019,1017,16,16,16,13,6,,0.00,1,,145<br />
2000-1-29,19,12,6,-3,-7,-9,46,29,14,1021,1019,1016,16,16,14,11,5,,0.00,4,,105<br />
2000-1-30,20,15,10,-2,-6,-8,33,24,15,1020,1018,1017,16,16,13,13,6,,0.00,7,,111<br />
2000-1-31,19,14,11,5,-1,-6,57,37,29,1020,1019,1017,16,16,16,13,6,,0.00,6,,95<br />
2000-2-1,21,14,8,3,-4,-8,71,34,14,1026,1023,1021,16,16,16,19,6,,0.00,0,,8<br />
