
SAST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2001-1-1,22,16,9,16,12,5,100,78,55,1016,1012,1009,10,10,5,45,21,66,0.00,2,Rain-Thunderstorm,273<br />
2001-1-2,17,12,7,10,8,7,100,75,59,1022,1019,1016,10,10,10,42,21,63,0.00,3,,138<br />
2001-1-3,21,13,6,11,8,6,100,70,46,1023,1021,1020,10,10,10,21,11,,0.00,3,,120<br />
2001-1-4,23,16,8,13,9,6,100,65,41,1023,1021,1020,10,10,10,14,6,26,0.00,2,,133<br />
2001-1-5,25,17,9,15,9,5,100,57,29,1022,1020,1019,10,10,10,13,8,34,0.00,2,,133<br />
2001-1-6,28,20,12,15,10,5,94,53,26,1021,1019,1017,10,10,10,19,10,,0.00,2,,292<br />
2001-1-7,28,20,13,16,12,8,100,56,32,1022,1020,1018,10,10,10,23,11,,0.00,1,,75<br />
2001-1-8,27,19,11,15,12,8,100,64,32,1022,1020,1017,10,9,5,21,13,,0.00,2,Fog,9<br />
2001-1-9,27,20,14,18,15,11,100,68,47,1019,1017,1015,10,10,8,26,16,35,0.00,2,,353<br />
2001-1-10,30,23,17,16,10,-1,82,47,14,1019,1017,1015,10,10,10,29,16,50,0.00,1,,304<br />
2001-1-11,32,23,15,7,1,-1,49,24,12,1020,1018,1016,10,10,10,23,10,48,0.00,1,,247<br />
2001-1-12,28,21,14,19,14,8,100,71,37,1023,1021,1018,10,8,4,26,11,,0.00,4,Fog-Rain-Thunderstorm,29<br />
2001-1-13,26,20,14,18,16,11,100,83,54,1021,1019,1015,10,9,2,23,16,,0.00,4,Rain-Thunderstorm,347<br />
2001-1-14,26,20,14,17,15,14,100,77,50,1018,1016,1014,10,9,6,27,14,42,0.00,3,Rain-Thunderstorm,305<br />
2001-1-15,28,20,12,16,12,9,88,64,34,1019,1017,1014,10,10,10,26,14,35,0.00,2,,268<br />
2001-1-16,26,20,15,18,14,7,100,73,41,1020,1018,1017,10,9,5,21,13,,0.00,5,,342<br />
2001-1-17,22,18,15,18,16,14,100,89,64,1023,1022,1020,10,9,5,19,11,,0.00,6,Thunderstorm,17<br />
2001-1-18,24,19,14,16,15,14,100,84,61,1024,1022,1019,10,7,5,16,13,,0.00,4,,341<br />
2001-1-19,27,21,15,17,14,12,100,64,39,1021,1020,1017,10,9,3,16,6,,0.00,2,,214<br />
2001-1-20,26,20,15,17,16,13,100,78,54,1023,1021,1019,10,9,5,23,14,,0.00,3,Rain,91<br />
2001-1-21,27,20,14,17,15,12,94,71,42,1023,1021,1019,10,9,3,16,10,,0.00,2,Fog,93<br />
2001-1-22,25,19,14,18,16,13,100,77,54,1024,1022,1020,10,9,6,21,11,,0.00,3,,32<br />
2001-1-23,27,21,16,17,14,13,88,65,47,1022,1020,1018,10,10,10,19,14,,0.00,2,,313<br />
2001-1-24,29,23,17,18,14,12,100,66,35,1024,1020,1016,10,8,3,32,11,,0.00,3,Rain-Thunderstorm,165<br />
2001-1-25,22,18,15,17,16,15,100,91,64,1025,1024,1022,10,9,3,24,16,,0.00,6,Rain-Thunderstorm,87<br />
2001-1-26,23,18,13,16,13,11,100,75,47,1024,1023,1021,10,10,8,23,14,,0.00,4,,95<br />
2001-1-27,24,18,12,16,14,12,100,81,57,1025,1023,1020,10,10,5,21,13,,0.00,3,Rain,79<br />
2001-1-28,26,19,13,18,14,10,100,72,36,1022,1020,1017,10,9,3,27,8,,0.00,3,Fog,52<br />
2001-1-29,27,21,16,17,16,14,94,73,48,1020,1018,1016,10,10,9,16,10,,0.00,4,Rain-Thunderstorm,351<br />
2001-1-30,27,13,-1,18,15,13,100,74,44,1019,1017,1014,10,10,8,23,13,42,0.00,3,Rain,332<br />
2001-1-31,26,20,14,17,16,14,100,86,54,1019,1016,1014,10,9,2,32,10,55,0.00,3,Rain-Thunderstorm,90<br />
2001-2-1,23,18,14,18,16,14,100,88,69,1018,1017,1014,10,9,3,26,19,34,0.00,5,Rain-Thunderstorm,360<br />
2001-2-2,27,20,14,18,14,10,100,69,39,1017,1014,1012,10,10,9,39,14,58,0.00,4,Rain-Thunderstorm,329<br />
2001-2-3,27,20,14,18,15,13,100,82,45,1018,1016,1014,10,10,8,21,13,,0.00,3,Thunderstorm,327<br />
2001-2-4,25,19,13,17,14,10,100,76,50,1022,1020,1017,10,9,2,34,18,42,0.00,4,Fog,109<br />
2001-2-5,25,18,10,13,9,5,100,62,29,1024,1022,1021,10,10,10,29,18,24,0.00,1,,84<br />
2001-2-6,27,19,12,16,9,3,100,55,21,1023,1022,1020,10,8,3,21,10,,0.00,1,Fog,102<br />
2001-2-7,28,20,12,15,9,-1,100,55,17,1022,1020,1017,10,9,5,11,6,,0.00,1,Fog,63<br />
2001-2-8,26,20,14,17,13,7,100,70,44,1020,1018,1016,10,10,8,26,11,,0.00,5,Thunderstorm,62<br />
2001-2-9,22,17,12,15,14,12,100,84,60,1024,1021,1019,10,9,2,29,21,,0.00,4,Rain-Thunderstorm,84<br />
2001-2-10,23,18,13,15,14,12,100,80,57,1026,1025,1023,10,10,10,29,18,34,0.00,5,,91<br />
2001-2-11,23,17,12,15,13,12,100,78,50,1026,1024,1022,10,10,6,21,13,,0.00,3,,89<br />
2001-2-12,23,17,11,16,12,10,100,73,44,1024,1022,1019,10,9,1,13,6,,0.00,5,Fog,81<br />
2001-2-13,25,19,14,16,14,12,94,72,53,1022,1019,1017,10,10,9,19,13,24,0.00,3,Rain-Thunderstorm,313<br />
2001-2-14,24,19,15,18,16,14,100,84,61,1021,1018,1016,10,9,4,32,10,29,0.00,4,Rain-Thunderstorm,301<br />
2001-2-15,20,17,14,17,15,14,100,94,83,1023,1022,1021,10,10,8,23,16,,0.00,7,Fog,35<br />
2001-2-16,22,18,14,18,16,14,100,87,73,1023,1021,1020,10,9,4,26,18,39,0.00,3,,338<br />
2001-2-17,23,19,16,18,17,15,100,85,69,1022,1020,1017,10,9,4,21,14,34,0.00,4,Rain-Thunderstorm,300<br />
2001-2-18,24,19,14,18,16,14,100,89,57,1020,1019,1016,10,9,5,34,18,52,0.00,5,Rain-Thunderstorm,34<br />
2001-2-19,22,18,14,18,16,14,100,91,69,1019,1017,1015,10,6,1,21,10,,0.00,5,Fog-Rain,153<br />
2001-2-20,25,19,13,17,13,10,100,74,41,1021,1019,1018,10,7,0,21,11,,0.00,2,Fog,140<br />
2001-2-21,24,18,13,17,14,13,100,79,50,1024,1022,1021,10,10,5,23,14,,0.00,2,,95<br />
2001-2-22,25,18,12,17,16,12,100,80,50,1024,1022,1019,10,9,4,16,8,,0.00,3,Fog-Rain,17<br />
2001-2-23,22,19,16,18,17,15,100,88,73,1023,1021,1020,10,9,6,23,13,,0.00,6,Rain,285<br />
2001-2-24,17,16,14,17,16,14,100,99,94,1025,1024,1023,10,5,1,23,13,,0.00,7,Fog-Rain,97<br />
2001-2-25,17,16,14,17,16,14,100,100,100,1024,1023,1023,10,5,1,19,11,32,0.00,7,Fog-Rain,40<br />
2001-2-26,19,16,12,17,15,12,100,95,83,1024,1023,1020,10,8,2,19,10,,0.00,6,Fog-Rain,56<br />
2001-2-27,21,16,11,16,14,11,100,91,64,1023,1021,1019,10,6,0,16,6,35,0.00,6,Fog-Rain-Thunderstorm,62<br />
