
CST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2012-1-1,3,-2,-6,-2,-4,-7,93,85,56,1032,1030,1028,2,1,0,11,3,,0.00,0,Fog,287<br />
2012-1-2,8,1,-5,-2,-8,-15,93,55,18,1032,1030,1027,6,4,0,21,10,,0.00,,Fog,298<br />
2012-1-3,3,-1,-4,-7,-12,-14,59,42,30,1038,1035,1032,10,8,6,14,8,,0.00,2,,91<br />
2012-1-4,1,-4,-9,-11,-14,-18,68,48,25,1037,1033,1029,7,6,6,18,13,,0.00,0,,52<br />
2012-1-5,-1,-6,-10,-11,-13,-16,79,53,32,1029,1027,1024,8,6,3,14,6,,0.00,0,,45<br />
2012-1-6,3,-3,-10,-8,-12,-14,86,55,30,1031,1028,1026,6,4,2,11,5,,0.00,0,,47<br />
2012-1-7,2,0,-5,-6,-8,-9,80,59,44,1034,1032,1031,2,2,1,14,6,,0.00,5,Snow,14<br />
2012-1-8,4,-2,-7,-4,-6,-9,93,72,52,1032,1031,1028,1,1,1,11,5,,0.00,2,,26<br />
2012-1-9,5,-2,-8,-4,-6,-9,93,76,49,1033,1030,1028,1,1,1,6,2,,0.00,0,Fog,236<br />
2012-1-10,4,-1,-5,-4,-5,-10,93,73,36,1035,1032,1030,3,1,1,11,3,,0.00,,Fog,350<br />
2012-1-11,4,-1,-5,-6,-9,-13,86,58,28,1036,1033,1029,5,2,1,18,8,,0.00,0,Fog,41<br />
2012-1-12,4,-1,-6,-6,-9,-10,74,60,39,1028,1026,1023,5,3,2,11,6,,0.00,5,,21<br />
2012-1-13,5,1,-3,-6,-7,-9,80,59,36,1028,1025,1023,3,2,1,11,5,,0.00,6,,17<br />
2012-1-14,5,2,-3,-4,-5,-6,80,67,49,1025,1022,1020,2,1,1,14,6,,0.00,2,,41<br />
2012-1-15,3,-3,-8,-5,-7,-9,93,71,41,1022,1017,1014,3,2,1,21,6,,0.00,0,,44<br />
2012-1-16,2,-2,-6,-2,-4,-9,93,81,70,1019,1016,1014,1,1,1,11,3,,0.00,7,Fog-Snow,12<br />
2012-1-17,4,-1,-6,-1,-3,-7,93,85,65,1021,1019,1016,1,0,0,14,5,,0.00,4,Fog,59<br />
2012-1-18,-1,-3,-4,-2,-3,-4,100,95,93,1023,1020,1018,1,0,0,11,6,,0.00,8,Fog-Snow,33<br />
2012-1-19,3,1,-1,-2,-2,-3,93,80,65,1025,1023,1022,2,1,0,11,3,,0.00,8,Fog,14<br />
2012-1-20,1,0,-1,0,-1,-2,100,91,81,1026,1024,1023,1,1,0,21,6,,0.00,8,Fog-Snow,52<br />
2012-1-21,0,-2,-3,-1,-3,-4,93,93,93,1032,1028,1024,2,1,1,26,18,,0.00,8,Fog-Snow,59<br />
2012-1-22,-3,-4,-7,-4,-9,-13,93,73,47,1033,1032,1030,10,5,1,14,11,,0.00,7,Fog-Snow,53<br />
2012-1-23,-3,-8,-13,-8,-10,-15,93,82,64,1031,1029,1028,3,2,1,11,6,,0.00,5,Fog-Snow,263<br />
2012-1-24,-2,-7,-12,-9,-13,-15,80,59,37,1034,1031,1029,6,4,2,21,10,,0.00,0,,250<br />
2012-1-25,0,-8,-15,-9,-12,-18,80,68,44,1029,1025,1021,7,4,1,11,5,,0.00,0,,232<br />
2012-1-26,1,-6,-11,-6,-9,-13,86,73,44,1023,1021,1019,5,2,1,14,6,,0.00,0,,250<br />
2012-1-27,4,-3,-9,-3,-7,-11,86,73,48,1023,1020,1018,3,1,1,11,5,,0.00,0,,173<br />
2012-1-28,5,1,-3,-3,-4,-5,86,73,53,1026,1024,1022,3,1,1,11,6,,0.00,0,Fog,257<br />
