
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2005-1-1,28,23,19,19,18,16,94,74,54,1019,1018,1017,10,9,5,26,11,,0.00,5,,184<br />
2005-1-2,28,23,19,19,18,17,88,73,58,1020,1018,1016,10,10,10,24,13,,0.00,4,,154<br />
2005-1-3,29,24,19,20,18,15,94,74,42,1020,1017,1015,10,8,3,26,11,47,0.00,6,Rain-Thunderstorm,66<br />
2005-1-4,24,21,19,20,19,18,94,88,69,1017,1015,1012,10,8,3,19,10,,0.00,6,Rain,56<br />
2005-1-5,24,22,20,20,19,19,100,86,78,1015,1013,1011,10,8,2,27,10,,0.00,7,Rain,357<br />
2005-1-6,28,24,22,21,19,19,83,75,58,1016,1014,1012,10,10,10,24,14,,0.00,6,,1<br />
2005-1-7,29,26,22,21,20,18,88,75,51,1018,1016,1014,10,9,7,26,10,,0.00,5,Rain-Thunderstorm,12<br />
2005-1-8,29,26,22,21,20,19,88,75,55,1018,1016,1013,10,9,4,200,16,,0.00,4,,62<br />
2005-1-9,30,26,22,22,20,18,94,75,48,1022,1013,1010,10,7,1,23,11,,0.00,4,Rain-Thunderstorm,35<br />
2005-1-10,31,27,23,21,20,18,83,69,51,1013,1012,1010,10,9,1,27,11,,0.00,6,Rain,356<br />
2005-1-11,25,23,21,22,21,20,94,92,78,1014,1013,1011,10,6,1,19,11,,0.00,7,Rain-Thunderstorm,174<br />
2005-1-12,24,21,19,20,19,17,100,89,73,1016,1015,1013,10,7,2,23,14,,0.00,7,Rain,178<br />
2005-1-13,26,22,18,18,17,16,88,76,54,1016,1014,1012,10,8,5,21,11,,0.00,5,,159<br />
2005-1-14,27,22,17,19,17,15,88,77,57,1014,1012,1011,10,9,6,23,10,,0.00,3,,147<br />
2005-1-15,32,26,20,19,18,17,88,63,40,1012,1010,1007,10,8,6,26,11,,0.00,2,,26<br />
2005-1-16,29,24,20,22,21,19,94,78,58,1013,1010,1009,10,7,3,24,16,,0.00,7,Rain,290<br />
2005-1-17,22,20,19,20,19,18,100,92,83,1014,1012,1011,10,7,2,19,14,,0.00,8,Rain,179<br />
2005-1-18,24,22,20,21,20,18,94,90,83,1014,1012,1011,8,6,4,19,8,,0.00,8,,169<br />
2005-1-19,26,23,21,21,21,20,94,84,69,1013,1012,1010,10,7,3,19,10,,0.00,7,Rain,23<br />
2005-1-20,23,22,21,21,20,10,94,88,46,1013,1011,1010,10,7,1,23,13,,0.00,7,Rain,353<br />
2005-1-21,25,22,20,21,20,19,100,92,78,1018,1015,1012,10,5,0,21,10,,0.00,8,Rain,334<br />
2005-1-22,26,23,20,22,21,19,100,90,74,1019,1018,1016,10,5,1,37,6,55,0.00,7,Fog-Rain-Thunderstorm,155<br />
2005-1-23,28,24,21,22,20,19,94,84,61,1019,1016,1014,10,7,2,27,6,,0.00,6,,167<br />
2005-1-24,28,24,21,22,21,19,89,82,62,1016,1014,1010,10,7,5,29,10,,0.00,6,Rain-Thunderstorm,126<br />
2005-1-25,26,22,19,21,20,17,94,86,69,1015,1011,1009,10,9,5,32,16,,0.00,5,Rain-Thunderstorm,346<br />
2005-1-26,19,17,16,18,16,14,100,92,88,1022,1018,1014,10,6,3,204,23,,0.00,7,Rain,169<br />
2005-1-27,19,17,16,17,16,14,100,90,78,1022,1021,1019,10,7,2,21,13,,0.00,8,Rain,142<br />
2005-1-28,22,19,17,19,17,16,100,88,78,1022,1019,1016,10,6,2,14,10,,0.00,7,Rain,112<br />
2005-1-29,23,21,19,20,18,18,94,89,78,1018,1016,1015,9,7,5,14,10,,0.00,8,Rain,122<br />
2005-1-30,25,22,19,21,18,17,94,82,69,1018,1016,1014,10,9,8,24,11,,0.00,5,,136<br />
2005-1-31,26,22,19,19,18,16,94,80,54,1018,1017,1016,10,9,5,34,16,,0.00,5,,150<br />
