
CAT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,28,22,16,19,18,17,100,76,45,1020,1018,1015,31,14,10,23,11,,0.00,4,,7<br />
2013-1-2,24,21,18,19,18,17,100,87,65,1020,1018,1015,31,12,1,19,10,,0.00,6,Rain-Thunderstorm,59<br />
2013-1-3,26,21,17,20,18,17,100,84,55,1019,1017,1015,31,12,5,19,10,,0.00,6,,28<br />
2013-1-4,25,22,19,20,19,18,100,92,74,1019,1017,1015,31,11,3,21,10,,0.00,6,Rain-Thunderstorm,332<br />
2013-1-5,21,19,17,19,18,17,100,96,88,1020,1018,1017,31,14,3,11,8,,0.00,6,Rain-Thunderstorm,127<br />
2013-1-6,26,21,17,19,18,16,100,87,61,1022,1020,1017,31,12,0,27,11,,0.00,5,Rain-Thunderstorm,71<br />
2013-1-7,27,21,16,19,17,14,100,77,56,1022,1020,1018,31,14,10,23,10,,0.00,5,,103<br />
2013-1-8,26,20,14,19,16,14,100,76,57,1022,1021,1018,31,12,9,14,8,,0.00,4,Rain-Thunderstorm,139<br />
2013-1-9,28,21,15,18,17,14,100,74,49,1021,1019,1016,31,14,10,16,8,,0.00,4,Rain,148<br />
2013-1-10,27,22,18,19,18,18,100,84,48,1019,1017,1014,31,14,10,26,11,,0.00,6,Rain-Thunderstorm,297<br />
2013-1-11,27,22,17,19,18,16,99,83,48,1017,1015,1014,31,12,2,27,11,,0.00,6,Rain-Thunderstorm,290<br />
2013-1-12,26,21,17,19,18,17,100,86,56,1017,1015,1013,26,11,8,27,14,,0.00,6,Rain-Thunderstorm,293<br />
2013-1-13,21,19,18,19,18,18,100,95,79,1017,1016,1014,31,10,2,19,13,,0.00,7,Rain,272<br />
2013-1-14,22,20,18,19,18,18,100,91,71,1017,1016,1014,31,10,1,27,13,40,0.00,7,Rain,23<br />
2013-1-15,23,20,18,19,18,17,100,85,69,1022,1020,1017,31,12,7,32,23,48,0.00,6,Rain,32<br />
2013-1-16,25,21,18,19,18,17,100,86,65,1024,1022,1020,31,12,6,24,16,,0.00,6,Rain-Thunderstorm,51<br />
2013-1-17,27,22,18,19,18,16,100,78,47,1024,1022,1020,31,14,10,19,10,,0.00,6,,71<br />
2013-1-18,28,23,18,18,17,15,94,72,48,1022,1020,1016,31,12,10,19,10,,0.00,5,Thunderstorm,333<br />
