
EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,5,1,-3,-2,-6,-11,59,51,43,1016,1012,1011,16,16,14,39,25,56,T,7,Rain,290<br />
2013-1-2,1,-2,-5,-9,-11,-13,55,48,41,1022,1018,1016,16,16,16,39,22,45,0.00,7,,315<br />
2013-1-3,1,-1,-4,-8,-9,-11,63,52,41,1023,1020,1018,16,16,16,29,18,42,0.00,5,,293<br />
2013-1-4,4,2,1,-6,-7,-8,56,50,44,1019,1016,1014,16,16,16,39,25,50,0.00,3,,260<br />
2013-1-5,6,4,1,-6,-7,-9,52,46,39,1025,1023,1017,16,16,16,45,16,53,0.00,3,,276<br />
2013-1-6,8,5,1,-1,-3,-6,82,60,38,1023,1019,1015,16,14,10,29,16,39,T,6,Snow,240<br />
2013-1-7,7,6,3,-2,-4,-7,64,51,37,1029,1025,1018,16,16,16,29,15,37,0.00,1,,297<br />
2013-1-8,9,6,3,-1,-3,-5,64,55,46,1030,1029,1028,16,16,16,32,13,39,0.00,3,,223<br />
2013-1-9,11,7,2,2,0,-3,85,70,54,1029,1025,1020,16,14,8,40,14,58,0.00,5,,222<br />
2013-1-10,9,7,4,-1,-4,-6,54,44,34,1034,1031,1024,16,16,16,40,19,56,0.00,3,,325<br />
2013-1-11,7,5,3,6,1,-4,100,77,54,1034,1026,1019,16,11,1,19,12,32,12.45,8,Rain,55<br />
2013-1-12,8,7,6,6,6,5,100,96,92,1022,1020,1018,11,4,0,21,10,24,1.27,8,Fog-Rain,39<br />
2013-1-13,10,8,6,9,7,5,100,93,86,1021,1019,1016,16,4,0,21,9,26,T,8,Fog,165<br />
2013-1-14,13,8,4,11,6,-1,100,75,50,1026,1019,1014,16,9,0,32,14,45,1.52,8,Fog-Rain,286<br />
2013-1-15,4,3,2,0,-3,-5,82,68,54,1027,1025,1023,16,16,13,23,13,27,2.79,8,Rain,15<br />
2013-1-16,4,3,1,1,-1,-3,96,83,70,1023,1016,1011,16,10,5,34,12,39,17.02,8,Rain,3<br />
2013-1-17,7,4,2,0,-3,-5,76,63,49,1019,1016,1013,16,16,16,34,17,39,0.00,7,,312<br />
2013-1-18,2,-1,-3,-6,-13,-17,59,44,28,1032,1027,1016,16,16,14,32,19,40,T,4,Snow,321<br />
2013-1-19,11,6,-1,-3,-6,-13,61,46,30,1029,1022,1013,16,16,16,35,23,48,0.00,4,,215<br />
2013-1-20,12,6,-1,-3,-6,-14,53,35,16,1017,1010,1005,16,16,16,56,28,77,0.00,2,,257<br />
2013-1-21,0,-1,-2,-8,-12,-14,58,47,36,1019,1015,1010,16,16,16,35,15,48,0.00,6,,273<br />
2013-1-22,-2,-6,-9,-11,-16,-21,63,47,31,1023,1017,1010,16,16,14,42,32,58,T,3,,299<br />
2013-1-23,-7,-9,-11,-17,-19,-22,58,46,33,1025,1023,1022,16,16,16,39,23,47,0.00,3,,304<br />
2013-1-24,-4,-7,-9,-16,-17,-18,59,47,35,1029,1024,1021,16,16,16,48,25,61,0.00,2,,326<br />
2013-1-25,-4,-7,-10,-8,-13,-18,77,56,35,1030,1024,1018,16,11,2,39,14,48,1.02,7,Snow,257<br />
2013-1-26,-2,-4,-8,-11,-13,-15,73,56,39,1028,1022,1017,16,16,16,37,24,50,0.00,2,,323<br />
2013-1-27,2,-2,-6,-11,-13,-14,62,47,32,1033,1031,1029,16,16,16,32,18,40,0.00,2,,306<br />
2013-1-28,3,1,-2,0,-4,-12,89,66,43,1032,1025,1016,16,9,1,24,12,32,5.59,8,Rain-Snow,211<br />
2013-1-29,8,6,3,4,2,1,92,84,76,1021,1019,1016,14,8,2,27,13,35,2.29,8,Rain,43<br />
2013-1-30,12,8,3,11,7,2,100,92,83,1018,1008,995,16,8,0,37,14,50,0.76,8,Fog-Rain,154<br />
2013-1-31,16,8,-1,13,-1,-14,93,62,30,1009,995,984,16,13,3,74,39,103,22.35,5,Rain,239<br />
2013-2-1,0,-2,-4,-11,-12,-14,55,46,36,1024,1014,1009,16,16,16,50,28,64,0.00,4,,285<br />
2013-2-2,-1,-4,-7,-7,-13,-17,81,56,31,1026,1022,1018,16,14,3,34,17,45,0.25,6,Snow,247<br />
2013-2-3,-1,-2,-4,-6,-7,-10,88,69,49,1017,1012,1009,16,11,2,24,11,29,0.76,6,Snow,349<br />
2013-2-4,-1,-2,-4,-7,-13,-15,69,51,32,1015,1013,1009,16,16,16,42,26,53,0.00,5,,271<br />
2013-2-5,0,-1,-2,-2,-4,-10,85,66,47,1015,1013,1013,16,10,4,23,13,32,0.51,8,Snow,56<br />
2013-2-6,4,2,-1,-2,-7,-17,85,59,32,1028,1019,1013,16,12,5,39,18,47,T,5,Snow,326<br />
2013-2-7,1,-1,-3,-6,-13,-17,63,46,28,1033,1030,1027,16,16,16,21,14,34,0.00,7,,45<br />
2013-2-8,2,0,-3,-1,-2,-5,92,78,63,1026,1011,1003,16,5,1,52,30,71,17.02,8,Fog-Rain-Snow,35<br />
2013-2-9,1,-2,-5,-3,-8,-15,92,64,35,1027,1015,1008,16,12,0,48,29,61,20.32,5,Fog-Snow,325<br />
2013-2-10,2,-2,-7,-4,-12,-14,69,52,35,1032,1029,1027,16,16,16,32,11,40,0.00,4,,286<br />
2013-2-11,8,4,1,6,3,-6,100,81,61,1026,1013,1004,16,6,0,23,6,27,13.21,8,Fog-Rain,93<br />
2013-2-12,7,6,3,3,-4,-6,89,65,40,1015,1011,1006,16,16,16,45,24,56,0.00,5,,280<br />
