
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2013-1-1,-3,-9,-15,-11,-14,-17,80,63,46,1025,1023,1016,16,14,8,24,11,24,0.00,3,,206<br />
2013-1-2,0,-5,-10,-13,-15,-17,67,48,28,1028,1025,1022,16,16,16,34,12,42,0.00,5,,228<br />
2013-1-3,1,-5,-11,-14,-18,-23,67,43,19,1030,1027,1022,16,16,16,29,13,35,0.00,1,,194<br />
2013-1-4,8,-1,-9,-11,-16,-19,54,35,16,1024,1021,1017,16,16,16,24,12,29,0.00,0,,220<br />
2013-1-5,3,-3,-9,-9,-12,-16,67,50,32,1028,1024,1018,16,16,16,24,13,27,0.00,0,,182<br />
2013-1-6,8,-1,-11,-9,-13,-18,61,40,18,1026,1020,1011,16,16,16,26,11,29,0.00,4,,226<br />
2013-1-7,11,3,-4,-7,-12,-16,60,37,14,1017,1012,1008,16,16,16,27,15,32,0.00,6,,180<br />
2013-1-8,12,4,-3,-7,-10,-14,63,43,22,1022,1014,1007,16,16,16,42,15,56,0.00,4,,240<br />
2013-1-9,16,5,-6,-8,-10,-12,60,37,14,1027,1021,1013,16,16,16,40,22,48,0.00,1,,206<br />
2013-1-10,8,2,-4,-6,-10,-14,59,41,23,1011,1003,994,16,16,14,50,17,61,0.00,5,,221<br />
2013-1-11,6,-6,-18,-5,-10,-22,88,59,29,1013,999,989,16,8,0,50,25,56,2.03,6,Fog-Snow,69<br />
2013-1-12,-12,-18,-24,-15,-21,-27,91,77,63,1024,1017,1007,16,10,0,21,11,26,T,4,Fog-Snow,166<br />
2013-1-13,-12,-17,-23,-17,-21,-25,82,73,63,1027,1025,1017,16,14,5,16,9,19,T,5,Snow,162<br />
2013-1-14,-11,-17,-22,-17,-20,-25,87,75,63,1029,1023,1016,16,8,1,16,7,16,T,4,Fog-Snow,245<br />
2013-1-15,2,-10,-22,-9,-17,-26,72,53,34,1027,1024,1016,16,15,11,26,13,29,0.00,5,,217<br />
2013-1-16,9,2,-5,-4,-9,-12,69,50,31,1029,1024,1021,16,16,16,24,15,29,0.00,2,,199<br />
2013-1-17,9,2,-6,-4,-8,-11,69,50,31,1032,1028,1023,16,16,16,26,14,27,0.00,0,,197<br />
2013-1-18,15,7,-2,-9,-14,-19,53,31,9,1022,1019,1015,16,16,16,27,14,32,0.00,1,,225<br />
2013-1-19,14,5,-4,-10,-14,-20,60,36,11,1023,1020,1015,16,16,16,27,14,37,0.00,2,,202<br />
2013-1-20,8,-1,-9,-8,-11,-14,84,52,20,1026,1023,1019,16,16,16,37,14,42,0.00,3,,100<br />
2013-1-21,13,3,-8,-7,-14,-19,77,45,12,1025,1020,1015,16,16,16,27,15,35,0.00,1,,238<br />
2013-1-22,18,8,-3,-14,-21,-29,28,16,3,1021,1016,1014,16,16,16,29,14,34,0.00,3,,212<br />
2013-1-23,14,8,2,-10,-18,-23,30,19,7,1020,1018,1016,16,16,16,35,16,39,0.00,6,,208<br />
2013-1-24,19,8,-2,-5,-11,-18,53,31,9,1017,1015,1011,16,16,16,61,18,72,0.00,5,,266<br />
2013-1-25,16,7,-2,-4,-5,-7,69,46,23,1019,1017,1015,16,16,16,27,16,34,0.00,4,,190<br />
2013-1-26,12,4,-4,1,-3,-7,82,57,32,1015,1011,1005,16,16,11,24,7,24,0.25,6,Rain,270<br />
2013-1-27,14,7,-1,3,-2,-9,89,58,26,1007,1005,1003,16,13,5,34,13,39,0.00,3,,206<br />
2013-1-28,14,5,-4,-2,-5,-9,92,59,26,1007,1003,996,16,11,1,53,22,63,4.83,7,Fog-Snow,50<br />
2013-1-29,-1,-6,-10,-8,-10,-14,88,65,42,1016,1008,1005,16,13,2,50,15,64,0.76,7,Snow,53<br />
2013-1-30,3,-7,-17,-11,-14,-19,79,52,25,1017,1013,1011,16,16,16,29,12,34,0.00,5,,216<br />
2013-1-31,6,-1,-7,-3,-8,-12,84,61,38,1022,1018,1012,16,16,16,29,14,35,0.00,3,,127<br />
2013-2-1,9,2,-6,-6,-8,-12,74,49,23,1022,1019,1014,16,16,16,56,19,69,0.00,3,,260<br />
2013-2-2,14,4,-6,-8,-10,-16,81,46,11,1028,1024,1021,16,16,16,29,19,34,0.00,1,,164<br />
2013-2-3,13,4,-5,-6,-10,-15,68,41,14,1022,1016,1011,16,16,16,26,10,29,0.00,6,,209<br />
2013-2-4,14,4,-6,-10,-13,-18,62,36,10,1015,1012,1009,16,16,16,40,18,47,0.00,4,,219<br />
2013-2-5,15,4,-6,-8,-11,-12,58,38,17,1017,1012,1007,16,16,16,35,17,48,0.00,4,,176<br />
2013-2-6,15,7,-1,-1,-6,-11,54,37,19,1017,1011,1006,16,13,2,29,14,37,0.25,6,Rain-Snow,333<br />
2013-2-7,9,3,-4,-3,-8,-17,85,50,14,1022,1019,1015,16,16,11,40,14,48,T,2,,187<br />
2013-2-8,11,3,-5,-7,-9,-11,63,43,22,1015,1010,1004,16,16,16,40,13,48,0.00,3,,236<br />
2013-2-9,2,-2,-7,-3,-7,-12,78,61,44,1006,1002,999,16,14,3,34,14,40,T,5,Snow,334<br />
2013-2-10,2,-3,-9,-8,-11,-14,74,52,29,1019,1010,1002,16,16,16,45,19,53,0.00,7,,13<br />
2013-2-11,-1,-7,-13,-11,-13,-16,80,62,43,1022,1019,1016,16,16,16,21,12,26,T,5,Snow,222<br />
2013-2-12,6,-2,-10,-12,-17,-24,74,43,11,1020,1018,1016,16,15,11,24,14,34,0.00,2,,190<br />
2013-2-13,9,1,-7,-13,-14,-18,42,30,18,1017,1014,1012,16,16,16,40,21,52,0.00,4,,239<br />
2013-2-14,3,-3,-9,-6,-8,-13,81,64,47,1028,1022,1015,16,11,1,52,17,63,0.25,7,Snow,79<br />
2013-2-15,3,-3,-9,-9,-11,-13,74,52,29,1030,1027,1024,16,16,14,56,19,71,T,6,Snow,177<br />
2013-2-16,14,6,-4,-12,-14,-15,67,40,12,1023,1018,1012,16,16,16,34,18,42,0.00,1,,253<br />
