
UYST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2006-1-1,27,21,16,18,16,13,94,71,44,1012,1011,1010,10,10,10,23,11,,0.00,1,,106<br />
2006-1-2,27,20,14,18,17,13,94,73,48,1013,1011,1010,10,10,10,21,14,,0.00,6,,92<br />
2006-1-3,22,20,18,19,17,13,100,81,68,1015,1013,1011,10,10,10,23,11,,0.00,6,,156<br />
2006-1-4,22,17,13,14,12,10,100,71,52,1014,1012,1010,10,10,8,24,5,,0.00,5,,160<br />
2006-1-5,26,19,12,17,12,8,94,64,32,1012,1011,1008,,,,23,11,,0.00,,,65<br />
2006-1-6,36,28,20,15,13,12,68,45,23,1011,1008,1007,10,10,8,34,21,,0.00,4,Rain,342<br />
2006-1-7,30,26,22,21,19,17,94,74,55,1011,1009,1006,10,9,8,32,16,,0.00,7,Rain-Thunderstorm,123<br />
2006-1-8,22,20,18,21,19,17,100,92,73,1012,1008,1003,10,9,2,55,26,74,0.00,7,Rain-Thunderstorm,71<br />
2006-1-9,34,27,20,21,20,19,100,75,46,1012,1008,1001,10,9,4,37,16,55,0.00,5,Rain-Thunderstorm,46<br />
2006-1-10,28,24,19,22,21,13,100,80,60,1019,1010,1002,10,8,3,37,26,55,0.00,7,Rain-Thunderstorm,129<br />
2006-1-11,24,21,18,21,16,7,88,74,43,1018,1016,1011,10,10,8,40,19,47,0.00,7,Rain,96<br />
2006-1-12,30,25,20,25,21,18,100,90,70,1015,1012,1009,10,8,3,48,18,74,0.00,6,Rain-Thunderstorm,82<br />
2006-1-13,21,19,18,17,13,10,88,70,59,1020,1018,1016,10,10,10,24,16,,0.00,6,Rain,113<br />
2006-1-14,24,19,14,22,18,10,100,92,68,1018,1014,1010,10,7,3,32,16,47,0.00,8,Rain-Thunderstorm,64<br />
2006-1-15,25,22,19,22,20,18,100,91,74,1011,1009,1005,10,8,4,37,24,,0.00,7,Rain-Thunderstorm,339<br />
2006-1-16,22,20,18,20,16,10,100,75,53,1022,1015,1010,10,10,8,32,14,,0.00,8,Rain-Thunderstorm,142<br />
2006-1-17,21,16,12,14,12,10,88,66,49,1025,1023,1023,10,10,10,24,14,,0.00,2,,166<br />
2006-1-18,22,17,12,16,13,10,94,71,56,1025,1021,1016,10,10,10,34,16,,0.00,2,,96<br />
2006-1-19,27,21,15,20,16,10,94,74,34,1016,1013,1009,10,10,10,29,18,,0.00,2,,79<br />
2006-1-20,25,22,20,21,19,18,94,82,69,1012,1010,1009,10,10,10,26,13,,0.00,2,,96<br />
2006-1-21,23,21,20,20,19,17,100,88,78,1015,1013,1010,10,10,10,29,16,,0.00,6,,140<br />
2006-1-22,21,19,18,16,14,13,83,72,60,1018,1016,1015,10,10,10,21,16,,0.00,6,,127<br />
2006-1-23,24,20,17,19,16,12,88,73,61,1015,1013,1009,10,10,10,26,14,,0.00,7,,96<br />
2006-1-24,27,22,17,19,17,15,94,73,57,1011,1009,1006,10,10,10,29,18,,0.00,3,,71<br />
2006-1-25,25,22,20,21,19,14,100,80,60,1016,1010,1005,10,9,5,37,18,,0.00,5,Rain,191<br />
2006-1-26,23,18,14,17,12,9,88,62,43,1020,1017,1016,10,10,10,23,11,,0.00,0,,124<br />
2006-1-27,30,22,14,13,11,8,82,51,27,1017,1015,1011,10,10,10,26,18,,0.00,0,,16<br />
2006-1-28,32,24,18,21,16,12,78,56,38,1015,1013,1010,10,10,10,16,13,,0.00,0,,54<br />
2006-1-29,35,28,20,21,18,14,83,60,41,1011,1009,1006,10,10,10,32,19,,0.00,0,,342<br />
2006-1-30,24,20,17,21,16,11,100,74,56,1017,1012,1008,10,9,3,32,19,,0.00,5,Rain-Thunderstorm,143<br />
2006-1-31,24,18,12,18,13,11,94,69,44,1018,1016,1014,10,10,10,23,16,,0.00,2,,82<br />
2006-2-1,28,22,17,19,17,13,94,76,39,1017,1015,1013,10,9,6,23,14,,0.00,5,Rain,73<br />
2006-2-2,26,22,18,19,17,14,100,79,50,1016,1013,1010,10,9,6,27,16,,0.00,6,Rain,77<br />
2006-2-3,26,22,19,22,20,17,100,84,69,1011,1010,1009,10,10,6,21,10,,0.00,6,Rain-Thunderstorm,106<br />
2006-2-4,27,23,21,22,21,19,94,87,70,1011,1008,1004,10,9,4,26,16,,0.00,6,Rain,67<br />
2006-2-5,31,26,21,22,19,15,100,74,48,1007,1004,1002,10,10,10,37,21,55,0.00,1,,292<br />
2006-2-6,26,20,14,16,11,7,82,53,30,1010,1009,1008,10,10,10,45,24,63,0.00,1,,223<br />
2006-2-7,22,20,18,14,13,10,77,64,46,1013,1011,1010,10,10,10,23,16,,0.00,5,,187<br />
2006-2-8,21,16,11,13,11,10,94,70,52,1016,1014,1011,10,10,8,24,13,,0.00,2,,116<br />
2006-2-9,23,17,12,15,13,11,94,69,47,1019,1017,1016,10,10,10,19,10,,0.00,2,,153<br />
2006-2-10,24,18,13,18,15,13,100,75,57,1023,1021,1019,10,9,3,24,11,,0.00,3,,131<br />
2006-2-11,24,19,14,17,16,13,100,73,60,1022,1019,1017,10,10,10,26,13,,0.00,2,Fog,93<br />
2006-2-12,23,18,14,16,14,13,100,75,57,1018,1017,1016,10,10,10,23,11,,0.00,1,,97<br />
2006-2-13,29,21,13,18,14,10,94,68,37,1018,1016,1014,10,9,6,14,10,,0.00,1,,304<br />
2006-2-14,26,22,19,21,17,15,88,73,51,1015,1014,1013,10,9,5,14,6,,0.00,1,,127<br />
2006-2-15,30,22,15,18,14,12,88,60,37,1014,1013,1011,10,10,10,21,13,,0.00,1,,71<br />
2006-2-16,31,26,20,21,17,11,83,62,43,1012,1010,1008,10,10,10,23,16,,0.00,3,,66<br />
2006-2-17,30,26,21,23,20,17,88,77,51,1014,1012,1010,10,10,10,29,14,,0.00,4,,113<br />
2006-2-18,26,23,20,22,20,17,94,81,69,1017,1015,1014,10,10,10,26,14,,0.00,4,,118<br />
2006-2-19,28,24,20,22,21,18,100,80,62,1018,1017,1015,10,10,10,26,16,,0.00,0,,74<br />
2006-2-20,31,26,21,22,20,18,94,74,46,1017,1014,1010,10,10,10,27,18,,0.00,2,,70<br />
2006-2-21,30,25,20,22,19,16,94,72,48,1011,1009,1006,10,10,10,27,19,,0.00,1,,66<br />
