
IST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,30,24,19,16,14,9,78,56,27,1014,1011,1009,4,2,1,14,3,,0.00,,,281<br />
2009-1-2,32,26,21,20,16,12,69,55,29,1014,1012,1010,4,2,1,14,5,,0.00,,,194<br />
2009-1-3,31,26,22,23,19,18,89,68,48,1016,1013,1012,6,3,1,19,5,,0.00,,,314<br />
2009-1-4,30,27,23,22,19,16,88,68,43,1015,1013,1011,3,2,1,19,6,,0.00,,,331<br />
2009-1-5,29,24,21,18,16,12,78,59,35,1013,1012,1009,5,3,2,19,6,,0.00,1,,347<br />
2009-1-6,29,24,20,15,13,9,73,53,35,1014,1012,1010,5,4,2,19,8,,0.00,,,11<br />
2009-1-7,29,24,20,16,13,10,61,51,36,1014,1012,1010,4,3,2,16,5,,0.00,3,,335<br />
2009-1-8,29,24,21,18,15,13,73,57,37,1015,1013,1011,4,2,1,16,5,,0.00,1,,305<br />
2009-1-9,29,24,21,19,17,16,83,64,48,1016,1014,1013,4,2,1,19,5,,0.00,1,,26<br />
2009-1-10,32,26,21,19,17,16,78,63,38,1016,1014,1012,4,2,1,16,8,,0.00,,,40<br />
2009-1-11,31,27,23,20,18,17,78,60,43,1016,1014,1012,4,2,1,16,6,,0.00,,,264<br />
2009-1-12,33,28,23,21,18,16,78,57,36,1018,1015,1014,4,3,2,23,6,,0.00,1,,87<br />
2009-1-13,33,28,23,19,17,14,69,54,31,1019,1016,1015,4,3,3,19,6,,0.00,2,,328<br />
2009-1-14,32,28,24,21,17,13,70,54,31,1020,1017,1015,4,3,2,19,6,,0.00,1,,87<br />
2009-1-15,33,28,23,20,17,11,78,54,26,1019,1016,1014,4,3,2,19,5,,0.00,,,100<br />
2009-1-16,33,28,23,18,16,11,65,49,26,1018,1016,1013,4,3,2,21,6,,0.00,,,31<br />
2009-1-17,33,28,23,20,14,9,65,48,23,1017,1014,1012,4,3,2,16,5,,0.00,1,,40<br />
2009-1-18,33,28,23,19,17,12,69,54,28,1016,1013,1011,4,2,1,19,3,,0.00,1,,338<br />
2009-1-19,32,28,25,18,15,12,61,46,29,1015,1012,1011,4,3,1,19,8,,0.00,2,,48<br />
2009-1-20,33,28,24,17,14,11,57,45,29,1015,1013,1011,4,3,2,19,6,,0.00,2,,309<br />
2009-1-21,34,28,23,18,15,11,65,46,24,1015,1012,1010,4,3,2,16,8,,0.00,2,,299<br />
2009-1-22,34,29,24,19,15,12,69,46,26,1014,1012,1009,4,3,2,19,8,,0.00,2,,40<br />
2009-1-23,35,29,23,19,14,9,65,43,20,1013,1010,1008,5,3,2,19,8,,0.00,,,345<br />
2009-1-24,36,30,25,19,14,8,58,44,18,1011,1010,1008,5,3,2,21,8,,0.00,2,,103<br />
2009-1-25,32,28,25,20,16,12,74,51,33,1013,1011,1009,5,3,2,23,8,,0.00,2,,338<br />
2009-1-26,31,26,22,20,18,16,78,63,45,1014,1011,1009,4,3,2,19,6,,0.00,,,332<br />
