
MST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2009-1-1,-7,-15,-23,-8,-18,-25,100,79,49,1013,1008,1002,24,12,2,40,11,48,0.00,6,Snow,153<br />
2009-1-2,-22,-24,-27,-24,-28,-32,84,69,59,1022,1013,1007,32,16,4,40,27,,0.00,7,Snow,348<br />
2009-1-3,-8,-19,-28,-20,-26,-32,77,59,38,1026,1023,1021,24,24,24,29,10,,0.00,1,Snow,216<br />
2009-1-4,-4,-8,-11,-12,-17,-20,73,50,38,1021,1014,999,24,24,24,35,23,45,0.00,2,Snow,209<br />
2009-1-5,1,-4,-8,-10,-12,-13,68,47,41,1001,996,992,24,24,24,52,29,61,0.00,4,Snow,261<br />
2009-1-6,-1,-6,-10,-8,-10,-12,93,78,47,1009,1006,1001,32,23,6,27,18,27,0.00,5,Snow,156<br />
2009-1-7,-8,-11,-13,-8,-12,-13,100,98,92,1006,1003,1001,8,3,0,19,11,,0.00,8,Fog-Snow,138<br />
2009-1-8,-12,-14,-16,-12,-15,-18,100,92,85,1025,1008,1000,19,8,2,32,13,32,0.00,8,Snow,356<br />
2009-1-9,2,-8,-17,-8,-13,-18,92,71,41,1029,1025,1019,24,23,19,45,14,53,0.00,6,Snow,224<br />
2009-1-10,4,0,-4,-8,-9,-10,74,50,39,1025,1021,1018,24,24,24,53,26,64,0.00,4,Snow,277<br />
2009-1-11,5,0,-6,-6,-7,-9,93,60,39,1030,1020,1014,24,24,24,37,14,47,0.00,5,,271<br />
2009-1-12,7,-2,-10,-6,-7,-10,100,76,37,1032,1026,1014,32,25,24,48,11,63,0.00,5,,198<br />
2009-1-13,8,-1,-10,-1,-4,-10,100,66,40,1030,1019,1011,24,22,11,58,34,71,0.00,6,,327<br />
2009-1-14,-1,-7,-12,-1,-9,-12,100,96,92,1033,1032,1030,19,7,1,16,11,,0.00,8,Snow,172<br />
2009-1-15,7,-1,-8,-1,-4,-8,100,76,42,1031,1028,1024,24,24,19,13,6,,0.00,1,,233<br />
2009-1-16,10,4,-2,-3,-7,-10,69,42,25,1030,1025,1020,24,24,24,32,11,45,0.00,2,,299<br />
2009-1-17,11,3,-4,-3,-7,-9,74,47,30,1034,1032,1030,24,24,24,21,8,,0.00,0,,257<br />
2009-1-18,14,7,0,-3,-7,-9,53,39,23,1035,1034,1033,32,25,24,26,10,,0.00,3,,261<br />
2009-1-19,10,-2,-13,-2,-8,-14,92,52,30,1035,1032,1023,32,25,24,27,6,,0.00,0,,233<br />
2009-1-20,6,-1,-7,-4,-7,-11,80,64,45,1030,1026,1021,24,24,24,11,3,,0.00,2,,275<br />
2009-1-21,6,0,-6,-4,-8,-11,80,62,42,1021,1017,1012,24,24,24,13,6,,0.00,3,,311<br />
2009-1-22,-2,-11,-21,-8,-17,-24,86,78,59,1044,1029,1011,24,14,3,52,29,61,0.00,7,Snow,356<br />
2009-1-23,-21,-22,-23,-24,-27,-29,77,71,59,1047,1045,1041,32,15,5,21,13,29,0.00,6,Snow,98<br />
2009-1-24,-20,-22,-25,-26,-27,-29,77,67,55,1042,1040,1037,24,21,11,13,5,,0.00,4,,339<br />
2009-1-25,-9,-17,-24,-22,-26,-29,71,50,27,1037,1033,1030,24,24,24,27,10,29,0.00,1,,290<br />
2009-1-26,-7,-15,-23,-20,-24,-28,71,49,30,1032,1026,1015,24,24,24,19,8,,0.00,1,,198<br />
2009-1-27,2,-4,-10,-11,-14,-22,41,36,21,1014,1006,1003,24,24,24,71,34,85,0.00,5,,258<br />
2009-1-28,2,-1,-6,-8,-13,-14,60,43,33,1022,1015,1007,24,24,24,47,31,60,0.00,6,,273<br />
2009-1-29,8,1,-6,-5,-8,-13,63,48,37,1022,1017,1015,24,24,24,45,14,58,0.00,6,,251<br />
2009-1-30,10,8,6,-5,-7,-9,43,35,26,1016,1010,998,24,24,24,50,35,61,0.00,7,,236<br />
2009-1-31,6,-1,-8,-5,-12,-18,93,52,27,1020,1011,999,24,22,8,66,31,77,0.00,5,Snow,289<br />
2009-2-1,1,-6,-11,-12,-14,-18,62,44,32,1026,1022,1019,24,24,24,27,14,32,0.00,3,,239<br />
2009-2-2,8,2,-4,-5,-8,-12,64,50,40,1021,1016,1013,24,24,24,39,10,50,0.00,7,,247<br />
2009-2-3,9,4,-1,-4,-7,-11,75,50,27,1022,1020,1013,24,24,24,21,10,,0.00,7,,209<br />
2009-2-4,14,7,-1,-5,-7,-10,64,40,23,1012,1010,1009,24,24,24,26,14,,0.00,6,,231<br />
2009-2-5,12,4,-2,-5,-7,-10,75,51,22,1009,1007,1004,24,24,24,21,6,,0.00,6,,206<br />
2009-2-6,-1,-3,-6,-4,-6,-8,86,80,69,1020,1009,1003,32,23,16,42,14,50,0.00,7,,351<br />
2009-2-7,8,-1,-9,-7,-8,-10,100,58,31,1020,1016,1012,24,24,24,37,16,47,0.00,4,,234<br />
2009-2-8,9,3,-2,-4,-7,-8,80,52,34,1012,1005,997,24,24,24,21,10,32,0.00,3,,213<br />
2009-2-9,5,2,-1,-4,-7,-12,69,54,41,1003,999,995,32,25,24,29,13,,0.00,4,,329<br />
2009-2-10,1,-4,-12,-5,-8,-13,100,77,38,1017,1011,1003,32,17,1,26,14,34,0.00,6,Snow,324<br />
2009-2-11,-5,-11,-16,-10,-13,-18,93,80,63,1023,1020,1017,24,24,24,11,5,,0.00,2,,335<br />
2009-2-12,-7,-10,-13,-10,-13,-15,92,81,73,1029,1025,1022,32,19,6,16,6,,0.00,8,Snow,17<br />
2009-2-13,-11,-13,-15,-13,-14,-15,100,89,79,1031,1029,1027,32,8,3,13,6,,0.00,8,Snow,117<br />
2009-2-14,-13,-14,-15,-15,-16,-16,92,88,85,1027,1026,1025,19,8,3,19,10,,0.00,8,Snow,140<br />
2009-2-15,-11,-14,-19,-14,-16,-20,92,86,73,1025,1023,1021,32,18,6,13,5,,0.00,5,Snow,124<br />
2009-2-16,-4,-12,-21,-11,-16,-22,100,79,50,1020,1014,1011,32,20,8,13,6,,0.00,1,,200<br />
2009-2-17,-1,-9,-16,-10,-14,-19,85,66,40,1016,1013,1010,24,24,24,11,5,,0.00,5,,282<br />
2009-2-18,1,-4,-9,-8,-11,-13,86,66,44,1025,1022,1017,32,25,24,32,6,,0.00,6,,288<br />
2009-2-19,0,-4,-9,-5,-8,-11,93,77,55,1025,1024,1023,32,18,4,32,10,40,0.00,7,Snow,348<br />
2009-2-20,2,-6,-13,-7,-10,-14,93,70,35,1029,1026,1023,24,24,24,14,8,,0.00,5,,251<br />
2009-2-21,2,-4,-10,-8,-10,-13,93,73,44,1026,1024,1023,32,23,16,16,6,,0.00,2,,159<br />
2009-2-22,-3,-8,-13,-6,-10,-14,100,89,74,1026,1023,1019,32,9,0,11,5,,0.00,5,Fog,63<br />
2009-2-23,-8,-9,-10,-9,-11,-11,100,89,79,1021,1020,1018,19,6,1,34,23,35,0.00,8,Snow,13<br />
2009-2-24,-10,-14,-18,-11,-16,-20,100,91,85,1025,1017,1014,24,6,1,24,13,,0.00,8,Snow,44<br />
2009-2-25,-19,-20,-22,-20,-23,-26,92,80,60,1032,1029,1025,16,9,1,21,16,,0.00,7,Snow,14<br />
2009-2-26,-20,-21,-23,-24,-26,-27,77,71,65,1031,1026,1022,24,14,5,23,14,,0.00,4,Snow,151<br />
2009-2-27,-4,-13,-22,-12,-18,-26,85,68,46,1035,1028,1022,24,24,24,21,11,,0.00,2,,351<br />
2009-2-28,-9,-16,-22,-15,-19,-26,92,75,49,1040,1035,1027,24,24,24,24,10,27,0.00,4,,142<br />
2009-3-1,2,-6,-13,-3,-9,-15,86,77,60,1026,1019,1014,24,20,13,21,13,,0.00,6,,185<br />
2009-3-2,11,1,-9,2,-3,-10,93,72,50,1015,1010,1006,24,24,24,14,5,,0.00,5,,174<br />
2009-3-3,5,2,-1,1,-1,-2,100,85,65,1007,1006,1004,32,15,1,26,11,27,0.00,7,Rain-Snow,335<br />
2009-3-4,7,1,-5,-1,-5,-9,100,69,31,1008,1003,999,32,19,10,34,10,39,0.00,5,,256<br />
2009-3-5,2,-7,-15,-6,-15,-19,86,75,52,1024,1014,999,24,13,1,63,37,74,0.00,7,Snow,347<br />
2009-3-6,-5,-11,-18,-11,-16,-20,92,72,50,1024,1019,1008,32,25,24,24,11,,0.00,2,,187<br />
2009-3-7,4,-2,-9,-5,-11,-16,100,55,22,1008,1002,998,24,16,0,55,21,71,0.00,5,Fog-Snow,276<br />
2009-3-8,-11,-16,-21,-12,-21,-25,92,71,61,1032,1023,1009,24,13,0,50,34,60,0.00,7,Fog-Snow,360<br />
2009-3-9,-21,-23,-25,-25,-28,-29,77,67,64,1035,1034,1032,24,9,2,16,10,,0.00,7,Snow,54<br />
2009-3-10,-22,-23,-26,-28,-29,-30,70,63,54,1036,1035,1033,32,10,2,26,6,,0.00,4,Snow,104<br />
2009-3-11,-10,-18,-26,-20,-25,-30,77,54,29,1033,1031,1028,24,24,24,19,10,,0.00,1,,179<br />
2009-3-12,6,-6,-16,-6,-13,-20,72,53,36,1028,1025,1020,32,25,24,34,8,42,0.00,2,,216<br />
2009-3-13,11,7,3,-4,-6,-8,56,42,33,1019,1010,1003,32,25,24,52,31,63,0.00,6,,259<br />
2009-3-14,9,4,-1,-4,-6,-8,75,51,30,1003,999,996,24,24,24,37,11,48,0.00,3,,217<br />
2009-3-15,6,-1,-8,-2,-6,-9,100,84,36,996,994,992,24,8,0,26,10,29,0.00,5,Fog-Snow,43<br />
2009-3-16,-4,-7,-8,-5,-7,-9,100,95,86,1015,1007,997,16,5,0,19,11,,0.00,6,Fog-Snow,108<br />
2009-3-17,-2,-6,-9,-6,-8,-10,100,89,74,1024,1019,1015,24,11,4,16,6,,0.00,5,,89<br />
2009-3-18,6,-3,-12,-5,-9,-13,100,67,31,1028,1025,1020,32,10,0,32,11,29,0.00,4,Fog,164<br />
2009-3-19,12,6,-1,-5,-6,-6,75,49,30,1019,1014,1010,24,24,24,35,14,45,0.00,5,,219<br />
2009-3-20,12,6,-1,0,-4,-6,75,52,33,1013,1011,1007,32,25,24,23,10,,0.00,2,,179<br />
2009-3-21,9,3,-3,-1,-3,-4,93,74,50,1015,1010,1006,32,16,1,48,19,48,0.00,6,Snow,6<br />
2009-3-22,-3,-4,-5,-3,-5,-7,100,91,80,1019,1012,1010,32,8,1,40,21,55,0.00,8,Fog-Snow,349<br />
2009-3-23,-1,-4,-7,-6,-8,-9,93,81,69,1026,1024,1019,32,26,24,52,24,50,0.00,3,Snow,2<br />
2009-3-24,-2,-6,-9,-5,-7,-10,93,87,80,1026,1021,1016,24,14,5,24,11,29,0.00,8,,140<br />
2009-3-25,-5,-8,-11,-8,-11,-15,93,80,63,1031,1021,1015,32,17,2,45,21,,0.00,7,Snow,24<br />
2009-3-26,-1,-9,-16,-9,-13,-18,85,67,43,1033,1029,1019,24,24,24,34,13,29,0.00,1,,191<br />
2009-3-27,5,-1,-7,-3,-7,-10,80,61,42,1016,1012,1010,32,25,24,35,13,47,0.00,5,,208<br />
2009-3-28,0,-2,-3,-2,-3,-6,100,91,80,1015,1012,1008,24,7,1,23,13,27,0.00,8,Snow,98<br />
2009-3-29,-1,-3,-8,-3,-7,-12,100,78,51,1023,1015,1007,24,7,1,37,24,47,0.00,7,Fog-Snow,11<br />
2009-3-30,5,-3,-11,-8,-11,-14,86,60,36,1023,1017,1012,24,24,24,27,13,,0.00,4,,234<br />
2009-3-31,6,1,-4,-3,-8,-10,86,54,36,1011,1006,1002,32,20,4,39,21,47,0.00,5,Snow,298<br />
2009-4-1,1,-1,-3,-3,-5,-9,93,78,59,1014,1011,1007,32,14,2,35,21,45,0.00,7,Snow,340<br />
2009-4-2,1,-4,-8,-3,-6,-10,100,82,55,1009,1006,1005,24,8,0,13,8,,0.00,5,Fog,24<br />
2009-4-3,-1,-3,-4,-3,-4,-7,100,87,64,1024,1015,1008,19,7,0,14,8,,0.00,8,Fog-Snow,46<br />
2009-4-4,3,-1,-5,-3,-5,-7,100,77,56,1031,1029,1025,32,15,0,19,8,,0.00,6,Fog,103<br />
2009-4-5,9,1,-6,-2,-4,-8,93,70,37,1032,1030,1026,24,24,24,26,13,35,0.00,1,,164<br />
