
BRST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
2003-1-1,31,28,26,25,23,22,84,76,62,1010,1009,1007,10,9,5,23,10,,0.00,2,,140<br />
2003-1-2,31,28,25,25,24,23,94,81,66,1010,1008,1007,10,9,8,32,11,,0.00,5,,149<br />
2003-1-3,30,28,25,25,24,23,94,83,70,1010,1009,1008,10,10,6,24,10,,0.00,5,,146<br />
2003-1-4,30,28,26,25,24,23,89,82,70,1010,1007,1003,10,10,7,23,10,,0.00,6,,183<br />
2003-1-5,35,31,27,25,24,21,89,71,44,1005,1003,1002,10,10,10,24,13,,0.00,6,,354<br />
2003-1-6,27,26,25,25,24,23,100,88,79,1010,1007,1005,10,8,2,23,8,,0.00,7,Rain,182<br />
2003-1-7,28,27,25,23,22,20,89,76,62,1013,1011,1009,10,10,10,19,11,,0.00,5,,170<br />
2003-1-8,29,26,23,23,21,19,88,73,58,1015,1014,1012,10,10,10,23,8,,0.00,2,,162<br />
2003-1-9,30,27,24,24,21,19,79,67,55,1015,1013,1011,,,,21,10,,0.00,,,158<br />
2003-1-10,33,29,26,25,24,23,89,74,59,1013,1010,1007,10,10,10,23,10,,0.00,2,Rain-Thunderstorm,129<br />
2003-1-11,30,27,23,25,21,17,94,68,45,1015,1009,1007,10,9,5,35,21,,0.00,5,Rain-Thunderstorm,226<br />
2003-1-12,29,27,25,26,23,21,100,77,62,1012,1010,1009,10,9,2,26,8,,0.00,6,Rain,173<br />
2003-1-13,26,24,23,24,23,21,100,91,83,1013,1012,1010,10,6,3,19,10,,0.00,7,Rain,156<br />
2003-1-14,25,24,23,23,23,22,100,94,89,1013,1012,1010,6,4,3,29,10,,0.00,8,Rain,174<br />
2003-1-15,28,26,23,23,23,22,100,85,70,1014,1013,1011,10,8,5,23,10,,0.00,6,Rain,166<br />
2003-1-16,29,26,23,23,23,21,94,81,70,1014,1012,1010,10,10,9,23,8,,0.00,4,,164<br />
2003-1-17,27,26,25,24,23,22,89,84,79,1013,1011,1009,10,9,5,14,10,,0.00,6,Rain-Thunderstorm,337<br />
2003-1-18,31,27,24,24,23,22,94,76,62,1012,1010,1008,10,9,5,45,11,,0.00,5,Rain,181<br />
2003-1-19,30,27,23,24,23,21,94,80,66,1012,1011,1009,10,10,5,27,14,,0.00,3,Rain-Thunderstorm,177<br />
2003-1-20,31,28,25,25,24,23,94,76,66,1012,1008,1005,10,9,4,26,10,,0.00,3,Rain-Thunderstorm,144<br />
2003-1-21,35,30,25,25,23,21,94,70,46,1010,1006,1005,10,8,1,34,13,,0.00,6,Rain-Thunderstorm,339<br />
